Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
TMEM101,-0.32383707,1.0,TSEN54,2.233276,0.5524323431578345,BCL11B,0.0,1.0,ZNF639,0.36910158,0.9932204130268388,SRSF5,-0.8052678,0.46998836539273364
MTX1,-0.19681762,1.0,MGAT4A,1.9989038,0.55200976458947,RAB30,0.0,1.0,HPS1,0.259359,0.993995012743491,CCNDBP1,-0.9275152,0.46794581410507835
TNK2,-0.35335365,1.0,SNRNP40,1.1101741,0.5524568230812527,ARFGEF2,0.0,1.0,PAIP1,0.26151633,0.9940028317150773,CABIN1,-22.97681,0.45921939099823494
ICE2,-0.35196224,1.0,ERCC1,0.9991023,0.5525366255754509,C18orf25,0.0,1.0,TMEM120A,0.51844835,0.9945022254175632,IGHV3-30,-21.577179,0.45921939099823494
NAPA,-0.10429371,1.0,PNPLA8,1.4114814,0.5532045985513998,C12orf49,0.0,1.0,SRGAP2C,0.5079527,0.9948241224119534,STX6,-22.348186,0.45921939099823494
ITM2A,-0.31420827,1.0,MFSD1,1.3239781,0.5533048534854199,RHBDF2,0.0,1.0,CENPE,0.53334606,0.9948241224119534,CCBL1,-22.568542,0.45921939099823494
SUCLG1,-0.17820457,1.0,SELK,0.51961124,0.5529749764703689,ZNF518B,0.0,1.0,PRR34-AS1,0.27478078,0.9956758091849446,TMEM64,-21.577179,0.45921939099823494
HAUS2,-0.32689673,1.0,NIT1,2.0610492,0.5541599009838271,POU2F2,0.0,1.0,MPC1,0.3199248,0.9956758091849446,FXYD3,-21.577179,0.45921939099823494
MCEE,-0.3328638,1.0,NDUFA2,0.6251569,0.5538377297755533,AP1AR,0.0,1.0,EIF3J-AS1,0.3735275,0.9958248856020913,XXbac-BPG299F13.17,-22.568542,0.45921939099823494
RILP,-0.17980663,1.0,QTRTD1,2.5176153,0.5543519455343592,PITX2,0.0,1.0,ISOC2,0.2965046,0.9964067472502321,TC2N,-21.577179,0.45921939099823494
PEX2,-0.3367416,1.0,BCCIP,1.8630837,0.5543119336616718,SLC16A7,0.0,1.0,S100A12,0.42504615,0.9964067472502321,SLC7A6,-22.971766,0.45921939099823494
COX7B,-0.0832678,1.0,GLI4,2.4452713,0.5543519455343592,MATR3.1,0.0,1.0,RP11-488L18.10,0.5279413,0.9964067472502321,ZNF576,-20.923111,0.45921939099823494
PPP1R8,-0.33932978,1.0,RPL14,0.34915274,0.5538863714682033,XRCC6BP1,0.0,1.0,DHRSX,0.38694802,0.9964825425487256,ANO5,-21.920809,0.45921939099823494
LIPT1,-0.27297693,1.0,LYRM4,1.3922838,0.5544522718832212,HBEGF,0.0,1.0,THOC2,0.42012358,0.9964921948495977,ZNF606,-22.728613,0.45921939099823494
NOC4L,-0.31838778,1.0,MTSS1L,1.9079115,0.5552894372864619,FAM129C,0.0,1.0,TCEA1,0.1615126,0.9965534628818983,TBC1D13,-21.307617,0.45921939099823494
BCCIP,-0.33188868,1.0,CFDP1,0.98006576,0.5547851501767224,ANKRD52,0.0,1.0,ANKRD44,0.5006645,0.9968391570237679,GMEB1,-22.315273,0.45921939099823494
SPRYD7,-0.37105718,1.0,SKIL,1.8665065,0.5554357673143688,HMGA2,0.0,1.0,PRCC,0.4988586,0.9971087006300124,DNAJC24,-21.920809,0.45921939099823494
MIB2,-0.2547441,1.0,REL,1.8918709,0.5565357089007229,NDST1,0.0,1.0,VTA1,0.37397006,0.9982540607362677,C11orf49,-21.920809,0.45921939099823494
COPZ1,-0.14054509,1.0,NUP93,1.9631376,0.5566890700992846,ZNF296,0.0,1.0,FH,0.3309133,0.9983076960413293,RELL1,-20.923111,0.45921939099823494
SRPK2,-0.16581482,1.0,PSMD10,1.8780011,0.5566890700992846,IDUA,0.0,1.0,HDDC3,0.3088164,0.9989705555897421,SPATA24,-20.923111,0.45921939099823494
MXD3,-0.21737537,1.0,RFNG,1.801209,0.5582065276041424,LINC00861,0.0,1.0,HNRNPL,0.48767138,0.9993515217615417,ZNF805,-22.315273,0.45921939099823494
VSTM4,-0.36847088,1.0,CCNB1IP1,1.7621486,0.5592178155718527,LRRC15,0.0,1.0,VTI1A,0.5689968,0.9992256504605382,RNF217,-20.923111,0.45921939099823494
TCF4,-0.13999829,1.0,RBM7,1.1533529,0.5587335007833409,SENP2,0.0,1.0,CD46,0.34162587,0.999509070889946,CCDC125,-22.270292,0.45921939099823494
RBM10,-0.34053582,1.0,PIGX,1.8776758,0.5591271913341087,NETO2,0.0,1.0,DDB2,0.48601478,0.9995110518851616,PHF12,-22.22123,0.45921939099823494
MAU2,-0.3744863,1.0,ACACA,1.9598587,0.5592178155718527,SLFN12L,0.0,1.0,STAT6,0.4807864,0.9999179678546432,IL7R,-22.971766,0.45921939099823494
KPNA2,-0.2732306,1.0,SIRT7,1.1365392,0.559100545000224,SLC25A32,0.0,1.0,TRMT13,0.49862555,0.9999179678546432,TUT1,-20.923111,0.45921939099823494
TMEM167B,-0.20851788,1.0,DENND5B,1.8639702,0.559782122233143,THAP2,0.0,1.0,IDH3A,0.56407297,0.9999179678546432,CCDC112,-21.307617,0.45921939099823494
PRR3,-0.3780105,1.0,RNF40,1.0781286,0.5607162313513114,SLA,0.0,1.0,PPP4R2,0.48311052,1.0,ZEB2-AS1,-22.315273,0.45921939099823494
YIPF5,-0.27686012,1.0,NCKAP1,2.1399395,0.560826245205947,FAM78A,0.0,1.0,LTN1,0.47851682,1.0,C11orf98,-22.315273,0.45921939099823494
ZMIZ1,-0.36091563,1.0,RPF1,1.9495643,0.5609418943634858,CYTH4,0.0,1.0,DIS3L,0.50943637,1.0,RHPN1,-22.973442,0.45921939099823494
PTDSS2,-0.37993935,1.0,PDLIM7,0.71906614,0.5610403447020664,CD5,0.0,1.0,SURF4,0.25182647,1.0,RFX2,-21.307617,0.45921939099823494
CYTH1,-0.33137083,1.0,SYF2,0.68547136,0.5613586123526974,C16orf74,0.0,1.0,EYA3,0.49294883,1.0,RAD51D,-20.923111,0.45921939099823494
C2orf49,-0.2315271,1.0,RIC8A,1.025456,0.5617158628919047,RAPGEF1,0.0,1.0,HK1,0.24503522,1.0,OMA1,-22.728613,0.45921939099823494
RTCA,-0.3981162,1.0,SEC22B,0.9661032,0.5618730868827306,FAM92B,0.0,1.0,COMT,0.21430519,1.0,UBOX5,-22.714037,0.45921939099823494
RANGAP1,-0.4174577,1.0,MIIP,1.1030723,0.5621078011315981,GCAT,0.0,1.0,ZMYM4,0.4855522,1.0,ARSB,-20.923111,0.45921939099823494
HNRNPA2B1,-0.08541228,1.0,MRFAP1L1,2.2551274,0.5623365023187631,MAP4K1,0.0,1.0,SRPRB,0.2753687,1.0,CDC23,-22.310768,0.45921939099823494
PSPC1,-0.36920023,1.0,SNX5,1.0918818,0.5623038718278973,TMEM206,0.0,1.0,DTYMK,0.278065,1.0,ZNF134,-21.920809,0.45921939099823494
CENPW,-0.22729574,1.0,CCT7,1.0049393,0.5623365023187631,GAN,0.0,1.0,CWF19L2,0.32291228,1.0,ATAD3B,-20.923111,0.45921939099823494
KIDINS220,-0.23028095,1.0,NTMT1,0.9862832,0.5631012898478013,TNFRSF13B,0.0,1.0,LIAS,0.4789544,1.0,POMT2,-22.315273,0.45921939099823494
KBTBD6,-0.38578248,1.0,YY1,0.9174232,0.5631012898478013,STX3,0.0,1.0,GGCT,0.3295076,1.0,GTF2E1,-21.307617,0.45921939099823494
SCAND1,-0.12064087,1.0,INO80,1.88117,0.56377229527949,CTC-459F4.3,0.0,1.0,UBE2D4,0.54106724,1.0,NPR3,-22.973442,0.45921939099823494
BACE1-AS,-0.39128837,1.0,MED4,0.79273784,0.5636296987103182,DCLK2,0.0,1.0,ANAPC11,0.15317053,1.0,PP7080,-20.923111,0.45921939099823494
FAM27C,-0.39072955,1.0,YIPF2,1.1427119,0.5643595209375832,ADPRM,0.0,1.0,METTL21A,0.46668348,1.0,ACAD9,-22.315273,0.45921939099823494
WDR33,-0.26705635,1.0,NLRX1,2.1608806,0.5645212365760678,ABCB9,0.0,1.0,CDC40,0.46355566,1.0,FAM184B,-22.973442,0.45921939099823494
PDE6D,-0.37291902,1.0,HERC4,1.4466676,0.5645212365760678,TMEM220,0.0,1.0,G3BP2,0.24337551,1.0,HOXB4,-21.920809,0.45921939099823494
MED4,-0.16469607,1.0,HK2,2.0260186,0.5645212365760678,SETD7,0.0,1.0,ATP5L2,0.4653332,1.0,RRP1,-20.923111,0.45921939099823494
A1BG,-0.3470141,1.0,EFEMP1,1.831098,0.564775469256623,LPAR2,0.0,1.0,FAM83A,0.46214214,1.0,SEPT8,-20.923111,0.45921939099823494
IFRD2,-0.15345795,1.0,KARS,0.8767276,0.5645212365760678,RP11-783K16.5,0.0,1.0,PARPBP,0.5099897,1.0,LZTFL1,-20.923111,0.45921939099823494
SMARCA2,-0.22786833,1.0,SLC39A6,2.1913311,0.5648023193155963,IRF4,0.0,1.0,CCDC107,0.26556516,1.0,LINC01572,-22.315273,0.45921939099823494
SCFD1,-0.26635915,1.0,SIDT2,1.8037834,0.5648023193155963,JSRP1,0.0,1.0,RTN3,0.21853033,1.0,AUNIP,-22.310768,0.45921939099823494
PITPNA,-0.35327557,1.0,MAFK,1.8205994,0.5649188956275712,LCN6,0.0,1.0,FAM19A2,0.45998022,1.0,MTOR,-21.920809,0.45921939099823494
ROGDI,-0.20983267,1.0,CFAP36,0.8973739,0.564775469256623,TNFRSF17,0.0,1.0,PSMB2,0.2025312,1.0,MRPL30,-22.153519,0.45921939099823494
SRRM2,-0.11960218,1.0,ARMC6,1.771617,0.5652077760607815,TXNDC11,0.0,1.0,EBAG9,0.32327235,1.0,ANKFY1,-20.923111,0.45921939099823494
GMFB,-0.3631188,1.0,GPSM1,2.0616999,0.5652077760607815,CREBBP,0.0,1.0,PLEKHA3,0.47344258,1.0,TNFAIP1,-20.923111,0.45921939099823494
BLCAP,-0.2548223,0.9999816940944206,UCKL1,1.8508486,0.5652077760607815,MBTD1,0.0,1.0,SF1,0.15862848,1.0,RP11-490M8.1,-23.008253,0.45921939099823494
UCP2,-0.13155738,0.9999816940944206,ZNF770,1.44916,0.5652077760607815,PRPF39,0.0,1.0,EFR3A,0.45141363,1.0,CYB5D1,-20.923111,0.45921939099823494
PIGV,-0.38850424,0.9997111436405276,RAB5B,1.1295972,0.5657018405260751,AC007246.3,0.0,1.0,CYFIP1,0.48293743,1.0,CD34,-20.923111,0.45921939099823494
KIAA1147,-0.44538048,0.9983947170660771,CTDNEP1,0.99126387,0.5657018405260751,PACS1,0.0,1.0,ARL3,0.3229335,1.0,TADA2B,-21.920809,0.45921939099823494
TMEM14B,-0.13465536,0.9981552633722619,CNN2,0.65534014,0.5660476819402246,BNC2,0.0,1.0,SCAP,0.48620352,1.0,LLGL1,-22.315273,0.45921939099823494
RNF123,-0.2519992,0.9977023429983888,CTCF,1.5035746,0.5666695736798049,C11orf80,0.0,1.0,KMT2B,0.52702576,1.0,BCL2L2,-22.973442,0.45921939099823494
RAB33A,-0.39142364,0.9947526213300529,TNIP2,1.2762438,0.5676353925694791,CD6,0.0,1.0,HMGN5,0.47215322,1.0,GINS1,-20.923111,0.45921939099823494
SEC24C,-0.39900973,0.9942956286471087,USP47,1.0867497,0.5679832846232029,MCEMP1,0.0,1.0,DNTT,0.45419988,1.0,RP11-536K7.3,-20.923111,0.45921939099823494
ZSWIM8,-0.31341898,0.9939210394457161,NUP133,4.6661625,0.568700917846417,RIC3,0.0,1.0,BRWD1,0.44995502,1.0,DPY19L3,-22.315273,0.45921939099823494
OLA1,-0.24080473,0.9939210394457161,INTS1,2.447208,0.5695283028721045,TPSAB1,0.0,1.0,MRPL52,0.19949895,1.0,CLPTM1L,-21.920809,0.45921939099823494
ZPR1,-0.3963683,0.9938849228698082,ROMO1,0.5442596,0.5686633406122946,NVL,0.0,1.0,DPF2,0.44311148,1.0,IKZF3,-22.270292,0.45921939099823494
ZNF638,-0.2560299,0.9934653145341757,MED24,4.5671053,0.5706379748474733,LAX1,0.0,1.0,PSMC4,0.27010837,1.0,ATP9B,-20.923111,0.45921939099823494
ATP6V0A1,-0.26049748,0.9931073983824087,ATXN1L,1.823799,0.570201890210557,SLC25A19,0.0,1.0,MANBA,0.4757093,1.0,MND1,-20.923111,0.45921939099823494
PHIP,-0.20953281,0.9922488598243895,MX1,0.9672453,0.5704733314712104,THEM5,0.0,1.0,PLK3,0.4563642,1.0,TMEM154,-22.714037,0.45921939099823494
G3BP2,-0.2179948,0.9917291666405681,BTG2,0.5926997,0.570526260447031,TRG-AS1,0.0,1.0,OGDH,0.51898575,1.0,PRKAB2,-22.21574,0.45921939099823494
COPS7A,-0.42153493,0.9905534336104113,C14orf1,1.024726,0.5709525345459401,HSCB,0.0,1.0,LIPT1,0.44290695,1.0,LRRC20,-22.315273,0.45921939099823494
NAA60,-0.2291894,0.9896415875805574,C6orf120,1.8162825,0.5714026273722028,PTK7,0.0,1.0,TBC1D10B,0.44725174,1.0,ALDH18A1,-21.920809,0.45921939099823494
TP53RK,-0.44191927,0.9896415875805574,VWA5A,4.499492,0.5719235329230514,PODXL2,0.0,1.0,PNP,0.19555216,1.0,R3HCC1L,-20.923111,0.45921939099823494
FKBP1B,-0.26060426,0.9895722791443392,COQ5,1.8121392,0.5716336597716685,GPR183,0.0,1.0,CSK,0.34974366,1.0,TBCE,-22.315273,0.45921939099823494
INPP5K,-0.21069755,0.9895312983041139,SSBP2,1.7495792,0.5735728503598396,ITGAL,0.0,1.0,IGHV3-7,0.5117501,1.0,PTPN22,-22.270292,0.45921939099823494
CAPRIN1,-0.29995635,0.9865285126039023,FKRP,4.394778,0.5739030988709606,KIAA1524,0.0,1.0,FAHD2A,0.46553504,1.0,KLHL5,-21.307617,0.45921939099823494
KMT2C,-0.26797596,0.9865285126039023,TBRG4,2.2284336,0.5739030988709606,RP11-455F5.5,0.0,1.0,ZC3H7A,0.4290878,1.0,ZNF557,-21.920809,0.45921939099823494
CDK7,-0.4486729,0.9853180507095941,MTURN,1.7058074,0.5739030988709606,CCDC151,0.0,1.0,SRPRA,0.4609727,1.0,PCDH17,-20.923111,0.45921939099823494
TMCO3,-0.32913464,0.984121855139958,PSIP1,1.452841,0.5739030988709606,TGDS,0.0,1.0,MRPS16,0.25898618,1.0,RPRD2,-20.923111,0.45921939099823494
KRAS,-0.27082613,0.9832366463960485,STX7,0.9867289,0.5736691693357405,C11orf68,0.0,1.0,TSPAN14,0.42719835,1.0,CXorf38,-21.307617,0.45921939099823494
MINCR,-0.4544341,0.9828232741844098,GNL2,2.2701757,0.5742209670773419,ARPP21,0.0,1.0,PHF20L1,0.29459214,1.0,DBT,-20.923111,0.45921939099823494
KANSL2,-0.45948297,0.9821555338164544,MXD4,1.1316586,0.5739030988709606,LRRCC1,0.0,1.0,YY1AP1,0.33513245,1.0,ZNF714,-20.923111,0.45921939099823494
LYRM4,-0.30830643,0.9815855269009576,KBTBD2,1.7622256,0.5743431122530819,CLYBL,0.0,1.0,SNX13,0.31636775,1.0,AK9,-23.068977,0.45921939099823494
NDE1,-0.437531,0.9785543423878822,HSD17B10,0.88544035,0.5749323909525289,PAG1,0.0,1.0,CPSF3,0.35526443,1.0,OXSM,-21.920809,0.45921939099823494
MACROD1,-0.35130936,0.976717975650217,COPB1,1.4629005,0.575087892804091,BOK,0.0,1.0,MRPL21,0.36116526,1.0,PCYOX1L,-21.307617,0.45921939099823494
PCBD2,-0.36171147,0.9766005211553852,SPG21,1.1145608,0.575311003240954,RP11-96H19.1,0.0,1.0,RNF44,0.4321106,1.0,KCNK6,-22.973442,0.45921939099823494
SCYL1,-0.23349541,0.9757572992775135,NAP1L1,0.47973827,0.575087892804091,SLC38A1,0.0,1.0,OCIAD1,0.23070194,1.0,ZNF574,-20.923111,0.45921939099823494
HSPA4,-0.47800332,0.9757572992775135,KMT2B,4.2869935,0.5759349582928373,FBXL6,0.0,1.0,SEC61A1,0.2364994,1.0,C3orf14,-22.895967,0.45921939099823494
RAP2C,-0.3225104,0.9753983538421822,SNRK,2.1636748,0.5757623301158914,SCNN1B,0.0,1.0,LRRC32,0.31693086,1.0,TTI1,-20.923111,0.45921939099823494
CPTP,-0.4384864,0.9747158132084387,UBE2D4,4.2727847,0.5760745381420028,TRDC,0.0,1.0,U2AF2,0.2470107,1.0,ZNF337,-21.920809,0.45921939099823494
GADD45GIP1,-0.13894372,0.9721815269272459,HDAC7,0.9552419,0.575730725032217,KRI1,0.0,1.0,NR2C2AP,0.43819103,1.0,FAM21A,-22.315273,0.45921939099823494
KAT2B,-0.37154135,0.971111884657491,RNASE1,1.0528672,0.575730725032217,PARVG,0.0,1.0,OSBPL8,0.3483763,1.0,HEATR1,-20.923111,0.45921939099823494
BIRC2,-0.16819523,0.9709687404180558,LRRC41,1.3765585,0.5760745381420028,CCDC9,0.0,1.0,TCF4,0.21344016,1.0,TCEB3,-21.920809,0.45921939099823494
TSC22D4,-0.14890446,0.9709687404180558,SKA2,0.95893395,0.5759349582928373,MICB,0.0,1.0,ATXN10,0.25289956,1.0,MFN2,-22.315273,0.45921939099823494
WWP1,-0.44727334,0.9700975431245871,IDH3A,4.249509,0.5764973946351194,BCR,0.0,1.0,BAZ2B,0.2901587,1.0,REPS2,-21.307617,0.45921939099823494
CARS,-0.3658212,0.9688228108705476,FAM173B,4.2459946,0.576617728501115,AP5S1,0.0,1.0,SLC35G1,0.4507937,1.0,TESK1,-22.153519,0.45921939099823494
PKMYT1,-0.48855746,0.9682780909856783,C16orf87,1.2821531,0.5760745381420028,TIRAP,0.0,1.0,CHST11,0.44560525,1.0,WDR91,-22.728613,0.45921939099823494
UBE2D1,-0.32485643,0.96622587809247,DGCR8,1.7769488,0.5764973946351194,RP5-1085F17.3,0.0,1.0,CHTOP,0.23904584,1.0,RIBC2,-20.923111,0.45921939099823494
ASXL1,-0.29933226,0.9659535843311815,TPT1,0.30752605,0.5760745381420028,KIF3B,0.0,1.0,PRPS1,0.41893435,1.0,REM2,-22.310768,0.45921939099823494
EZH2,-0.4683925,0.9639069832295762,SGSM3,4.204548,0.5772146895362519,PET117,0.0,1.0,DRG2,0.32317728,1.0,URB1-AS1,-20.923111,0.45921939099823494
