"","Top","p.value","FDR","summary.logFC","logFC","r","tf","CellType","tag"
"MSC.ARNT",93,0.0782132557542915,0.301919987266566,-0.443094915844403,-0.443094915844403,-0.168,"ARNT","MSC","ns"
"MSC.ASCL1",64,0.0447101413681968,0.247488443266736,0.441173470324638,0.441173470324638,0.178,"ASCL1","MSC","ns"
"MSC.ATF1",32,0.0118110528961875,0.130070280522953,0.468001458890722,0.468001458890722,0.248,"ATF1","MSC","ns"
"MSC.ATF2",209,0.346231572538053,0.588729519287508,0.217611400937046,0.217611400937046,0.0829,"ATF2","MSC","ns"
"MSC.ATF3",81,0.0680994327769382,0.299552175352647,0.363266161754354,0.363266161754354,0.168,"ATF3","MSC","ns"
"MSC.ATF4",261,0.547222955099637,0.750347655561855,-0.137766170494654,-0.137766170494654,-0.0427,"ATF4","MSC","ns"
"MSC.ATF5",170,0.232198408376797,0.489827027160956,0.369480796542378,0.369480796542378,0.158,"ATF5","MSC","ns"
"MSC.ATF6",147,0.187296180355679,0.452284446057661,-0.29380853489425,-0.29380853489425,-0.0843,"ATF6","MSC","ns"
"MSC.ATF7",156,0.19793129774072,0.455495742877683,0.263470920528715,0.263470920528715,0.104,"ATF7","MSC","ns"
"MSC.BACH1",296,0.706422592446623,0.854939744177511,0.0733759335570043,0.0733759335570043,-0.0147,"BACH1","MSC","ns"
"MSC.BACH2",294,0.69973118235391,0.85443365464304,-0.0734446075401245,-0.0734446075401245,-0.0621,"BACH2","MSC","ns"
"MSC.BATF",318,0.816918499661569,0.922244469743721,0.0524262584434226,0.0524262584434226,0.0492,"BATF","MSC","ns"
"MSC.BCL11A",279,0.64763300035325,0.82968511966986,0.087243206525201,0.087243206525201,0.0571,"BCL11A","MSC","ns"
"MSC.BCL6",291,0.686106560539389,0.846433866782271,0.0812929928648473,0.0812929928648473,0.00825,"BCL6","MSC","ns"
"MSC.BHLHE22",310,0.771231715474589,0.892327866256461,-0.0652807715433809,-0.0652807715433809,-0.0349,"BHLHE22","MSC","ns"
"MSC.BHLHE40",55,0.0289791275627937,0.189154669000781,0.442440401465996,0.442440401465996,0.223,"BHLHE40","MSC","ns"
"MSC.BMAL1",216,0.360723171237482,0.599001865323183,-0.197728897489074,-0.197728897489074,-0.034,"BMAL1","MSC","ns"
"MSC.BRF2",36,0.0142394500123672,0.141523167319561,-0.451933907001391,-0.451933907001391,-0.233,"BRF2","MSC","ns"
"MSC.CBX2",266,0.566786515372873,0.762196908005229,-0.125770273645247,-0.125770273645247,-0.0929,"CBX2","MSC","ns"
"MSC.CDX1",183,0.272518637323629,0.525973716390377,0.261645963676255,0.261645963676255,0.229,"CDX1","MSC","ns"
"MSC.CDX2",109,0.114103198445563,0.373363468690521,0.345284363277728,0.345284363277728,0.17,"CDX2","MSC","ns"
"MSC.CEBPA",119,0.132586326217626,0.395191906648323,-0.298060339721578,-0.298060339721578,-0.115,"CEBPA","MSC","ns"
"MSC.CEBPB",284,0.668726499478312,0.845326807439134,0.097401676308886,0.097401676308886,0.042,"CEBPB","MSC","ns"
"MSC.CEBPD",357,0.99343624275015,0.99434905022319,-0.00158184814141188,-0.00158184814141188,0.0621,"CEBPD","MSC","ns"
"MSC.CEBPE",349,0.928288865404752,0.954887400230103,-0.0137582461201054,-0.0137582461201054,0.114,"CEBPE","MSC","ns"
"MSC.CEBPG",43,0.0211105056542299,0.176248175113222,0.585224493852073,0.585224493852073,0.169,"CEBPG","MSC","ns"
"MSC.CEBPZ",320,0.825313882846944,0.925527087945622,0.0420573667864577,0.0420573667864577,-0.00825,"CEBPZ","MSC","ns"
"MSC.CLOCK",321,0.82756043239706,0.925527087945622,-0.044569231273314,-0.044569231273314,0.00969,"CLOCK","MSC","ns"
"MSC.CREB1",74,0.0550405233842225,0.263571763664459,0.379909077035799,0.379909077035799,0.186,"CREB1","MSC","ns"
"MSC.CREB3",195,0.307765467435167,0.562443216422475,0.155666299863354,0.155666299863354,0.0664,"CREB3","MSC","ns"
"MSC.CREB3L1",190,0.279000634742154,0.525973716390377,0.207577308750962,0.207577308750962,0.129,"CREB3L1","MSC","ns"
"MSC.CREB5",142,0.179955906120969,0.447510215049666,-0.331096400832041,-0.331096400832041,-0.0836,"CREB5","MSC","ns"
"MSC.CREM",255,0.534739154095606,0.7492987588494,0.131748810649732,0.131748810649732,0.037,"CREM","MSC","ns"
"MSC.CTCF",350,0.955596566521811,0.980169049660943,-0.0106787185685842,-0.0106787185685842,0.0226,"CTCF","MSC","ns"
"MSC.CTCFL",133,0.163943182522046,0.442523327258757,0.289702895539426,0.289702895539426,0.065,"CTCFL","MSC","ns"
"MSC.CUX1",223,0.391386382972558,0.630079423709186,-0.183165928266888,-0.183165928266888,-0.111,"CUX1","MSC","ns"
"MSC.CXXC4",245,0.487259650110173,0.713984548528783,-0.136312428365774,-0.136312428365774,-0.0499,"CXXC4","MSC","ns"
"MSC.DDIT3",45,0.0239538587374386,0.188352471089691,0.494801508214447,0.494801508214447,0.232,"DDIT3","MSC","ns"
"MSC.DEAF1",290,0.683779600418138,0.846433866782271,-0.0626640216366578,-0.0626640216366578,-0.0384,"DEAF1","MSC","ns"
"MSC.DNMT1",75,0.0551842912133527,0.263571763664459,-0.402334885715067,-0.402334885715067,-0.138,"DNMT1","MSC","ns"
"MSC.DUX4",178,0.258560567964046,0.521478898309508,0.242256611122425,0.242256611122425,0.129,"DUX4","MSC","ns"
"MSC.E2F1",21,0.0067027830776111,0.114585672612495,0.635493276611777,0.635493276611777,0.274,"E2F1","MSC","ns"
"MSC.E2F2",113,0.121420761386069,0.38524363582762,0.314342050754757,0.314342050754757,0.107,"E2F2","MSC","ns"
"MSC.E2F3",250,0.503411841125592,0.721224383415473,0.122605354167423,0.122605354167423,0.21,"E2F3","MSC","ns"
"MSC.E2F4",242,0.476733019195165,0.707219644177952,0.13124460739554,0.13124460739554,0.0363,"E2F4","MSC","ns"
"MSC.E2F5",105,0.105985629745261,0.362369915033797,0.250746000332577,0.250746000332577,0.161,"E2F5","MSC","ns"
"MSC.E2F6",39,0.0167549590232331,0.152219676191766,0.514300306014975,0.514300306014975,0.236,"E2F6","MSC","ns"
"MSC.E2F7",230,0.423663018597758,0.66128271163737,0.1563188208469,0.1563188208469,0.0721,"E2F7","MSC","ns"
"MSC.EBF1",308,0.757347045023313,0.880106079065997,0.0725622088415764,0.0725622088415764,0.0363,"EBF1","MSC","ns"
"MSC.EGR1",176,0.252942817864629,0.515945861439783,0.206763033288477,0.206763033288477,0.161,"EGR1","MSC","ns"
"MSC.EGR2",263,0.557455424634236,0.760937252637607,0.20182145379353,0.20182145379353,0.121,"EGR2","MSC","ns"
"MSC.EHF",34,0.0130453942547386,0.137744015807387,0.57876324606005,0.57876324606005,0.23,"EHF","MSC","ns"
"MSC.ELF1",348,0.92631484045502,0.954887400230103,0.0204458061488894,0.0204458061488894,0.0111,"ELF1","MSC","ns"
"MSC.ELF3",257,0.53902590492969,0.7492987588494,-0.121254693262651,-0.121254693262651,-0.052,"ELF3","MSC","ns"
"MSC.ELF5",206,0.330967296021283,0.576782811998256,-0.183186854996209,-0.183186854996209,-0.0786,"ELF5","MSC","ns"
"MSC.ELK1",48,0.0261687970162743,0.189154669000781,0.508343461863939,0.508343461863939,0.237,"ELK1","MSC","ns"
"MSC.ELK4",88,0.0751549115683956,0.301603750622912,0.397950433442071,0.397950433442071,0.171,"ELK4","MSC","ns"
"MSC.EOMES",339,0.894929670868344,0.945799181580239,0.0309818108739479,0.0309818108739479,0.0463,"EOMES","MSC","ns"
"MSC.EPAS1",51,0.0274420626087642,0.189154669000781,0.422527972440575,0.422527972440575,0.247,"EPAS1","MSC","ns"
"MSC.ERG",277,0.624636206480377,0.809546563633413,-0.0995180445105756,-0.0995180445105756,-0.037,"ERG","MSC","ns"
"MSC.ESR1",226,0.405786510578121,0.643262683356451,0.156610747295567,0.156610747295567,0.144,"ESR1","MSC","ns"
"MSC.ESR2",297,0.70772641335652,0.854939744177511,0.0777959771785361,0.0777959771785361,0.0621,"ESR2","MSC","ns"
"MSC.ESRRA",319,0.823252123419502,0.925527087945622,-0.0503945836837614,-0.0503945836837614,-0.0104,"ESRRA","MSC","ns"
"MSC.ETS1",101,0.0969694911158678,0.344673735748481,0.344027420561199,0.344027420561199,0.156,"ETS1","MSC","ns"
"MSC.ETS2",19,0.00599101259961399,0.111545560059738,0.646130376143434,0.646130376143434,0.287,"ETS2","MSC","ns"
"MSC.ETV1",85,0.0720775929357378,0.301603750622912,0.384749629267517,0.384749629267517,0.186,"ETV1","MSC","ns"
"MSC.ETV4",40,0.0169604096035394,0.152219676191766,-0.4270731860895,-0.4270731860895,-0.269,"ETV4","MSC","ns"
"MSC.ETV6",120,0.133110163129048,0.395191906648323,-0.29244762581669,-0.29244762581669,-0.125,"ETV6","MSC","ns"
"MSC.FLI1",8,0.00123669939601431,0.0554968853961421,0.683557341758127,0.683557341758127,0.358,"FLI1","MSC","ns"
"MSC.FOS",66,0.0478876556343689,0.260027112572951,0.357760678231037,0.357760678231037,0.196,"FOS","MSC","ns"
"MSC.FOSB",57,0.0304782254426712,0.191959349717877,0.500054598449863,0.500054598449863,0.19,"FOSB","MSC","ns"
"MSC.FOSL1",96,0.0850705364967124,0.318113211748395,0.367836578696833,0.367836578696833,0.177,"FOSL1","MSC","ns"
"MSC.FOSL2",194,0.300096670050661,0.555333528598905,0.207630884118039,0.207630884118039,0.102,"FOSL2","MSC","ns"
"MSC.FOXA1",166,0.225275077681133,0.485426055089039,0.21964814995808,0.21964814995808,0.165,"FOXA1","MSC","ns"
"MSC.FOXA2",334,0.883716189173727,0.945799181580239,0.0326242480738761,0.0326242480738761,0.0449,"FOXA2","MSC","ns"
"MSC.FOXD3",184,0.27262754438281,0.525973716390377,-0.295205940289893,-0.295205940289893,-0.121,"FOXD3","MSC","ns"
"MSC.FOXF2",23,0.00777031208052872,0.120839683645161,-0.745285104175246,-0.745285104175246,-0.28,"FOXF2","MSC","ns"
"MSC.FOXJ2",228,0.411490402796206,0.647916906157183,0.163485368395691,0.163485368395691,0.075,"FOXJ2","MSC","ns"
"MSC.FOXK1",22,0.00709014784124386,0.115698321591207,0.36223681434634,0.36223681434634,0.243,"FOXK1","MSC","ns"
"MSC.FOXK2",174,0.249373567828636,0.514512131324599,0.198747270731574,0.198747270731574,0.102,"FOXK2","MSC","ns"
"MSC.FOXL2",179,0.261072174500346,0.523602852768851,0.263007054024156,0.263007054024156,0.143,"FOXL2","MSC","ns"
"MSC.FOXM1",155,0.196189258652964,0.454399637783317,0.262191522245892,0.262191522245892,0.132,"FOXM1","MSC","ns"
"MSC.FOXO1",306,0.747504765070331,0.876974544641337,0.0778227845632293,0.0778227845632293,0.0255,"FOXO1","MSC","ns"
"MSC.FOXO3",127,0.145576254488521,0.408743989529888,0.225785293464336,0.225785293464336,0.0686,"FOXO3","MSC","ns"
"MSC.FOXO4",124,0.138592041306506,0.401246313137384,-0.318086410137416,-0.318086410137416,-0.102,"FOXO4","MSC","ns"
"MSC.FOXP1",99,0.094029933079201,0.340977232075083,-0.326024902861003,-0.326024902861003,-0.157,"FOXP1","MSC","ns"
"MSC.FOXP2",246,0.493778234223262,0.718321110280128,-0.126054321142574,-0.126054321142574,-0.0851,"FOXP2","MSC","ns"
"MSC.FOXP3",104,0.105485062561184,0.362369915033797,0.379861028913168,0.379861028913168,0.364,"FOXP3","MSC","ns"
"MSC.GABPA",134,0.167092001594965,0.443242142939283,0.31188064301561,0.31188064301561,0.0973,"GABPA","MSC","ns"
"MSC.GATA1",4,1.49361124903874e-05,0.00134051609601227,0.660634887831254,0.660634887831254,0.385,"GATA1","MSC","**"
"MSC.GATA2",116,0.126625110766727,0.391882885907369,0.305403077006467,0.305403077006467,0.186,"GATA2","MSC","ns"
"MSC.GATA3",69,0.0512163672545703,0.260332422517257,0.406011369942908,0.406011369942908,0.24,"GATA3","MSC","ns"
"MSC.GATA4",288,0.681600653729383,0.846433866782271,0.115308085908143,0.115308085908143,0.047,"GATA4","MSC","ns"
"MSC.GATA6",270,0.576358614487511,0.766343491114876,0.125833528899197,0.125833528899197,0.0499,"GATA6","MSC","ns"
"MSC.GFI1",50,0.0265488784756633,0.189154669000781,0.344112595057522,0.344112595057522,0.305,"GFI1","MSC","ns"
"MSC.GFI1B",107,0.112092795633929,0.373363468690521,0.250358729137004,0.250358729137004,0.135,"GFI1B","MSC","ns"
"MSC.GLI1",215,0.359887008647543,0.599001865323183,-0.229147670148583,-0.229147670148583,-0.107,"GLI1","MSC","ns"
"MSC.GLI2",145,0.180749251203904,0.447510215049666,0.388209507313916,0.388209507313916,0.171,"GLI2","MSC","ns"
"MSC.GLI3",205,0.32748696917722,0.57350157041279,0.300687754811784,0.300687754811784,0.188,"GLI3","MSC","ns"
"MSC.GLYR1",70,0.0514358811986097,0.260332422517257,0.388894362251065,0.388894362251065,0.23,"GLYR1","MSC","ns"
"MSC.GRHL2",281,0.649419271942147,0.82968511966986,-0.0956603075673989,-0.0956603075673989,-0.0456,"GRHL2","MSC","ns"
"MSC.GTF2B",63,0.0446689420573328,0.247488443266736,0.485732366593914,0.485732366593914,0.228,"GTF2B","MSC","ns"
"MSC.HBP1",192,0.288872325049621,0.540131066108405,-0.183894752672755,-0.183894752672755,-0.107,"HBP1","MSC","ns"
"MSC.HES1",1,2.55644121270879e-07,9.17762395362453e-05,1.45140652228378,1.45140652228378,0.487,"HES1","MSC","***"
"MSC.HHEX",210,0.346568208542281,0.588729519287508,-0.191263320926849,-0.191263320926849,-0.138,"HHEX","MSC","ns"
"MSC.HIC1",235,0.439195094600105,0.670940591325267,-0.113333312218325,-0.113333312218325,-0.242,"HIC1","MSC","ns"
"MSC.HIF1A",164,0.222318899845596,0.485426055089039,-0.199973414320028,-0.199973414320028,-0.0541,"HIF1A","MSC","ns"
"MSC.HINFP",130,0.152927029877074,0.422313874814381,-0.294855273034074,-0.294855273034074,-0.106,"HINFP","MSC","ns"
"MSC.HIVEP2",11,0.0022518608533315,0.0635922942358096,-0.487056063997108,-0.487056063997108,-0.291,"HIVEP2","MSC","ns"
"MSC.HMBOX1",71,0.0514863565424102,0.260332422517257,0.363375136936738,0.363375136936738,0.178,"HMBOX1","MSC","ns"
"MSC.HMGA1",229,0.415683872948448,0.651661617417,0.0759670807050512,0.0759670807050512,0.165,"HMGA1","MSC","ns"
"MSC.HMGN3",224,0.397970655421953,0.636440203399882,-0.152615107188621,-0.152615107188621,-0.0929,"HMGN3","MSC","ns"
"MSC.HNF1A",115,0.12565802275314,0.391882885907369,-0.537142497765838,-0.537142497765838,-0.037,"HNF1A","MSC","ns"
"MSC.HNF1B",217,0.362070765390336,0.599001865323183,0.199193630947555,0.199193630947555,0.105,"HNF1B","MSC","ns"
"MSC.HNF4A",272,0.597378546631129,0.788451831766822,0.097157583092578,0.097157583092578,0.0829,"HNF4A","MSC","ns"
"MSC.HNF4G",340,0.895742957485463,0.945799181580239,0.0269370286567541,0.0269370286567541,0.0269,"HNF4G","MSC","ns"
"MSC.HOXA1",225,0.39888313583558,0.636440203399882,0.18020096075338,0.18020096075338,0.162,"HOXA1","MSC","ns"
"MSC.HOXA10",341,0.900791802095798,0.946513694034477,0.0194236927332162,0.0194236927332162,-0.125,"HOXA10","MSC","ns"
"MSC.HOXA9",293,0.697345286328859,0.854426477106008,-0.0876794463751049,-0.0876794463751049,-0.0449,"HOXA9","MSC","ns"
"MSC.HOXB13",329,0.855734172779073,0.933764644461056,0.0417819648381689,0.0417819648381689,0.0527,"HOXB13","MSC","ns"
"MSC.HOXB7",52,0.0278196634773389,0.189154669000781,0.436325661259316,0.436325661259316,0.201,"HOXB7","MSC","ns"
"MSC.HSF1",6,0.000502751489242902,0.0300812974397003,0.699112926789657,0.699112926789657,0.371,"HSF1","MSC","*"
"MSC.HSF2",193,0.291016627751443,0.541321084781181,0.182767316625087,0.182767316625087,0.139,"HSF2","MSC","ns"
"MSC.IKZF1",200,0.314010296025188,0.563648481365212,0.185553052112582,0.185553052112582,0.0959,"IKZF1","MSC","ns"
"MSC.IRF1",251,0.50425437392001,0.721224383415473,-0.105333794825641,-0.105333794825641,-0.0772,"IRF1","MSC","ns"
"MSC.IRF2",80,0.0660125720211654,0.29623141694498,0.317909321016239,0.317909321016239,0.166,"IRF2","MSC","ns"
"MSC.IRF3",287,0.676856273702778,0.846433866782271,0.0738986931885518,0.0738986931885518,0.0398,"IRF3","MSC","ns"
"MSC.IRF4",254,0.525849435399356,0.743228139009326,0.152504382483577,0.152504382483577,0.0628,"IRF4","MSC","ns"
"MSC.IRF8",180,0.266009901497184,0.525973716390377,0.287309986969284,0.287309986969284,0.0959,"IRF8","MSC","ns"
"MSC.IRF9",53,0.0282483830827235,0.189154669000781,0.275045473779291,0.275045473779291,0.153,"IRF9","MSC","ns"
"MSC.JUN",332,0.866198195331984,0.936642024470429,-0.029801570471774,-0.029801570471774,-0.037,"JUN","MSC","ns"
"MSC.JUNB",221,0.380982457481259,0.618881005591729,0.182212013076598,0.182212013076598,0.106,"JUNB","MSC","ns"
"MSC.JUND",165,0.225262711512947,0.485426055089039,0.243620552073167,0.243620552073167,0.125,"JUND","MSC","ns"
"MSC.KDM5B",227,0.40674269950394,0.643262683356451,0.181381913704425,0.181381913704425,0.0585,"KDM5B","MSC","ns"
"MSC.KLF1",140,0.175982524078416,0.447510215049666,0.192508242734578,0.192508242734578,0.128,"KLF1","MSC","ns"
"MSC.KLF10",231,0.427091398287435,0.661626746448672,0.101911837009031,0.101911837009031,0.3,"KLF10","MSC","ns"
"MSC.KLF13",196,0.310937447622468,0.562443216422475,0.169734326787895,0.169734326787895,0.138,"KLF13","MSC","ns"
"MSC.KLF2",182,0.269501135744847,0.525973716390377,0.194503584025232,0.194503584025232,0.295,"KLF2","MSC","ns"
"MSC.KLF3",5,6.3109316166266e-05,0.0045312489007379,0.828454760845705,0.828454760845705,0.39,"KLF3","MSC","**"
"MSC.KLF4",345,0.912106889510575,0.946513694034477,0.0181575042168045,0.0181575042168045,0.00754,"KLF4","MSC","ns"
"MSC.KLF5",346,0.912238824891167,0.946513694034477,0.0233145931327653,0.0233145931327653,0.00108,"KLF5","MSC","ns"
"MSC.KLF6",316,0.806907380349728,0.916708068182128,-0.0500235277789722,-0.0500235277789722,-0.0456,"KLF6","MSC","ns"
"MSC.KLF8",219,0.365873262988841,0.599764846634675,0.18562235572774,0.18562235572774,0.07,"KLF8","MSC","ns"
"MSC.KLF9",267,0.567296802099811,0.762196908005229,-0.103870991604658,-0.103870991604658,-0.0758,"KLF9","MSC","ns"
"MSC.KMT2A",201,0.316632884864184,0.564277924324946,0.197722335619383,0.197722335619383,0.104,"KMT2A","MSC","ns"
"MSC.KMT2B",337,0.892594611022062,0.945799181580239,-0.0237342179444299,-0.0237342179444299,-0.0233,"KMT2B","MSC","ns"
"MSC.LEF1",220,0.375126016415394,0.612137454059665,0.177362636972824,0.177362636972824,0.0936,"LEF1","MSC","ns"
"MSC.LHX2",358,0.994062000754974,0.99434905022319,0.00159600112015612,0.00159600112015612,-0.0226,"LHX2","MSC","ns"
"MSC.LYL1",125,0.144562556348565,0.408743989529888,0.299040508422304,0.299040508422304,0.154,"LYL1","MSC","ns"
"MSC.MAF",355,0.991623680073668,0.99434905022319,-0.00203616173285326,-0.00203616173285326,-0.0132,"MAF","MSC","ns"
"MSC.MAFB",233,0.434249376507757,0.669071106145627,0.173922247939857,0.173922247939857,0.0851,"MAFB","MSC","ns"
"MSC.MAFF",172,0.23511340732853,0.490730890877571,0.27626969130887,0.27626969130887,0.137,"MAFF","MSC","ns"
"MSC.MAFG",56,0.0301183157493267,0.191959349717877,0.522097729628028,0.522097729628028,0.232,"MAFG","MSC","ns"
"MSC.MAFK",198,0.311330835712818,0.562443216422475,0.244123160216334,0.244123160216334,0.131,"MAFK","MSC","ns"
"MSC.MAX",222,0.391132671494119,0.630079423709186,0.146974806758907,0.146974806758907,0.0513,"MAX","MSC","ns"
"MSC.MAZ",111,0.115441072492055,0.373363468690521,0.362924148085632,0.362924148085632,0.141,"MAZ","MSC","ns"
"MSC.MBD1",283,0.663593768879296,0.841802696210838,-0.0993708239328344,-0.0993708239328344,-0.0405,"MBD1","MSC","ns"
"MSC.MBD2",42,0.0191784964826538,0.163930481839827,0.524595869373688,0.524595869373688,0.205,"MBD2","MSC","ns"
"MSC.MBD3",18,0.0059678932665994,0.111545560059738,0.600385468344488,0.600385468344488,0.293,"MBD3","MSC","ns"
"MSC.MBD4",202,0.317504570232978,0.564277924324946,-0.243692748432753,-0.243692748432753,-0.145,"MBD4","MSC","ns"
"MSC.MECP2",307,0.753724128962216,0.880106079065997,0.0820857381831791,0.0820857381831791,0.0832,"MECP2","MSC","ns"
"MSC.MEF2A",78,0.0619382928670917,0.285074963324178,0.41880892033332,0.41880892033332,0.164,"MEF2A","MSC","ns"
"MSC.MEF2B",103,0.104242952424009,0.362369915033797,0.394155499085476,0.394155499085476,0.155,"MEF2B","MSC","ns"
"MSC.MEF2C",112,0.118315327313559,0.379242879513998,0.372255211170069,0.372255211170069,0.176,"MEF2C","MSC","ns"
"MSC.MEF2D",143,0.180289074535119,0.447510215049666,0.313799112828166,0.313799112828166,0.196,"MEF2D","MSC","ns"
"MSC.MEIS1",191,0.279835598413822,0.525973716390377,0.265334889577119,0.265334889577119,0.0793,"MEIS1","MSC","ns"
"MSC.MEIS2",28,0.0106776489111216,0.130070280522953,0.627131468844984,0.627131468844984,0.229,"MEIS2","MSC","ns"
"MSC.MITF",41,0.0181513964669772,0.158935398332801,0.424221610253453,0.424221610253453,0.252,"MITF","MSC","ns"
"MSC.MNT",31,0.01150506736256,0.130070280522953,0.550952245452479,0.550952245452479,0.235,"MNT","MSC","ns"
"MSC.MSX2",271,0.59470301107786,0.787816903973991,-0.113026592620714,-0.113026592620714,-0.0613,"MSX2","MSC","ns"
"MSC.MTF1",148,0.188817024230503,0.452284446057661,-0.255384159111732,-0.255384159111732,-0.128,"MTF1","MSC","ns"
"MSC.MXI1",315,0.798221843831864,0.909719498208379,0.0519040079775409,0.0519040079775409,0.0018,"MXI1","MSC","ns"
"MSC.MYB",240,0.455596649271918,0.680180826741895,0.137653635847277,0.137653635847277,0.0714,"MYB","MSC","ns"
"MSC.MYBL1",311,0.773428576520266,0.892327866256461,-0.0632471470232387,-0.0632471470232387,-0.0147,"MYBL1","MSC","ns"
"MSC.MYBL2",89,0.0755886293096246,0.301603750622912,0.345067626390532,0.345067626390532,0.18,"MYBL2","MSC","ns"
"MSC.MYC",14,0.00289719183490753,0.0742922763379859,-0.674792625628253,-0.674792625628253,-0.345,"MYC","MSC","ns"
"MSC.MYCN",214,0.358973566792552,0.599001865323183,-0.162963445710208,-0.162963445710208,-0.0872,"MYCN","MSC","ns"
"MSC.MYNN",83,0.0707529070209404,0.301603750622912,0.276105849959818,0.276105849959818,0.137,"MYNN","MSC","ns"
"MSC.MYOD1",149,0.189207545076,0.452284446057661,0.268529231593963,0.268529231593963,0.183,"MYOD1","MSC","ns"
"MSC.NANOG",244,0.485254594559543,0.713960653470803,0.156994775412352,0.156994775412352,0.0858,"NANOG","MSC","ns"
"MSC.NCOA1",20,0.00621423732923331,0.111545560059738,0.658173346535947,0.658173346535947,0.276,"NCOA1","MSC","ns"
"MSC.NCOA2",97,0.0859525948178115,0.318113211748395,0.428007610408866,0.428007610408866,0.152,"NCOA2","MSC","ns"
"MSC.NCOA3",289,0.683291089368979,0.846433866782271,0.103099305526937,0.103099305526937,0.0678,"NCOA3","MSC","ns"
"MSC.NEUROD1",186,0.274418994349612,0.525973716390377,0.190291046400584,0.190291046400584,0.106,"NEUROD1","MSC","ns"
"MSC.NFAT5",187,0.276446143600684,0.525973716390377,0.150436375396437,0.150436375396437,0.307,"NFAT5","MSC","ns"
"MSC.NFATC1",338,0.89393209207507,0.945799181580239,-0.0262783494561667,-0.0262783494561667,0.0578,"NFATC1","MSC","ns"
"MSC.NFE2",17,0.00466157362268719,0.0984414665026294,0.457673943465079,0.457673943465079,0.313,"NFE2","MSC","ns"
"MSC.NFE2L1",26,0.00965916999582075,0.130070280522953,0.475572939423054,0.475572939423054,0.269,"NFE2L1","MSC","ns"
"MSC.NFE2L2",273,0.60661278257812,0.797706919214451,0.0779035553192883,0.0779035553192883,0.0721,"NFE2L2","MSC","ns"
"MSC.NFIA",131,0.163358596703567,0.442523327258757,-0.227103377987357,-0.227103377987357,-0.00395,"NFIA","MSC","ns"
"MSC.NFIC",13,0.00230278502803767,0.0635922942358096,0.619537951612469,0.619537951612469,0.283,"NFIC","MSC","ns"
"MSC.NFKB1",9,0.00180081441591375,0.0635922942358096,-0.662870978961646,-0.662870978961646,-0.307,"NFKB1","MSC","ns"
"MSC.NFKB2",137,0.172047900742961,0.446495584733567,0.310930213613171,0.310930213613171,0.139,"NFKB2","MSC","ns"
"MSC.NFYA",237,0.448547937971097,0.679446032622885,0.117261890816692,0.117261890816692,0.052,"NFYA","MSC","ns"
"MSC.NFYB",331,0.862617890347747,0.935588588020668,0.0255723749718176,0.0255723749718176,-0.0147,"NFYB","MSC","ns"
"MSC.NFYC",86,0.0722834209387527,0.301603750622912,0.349156009516443,0.349156009516443,0.202,"NFYC","MSC","ns"
"MSC.NME2",326,0.845262203013544,0.930825554852338,-0.0465184951596662,-0.0465184951596662,-0.0118,"NME2","MSC","ns"
"MSC.NR1H2",305,0.743718490609847,0.875393239767,-0.0625281265085182,-0.0625281265085182,-0.0413,"NR1H2","MSC","ns"
"MSC.NR1H3",10,0.00206209593750312,0.0635922942358096,-0.706231706738175,-0.706231706738175,-0.285,"NR1H3","MSC","ns"
"MSC.NR1H4",30,0.0114454495950265,0.130070280522953,-0.428716518630891,-0.428716518630891,-0.228,"NR1H4","MSC","ns"
"MSC.NR1I2",303,0.734522161982073,0.870275432843446,-0.0774446066087693,-0.0774446066087693,-0.0384,"NR1I2","MSC","ns"
"MSC.NR2C2",60,0.0357118309337368,0.213675788420192,-0.366749520471191,-0.366749520471191,-0.213,"NR2C2","MSC","ns"
"MSC.NR2F1",65,0.044809885271136,0.247488443266736,0.411020441068146,0.411020441068146,0.212,"NR2F1","MSC","ns"
"MSC.NR2F2",265,0.56678112681567,0.762196908005229,-0.112949628826794,-0.112949628826794,-0.0305,"NR2F2","MSC","ns"
"MSC.NR2F6",234,0.436107629075422,0.669071106145627,0.152613152879447,0.152613152879447,0.117,"NR2F6","MSC","ns"
"MSC.NR3C1",139,0.172877120551437,0.446495584733567,0.295524364962285,0.295524364962285,0.124,"NR3C1","MSC","ns"
"MSC.NR4A1",323,0.83415118182205,0.926501378723574,-0.0443242790764274,-0.0443242790764274,0.000359,"NR4A1","MSC","ns"
"MSC.NR5A1",239,0.45538156283434,0.680180826741895,0.105986790557921,0.105986790557921,0.163,"NR5A1","MSC","ns"
"MSC.NR5A2",72,0.0528058572278877,0.263295871455718,0.423204306083672,0.423204306083672,0.185,"NR5A2","MSC","ns"
"MSC.NRF1",252,0.510006741750234,0.726557223366405,0.117789937757187,0.117789937757187,0.034,"NRF1","MSC","ns"
"MSC.ONECUT1",161,0.214137632515397,0.477487019087127,-0.263767368513865,-0.263767368513865,-0.111,"ONECUT1","MSC","ns"
"MSC.OTX2",106,0.107878064593889,0.365360614992509,0.361233970002303,0.361233970002303,0.174,"OTX2","MSC","ns"
"MSC.PAX2",314,0.788740385576522,0.901776428095451,-0.0495921965786331,-0.0495921965786331,0.179,"PAX2","MSC","ns"
"MSC.PAX3",90,0.0756109681227355,0.301603750622912,0.262135184168158,0.262135184168158,0.158,"PAX3","MSC","ns"
"MSC.PAX5",325,0.842561133841363,0.930705990920151,-0.0391793374754777,-0.0391793374754777,-0.00323,"PAX5","MSC","ns"
