"","Top","p.value","FDR","summary.logFC","logFC","r","tf","CellType","tag"
"Neural.ADNP",139,8.2217896500208e-08,2.12346941320681e-07,0.606384493156103,0.606384493156103,0.343,"ADNP","Neural","***"
"Neural.AHR",117,5.07441987040817e-10,1.55702284912524e-09,-0.746414271402842,-0.746414271402842,-0.445,"AHR","Neural","***"
"Neural.AR",352,0.871196882983231,0.888521820997102,0.0195831862995292,0.0195831862995292,0.0145,"AR","Neural","ns"
"Neural.ARID2",242,0.00744613808858557,0.0110461304702571,0.323110326776271,0.323110326776271,0.201,"ARID2","Neural","*"
"Neural.ARID3A",340,0.703185710601455,0.742481382664477,-0.0428976965533765,-0.0428976965533765,-0.0244,"ARID3A","Neural","ns"
"Neural.ARNT",183,9.4711580413351e-06,1.85800313488486e-05,-0.515394381231016,-0.515394381231016,-0.292,"ARNT","Neural","***"
"Neural.ASCL1",153,3.3135197940009e-07,7.77486017023741e-07,-0.622326997659761,-0.622326997659761,-0.336,"ASCL1","Neural","***"
"Neural.ATF1",161,8.74440144798299e-07,1.94983858374279e-06,0.54581782578576,0.54581782578576,0.347,"ATF1","Neural","***"
"Neural.ATF2",304,0.232579414821308,0.274657927371215,-0.123817158233311,-0.123817158233311,-0.0397,"ATF2","Neural","ns"
"Neural.ATF3",359,0.996265876354507,0.996265876354507,0.000570709540890897,0.000570709540890897,-0.0134,"ATF3","Neural","ns"
"Neural.ATF4",227,0.00121246549605096,0.00191751151137575,0.375358149972207,0.375358149972207,0.18,"ATF4","Neural","**"
"Neural.ATF5",277,0.0651182546695789,0.0843951387233893,-0.185327543343301,-0.185327543343301,-0.733,"ATF5","Neural","ns"
"Neural.ATF6",273,0.0448711580524057,0.059006394654995,-0.29569174288305,-0.29569174288305,-0.332,"ATF6","Neural","ns"
"Neural.ATF7",74,1.54698001845731e-14,7.50494360305638e-14,0.947070653257409,0.947070653257409,0.504,"ATF7","Neural","***"
"Neural.BACH1",200,0.000103523118385951,0.000185823997502783,0.462534875198948,0.462534875198948,0.272,"BACH1","Neural","***"
"Neural.BACH2",238,0.00527977128256569,0.00796402474975245,0.398889963661993,0.398889963661993,0.201,"BACH2","Neural","**"
"Neural.BATF",123,1.69209455054194e-09,4.93871498898014e-09,-0.672085712172992,-0.672085712172992,-0.399,"BATF","Neural","***"
"Neural.BCL11A",343,0.748913289754786,0.78384802047221,-0.041210074060156,-0.041210074060156,-0.00244,"BCL11A","Neural","ns"
"Neural.BCL6",211,0.000241352318197198,0.000410642095890019,-0.46259860419443,-0.46259860419443,-0.25,"BCL6","Neural","***"
"Neural.BHLHE22",261,0.0215123650018092,0.0295898047342893,0.254753483990797,0.254753483990797,0.13,"BHLHE22","Neural","*"
"Neural.BHLHE40",191,4.06153958020307e-05,7.63399324237123e-05,0.56480581886463,0.56480581886463,0.286,"BHLHE40","Neural","***"
"Neural.BMAL1",48,2.77899223762595e-18,2.07845461105774e-17,-1.18409242944383,-1.18409242944383,-0.582,"BMAL1","Neural","***"
"Neural.BRF2",326,0.407574761281108,0.448832329140852,0.123349306846722,0.123349306846722,0.0904,"BRF2","Neural","ns"
"Neural.CBX2",59,1.75773480788307e-16,1.06953694242377e-15,-1.0265931748291,-1.0265931748291,-0.575,"CBX2","Neural","***"
"Neural.CDX1",339,0.702272109190584,0.742481382664477,0.0337783976906805,0.0337783976906805,-0.515,"CDX1","Neural","ns"
"Neural.CDX2",62,5.04891989016955e-16,2.92348748479172e-15,-0.905415152802735,-0.905415152802735,-0.544,"CDX2","Neural","***"
"Neural.CEBPA",135,2.71202765467754e-08,7.21198465206843e-08,-0.537988321857708,-0.537988321857708,-0.367,"CEBPA","Neural","***"
"Neural.CEBPB",334,0.598433590883198,0.643226524332539,-0.0524699097646821,-0.0524699097646821,-0.0029,"CEBPB","Neural","ns"
"Neural.CEBPD",33,3.1884532124784e-21,3.46865061599924e-20,1.22124204516847,1.22124204516847,0.598,"CEBPD","Neural","***"
"Neural.CEBPE",239,0.00564685142480502,0.00848134970271886,-0.311923522826045,-0.311923522826045,-0.45,"CEBPE","Neural","**"
"Neural.CEBPG",31,1.75671172667115e-21,2.03438551572562e-20,-0.979301479484956,-0.979301479484956,-0.608,"CEBPG","Neural","***"
"Neural.CEBPZ",309,0.259735964387965,0.301764437589901,-0.166261303388044,-0.166261303388044,-0.052,"CEBPZ","Neural","ns"
"Neural.CLOCK",114,2.15246777723443e-10,6.77838536865931e-10,-0.750199357327964,-0.750199357327964,-0.443,"CLOCK","Neural","***"
"Neural.CREB1",267,0.0299299985252077,0.0402429568185377,-0.274942284613314,-0.274942284613314,-0.157,"CREB1","Neural","*"
"Neural.CREB3",8,2.22284029411074e-34,9.9749958198219e-33,1.72039464421108,1.72039464421108,0.754,"CREB3","Neural","***"
"Neural.CREB3L1",138,4.18006498132259e-08,1.0874227016629e-07,0.751283683191244,0.751283683191244,0.37,"CREB3L1","Neural","***"
"Neural.CREB5",274,0.0545696172889063,0.0714981481996984,0.21022965652621,0.21022965652621,-0.49,"CREB5","Neural","ns"
"Neural.CREM",338,0.664841420048437,0.706148135495234,-0.0612824941597333,-0.0612824941597333,-0.102,"CREM","Neural","ns"
"Neural.CTCF",28,5.8987949093068e-22,7.56309775871834e-21,-1.0392309211854,-1.0392309211854,-0.592,"CTCF","Neural","***"
"Neural.CTCFL",221,0.000647738986400906,0.00105220948469649,-0.467009649741583,-0.467009649741583,-0.196,"CTCFL","Neural","**"
"Neural.CUX1",350,0.859934770342597,0.882047378722835,-0.0197956103464218,-0.0197956103464218,0.00351,"CUX1","Neural","ns"
"Neural.CXXC4",254,0.0167359013343929,0.0236542857442797,-0.322354756885347,-0.322354756885347,-0.143,"CXXC4","Neural","*"
"Neural.DDIT3",181,5.02876170358921e-06,9.97417376568245e-06,0.621767280940614,0.621767280940614,0.0761,"DDIT3","Neural","***"
"Neural.DEAF1",205,0.000167132215210661,0.000292685196393304,0.545826641576526,0.545826641576526,0.265,"DEAF1","Neural","***"
"Neural.DNMT1",286,0.0969387377664233,0.12168184216135,0.188694135329973,0.188694135329973,0.0946,"DNMT1","Neural","ns"
"Neural.DUX4",25,1.80857636302658e-22,2.59711565730617e-21,-1.26246920674367,-1.26246920674367,-0.692,"DUX4","Neural","***"
"Neural.E2F1",99,1.42191039358742e-11,5.15622051816046e-11,-0.694936640806835,-0.694936640806835,-0.449,"E2F1","Neural","***"
"Neural.E2F2",202,0.000156029542561569,0.000277300028611897,-0.4842709609743,-0.4842709609743,-0.296,"E2F2","Neural","***"
"Neural.E2F3",290,0.107087459206344,0.132566889155439,-0.215086892868707,-0.215086892868707,-0.525,"E2F3","Neural","ns"
"Neural.E2F4",104,6.64095172524583e-11,2.29240545131082e-10,-0.787723024246497,-0.787723024246497,-0.424,"E2F4","Neural","***"
"Neural.E2F5",76,3.41234699343688e-14,1.61188496137347e-13,1.08675177246738,1.08675177246738,0.504,"E2F5","Neural","***"
"Neural.E2F6",351,0.868200180279535,0.887988218576504,0.0221181340736147,0.0221181340736147,0.0291,"E2F6","Neural","ns"
"Neural.E2F7",251,0.0109432449599915,0.0156518921937727,-0.242380929852288,-0.242380929852288,-0.145,"E2F7","Neural","*"
"Neural.EBF1",61,3.91541757512678e-16,2.30431952372215e-15,-0.989807161389999,-0.989807161389999,-0.537,"EBF1","Neural","***"
"Neural.EGR1",121,9.92935693030389e-10,2.94598275866041e-09,-0.610532077781337,-0.610532077781337,-0.41,"EGR1","Neural","***"
"Neural.EGR2",7,6.92396142286257e-35,3.55100307258235e-33,1.10943115194273,1.10943115194273,0.613,"EGR2","Neural","***"
"Neural.EHF",203,0.000161303250584692,0.000285260428373913,-0.359609302672541,-0.359609302672541,-0.386,"EHF","Neural","***"
"Neural.ELF1",336,0.65120737854371,0.695784074098785,0.0527056152185115,0.0527056152185115,0.0238,"ELF1","Neural","ns"
"Neural.ELF3",224,0.0010579082972593,0.00169548695855396,-0.287856365335321,-0.287856365335321,-0.212,"ELF3","Neural","**"
"Neural.ELF5",322,0.362698769763785,0.404375336475773,0.116727348744302,0.116727348744302,0.0898,"ELF5","Neural","ns"
"Neural.ELK1",150,2.02266701211381e-07,4.84091638232573e-07,0.59843701868089,0.59843701868089,0.363,"ELK1","Neural","***"
"Neural.ELK4",324,0.389283125468107,0.431335314947686,-0.116652056628664,-0.116652056628664,0.0521,"ELK4","Neural","ns"
"Neural.EOMES",36,1.12868679890655e-20,1.12555155779848e-19,-1.10738508536824,-1.10738508536824,-0.668,"EOMES","Neural","***"
"Neural.EPAS1",164,1.23549139343266e-06,2.70452079416051e-06,0.632666052221304,0.632666052221304,0.333,"EPAS1","Neural","***"
"Neural.ERG",129,3.83878478927973e-09,1.06831297624141e-08,-0.56276037993346,-0.56276037993346,-0.4,"ERG","Neural","***"
"Neural.ESR1",77,3.70633105925559e-14,1.72801668866591e-13,-0.646907861895872,-0.646907861895872,-0.495,"ESR1","Neural","***"
"Neural.ESR2",354,0.896391905942923,0.909052808569235,0.0168223748145434,0.0168223748145434,0.0891,"ESR2","Neural","ns"
"Neural.ESRRA",321,0.333721774695705,0.373227779176816,0.100939366363594,0.100939366363594,0.0673,"ESRRA","Neural","ns"
"Neural.ETS1",353,0.887695178295897,0.902783481609708,0.0142529634420459,0.0142529634420459,-0.00351,"ETS1","Neural","ns"
"Neural.ETS2",180,4.44589976586906e-06,8.86710008859441e-06,-0.509760741670248,-0.509760741670248,-0.352,"ETS2","Neural","***"
"Neural.ETV1",329,0.430261830780113,0.469495432371005,0.0851019926513232,0.0851019926513232,0.0788,"ETV1","Neural","ns"
"Neural.ETV4",204,0.000167058038404296,0.000292685196393304,-0.358936962474951,-0.358936962474951,-0.234,"ETV4","Neural","***"
"Neural.ETV6",315,0.278381654776889,0.317266711317153,0.147488343781466,0.147488343781466,0.175,"ETV6","Neural","ns"
"Neural.FLI1",288,0.101902501736458,0.127024299039544,-0.203887141231823,-0.203887141231823,-0.0634,"FLI1","Neural","ns"
"Neural.FOS",292,0.130091848569963,0.159941690536359,0.149409080280998,0.149409080280998,0.0973,"FOS","Neural","ns"
"Neural.FOSB",240,0.0056699830881686,0.00848134970271886,-0.412209885146499,-0.412209885146499,-0.456,"FOSB","Neural","**"
"Neural.FOSL1",311,0.266551678429135,0.307691487318519,-0.115225871228414,-0.115225871228414,-0.0692,"FOSL1","Neural","ns"
"Neural.FOSL2",119,6.17877449679863e-10,1.86401684399219e-09,-0.50494799281396,-0.50494799281396,-0.431,"FOSL2","Neural","***"
"Neural.FOXA1",178,2.96638694022152e-06,5.98276916595241e-06,-0.388617165571153,-0.388617165571153,-0.309,"FOXA1","Neural","***"
"Neural.FOXA2",15,2.38338812649805e-28,5.70424224941868e-27,-1.10160611744455,-1.10160611744455,-0.68,"FOXA2","Neural","***"
"Neural.FOXD3",293,0.153623943219912,0.188228653979346,-0.177072462220552,-0.177072462220552,-0.0633,"FOXD3","Neural","ns"
"Neural.FOXF2",344,0.768307697833354,0.801809486983064,-0.0238287771463341,-0.0238287771463341,0.713,"FOXF2","Neural","ns"
"Neural.FOXJ2",128,3.40504941831655e-09,9.55009954043471e-09,0.8348156415716,0.8348156415716,0.392,"FOXJ2","Neural","***"
"Neural.FOXK1",64,8.11410399842611e-16,4.55150521161714e-15,1.0994596878504,1.0994596878504,0.523,"FOXK1","Neural","***"
"Neural.FOXK2",95,5.50194855762102e-12,2.079157402301e-11,0.850721041544624,0.850721041544624,0.458,"FOXK2","Neural","***"
"Neural.FOXL2",235,0.00291712626562902,0.0044563758696205,-0.42220227809708,-0.42220227809708,-0.471,"FOXL2","Neural","**"
"Neural.FOXM1",213,0.000257378328719395,0.000433797277043488,-0.436919441412446,-0.436919441412446,-0.21,"FOXM1","Neural","***"
"Neural.FOXO1",159,6.81374969519954e-07,1.53845040287839e-06,-0.506169684698458,-0.506169684698458,-0.332,"FOXO1","Neural","***"
"Neural.FOXO3",6,9.25265562114405e-36,5.53617227998454e-34,1.75186092153679,1.75186092153679,0.781,"FOXO3","Neural","***"
"Neural.FOXO4",156,5.85272619085878e-07,1.34687737340917e-06,0.649403934788074,0.649403934788074,0.115,"FOXO4","Neural","***"
"Neural.FOXP1",199,8.83464469151245e-05,0.000159378766042863,-0.462428744565425,-0.462428744565425,-0.251,"FOXP1","Neural","***"
"Neural.FOXP2",197,7.44479899927257e-05,0.000135669179732937,0.388885499370175,0.388885499370175,0.262,"FOXP2","Neural","***"
"Neural.FOXP3",349,0.817654182694156,0.841082669304303,-0.0187677019208496,-0.0187677019208496,-0.747,"FOXP3","Neural","ns"
"Neural.GABPA",53,4.2608159853691e-17,2.88609988442926e-16,-1.10244222669866,-1.10244222669866,-0.534,"GABPA","Neural","***"
"Neural.GATA1",22,1.44173241643823e-23,2.35264517046056e-22,1.17256867870586,1.17256867870586,0.631,"GATA1","Neural","***"
"Neural.GATA2",137,3.50498880150979e-08,9.18460569154755e-08,-0.515485422961595,-0.515485422961595,-0.35,"GATA2","Neural","***"
"Neural.GATA3",16,6.72783401317664e-27,1.50955775670651e-25,-1.02828957693575,-1.02828957693575,-0.659,"GATA3","Neural","***"
"Neural.GATA4",125,2.06601811959289e-09,5.93360403947079e-09,-0.624664325047267,-0.624664325047267,-0.432,"GATA4","Neural","***"
"Neural.GATA6",194,6.12214993515061e-05,0.000112712322659547,-0.413480212139392,-0.413480212139392,-0.262,"GATA6","Neural","***"
"Neural.GFI1",332,0.538205678825127,0.581546379680524,0.0873458140301086,0.0873458140301086,-0.655,"GFI1","Neural","ns"
"Neural.GFI1B",79,1.24269803669344e-13,5.61833264702398e-13,0.969861326430899,0.969861326430899,0.491,"GFI1B","Neural","***"
"Neural.GLI1",210,0.000219016936456452,0.000374414667561268,-0.373057653578412,-0.373057653578412,-0.425,"GLI1","Neural","***"
"Neural.GLI2",173,2.25706466992724e-06,4.68373535551374e-06,-0.38725042712553,-0.38725042712553,-0.0973,"GLI2","Neural","***"
"Neural.GLI3",170,2.01794538829834e-06,4.26142584940649e-06,-0.504994028194948,-0.504994028194948,-0.829,"GLI3","Neural","***"
"Neural.GLYR1",229,0.0014422951292291,0.00226106528992685,-0.378207881623144,-0.378207881623144,-0.259,"GLYR1","Neural","**"
"Neural.GRHL2",314,0.277126625327097,0.316842224498177,-0.107881722201697,-0.107881722201697,-0.0531,"GRHL2","Neural","ns"
"Neural.GTF2B",26,2.97678564419501e-22,4.11025402410004e-21,-1.07704147768176,-1.07704147768176,-0.637,"GTF2B","Neural","***"
"Neural.HBP1",146,1.75989078914657e-07,4.3274026938604e-07,0.59754251927999,0.59754251927999,0.343,"HBP1","Neural","***"
"Neural.HES1",214,0.000280760488007024,0.000470995398105241,-0.406020960011469,-0.406020960011469,-0.392,"HES1","Neural","***"
"Neural.HHEX",100,1.45940068691046e-11,5.23924846600854e-11,0.820830666717922,0.820830666717922,0.434,"HHEX","Neural","***"
"Neural.HIC1",271,0.0415179732864246,0.0549998243905035,0.381002652534898,0.381002652534898,0.809,"HIC1","Neural","ns"
"Neural.HIF1A",32,2.06454416061621e-21,2.31616048019132e-20,1.15932878968001,1.15932878968001,0.606,"HIF1A","Neural","***"
"Neural.HINFP",166,1.37431702007389e-06,2.97216753136462e-06,0.672708838620269,0.672708838620269,0.312,"HINFP","Neural","***"
"Neural.HIVEP2",14,2.13887516898433e-28,5.48468704046695e-27,1.35701596405224,1.35701596405224,0.671,"HIVEP2","Neural","***"
"Neural.HMBOX1",198,7.92456626616612e-05,0.000143682792401699,0.482203211006887,0.482203211006887,0.254,"HMBOX1","Neural","***"
"Neural.HMGA1",4,3.68896730873672e-37,3.3108481595912e-35,-2.08126793014126,-2.08126793014126,-0.822,"HMGA1","Neural","***"
"Neural.HMGN3",284,0.0902227643275371,0.113868336400843,0.237520364530871,0.237520364530871,0.115,"HMGN3","Neural","ns"
"Neural.HNF1A",109,1.14859349117342e-10,3.78298223239687e-10,-0.325492862693394,-0.325492862693394,-0.761,"HNF1A","Neural","***"
"Neural.HNF1B",82,1.65276775088482e-13,7.23589783619086e-13,-0.72733543622811,-0.72733543622811,-0.473,"HNF1B","Neural","***"
"Neural.HNF4A",85,6.34178308992385e-13,2.67847074033255e-12,-0.660447126613363,-0.660447126613363,-0.453,"HNF4A","Neural","***"
"Neural.HNF4G",141,9.34072547138818e-08,2.37824144980735e-07,-0.567098303451488,-0.567098303451488,-0.387,"HNF4G","Neural","***"
"Neural.HOXA1",143,1.38132977683691e-07,3.46781391527588e-07,0.657132458962944,0.657132458962944,-0.0911,"HOXA1","Neural","***"
"Neural.HOXA10",54,4.8590329708891e-17,3.23035710472072e-16,1.21013156653455,1.21013156653455,0.822,"HOXA10","Neural","***"
"Neural.HOXA9",260,0.0212779904792415,0.0293799945463373,-0.251645676094495,-0.251645676094495,-0.14,"HOXA9","Neural","*"
"Neural.HOXB13",134,1.3385342736502e-08,3.5860731659733e-08,-0.701872943756935,-0.701872943756935,-0.48,"HOXB13","Neural","***"
"Neural.HOXB7",249,0.0101978817396401,0.0147029700583566,-0.363033943425574,-0.363033943425574,-0.116,"HOXB7","Neural","*"
"Neural.HSF1",175,2.45676457301386e-06,5.03987703835415e-06,-0.600013783442066,-0.600013783442066,-0.381,"HSF1","Neural","***"
"Neural.HSF2",348,0.813899905575917,0.839626626729179,0.0386280222102668,0.0386280222102668,0.461,"HSF2","Neural","ns"
"Neural.IKZF1",151,2.48126013126415e-07,5.89915488161478e-07,0.65869802247181,0.65869802247181,0.35,"IKZF1","Neural","***"
"Neural.IRF1",2,1.07894462148837e-41,1.93670559557162e-39,1.78856325658888,1.78856325658888,0.809,"IRF1","Neural","***"
"Neural.IRF2",55,6.19128616284082e-17,4.04122133174518e-16,1.12432344484507,1.12432344484507,0.549,"IRF2","Neural","***"
"Neural.IRF3",253,0.0160050643909608,0.0227107435429048,-0.357670401782522,-0.357670401782522,-0.186,"IRF3","Neural","*"
"Neural.IRF4",97,1.1563102266211e-11,4.27953991089663e-11,-0.774769981658397,-0.774769981658397,-0.44,"IRF4","Neural","***"
"Neural.IRF8",282,0.0862922119745516,0.109854269854128,-0.175929340557106,-0.175929340557106,-0.761,"IRF8","Neural","ns"
"Neural.IRF9",11,1.8489209478805e-32,6.03420563899177e-31,1.64949371269447,1.64949371269447,0.733,"IRF9","Neural","***"
"Neural.JUN",157,6.34196821808888e-07,1.45016980273497e-06,-0.474760285031365,-0.474760285031365,-0.313,"JUN","Neural","***"
"Neural.JUNB",289,0.103928045324532,0.12910092827511,0.189806616565431,0.189806616565431,0.11,"JUNB","Neural","ns"
"Neural.JUND",195,6.12225708039322e-05,0.000112712322659547,0.362401986155494,0.362401986155494,0.282,"JUND","Neural","***"
"Neural.KDM5B",88,1.99814545157261e-12,8.1515251944837e-12,-0.75781436944478,-0.75781436944478,-0.462,"KDM5B","Neural","***"
"Neural.KLF1",3,6.30432388573307e-38,7.54417424992727e-36,1.6822514512958,1.6822514512958,0.767,"KLF1","Neural","***"
"Neural.KLF10",65,1.08331788996729e-15,5.98324803843472e-15,1.15061907434691,1.15061907434691,0.0733,"KLF10","Neural","***"
"Neural.KLF13",58,1.52854533552436e-16,9.46116854229735e-16,1.0499631022693,1.0499631022693,0.533,"KLF13","Neural","***"
"Neural.KLF2",341,0.7304016374486,0.768956562592514,-0.032256045997335,-0.032256045997335,-0.795,"KLF2","Neural","ns"
"Neural.KLF3",328,0.429507260814056,0.469495432371005,-0.0942524058335925,-0.0942524058335925,0.0167,"KLF3","Neural","ns"
"Neural.KLF4",18,4.64326143008985e-26,9.26072696334586e-25,-1.29289864180555,-1.29289864180555,-0.658,"KLF4","Neural","***"
"Neural.KLF5",256,0.0197026996978243,0.0275757626176548,0.290970194119528,0.290970194119528,0.157,"KLF5","Neural","*"
"Neural.KLF6",317,0.317127924972398,0.359144874022369,-0.102194472099471,-0.102194472099471,-0.0774,"KLF6","Neural","ns"
"Neural.KLF8",207,0.00018389959222094,0.000318936973948393,0.26454883028167,0.26454883028167,0.269,"KLF8","Neural","***"
"Neural.KLF9",63,7.11167310181104e-16,4.052524831032e-15,-1.01710846083129,-1.01710846083129,-0.521,"KLF9","Neural","***"
"Neural.KMT2A",219,0.000529672288683924,0.000868275578253556,-0.415447945928485,-0.415447945928485,-0.249,"KMT2A","Neural","***"
"Neural.KMT2B",244,0.00822498819242764,0.0121015195126292,0.379981329983794,0.379981329983794,0.225,"KMT2B","Neural","*"
"Neural.LEF1",262,0.0219472006403208,0.030072690953722,-0.278948209186179,-0.278948209186179,-0.127,"LEF1","Neural","*"
"Neural.LHX2",236,0.00406899101829465,0.00618969396427025,-0.343096922361969,-0.343096922361969,-0.0952,"LHX2","Neural","**"
"Neural.LYL1",283,0.0869281217120747,0.11027277630613,-0.185486666363683,-0.185486666363683,-0.125,"LYL1","Neural","ns"
"Neural.MAF",250,0.0104518880868505,0.0150089112927173,-0.298456331525148,-0.298456331525148,-0.153,"MAF","Neural","*"
"Neural.MAFB",21,4.20164354093719e-24,7.18280967236407e-23,-1.24665755270925,-1.24665755270925,-0.681,"MAFB","Neural","***"
"Neural.MAFF",171,2.07192628844904e-06,4.34983355294272e-06,-0.551563569525216,-0.551563569525216,-0.313,"MAFF","Neural","***"
"Neural.MAFG",140,8.67600022906361e-08,2.22477434445274e-07,-0.574336905896813,-0.574336905896813,-0.365,"MAFG","Neural","***"
"Neural.MAFK",35,6.92664112445216e-21,7.10475475336663e-20,-0.961846637568925,-0.961846637568925,-0.604,"MAFK","Neural","***"
"Neural.MAX",272,0.0416925409673676,0.0550280228209006,-0.31060493921389,-0.31060493921389,-0.0884,"MAX","Neural","ns"
"Neural.MAZ",320,0.331390042528205,0.37177820396133,0.100070453696066,0.100070453696066,0.0683,"MAZ","Neural","ns"
"Neural.MBD1",281,0.0818061198620869,0.104513868435905,0.206638428001095,0.206638428001095,0.156,"MBD1","Neural","ns"
"Neural.MBD2",330,0.447976072458711,0.487343666705083,0.097836294955573,0.097836294955573,0.112,"MBD2","Neural","ns"
"Neural.MBD3",115,2.44744694117539e-10,7.64029088593014e-10,-0.696088570933659,-0.696088570933659,-0.423,"MBD3","Neural","***"
"Neural.MBD4",345,0.772141693291087,0.803474979395653,0.0298500937510285,0.0298500937510285,-0.166,"MBD4","Neural","ns"
"Neural.MECP2",318,0.319724162048737,0.359863140437096,-0.0579901898699164,-0.0579901898699164,-0.0719,"MECP2","Neural","ns"
"Neural.MEF2A",102,3.00586514418426e-11,1.05794665368838e-10,-0.76653258138282,-0.76653258138282,-0.463,"MEF2A","Neural","***"
"Neural.MEF2B",225,0.00111736697533414,0.00178282108508869,-0.434531945080267,-0.434531945080267,-0.195,"MEF2B","Neural","**"
"Neural.MEF2C",226,0.00116653232610307,0.00185303143836726,-0.378263317084995,-0.378263317084995,-0.162,"MEF2C","Neural","**"
"Neural.MEF2D",177,2.91527990936114e-06,5.91291235853474e-06,-0.701843589393242,-0.701843589393242,-0.747,"MEF2D","Neural","***"
"Neural.MEIS1",75,3.37250668966831e-14,1.61188496137347e-13,-0.930530457082015,-0.930530457082015,-0.51,"MEIS1","Neural","***"
"Neural.MEIS2",222,0.000728315240112774,0.00117777104144363,-0.383217861569421,-0.383217861569421,-0.237,"MEIS2","Neural","**"
"Neural.MITF",223,0.000801085244276345,0.00128963947396954,-0.308277746898408,-0.308277746898408,-0.225,"MITF","Neural","**"
"Neural.MNT",280,0.07242009054312,0.0928529018035003,0.199829287778452,0.199829287778452,0.151,"MNT","Neural","ns"
"Neural.MSX2",29,8.61154153257638e-22,1.06604945179135e-20,1.17822600654714,1.17822600654714,0.266,"MSX2","Neural","***"
"Neural.MTF1",41,1.04958885943497e-19,9.19030245212568e-19,1.32653509255002,1.32653509255002,0.29,"MTF1","Neural","***"
"Neural.MXI1",149,1.98364206961927e-07,4.77937921472024e-07,0.658117412947099,0.658117412947099,0.371,"MXI1","Neural","***"
"Neural.MYB",269,0.0346150485767288,0.0461962915949651,0.247681645467787,0.247681645467787,0.147,"MYB","Neural","*"
"Neural.MYBL1",316,0.304850674011152,0.346333518892416,-0.157479269775904,-0.157479269775904,-0.636,"MYBL1","Neural","ns"
"Neural.MYBL2",355,0.900127803400078,0.910270088508812,-0.0130115062262303,-0.0130115062262303,0.0149,"MYBL2","Neural","ns"
"Neural.MYC",179,3.03730453702621e-06,6.09157725582352e-06,0.440412889696716,0.440412889696716,0.299,"MYC","Neural","***"
"Neural.MYCN",124,1.72391068449345e-09,4.99099948171895e-09,0.811983760585763,0.811983760585763,0.389,"MYCN","Neural","***"
"Neural.MYNN",187,1.68059186083337e-05,3.22637688791005e-05,0.596372815015946,0.596372815015946,0.29,"MYNN","Neural","***"
"Neural.MYOD1",30,1.62793576974284e-21,1.9480964711256e-20,-1.09125688330769,-1.09125688330769,-0.661,"MYOD1","Neural","***"
"Neural.NANOG",182,6.03365316865018e-06,1.19015466348649e-05,-0.478518234061168,-0.478518234061168,-0.3,"NANOG","Neural","***"
"Neural.NCOA1",231,0.00158778930907616,0.00246760329852095,-0.380448784408855,-0.380448784408855,-0.213,"NCOA1","Neural","**"
"Neural.NCOA2",108,1.13102666768258e-10,3.75961642313004e-10,-0.747265981349918,-0.747265981349918,-0.458,"NCOA2","Neural","***"
"Neural.NCOA3",46,1.38494646893082e-18,1.08086039640471e-17,-0.893541921027437,-0.893541921027437,-0.596,"NCOA3","Neural","***"
"Neural.NEUROD1",42,1.41437319630304e-19,1.20895232731617e-18,1.11460785961939,1.11460785961939,0.578,"NEUROD1","Neural","***"
"Neural.NFAT5",176,2.67787313352785e-06,5.46225258486646e-06,0.446916016228394,0.446916016228394,-0.439,"NFAT5","Neural","***"
"Neural.NFATC1",215,0.000296684358078778,0.000495393881629215,-0.486859560560411,-0.486859560560411,-0.238,"NFATC1","Neural","***"
"Neural.NFE2",92,3.53213010038022e-12,1.37829859351793e-11,0.833560425028018,0.833560425028018,0.463,"NFE2","Neural","***"
"Neural.NFE2L1",49,3.16934031001624e-18,2.32202688019557e-17,1.14662948507115,1.14662948507115,0.561,"NFE2L1","Neural","***"
"Neural.NFE2L2",78,7.24376159640285e-14,3.33398770911362e-13,0.967756719261916,0.967756719261916,0.508,"NFE2L2","Neural","***"
"Neural.NFIA",298,0.18504350241943,0.222921534793877,0.117540924343858,0.117540924343858,-0.483,"NFIA","Neural","ns"
"Neural.NFIC",72,1.07723688900282e-14,5.37122282155576e-14,-0.790268596457632,-0.790268596457632,-0.517,"NFIC","Neural","***"
"Neural.NFKB1",142,1.23158261634916e-07,3.11364900893907e-07,0.423287621197122,0.423287621197122,0.36,"NFKB1","Neural","***"
"Neural.NFKB2",145,1.41115076831385e-07,3.49381466085982e-07,-0.644327338863663,-0.644327338863663,-0.356,"NFKB2","Neural","***"
"Neural.NFYA",347,0.79370108120439,0.821148957211458,0.0411308913693487,0.0411308913693487,0.0426,"NFYA","Neural","ns"
"Neural.NFYB",243,0.00768402154913864,0.011352114140497,-0.410729868000198,-0.410729868000198,-0.153,"NFYB","Neural","*"
"Neural.NFYC",300,0.208041832754618,0.248956726529693,-0.192305513925272,-0.192305513925272,-0.204,"NFYC","Neural","ns"
"Neural.NME2",51,7.8907117585933e-18,5.55444219869608e-17,-0.913212692205978,-0.913212692205978,-0.623,"NME2","Neural","***"
"Neural.NR1H2",333,0.539428814578313,0.581546379680524,-0.0717183222157609,-0.0717183222157609,0.0143,"NR1H2","Neural","ns"
"Neural.NR1H3",228,0.0013338689681519,0.00210025859459006,-0.353489042599888,-0.353489042599888,-0.278,"NR1H3","Neural","**"
"Neural.NR1H4",302,0.224352221854502,0.26669684650916,-0.206175265252208,-0.206175265252208,-0.639,"NR1H4","Neural","ns"
"Neural.NR1I2",268,0.0312623730259452,0.0418775817772922,0.288399359800572,0.288399359800572,0.171,"NR1I2","Neural","*"
