receptor,tf
Csnk1a1,Hoxb6
Csnk1a1,Ikzf1
Csnk1a1,Ikzf3
Csnk1a1,Irf1
Csnk1a1,Irf3
Csnk1a1,Irf5
Csnk1a1,Irf7
Csnk1a1,Jun
Csnk1a1,Klf13
Csnk1a1,Lef1
Csnk1a1,Max
Csnk1a1,Mef2c
Csnk1a1,Mef2d
Csnk1a1,Mitf
Csnk1a1,Mxd1
Csnk1a1,Myb
Csnk1a1,Mybl2
Csnk1a1,Myc
Csnk1a1,Myod1
Csnk1a1,Myt1
Csnk1a1,Nfat5
Csnk1a1,Nfatc1
Csnk1a1,Nfatc2
Csnk1a1,Nfatc3
Csnk1a1,Nfkb1
Csnk1a1,Nfkb2
Csnk1a1,Nkx2-1
Csnk1a1,Nr4a1
Csnk1a1,Nr5a1
Csnk1a1,Nrf1
Csnk1a1,Osr1
Csnk1a1,Pax3
Csnk1a1,Pax8
Csnk1a1,Pou2f1
Csnk1a1,Pou2f2
Csnk1a1,Pou3f1
Csnk1a1,Pou5f1
Csnk1a1,Prdm1
Csnk1a1,Purb
Csnk1a1,Rarg
Csnk1a1,Rbpj
Csnk1a1,Rela
Csnk1a1,Runx1
Csnk1a1,Runx2
Csnk1a1,Satb2
Csnk1a1,Ski
Csnk1a1,Smad1
Csnk1a1,Smad3
Csnk1a1,Smad4
Csnk1a1,Smad5
Csnk1a1,Snai1
Csnk1a1,Sox2
Csnk1a1,Sox9
Csnk1a1,Sp1
Csnk1a1,Sp3
Csnk1a1,Spib
Csnk1a1,Srf
Csnk1a1,Stat1
Csnk1a1,Stat4
Csnk1a1,Stat5a
Csnk1a1,Tal1
Csnk1a1,Tbp
Csnk1a1,Tcf3
Csnk1a1,Tead1
Csnk1a1,Tead2
Csnk1a1,Tead3
Csnk1a1,Tead4
Csnk1a1,Terf1
Csnk1a1,Tfdp1
Csnk1a1,Twist1
Csnk1a1,Zbtb33
Csnk1g2,Arntl
Csnk1g2,Cux1
Csnk1g2,E2f1
Csnk1g2,Elk1
Csnk1g2,Foxo1
Csnk1g2,Foxo3
Csnk1g2,Hif1a
Csnk1g2,Hoxb6
Csnk1g2,Ikzf1
Csnk1g2,Ikzf3
Csnk1g2,Jun
Csnk1g2,Klf13
Csnk1g2,Lef1
Csnk1g2,Max
Csnk1g2,Mef2d
Csnk1g2,Myb
Csnk1g2,Myc
Csnk1g2,Myod1
Csnk1g2,Nfatc1
Csnk1g2,Nfatc3
Csnk1g2,Nfkb2
Csnk1g2,Nkx2-1
Csnk1g2,Pax3
Csnk1g2,Pax8
Csnk1g2,Pou2f1
Csnk1g2,Purb
Csnk1g2,Rbpj
Csnk1g2,Runx2
Csnk1g2,Smad1
Csnk1g2,Smad3
Csnk1g2,Snai1
Csnk1g2,Sp1
Csnk1g2,Sp3
Csnk1g2,Stat4
Csnk1g2,Stat5a
Csnk1g2,Tbp
Csnk1g2,Tcf3
Csnk1g2,Tead1
Csnk1g2,Tead2
Csnk1g2,Tead3
Csnk1g2,Tead4
Csnk1g2,Tfdp1
Csnk1g2,Zbtb33
Csnk2a2,Aire
Csnk2a2,Arnt
Csnk2a2,Arntl
Csnk2a2,Ascl1
Csnk2a2,Atf1
Csnk2a2,Atf2
Csnk2a2,Cebpd
Csnk2a2,Creb1
Csnk2a2,Creb3
Csnk2a2,Crem
Csnk2a2,Crx
Csnk2a2,Cux2
Csnk2a2,Ddit3
Csnk2a2,Dlx5
Csnk2a2,E2f1
Csnk2a2,E2f4
Csnk2a2,Egr1
Csnk2a2,Egr2
Csnk2a2,Elf1
Csnk2a2,Elf4
Csnk2a2,Elk1
Csnk2a2,Epas1
Csnk2a2,Esrra
Csnk2a2,Fos
Csnk2a2,Fosb
Csnk2a2,Foxa2
Csnk2a2,Foxg1
Csnk2a2,Foxo1
Csnk2a2,Foxo3
Csnk2a2,Foxo4
Csnk2a2,Foxo6
Csnk2a2,Gabpa
Csnk2a2,Gata1
Csnk2a2,Gata2
Csnk2a2,Gcm1
Csnk2a2,Gli1
Csnk2a2,Gli2
Csnk2a2,Gli3
Csnk2a2,Glis2
Csnk2a2,Hand1
Csnk2a2,Hes5
Csnk2a2,Hes6
Csnk2a2,Hif1a
Csnk2a2,Hmga1
Csnk2a2,Hoxb7
Csnk2a2,Hoxc8
Csnk2a2,Hsf1
Csnk2a2,Ikzf1
Csnk2a2,Ikzf3
Csnk2a2,Irf2
Csnk2a2,Irf3
Csnk2a2,Jun
Csnk2a2,Klf1
Csnk2a2,Klf12
Csnk2a2,Lef1
Csnk2a2,Max
Csnk2a2,Maz
Csnk2a2,Mecom
Csnk2a2,Mef2a
Csnk2a2,Mef2c
Csnk2a2,Mef2d
Csnk2a2,Mitf
Csnk2a2,Mxd1
Csnk2a2,Myb
Csnk2a2,Mybl2
Csnk2a2,Myc
Csnk2a2,Mycn
Csnk2a2,Myt1
Csnk2a2,Nfatc1
Csnk2a2,Nfatc2
Csnk2a2,Nfatc3
Csnk2a2,Nfatc4
Csnk2a2,Nfkb1
Csnk2a2,Nfkb2
Csnk2a2,Nkx2-5
Csnk2a2,Nkx3-1
Csnk2a2,Nr4a1
Csnk2a2,Nr5a1
Csnk2a2,Nrf1
Csnk2a2,Pa2g4
Csnk2a2,Pax3
Csnk2a2,Pin1
Csnk2a2,Pou2f1
Csnk2a2,Pou4f1
Csnk2a2,Pou5f1
Csnk2a2,Prdm1
Csnk2a2,Rarg
Csnk2a2,Rela
Csnk2a2,Runx1
Csnk2a2,Runx2
Csnk2a2,Satb2
Csnk2a2,Six3
Csnk2a2,Six6
Csnk2a2,Ski
Csnk2a2,Smad1
Csnk2a2,Smad3
Csnk2a2,Smad4
Csnk2a2,Smad5
Csnk2a2,Snai1
Csnk2a2,Sox2
Csnk2a2,Sox9
Csnk2a2,Sp1
Csnk2a2,Sp3
Csnk2a2,Spi1
Csnk2a2,Spib
Csnk2a2,Srf
Csnk2a2,Stat1
Csnk2a2,Tal1
Csnk2a2,Tbp
Csnk2a2,Tcf4
Csnk2a2,Tcf7l2
Csnk2a2,Terf1
Csnk2a2,Tet1
Csnk2a2,Tfap2a
Csnk2a2,Tfcp2
Csnk2a2,Tfeb
Csnk2a2,Twist1
Csnk2a2,Wiz
Csnk2a2,Wt1
Csnk2a2,Yy1
Csnk2a2,Zc3h8
Csnk2a2,Zfx
Csnk2a2,Zhx1
Csnk2b,Atf4
Csnk2b,Atf6
Csnk2b,Creb1
Csnk2b,Dlx5
Csnk2b,E2f1
Csnk2b,Elf1
Csnk2b,Elk1
Csnk2b,Foxa2
Csnk2b,Foxg1
Csnk2b,Foxo1
Csnk2b,Foxo3
Csnk2b,Foxo4
Csnk2b,Foxo6
Csnk2b,Gata1
Csnk2b,Gata2
Csnk2b,Gli1
Csnk2b,Gli2
Csnk2b,Gli3
Csnk2b,Glis2
Csnk2b,Hand1
Csnk2b,Hes5
Csnk2b,Hmga1
Csnk2b,Hoxb6
Csnk2b,Ikzf1
Csnk2b,Ikzf3
Csnk2b,Irf3
Csnk2b,Mitf
Csnk2b,Mxd1
Csnk2b,Myc
Csnk2b,Myt1
Csnk2b,Nfatc2
Csnk2b,Nfkb1
Csnk2b,Nfkb2
Csnk2b,Nr4a1
Csnk2b,Nrf1
Csnk2b,Pou5f1
Csnk2b,Rela
Csnk2b,Runx2
Csnk2b,Ski
Csnk2b,Smad1
Csnk2b,Smad3
Csnk2b,Smad4
Csnk2b,Smad5
Csnk2b,Snai1
Csnk2b,Sox2
Csnk2b,Sp1
Csnk2b,Stat1
Csnk2b,Tal1
Csnk2b,Tbp
Csnk2b,Tcf3
Csnk2b,Terf1
Csnk2b,Tfcp2
Csnk2b,Twist1
Ctla4,Creb1
Ctla4,Dlx5
Ctla4,Elk1
Ctla4,Foxa2
Ctla4,Foxg1
Ctla4,Foxo1
Ctla4,Foxo3
Ctla4,Foxo4
Ctla4,Foxo6
Ctla4,Gata1
Ctla4,Gata2
Ctla4,Hand1
Ctla4,Hes5
Ctla4,Ikzf3
Ctla4,Mitf
Ctla4,Mxd1
Ctla4,Myt1
Ctla4,Nfatc2
Ctla4,Nr4a1
Ctla4,Nrf1
Ctla4,Pou5f1
Ctla4,Runx2
Ctla4,Ski
Ctla4,Smad3
Ctla4,Sox2
Ctla4,Sp1
Ctla4,Stat1
Ctla4,Tal1
Ctla4,Terf1
Ctla4,Twist1
Cxcr4,Stat1
Cxcr4,Stat2
Cxcr4,Stat5b
Dapk1,Atf1
Dapk1,Atf2
Dapk1,Creb1
Dapk1,Crem
Dapk1,Dlx5
Dapk1,E2f1
Dapk1,E2f2
Dapk1,E2f3
Dapk1,E4f1
Dapk1,Fos
Dapk1,Foxa2
Dapk1,Foxg1
Dapk1,Foxm1
Dapk1,Foxo1
Dapk1,Foxo3
Dapk1,Foxo4
Dapk1,Foxo6
Dapk1,Foxp3
Dapk1,Gata1
Dapk1,Gata2
Dapk1,Gcm1
Dapk1,Gfi1b
Dapk1,Gli1
Dapk1,Hand1
Dapk1,Hes5
Dapk1,Hif1a
Dapk1,Hif3a
Dapk1,Irf3
Dapk1,Irf7
Dapk1,Jun
Dapk1,Mef2c
Dapk1,Mef2d
Dapk1,Mitf
Dapk1,Mxd1
Dapk1,Mybl2
Dapk1,Myc
Dapk1,Myod1
Dapk1,Myt1
Dapk1,Nfatc2
Dapk1,Nfkb1
Dapk1,Nr4a1
Dapk1,Nrf1
Dapk1,Pin1
Dapk1,Pou5f1
Dapk1,Rela
Dapk1,Runx2
Dapk1,Ski
Dapk1,Smad3
Dapk1,Sox2
Dapk1,Sp1
Dapk1,Sp3
Dapk1,Spi1
Dapk1,Stat1
Dapk1,Tal1
Dapk1,Tbp
Dapk1,Terf1
Dapk1,Tfdp1
Dapk1,Twist1
Dapk1,Yy1
Dapk1,Zbtb16
Dapk2,Atf1
Dapk2,Creb1
Dapk2,Crem
Dapk2,Dlx5
Dapk2,Foxa2
Dapk2,Foxg1
Dapk2,Foxo1
Dapk2,Foxo3
Dapk2,Foxo4
Dapk2,Foxo6
Dapk2,Gata1
Dapk2,Gata2
Dapk2,Gcm1
Dapk2,Hand1
Dapk2,Hes5
Dapk2,Hif1a
Dapk2,Mitf
Dapk2,Mxd1
Dapk2,Myt1
Dapk2,Nfatc2
Dapk2,Nr4a1
Dapk2,Nrf1
Dapk2,Pou5f1
Dapk2,Rela
Dapk2,Runx2
Dapk2,Ski
Dapk2,Smad3
Dapk2,Sox2
Dapk2,Sp1
Dapk2,Stat1
Dapk2,Tal1
Dapk2,Terf1
Dapk2,Twist1
Dapk3,Aire
Dapk3,Atf1
Dapk3,Atf2
Dapk3,Atf4
Dapk3,Creb1
Dapk3,Crem
Dapk3,Cux1
Dapk3,Dlx5
Dapk3,E2f1
Dapk3,E2f2
Dapk3,E2f3
Dapk3,Foxa2
Dapk3,Foxg1
Dapk3,Foxm1
Dapk3,Foxo1
Dapk3,Foxo3
Dapk3,Foxo4
Dapk3,Foxo6
Dapk3,Gata1
Dapk3,Gata2
Dapk3,Gcm1
Dapk3,Hand1
Dapk3,Hes5
Dapk3,Hif1a
Dapk3,Ikzf1
Dapk3,Jun
Dapk3,Mef2c
Dapk3,Mitf
Dapk3,Mxd1
Dapk3,Mybl2
Dapk3,Myc
Dapk3,Myod1
Dapk3,Myt1
Dapk3,Nfatc2
Dapk3,Nr4a1
Dapk3,Nrf1
Dapk3,Pou5f1
Dapk3,Rela
Dapk3,Runx2
Dapk3,Ski
Dapk3,Smad3
Dapk3,Smad4
Dapk3,Sox2
Dapk3,Sp1
Dapk3,Sp3
Dapk3,Spi1
Dapk3,Stat1
Dapk3,Tal1
Dapk3,Tbp
Dapk3,Terf1
Dapk3,Tfdp1
Dapk3,Twist1
Dapk3,Wt1
Dapk3,Yy1
Dip2a,Atf4
Dip2a,Cebpb
Dip2a,Jun
Dip2a,Myod1
Dip2a,Nfkb1
Dip2a,Nkx2-1
Dip2a,Pax3
Dip2a,Pax8
Dip2a,Runx2
Dip2a,Smad3
Dip2a,Tead1
Dip2a,Tead2
Dip2a,Tead3
Dip2a,Tead4
Dip2a,Xbp1
Dyrk1a,Arntl
Dyrk1a,Atf2
Dyrk1a,Creb1
Dyrk1a,E2f1
Dyrk1a,E2f2
Dyrk1a,E2f3
Dyrk1a,E2f4
Dyrk1a,E2f5
Dyrk1a,Elk1
Dyrk1a,Foxo1
Dyrk1a,Foxo3
Dyrk1a,Foxo4
Dyrk1a,Foxo6
Dyrk1a,Gli1
Dyrk1a,Hif1a
Dyrk1a,Ikzf3
Dyrk1a,Jun
Dyrk1a,Mef2d
Dyrk1a,Mybl2
Dyrk1a,Myc
Dyrk1a,Myod1
Dyrk1a,Nfatc1
Dyrk1a,Nfatc2
Dyrk1a,Nfatc3
Dyrk1a,Nfatc4
Dyrk1a,Snai1
Dyrk1a,Sp1
Dyrk1a,Sp3
Dyrk1a,Spi1
Dyrk1a,Tbp
Dyrk1a,Tfdp1
Dyrk1a,Yy1
Egfr,Aire
Egfr,Arnt
Egfr,Arntl
Egfr,Ascl1
Egfr,Atf1
Egfr,Atf2
Egfr,Atf4
Egfr,Atf5
Egfr,Atoh1
Egfr,Cebpb
Egfr,Cebpd
Egfr,Creb1
Egfr,Creb3
Egfr,Crem
Egfr,Crx
Egfr,Cux1
Egfr,Cux2
Egfr,Ddit3
Egfr,Dlx5
Egfr,E2f1
Egfr,E2f2
Egfr,E2f3
Egfr,E2f4
Egfr,E2f5
Egfr,Egr1
Egfr,Elf1
Egfr,Elf3
Egfr,Elk1
Egfr,Epas1
Egfr,Etv1
Egfr,Fos
Egfr,Fosb
Egfr,Foxa2
Egfr,Foxg1
Egfr,Foxm1
Egfr,Foxo1
Egfr,Foxo3
Egfr,Foxo4
Egfr,Foxo6
Egfr,Gabpa
Egfr,Gata1
Egfr,Gata2
Egfr,Gata6
Egfr,Gcm1
Egfr,Gli1
Egfr,Gli2
Egfr,Gli3
Egfr,Glis2
Egfr,Hand1
Egfr,Hes5
Egfr,Hes6
Egfr,Hic2
Egfr,Hif1a
Egfr,Hmga1
Egfr,Hoxa11
Egfr,Hoxb6
Egfr,Hoxb7
Egfr,Hoxc4
Egfr,Hsf1
Egfr,Ikzf1
Egfr,Ikzf3
Egfr,Irf2
Egfr,Irf3
Egfr,Irf5
Egfr,Irf7
Egfr,Jun
Egfr,Klf1
Egfr,Klf13
Egfr,Lef1
Egfr,Mafa
Egfr,Max
Egfr,Maz
Egfr,Mecom
Egfr,Mef2a
Egfr,Mef2c
Egfr,Mef2d
Egfr,Mitf
Egfr,Mxd1
Egfr,Myb
Egfr,Mybl2
Egfr,Myc
Egfr,Mycn
Egfr,Myod1
Egfr,Myt1
Egfr,Neurod1
Egfr,Nfatc1
Egfr,Nfatc2
Egfr,Nfatc3
Egfr,Nfatc4
Egfr,Nfkb1
Egfr,Nfkb2
Egfr,Nfx1
Egfr,Nkx2-5
Egfr,Nr1d1
Egfr,Nr4a1
Egfr,Nr4a2
Egfr,Nrf1
Egfr,Osr1
Egfr,Pa2g4
Egfr,Pax3
Egfr,Pdx1
Egfr,Pin1
Egfr,Pou2f1
Egfr,Pou2f2
Egfr,Pou3f1
Egfr,Pou4f1
Egfr,Pou5f1
Egfr,Ppard
Egfr,Purb
Egfr,Rbpj
Egfr,Rela
Egfr,Runx1
Egfr,Runx2
Egfr,Ski
Egfr,Smad1
Egfr,Smad3
Egfr,Smad4
Egfr,Snai1
Egfr,Sox2
Egfr,Sp1
Egfr,Sp3
Egfr,Spi1
Egfr,Spib
Egfr,Srf
Egfr,Stat1
Egfr,Stat4
Egfr,Stat5a
Egfr,Stat5b
Egfr,Tal1
Egfr,Tbp
Egfr,Tcf3
Egfr,Tcf4
Egfr,Tcf7l2
Egfr,Tead1
Egfr,Tead2
Egfr,Tead3
Egfr,Tead4
Egfr,Terf1
Egfr,Tfap2a
Egfr,Tfcp2
Egfr,Tfdp1
Egfr,Tfeb
Egfr,Tsc22d1
Egfr,Tshz3
Egfr,Twist1
Egfr,Usf1
Egfr,Yy1
Egfr,Zbtb16
Egfr,Zbtb21
Egfr,Zbtb33
Egfr,Zc3h8
Egfr,Zhx1
Eif2ak2,Arntl
Eif2ak2,Atf2
Eif2ak2,Atf4
Eif2ak2,Creb1
Eif2ak2,Dlx5
Eif2ak2,E2f1
Eif2ak2,E2f2
Eif2ak2,E2f3
Eif2ak2,Fos
Eif2ak2,Foxa2
Eif2ak2,Foxg1
Eif2ak2,Foxo1
Eif2ak2,Foxo3
Eif2ak2,Foxo4
Eif2ak2,Foxo6
Eif2ak2,Gata1
Eif2ak2,Gata2
Eif2ak2,Gatad2a
Eif2ak2,Gli1
Eif2ak2,Gli2
Eif2ak2,Gli3
Eif2ak2,Glis2
Eif2ak2,Hand1
Eif2ak2,Hes5
Eif2ak2,Hif1a
Eif2ak2,Hoxb6
Eif2ak2,Hoxc8
Eif2ak2,Ikzf1
Eif2ak2,Irf3
Eif2ak2,Irf5
Eif2ak2,Irf7
Eif2ak2,Jun
Eif2ak2,Lef1
Eif2ak2,Max
Eif2ak2,Mitf
Eif2ak2,Mxd1
Eif2ak2,Myb
Eif2ak2,Myc
Eif2ak2,Myod1
Eif2ak2,Myt1
Eif2ak2,Mzf1
Eif2ak2,Neurod1
Eif2ak2,Nfatc2
Eif2ak2,Nfatc3
Eif2ak2,Nfkb1
Eif2ak2,Nfkb2
Eif2ak2,Nr4a1
Eif2ak2,Nr5a1
Eif2ak2,Nrf1
Eif2ak2,Pax2
Eif2ak2,Pou5f1
Eif2ak2,Purb
Eif2ak2,Rela
Eif2ak2,Runx1
Eif2ak2,Runx2
Eif2ak2,Ski
Eif2ak2,Smad1
Eif2ak2,Smad3
Eif2ak2,Smad4
Eif2ak2,Snai1
Eif2ak2,Snai2
Eif2ak2,Sox2
Eif2ak2,Sp1
Eif2ak2,Sp3
Eif2ak2,Spi1
Eif2ak2,Stat1
Eif2ak2,Tal1
Eif2ak2,Tbp
Eif2ak2,Tcf3
Eif2ak2,Terf1
Eif2ak2,Tfdp1
Eif2ak2,Twist1
Eif2ak2,Yy1
Epha1,Smad1
Epha1,Smad5
Epha2,Creb1
Epha2,Dlx5
Epha2,Elk1
Epha2,Foxa2
Epha2,Foxg1
Epha2,Foxo1
Epha2,Foxo3
Epha2,Foxo4
Epha2,Foxo6
Epha2,Gata1
Epha2,Gata2
Epha2,Hand1
Epha2,Hes5
Epha2,Ikzf3
Epha2,Jun
Epha2,Mitf
Epha2,Mxd1
Epha2,Myt1
Epha2,Nfatc2
Epha2,Nfkb1
Epha2,Nr4a1
Epha2,Nrf1
Epha2,Pou5f1
Epha2,Runx2
Epha2,Ski
Epha2,Smad3
Epha2,Sox2
Epha2,Sp1
Epha2,Stat1
Epha2,Stat5a
Epha2,Stat5b
Epha2,Tal1
Epha2,Terf1
Epha2,Twist1
Ephb1,Creb1
Ephb1,Dlx5
Ephb1,Elf1
Ephb1,Elk1
Ephb1,Foxa2
Ephb1,Foxg1
Ephb1,Foxo1
Ephb1,Foxo3
Ephb1,Foxo4
Ephb1,Foxo6
Ephb1,Gata1
Ephb1,Gata2
Ephb1,Hand1
Ephb1,Hes5
Ephb1,Ikzf3
Ephb1,Irf3
Ephb1,Jun
Ephb1,Mitf
Ephb1,Mxd1
Ephb1,Myc
Ephb1,Myt1
Ephb1,Nfatc2
Ephb1,Nr4a1
Ephb1,Nrf1
Ephb1,Pou5f1
Ephb1,Rela
Ephb1,Runx2
Ephb1,Ski
Ephb1,Smad1
Ephb1,Smad3
Ephb1,Sox2
Ephb1,Sp1
Ephb1,Stat1
Ephb1,Stat5a
Ephb1,Tal1
Ephb1,Terf1
Ephb1,Tfcp2
Ephb1,Twist1
Ephb2,Creb1
Ephb2,Dlx5
Ephb2,Elk1
Ephb2,Erf
Ephb2,Fos
Ephb2,Foxa2
Ephb2,Foxg1
Ephb2,Foxo1
Ephb2,Foxo3
Ephb2,Foxo4
Ephb2,Foxo6
Ephb2,Gata1
Ephb2,Gata2
Ephb2,Hand1
Ephb2,Hes5
Ephb2,Ikzf3
Ephb2,Jun
Ephb2,Mitf
Ephb2,Mxd1
Ephb2,Myt1
Ephb2,Nfatc2
Ephb2,Nr4a1
Ephb2,Nrf1
Ephb2,Pou5f1
Ephb2,Runx2
Ephb2,Ski
Ephb2,Smad3
Ephb2,Sox2
Ephb2,Sox4
Ephb2,Sp1
Ephb2,Stat1
Ephb2,Stat5a
Ephb2,Tal1
Ephb2,Terf1
Ephb2,Twist1
Ephb3,Cebpb
Ephb3,Elk1
Ephb3,Foxo3
Ephb3,Ikzf3
Ephb3,Jun
Ephb3,Nfatc2
Ephb3,Smad3
Ephb6,Cebpb
Ephb6,Elk1
Ephb6,Foxo3
Ephb6,Ikzf3
Ephb6,Jun
Ephb6,Nfatc2
Ephb6,Nfkb1
Ephb6,Smad3
Erbb2,Atf2
Erbb2,Cebpb
Erbb2,Creb1
Erbb2,Dlx5
Erbb2,Elf1
Erbb2,Elk1
Erbb2,Foxa2
Erbb2,Foxg1
Erbb2,Foxo1
Erbb2,Foxo3
Erbb2,Foxo4
Erbb2,Foxo6
Erbb2,Gata1
Erbb2,Gata2
Erbb2,Hand1
Erbb2,Hes5
Erbb2,Hmga1
Erbb2,Hsf1
Erbb2,Ikzf3
Erbb2,Irf3
Erbb2,Irf5
Erbb2,Jun
Erbb2,Mafa
Erbb2,Mitf
Erbb2,Mxd1
Erbb2,Myc
Erbb2,Myt1
Erbb2,Neurod1
Erbb2,Nfatc2
Erbb2,Nfatc4
Erbb2,Nr4a1
Erbb2,Nrf1
Erbb2,Pou5f1
Erbb2,Rbpj
Erbb2,Rela
Erbb2,Runx2
Erbb2,Ski
Erbb2,Smad1
Erbb2,Smad3
Erbb2,Smad4
Erbb2,Smad5
Erbb2,Sox2
Erbb2,Sp1
Erbb2,Stat1
Erbb2,Stat5a
Erbb2,Stat5b
Erbb2,Tal1
Erbb2,Tcf3
Erbb2,Tead1
Erbb2,Tead2
Erbb2,Tead3
Erbb2,Tead4
Erbb2,Terf1
Erbb2,Tfcp2
Erbb2,Tsc22d1
Erbb2,Tshz3
Erbb2,Twist1
Erbb2,Zbtb21
Erbb3,Cebpb
Erbb3,Elk1
Erbb3,Foxo3
Erbb3,Ikzf3
Erbb3,Jun
Erbb3,Nfatc2
Erbb3,Pa2g4
Erbb3,Smad3
Erbb3,Stat1
Erbb3,Stat5a
Erbb3,Stat5b
Erbb3,Terf2
Erbb4,Elk1
Erbb4,Foxo3
Erbb4,Gli1
Erbb4,Ikzf3
Erbb4,Jun
Erbb4,Nfatc2
Erbb4,Nfkb1
Erbb4,Runx2
Erbb4,Smad1
Erbb4,Smad3
Erbb4,Smad4
Erbb4,Stat1
Erbb4,Stat5a
Erbb4,Stat5b
Erbb4,Tead1
Erbb4,Tead2
Erbb4,Tead3
Erbb4,Tead4
Ern1,Atf4
Ern1,Atf6
Ern1,E2f1
Ern1,Fos
Ern1,Gata1
Ern1,Hand2
Ern1,Hif1a
Ern1,Irf5
Ern1,Jun
Ern1,Myc
Ern1,Nfkb1
Ern1,Rela
Ern1,Smad1
Ern1,Smad3
Ern1,Smad4
Ern1,Smad5
Ern1,Xbp1
Ezr,E4f1
Ezr,Foxo1
Ezr,Neurod2
Ezr,Snai1
Ezr,Zbtb49
Fer,Atf1
Fer,Creb1
Fer,Crem
Fer,Dlx5
Fer,E2f1
Fer,Elk1
Fer,Foxa2
Fer,Foxg1
Fer,Foxo1
Fer,Foxo3
Fer,Foxo4
Fer,Foxo6
Fer,Gata1
Fer,Gata2
Fer,Gcm1
Fer,Hand1
Fer,Hes5
Fer,Hmga1
Fer,Ikzf3
Fer,Jun
Fer,Mef2d
Fer,Mitf
Fer,Mxd1
Fer,Myt1
Fer,Nfatc1
Fer,Nfatc2
Fer,Nfatc3
Fer,Nfatc4
Fer,Nr4a1
Fer,Nrf1
Fer,Pou4f1
Fer,Pou5f1
Fer,Rela
Fer,Runx2
Fer,Ski
Fer,Smad3
Fer,Sox2
Fer,Sp1
Fer,Stat1
Fer,Tal1
Fer,Tbp
Fer,Terf1
Fer,Tfeb
Fer,Twist1
Fer,Zbtb33
Fes,Creb1
Fes,Dlx5
Fes,Elf1
Fes,Elk1
Fes,Foxa2
Fes,Foxg1
Fes,Foxo1
Fes,Foxo3
Fes,Foxo4
Fes,Foxo6
Fes,Gata1
Fes,Gata2
Fes,Hand1
Fes,Hes5
Fes,Hmga1
Fes,Ikzf3
Fes,Irf3
Fes,Jun
Fes,Mitf
Fes,Mxd1
Fes,Myc
Fes,Myt1
Fes,Nfatc2
Fes,Nr4a1
Fes,Nrf1
Fes,Pou5f1
Fes,Rela
Fes,Runx2
Fes,Ski
Fes,Smad1
Fes,Smad3
Fes,Sox2
Fes,Sp1
Fes,Stat1
Fes,Stat5a
Fes,Tal1
Fes,Terf1
Fes,Tfcp2
Fes,Twist1
Fgfr1,Cebpb
Fgfr1,Creb1
Fgfr1,Elf1
Fgfr1,Elk1
Fgfr1,Foxo3
Fgfr1,Ikzf3
Fgfr1,Irf3
Fgfr1,Jun
Fgfr1,Myc
Fgfr1,Nfatc2
Fgfr1,Rbpj
Fgfr1,Rela
Fgfr1,Smad1
Fgfr1,Smad3
Fgfr1,Sp1
Fgfr1,Stat1
Fgfr1,Stat5a
Fgfr1,Stat5b
Fgfr1,Tfcp2
Fgfr2,Elk1
Fgfr2,Foxo3
Fgfr2,Ikzf3
Fgfr2,Jun
Fgfr2,Nfatc2
Fgfr2,Rbpj
Fgfr2,Smad3
Fgr,Aire
Fgr,Arnt
Fgr,Arntl
Fgr,Ascl1
Fgr,Atf1
Fgr,Atf2
Fgr,Cebpa
Fgr,Cebpd
Fgr,Creb1
Fgr,Creb3
Fgr,Crem
Fgr,Cux2
Fgr,Ddit3
Fgr,Dlx5
Fgr,E2f1
Fgr,Egr1
Fgr,Elf1
Fgr,Elf4
Fgr,Elk1
Fgr,Etv5
Fgr,Fos
Fgr,Fosb
Fgr,Foxa2
Fgr,Foxg1
Fgr,Foxl2
Fgr,Foxo1
Fgr,Foxo3
Fgr,Foxo4
Fgr,Foxo6
Fgr,Gabpa
Fgr,Gata1
Fgr,Gata2
Fgr,Hand1
Fgr,Hes5
Fgr,Hes6
Fgr,Hif1a
Fgr,Hmga1
Fgr,Hoxb7
Fgr,Hsf1
Fgr,Hsf2
Fgr,Ikzf1
Fgr,Ikzf3
Fgr,Irf2
Fgr,Irf3
Fgr,Irf5
Fgr,Irf7
Fgr,Jun
Fgr,Klf1
Fgr,Klf12
Fgr,Lef1
Fgr,Max
Fgr,Maz
Fgr,Mecom
Fgr,Mef2a
Fgr,Mef2c
Fgr,Mef2d
Fgr,Mitf
Fgr,Mxd1
Fgr,Myb
Fgr,Myc
Fgr,Mycn
Fgr,Myt1
Fgr,Nfatc1
Fgr,Nfatc2
Fgr,Nfkb1
Fgr,Nkx2-5
Fgr,Nr4a1
Fgr,Nr5a1
Fgr,Nrf1
Fgr,Pax3
Fgr,Pin1
Fgr,Plag1
Fgr,Pou5f1
Fgr,Prdm1
Fgr,Rbpj
Fgr,Rela
Fgr,Runx1
Fgr,Runx2
Fgr,Satb2
Fgr,Six3
Fgr,Six6
Fgr,Ski
Fgr,Smad1
Fgr,Smad3
Fgr,Smad4
Fgr,Smad5
Fgr,Snai1
Fgr,Sox2
Fgr,Sox4
Fgr,Sox6
Fgr,Sox9
Fgr,Sp1
Fgr,Sp3
Fgr,Spi1
Fgr,Spib
Fgr,Srf
Fgr,Stat1
Fgr,Stat5a
Fgr,Stat5b
Fgr,Tal1
Fgr,Tbp
Fgr,Tcf4
Fgr,Tcf7l2
Fgr,Terf1
Fgr,Tet1
Fgr,Tfap2a
Fgr,Tfap2b
Fgr,Tfap2c
Fgr,Tfcp2
