"","RNA.Neural","RNA.MSC","RNA.Fibroblast","RNA.Megakaryocyte","RNA.Myeloid"
"MSL1",0,0.142792528689181,0,0,0.0893798070366681
"CASC3",0.0385959597939807,0.102183145041923,0.0848478655016897,0.0954684932013371,0.0531730509938633
"WIPF2",0,0.091025144809741,0,0.0357908309677438,0
"RARA",0,0.0754454558032587,0,0,0
"TOP2A",0.0188433679935599,0,0.0410843776856159,0.0165724927761615,0.0531730509938633
"IGFBP4",0.0282820457953022,0.697813765268815,0.723958002832915,0.0357908309677438,0
"SMARCE1",0.0280184046345804,0.173850763355996,0.0550359958145796,0.0914263080230923,0
"KRT10",0.0634040130943303,0.462059797648811,0.330630902734469,0.179255323992091,0
"TMEM99",0,0.0583815883813627,0.0406702647045275,0,0
"KRTAP2-3",0,0,0.0400575475502338,0,0
"EIF1",2.80942226273418,2.52341240941068,1.69549891131737,2.36236957644549,2.24919793731898
"JUP",0,0.0107927128669275,0,0,0
"P3H4",0,0.120275716814552,0,0,0
"FKBP10",0,0.216854328541123,0.0746945150967993,0.0146200034591095,0
"NT5C3B",0,0.106178388380665,0.0447016310613734,0.0607607923625657,0
"ACLY",0,0.0632643688186684,0.0694317842356476,0,0
"CNP",0.3273907793054,0.0954123927575276,0.0644686202362033,0.0240571844276945,0
"DNAJC7",0.0124829804534771,0.10937632664415,0.139697668719319,0.114869138302633,0.0893798070366681
"NKIRAS2",0,0.0487206426788728,0,0.0338406342876536,0
"KAT2A",0,0.107828058136936,0,0,0.111192640683925
"RAB5C",0.109269807948112,0.244843829926689,0.141249385720702,0.179104813162053,0
"GHDC",0,0.0851165643299771,0.0313282154889874,0.0530599416032674,0
"STAT5B",0.0600108631951167,0.0548286679338998,0.0297324777164759,0,0
"STAT3",0.0370844914255223,0.28819963535814,0.0356737804581332,0.0997539023709582,0.110932376412847
"PTRF",0,0.132403785600672,0.274280614351613,0.0625081167966913,0
"COASY",0.0107728360035055,0.114650031757644,0.0976976153052405,0.0588466574565034,0.153789475570507
"MLX",0,0.0837697666239121,0.012311156298761,0.127333847381192,0
"FAM134C",0.0301113810189453,0.0751284450651129,0,0,0
"TUBG1",0.067499381191195,0.0251760538172089,0.0673669731081917,0.0865719188942193,0
"CCR10",0,0.0162487610437244,0,0,0
"EZH1",0.0444219206699922,0.0107927128669275,0,0,0
"RAMP2",0,0.0890867489041508,0.0258426638899358,0,0
"VPS25",0.0114011621939292,0.121410839877958,0.128566690942211,0.0562756175521271,0.142552858030531
"COA3",0.0328784381842859,0.138529251213531,0.0506292181609745,0.0406712980536983,0
"PSME3",0,0,0,0.0100057823931717,0
"RUNDC1",0,0.0487956668504096,0,0,0
"RPL27",0.728666644994852,1.26947314453122,1.44604942954266,1.80633984187738,2.13947268973817
"IFI35",0.0844037186289734,0.256386644678851,0.0731072923633911,0.175942543034765,0
"VAT1",0,0,0,0.0368974035441276,0.17083546884144
"RP11-242D8.1",0.0144022141764807,0.114031077935292,0,0,0
"NBR1",0.106607269558506,0.0414248148609333,0,0,0
"TMEM101",0.0125472644474086,0.036052847227914,0,0.0146200034591095,0
"LSM12",0.140601976435564,0.158872699338446,0.0839665304629247,0.126167476168364,0
"HDAC5",0.0950112248472157,0.0496013196397407,0,0.203474154735436,0.0531730509938633
"TMUB2",0.178301894354461,0.138257021130465,0.0473560089195005,0.0469031859372993,0.158294899559736
"UBTF",0.0283325855318928,0.168792598523463,0.130882566429983,0.138788791614873,0.08507075986346
"SLC4A1",1.14192519033344,0.143071360070026,0.475350442196999,0.144567642947296,0.396083823587362
"RUNDC3A",0.134801439497503,0,0,0,0
"SLC25A39",1.31846365402388,0.495756139263619,1.00928189963019,0.427794405457936,0.481314318110154
"GRN",0,0.297801172566457,0.0752908129642778,0.167611992009447,0.773032331040377
"GPATCH8",0.0137095714461769,0.125764828732276,0.10954805948705,0.167149300235775,0.136379968399745
"CCDC43",0,0.0966681922537536,0.00782893277867664,0.0580856644119821,0
"EFTUD2",0,0,0,0.0513269295226888,0
"NMT1",0.0358905426686047,0.187266745593813,0.168763646074845,0.0238348518944819,0.0531730509938633
"HEXIM1",0.50343021212802,0.17474665954199,0.140634842197717,0.112837529348843,0
"AC002117.1",0,0.0633792390487366,0,0,0
"FMNL1",0,0.0314433888067798,0,0.193452793672396,0
"ARHGAP27",0.0159526595094166,0,0,0,0
"PLEKHM1",0,0.0262107106041265,0.0271491160176017,0.0793043426465352,0
"KANSL1",0.040321547112867,0.110980664517133,0.0659943605389586,0.0371721875707324,0
"KANSL1-AS1",0,0,0.00782893277867664,0.0354341794361053,0
"ARL17A",0,0.0365417263505192,0,0,0
"FAM215B",0.0294231031313413,0.156452030538135,0.030980255513353,0,0
"GOSR2",0,0,0.0193201832389251,0.0383405932026165,0
"CDC27",0.0864404389918507,0.00948576082181009,0.0951925844033759,0.101265712332386,0
"MYL4",0.306272767662562,0.0626765221021127,0.239181009446426,0.0606525304034446,0.102451735079951
"NPEPPS",0,0.108887073439569,0.0278868797969778,0,0
"KPNB1",0.0136247157842829,0.207706960113907,0.233333732165314,0.0384552471341741,0.0549773752409617
"MRPL10",0.0119971959886289,0.0896635418339753,0.0100884845243511,0.121166104493434,0
"SP2",0.0115134206574996,0.0354132123513869,0,0,0
"CDK5RAP3",0,0.151297320675111,0,0.0144029023261131,0.251055512255016
"COPZ2",0,0.037961686002974,0.160594073415681,0,0
"NFE2L1",0,0.197735347040864,0.0549939636970583,0,0
"CBX1",0.069771681081242,0.0879729921354515,0.0644536988630884,0.0924010574281875,0
"SKAP1",0,0,0,0.0447152608766283,0
"HOXB2",0.0254055702080765,0.250414917577178,0,0,0
"HOXB-AS1",0,0.189374729824487,0,0,0
"CALCOCO2",0.131472404016828,0.196395850365027,0.0781784060720347,0,0.200272351800956
"ATP5G1",0.216366692741219,0.37067393119289,0.574625548549583,0.225948318091057,0.345300781203288
"UBE2Z",0,0.100036220428455,0.0858009601044518,0.0146200034591095,0
"SNF8",0.147488116506376,0.270334590240176,0.196217621676858,0.132570340392094,0.0531730509938633
"ABI3",0,0.00948576082181009,0,0.171581608383658,0
"PHOSPHO1",0.0155220570319947,0.0827071989267752,0.0934138507108326,0,0
"ZNF652",0.0125062395420462,0.0782998507750334,0,0,0
"PHB",0.140604641659694,0.199814297982571,0.251799318862572,0.226005563352839,0.111192640683925
"SPOP",0.0830754350334945,0.0792931839110577,0.12537759239926,0.0392467434321423,0
"SLC35B1",0.0364117689638754,0.180563656368013,0.0297324777164759,0.150528810093503,0.0991040790008313
"FAM117A",0.0239697088174589,0.100488374480011,0,0.049444543231926,0
"KAT7",0.0356925302858034,0.0277849230936093,0.0337613838719434,0.0100057823931717,0
"PDK2",0,0.0964440181198303,0,0.0643894743631539,0
"PPP1R9B",0,0.0451284209492323,0.00782893277867664,0,0
"COL1A1",0,0.728959660044629,1.23244434366368,0,0
"MRPL27",0.0800637940785714,0.145103432352283,0.230787951419347,0.419937050022017,0.095985868838559
"LRRC59",0.0446041415192683,0.0815728244384619,0.0971752377691926,0.21373476735662,0
"RSAD1",0,0.0424866408714993,0.0100884845243511,0.0144029023261131,0
"SPATA20",0,0.232407341253539,0.0427632992342157,0.0468737805912366,0
"ANKRD40",0,0.0448732126053121,0,0,0
"RP11-294J22.6",0,0.0479858748014476,0.0396005761615871,0,0
"LUC7L3",0.389262497232009,0.686909431415122,0.144413673969132,0.165866615663594,0.428358927306344
"TOB1",0.126884215361694,0.0676560350262707,0.0267638896229656,0,0.10048488067894
"SPAG9",0.16724223700963,0.224450583150276,0.0806723532827834,0.0465377981617549,0
"NME1",0.0268370840688229,0.197479869912413,0.298672229156038,0.0857108451655702,0
"NME2",0,0.0571130266667844,0.0865927008649085,0.0617404555175422,0.0991040790008313
"MBTD1",0,0,0,0,0
"UTP18",0,0.0107927128669275,0.00782893277867664,0.0290229057852226,0
"COX11",0,0.059771858324453,0.0785858438100263,0.106938744761099,0
"MMD",0,0.0606379898895413,0,0.193977573023083,0
"PCTP",0,0.0690421907232893,0.0100884845243511,0.0484606377467632,0.0549773752409617
"SCPEP1",0.0741750047099459,0.186652884871048,0,0.072828627243043,0.0988121003295449
"MSI2",0.0358149253013304,0.0264874803254835,0.0694208121997474,0,0
"MRPS23",0.0248791377751786,0.0778061366866386,0.0365932358094792,0.160510057751846,0
"VEZF1",0.105452577752224,0.0227765867109656,0,0,0.110932376412847
"SRSF1",0.0700126776671763,0.110880035324634,0.117229796665454,0.121704450122511,0.0878573634635571
"DYNLL2",0.104143631314171,0.0594867303716187,0.11106270807521,0.0384399381441578,0
"MPO",0.0141183318061795,0.00948576082181009,0.0478643727998518,0,0.752967771294355
"RP5-1171I10.5",0.0529142605846543,0,0.177942804088743,0.0676808991831284,0.127690130636647
"SUPT4H1",0.262870951083546,0.15622465548181,0.104422627610037,0.33955186829676,0.157939237896924
"MTMR4",0.010546202737323,0.0710291997369015,0,0.0228436443016781,0
"SEPT4",0.660305638490391,0.253419747552234,0,0.0289612576907276,0
"RAD51C",0.022423254431446,0.0215218104476796,0.0280358256805754,0.0144029023261131,0.141388557986219
"TRIM37",0,0.0569151447018141,0.0800299292545184,0,0
"SKA2",0.014765773120322,0.1034601207461,0.0899518965628833,0.063019818819069,0.20931869903495
"YPEL2",0.0106761528885458,0.131422726505208,0.045571174235349,0.0357908309677438,0
"RP11-758H9.2",0,0.13600563010268,0.069433154703145,0,0
"CLTC",0.0927186474038358,0.123965763182354,0.126528115097498,0.0357908309677438,0
"PTRH2",0,0.017999748618884,0.00782893277867664,0.0744712371183469,0
"VMP1",0.116938495652886,0.641930943484514,0.0658881943963444,0.0513269295226888,0.0727127553956854
"RPS6KB1",0,0.0620057120170261,0.0262760429325846,0,0
"RNFT1",0,0.0334821094904975,0,0.0465377981617549,0
"NACA2",0.0347880110920253,0.0483002022514927,0.00782893277867664,0.137055836773574,0
"MED13",0.0139253901016104,0,0,0,0
"TLK2",0,0.0335702613285513,0.0776560091683841,0.0371721875707324,0
"MRC2",0.0106761528885458,0.403244206943518,0.0382693195968763,0,0
"DCAF7",0,0.035599814149793,0.0753139769965246,0,0.101168272800125
"TACO1",0,0.0599579059032477,0.0380576183734959,0.030882616793523,0
"LIMD2",0.0128087080558911,0.122868147133751,0.0505922320128924,0.69348234517884,0
"CCDC47",0.0696760086170207,0.0655134323981588,0,0.149210032477174,0
"DDX42",0.0109619405456653,0.0894872006911277,0.0660145758276666,0,0
"PSMC5",0.0856942419421663,0.218006940346273,0.0803542880883745,0.364199783291647,0.113827651015074
"CD79B",0.0123799260224762,0.0216033788106067,0,0.185513869284821,0
"ICAM2",0,0.193858169797927,0.012311156298761,0.355418491531925,0
"ERN1",0,0,0,0.0585837127591372,0
"SNHG25",0.0459419471399912,0.315273082272518,0.228061349849187,0.184166508889142,1.10331040900287
"PECAM1",0,0.00948576082181009,0.106664106396833,0.182857434106061,0
"DDX5",0.802983338905343,1.20929351250106,0.38969057760083,0.444854847209045,0.504860009512655
"SMURF2",0,0.0696502331912771,0.0425446572520947,0.0842651374417283,0
"GNA13",0.0123070883230126,0.00948576082181009,0.0193201832389251,0.0658324834119321,0
"PRKCA",0.0677356823220759,0.0818710737538522,0.0764497697408419,0,0
"HELZ",0.0119971959886289,0.0728987608398944,0.0489133104642925,0,0
"PSMD12",0.0828188563477571,0.0491567435840758,0.0357158125756545,0.0144029023261131,0
"NOL11",0,0.0837688290890078,0,0.0615887479831338,0
"BPTF",0.0848902109300189,0.0733686611570435,0.26026678872851,0.0513003058702408,0
"C17orf58",0.0114546474720603,0,0,0,0
"KPNA2",0.0357532071037135,0,0.12052197292094,0.0165724927761615,0
"AMZ2",0,0.178911567647324,0.0460982523755529,0.16155747220133,0
"WIPI1",0.0789203898842815,0.0544115850627506,0.0100884845243511,0.0784104355428474,0.0893798070366681
"PRKAR1A",0.0597038520708038,0.289935914097126,0.0297324777164759,0.175646217954662,0
"ABCA8",0,0.779793033981688,0.0328604669576208,0,0
"ABCA9",0,0.13468286127915,0,0,0
"ABCA6",0,0.421313028496265,0,0.0357908309677438,0
"ABCA5",0,0.026405849830589,0,0,0
"COG1",0,0.0275045725201034,0,0.0100057823931717,0
"FAM104A",0.240459436295513,0.0520228981883107,0.0897579429465391,0.128294174659616,0.183882860193005
"RPL38",0.445524623118997,1.33008911161991,1.53427083765237,1.24442512128592,2.02229590575201
"CD300A",0,0,0,0.0582086237839334,0
"SLC9A3R1",0,0,0,0.0635516754365347,0
"NAT9",0,0.0939118945147657,0.0100884845243511,0,0.113827651015074
"ICT1",0.0129687138308994,0.0609774697131212,0.0396477277878662,0.0144029023261131,0.19843760391851
"ATP5H",0.0362501636751084,0.423963176400071,0.14440993208516,0.444531041162137,0.0778578761803906
"ARMC7",0,0.0387679601928854,0,0.118284449083548,0
"NT5C",0.0593601705710652,0.167596419942288,0.235674371397669,0.100385070616744,0
"HN1",0.0375887554592478,0.0464499772174191,0.326859565333454,0.358208146336893,0.287259099477717
"SUMO2",0.47691468176061,0.806600341787592,0.482580222325371,0.860565888201896,0.24049263698705
"NUP85",0.011699939049585,0.0518061961457571,0,0,0
"MRPS7",0.05093140828989,0.0876612426050148,0.13265722813858,0.228585157331605,0
"MIF4GD",0.0107728360035055,0.0285314840259124,0,0.185983239281087,0
"SLC25A19",0,0,0,0,0
"GRB2",0,0.048073294385177,0.139139323302462,0.210229336381746,0.0549773752409617
"TMEM94",0,0.0177387711589849,0.043100166705189,0,0
"TSEN54",0,0.0444478729602209,0,0.0601235778324936,0
"SMIM5",0.312687329186265,0.0846332382714726,0.0678567879214023,0.236112649054744,0.0978963924510352
"SAP30BP",0,0.0472931045565774,0.0639226883610045,0.233232310912518,0.0531730509938633
"GALK1",0,0.0653492694791145,0,0.0262683957275852,0
"H3F3B",1.20766679862313,2.25142257487171,1.1007661941886,1.19614661677786,0.24238413936158
"UNK",0,0.0827734548129444,0,0,0
"UNC13D",0,0,0,0.118019596057782,0
"WBP2",0.513642335903303,0.141208614561591,0.0325944728720171,0.294318535298869,0.086411182745257
"ACOX1",0,0.0635261229659942,0,0.0146200034591095,0
"SRP68",0.0136630746544393,0.0576011316568052,0,0.0146200034591095,0
"EXOC7",0.0326028650901203,0.0424594716478509,0.0388091882920296,0.0299761966798694,0
"UBALD2",0.137099384975789,0.0783319433596112,0,0.0289326380400259,0
"PRPSAP1",0.031705816165575,0.223057335112734,0,0.0389384204331977,0
"SPHK1",0.0143114552337446,0.109215543002032,0.0719575973468355,0.0904011758274081,0
"UBE2O",0.0123799260224762,0.0107927128669275,0.0709805097491622,0,0
"RHBDF2",0,0,0,0,0
"CYGB",0,0.231623144784657,0,0,0
"MXRA7",0,0.020861788711074,0.109676191986049,0,0
"JMJD6",0.0389950848575362,0.0742345981157987,0,0.0238348518944819,0
"METTL23",0.0361759370529427,0.176861890676411,0.183045411710678,0.0292409610389706,0
"SRSF2",0.187167088826134,0.459579617170217,0.605251120535868,0.573435487103008,0.264786378060341
"MFSD11",0,0.00948576082181009,0.0956731058862925,0,0
"SEC14L1",0.180880494050157,0.222582660974303,0.0810726223714647,0.109534504120887,0.0531730509938633
"SEPT9",0,0.0189225554509155,0.116584429790038,0.229493223426346,0
"TNRC6C",0.0129752447759119,0.0442016011221439,0,0,0
"TMC6",0,0,0.05431186861316,0.19706789274104,0.0531730509938633
"TMC8",0,0,0.0624376700810988,0.030882616793523,0
"SYNGR2",0,0,0.115420821633736,0.0547463062652996,0
"TK1",0.0256393682693497,0.0453651241058247,0.128373749712337,0.071306506557368,0.141388557986219
"BIRC5",0.0291908670854148,0.00948576082181009,0.233111951686769,0.0533319288322891,0.0531730509938633
"SOCS3",0.012436856377177,1.94213887626462,0.0362992611218072,0,0
"PGS1",0,0.0588264442772101,0.0193201832389251,0.0265782751693333,0.0727127553956854
"CYTH1",0.0243688876034504,0.0374487445608691,0.0193201832389251,0,0.108150426234825
"USP36",0,0.0202784736887376,0,0,0
"TIMP2",0.0663511782554446,0.344020780391309,0.239336529618404,0,0.211677521362865
"LGALS3BP",0,0.538944730271124,0.112668546250969,0.087461778914997,0.0878573634635571
"CANT1",0,0.0114441484509284,0,0,0
"EIF4A3",0.0226618795952503,0.165181876443434,0.0477706077587493,0.0993806386320259,0.095985868838559
"RNF213",0.0291844322537248,0.357471569809683,0,0.102383357321554,0
"CHMP6",0,0.0107927128669275,0,0.0265782751693333,0
"C17orf89",0.0253108477288105,0.235169967164571,0.495591400760916,0.144990578264148,0.1961282910956
"SLC38A10",0.0166626821359244,0.229915365051981,0.0267638896229656,0,0.158294899559736
"ACTG1",0.497853494482027,1.26824750978428,1.20687389840791,2.11472780509598,1.38541291344333
"NPLOC4",0.0485017102271447,0.0864857867416854,0.15044290532126,0.0615887479831338,0
"OXLD1",0.0153644745834294,0.126842523143772,0.10416287560081,0.0838739687157937,0.224416370435287
"ARL16",0.0289683756292778,0.11898779434253,0.0267638896229656,0.143379173509466,0
"HGS",0.0136862588921023,0.0736604460229283,0.0960298716612537,0.0292409610389706,0
"MRPL12",0.0242862578432391,0.150736458448254,0.0973914150228386,0.123002074448947,0.110588719420213
"FAM195B",0,0.216505004878359,0.165746569834095,0.248091794741007,0.170609147846721
"P4HB",0.029821971341415,0.464009633744984,0.582530189953893,0.626222016983037,0.373416969402285
"ARHGDIA",0.0250119190366454,0.281660390927598,0.223545357173444,0.253929473530635,0.086411182745257
"ALYREF",0.0458161108958123,0.0330037245092925,0.00782893277867664,0.0557663579038684,0
"ANAPC11",0.0517195522285389,0.525453839393088,0.597923054267746,0.344006989050626,0.608883841781347
"SIRT7",0.0561373148383709,0.089285421075989,0.0297324777164759,0.0299761966798694,0
"MAFG",0.0740135511281364,0,0.121447085264043,0.0400974652288954,0.0531730509938633
"PYCR1",0,0,0.0262760429325846,0.0189554752975558,0
"ASPSCR1",0.0271688329557936,0.0979100146920834,0.0331338935813378,0.0165724927761615,0.0531730509938633
"STRA13",0.0415791957485074,0.154202513441442,0.679616101123486,0.130842826392984,0.186669463793102
"LRRC45",0,0,0,0,0
"DCXR",0.026618512785286,0.303126170102787,0.157970609809269,0.124630079281354,0.132835251421352
"RFNG",0.0232225863835184,0.0552894956137127,0,0.0238348518944819,0
"GPS1",0.0188433679935599,0.094131589701492,0.0179174173030277,0.0913031213385881,0
"DUS1L",0,0.133873728062707,0.11405417964679,0.0384399381441578,0
"CCDC57",0.0119460945866174,0.0669886645493727,0.0912555020179575,0.15686425496809,0.325928300228045
"SLC16A3",0,0,0.0507587492288786,0.0363881038855644,0
"CSNK1D",0.016251094108198,0.182701248162922,0.0329228913756663,0.136347968910048,0
"CD7",0.0149181914949419,0.0193716782502426,0,0.308605925172614,0.104766186903061
"OGFOD3",0,0.0746064956723182,0.0693863306591445,0,0
"HEXDC",0.0136862588921023,0.0114441484509284,0,0,0.113827651015074
"C17orf62",0,0.154795400946205,0,0.195233307140471,0.19508994783939
"NARF",0.886627362052592,0.142570391023904,0.143581246891784,0.0702557811677966,0.0988121003295449
"FOXK2",0,0,0.0399308824376807,0,0
"WDR45B",0.0242862578432391,0.12270908526995,0,0.0100057823931717,0
"FN3KRP",0,0.0390666593403897,0,0,0.0549773752409617
"TBCD",0,0.098209114499388,0.113549708125684,0.0498370817622184,0
"METRNL",0,0.027703921039477,0,0,0
"USP14",0.0294871111161958,0.0167027824833499,0.0720606455981496,0.0165724927761615,0.0549773752409617
"THOC1",0.0716557008323393,0.095995206242914,0,0,0
"TYMS",0.0373330283900894,0.0175802010122154,0.170228903788535,0.150252304820212,0.0549773752409617
"NDC80",0.0129687138308994,0,0.0280358256805754,0.0165724927761615,0
"SMCHD1",0.0245386938858603,0.133846792859808,0.0502125873047042,0.145709998479132,0
"EMILIN2",0,0,0,0.0144029023261131,0.113827651015074
"LPIN2",0.751265364865585,0.0188029551915343,0.117128285931752,0,0.0893798070366681
"MYL12A",0.0751103559962179,0.743285615079837,0.148880010220302,2.07328888348534,0.571588092483296
"MYL12B",0.235731915400596,0.498012180320421,0.18406429610813,0.929175375325645,0.433017925354275
"LINC00667",0,0.098145330822791,0.0396005761615871,0.122216479126799,0
"PTPRM",0,0.0497630778812047,0,0,0
"NDUFV2",0.326961104716701,0.324556250522534,0.152580270282839,0.501762909793488,0.113544493140395
"ANKRD12",0.105035334920997,0.164939970452021,0.104631010525873,0.0384399381441578,0
"TWSG1",0.0509578415677633,0.145373825156069,0.00782893277867664,0.0559196963809359,0
"RALBP1",0.141671760446076,0,0.151639682522467,0,0
"PPP4R1",0,0.0302130912688317,0.0419151639262164,0,0
"RAB31",0,0.263259765918618,0.23199178713577,0,0.233386064885804
"VAPA",0.40248341679813,0.345278741970952,0.132373550854007,0.29426491963515,0.103929114976494
"CHMP1B",0.0959961514053167,0.100146798541574,0.0888027425281948,0.0539430958535921,0
"MPPE1",0,0.0107927128669275,0.0267638896229656,0,0.103929114976494
"IMPA2",0,0.0549165378703167,0,0,0
"TUBB6",0.0380422308437298,0.0417034880999159,0.150292978192206,0.0217681004264549,0
"AFG3L2",0,0.0358866982340387,0.081310720149565,0,0
"PSMG2",0.0497750639481007,0.265752387910904,0.00782893277867664,0.0890669469808367,0.0991040790008313
"PTPN2",0.0274073069814769,0.110665810528096,0.0267638896229656,0.0458134538151321,0.0727127553956854
"SEH1L",0.0149181914949419,0.01805309860903,0.0100884845243511,0.0146200034591095,0
"RNMT",0,0.155771349039659,0.0193201832389251,0,0.0531730509938633
"ROCK1",0.0220046849769277,0.107028276477457,0.043100166705189,0,0.0849497699007288
"ESCO1",0.0167482293061998,0.0247512600180801,0,0,0
"SNRPD1",0.0765041383452203,0.210531077573138,0.17637586848425,0.354441076353043,0.095985868838559
"RIOK3",0.38910954051695,0.102725597648111,0.214680467952883,0.127969901698039,0.0531730509938633
"TTC39C",0,0.0248574004140812,0.0398057649026083,0,0.153100088686716
"OSBPL1A",0.233249991605787,0.0661375424136587,0.030384039268284,0,0.0531730509938633
"SS18",0,0.104688969775362,0.00782893277867664,0.0309753951022747,0
"CDH2",0.0248056421516451,0,0.0406702647045275,0,0
"RNF125",0,0,0,0,0
"RNF138",0,0,0.0399729303480307,0.0657721402970401,0.0981227134457544
"ZNF397",0,0.165703624486474,0,0,0
"ZNF24",0.0473670375070234,0.187655890939596,0.0416142422781578,0.128697135995736,0
"INO80C",0,0.0614620162896174,0.022399640823112,0.0388356282922445,0
"GALNT1",0,0.190726106940145,0.157425802273864,0,0.103929114976494
"C18orf21",0,0.0107927128669275,0.0320641673234746,0,0
"RPRD1A",0,0,0.0420689794130912,0.0144029023261131,0
"SLC39A6",0,0.0397184322888335,0.0379880214208045,0,0
"ELP2",0,0.11038090731637,0.075352734055283,0,0.0549773752409617
"TPGS2",0.036675975926463,0,0.210367603627897,0.155134989903444,0
"PIK3C3",0.0141183318061795,0.017999748618884,0,0,0
"SETBP1",0.0223149982460106,0.0274521569057636,0,0,0
"SLC14A1",0.340667460090459,0.0224279184149719,0.115584501325357,0.0100057823931717,0
"ATP5A1",0.144479783566617,0.243047619548263,0.222027361759165,0.392664179497268,0.0901070093668857
"HAUS1",0,0.0464886574436052,0.00782893277867664,0.0244086847192849,0.153100088686716
"C18orf25",0,0,0,0,0
"PIAS2",0,0.0586888207441615,0,0.0384399381441578,0
"HDHD2",0.0708332967018174,0.017999748618884,0.0406702647045275,0.0987825815899049,0
"IER3IP1",0,0.367103425945211,0.0837542000553734,0.0390527294252409,0
"SMAD2",0.0358998124855296,0.239298187120321,0.0441934602356123,0.04667849619616,0
"DYM",0,0.0247512600180801,0,0,0
"C18orf32",0,0,0,0.0228436443016781,0.08507075986346
"RPL17",0,0.645371738789706,0.213738049673833,0.389288199133485,0.360802783136585
"ACAA2",0,0.0778203294358519,0.0100884845243511,0,0
"MBD1",0.0124829804534771,0.0892313047194975,0.0628692787420638,0,0
"CXXC1",0,0.088187910993178,0.0406702647045275,0,0
"ME2",0,0.0247034466014849,0.0100884845243511,0.0567950730715753,0
"SMAD4",0.012436856377177,0.028358936137201,0.108656582078824,0.0146200034591095,0
"MEX3C",0,0,0,0,0
"MBD2",0,0,0.0741458965808718,0.0661383645830982,0
"TCF4",0.181583555553583,0.306701834761057,0.136979079949967,0.214651478731228,0
"TXNL1",0.261930828418617,0.167540780861095,0.116314033967929,0.114866717846241,0.095985868838559
"FECH",0.517824181139008,0.0688157709069735,0.0677549707213567,0.0788986581995826,0
"NARS",0.165679099019698,0.0620763510641512,0.0877461651659915,0.118215049944607,0.0878573634635571
"NEDD4L",0.0348867279159225,0.0288574390720527,0.00782893277867664,0,0.0901070093668857
"ZNF532",0,0.16250660515155,0.0399729303480307,0,0
"SEC11C",1.15046780169536,0.00948576082181009,0.121742576898408,0.144477791348948,0
"LMAN1",0.0346980918199044,0.113684878686878,0,0.181552737055085,0
"CCBE1",0,0.0812694904116606,0.0416142422781578,0,0
"PMAIP1",0.243670259593291,0.076593570602852,0.0966392366956595,0.0878116553567164,0
"BCL2",0,0.0244868922526153,0.0313282154889874,0,0
"KDSR",0.0174899151275669,0.128776432545713,0.0287643030308026,0,0
"VPS4B",0.0355302092100808,0.199864488004143,0.03809259671076,0,0
"DSEL",0,0.0897198396295646,0.114116021234522,0,0
"TMX3",0.073723096837358,0.0500009447786281,0.035840530060057,0.0146200034591095,0
"TIMM21",0,0.0291829196099133,0,0.0100057823931717,0
"CYB5A",0.0791889922954045,0.264546162138448,0.0510652196092327,0.220989955469699,0
"CNDP2",0,0.0107927128669275,0.0362992611218072,0.0578938957307535,0
"MBP",0.0931587478356357,0.0289874981301713,0.0404234056506938,0.234161488263348,0.103929114976494
"NFATC1",0,0.0489307212938187,0,0,0
"PQLC1",0.12285238794853,0.0499301267204052,0.0723426574335433,0.0144029023261131,0
"HSBP1L1",0.0861429017183757,0.0741523620829159,0,0.0490632450973689,0
"TXNL4A",0.0847838811453246,0.0997798405188495,0.211976624424131,0.0834460930001586,0.0531730509938633
"RBFA",0,0.2541531237743,0.147284692272513,0.0100057823931717,0
"RBCK1",0.0730173640822998,0.1900490787382,0.104423370016726,0.0740658533133548,0.0883016802779569
"TBC1D20",0.0919605258870532,0.0967023300169112,0.14932246448149,0.0189554752975558,0
"CSNK2A1",0.0531118382930081,0.137212671878658,0.0374807435851003,0.0697065187175823,0
"FAM110A",0.0398187407228093,0.026405849830589,0,0.228693024083266,0
"PSMF1",0.264621830477655,0.193681153876259,0.172135986526291,0.269967586622029,0.256533189321744
"FKBP1A",0.10311492501306,0.335047275497954,0.25593519726649,0.832439837901456,0.329939650953697
"NSFL1C",0.111493343852537,0,0.0453096763637769,0.0455035743733841,0
"SNRPB",0.139198886920996,0.0794254685439384,0.158454533629708,0.322306087469222,0.33035723364793
"NOP56",0.0470553772351008,0.112908955736496,0.189510958737875,0.0612766829173497,0.0549773752409617
"IDH3B",0.059729755083985,0.340058422776656,0.0396477277878662,0.0244086847192849,0
"PCED1A",0.0188433679935599,0.152969567793874,0,0,0
"VPS16",0.0238191825518394,0.0305377282638657,0,0.0300072218245419,0.0978963924510352
"PTPRA",0.059033362833046,0.156750108377567,0.03809259671076,0.13715357554718,0
"MRPS26",0,0.195315926451115,0.122550603268699,0.0937054901373085,0.213644375763876
"FASTKD5",0,0,0.0349304381570687,0,0
"DDRGK1",0.152685157256682,0.0188029551915343,0,0.0967978704329582,0
"ITPA",0,0.0460846245355286,0.0502313538805691,0.0751850511202398,0
"C20orf27",0.0107728360035055,0.0354132123513869,0.224551057568078,0.143247915912164,0.319420553921761
"CENPB",0,0,0.191113363349077,0,0.0988121003295449
"CDC25B",0,0.0265935603873156,0.101183023015665,0,0
"MAVS",0,0.177617557577117,0.107637507619335,0.0265782751693333,0.0531730509938633
"PANK2",0.0231964716277377,0.0551212625580116,0.0624376700810988,0.118390233716823,0
