"","source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"792","Fibroblast","Fibroblast","PRKCB","GATA6","Receptor","Transcription Factor",0.18775112843463
"793","Fibroblast","Fibroblast","PRKCD","GATA6","Receptor","Transcription Factor",0.18775112843463
"794","Fibroblast","Fibroblast","GATA6","FYN","Transcription Factor","Ligand",0.18775112843463
"795","Fibroblast","Fibroblast","GATA6","LAMB1","Transcription Factor","Ligand",0.18775112843463
"796","Fibroblast","Fibroblast","GATA6","LAMC1","Transcription Factor","Ligand",0.18775112843463
"797","Fibroblast","Fibroblast","GATA6","LGALS3","Transcription Factor","Ligand",0.18775112843463
"798","Fibroblast","Fibroblast","GATA6","LIFR","Transcription Factor","Ligand",0.18775112843463
"799","Fibroblast","Fibroblast","GATA6","NRP1","Transcription Factor","Ligand",0.18775112843463
"800","Fibroblast","Fibroblast","GATA6","S100A10","Transcription Factor","Ligand",0.18775112843463
"801","Fibroblast","Fibroblast","GATA6","VCL","Transcription Factor","Ligand",0.18775112843463
"802","Fibroblast","Fibroblast","GATA6","WNT5B","Transcription Factor","Ligand",0.18775112843463
"803","Fibroblast","Fibroblast","ABL1","GLI1","Receptor","Transcription Factor",0.288043072071157
"804","Fibroblast","Fibroblast","ATM","GLI1","Receptor","Transcription Factor",0.288043072071157
"805","Fibroblast","Fibroblast","AURKA","GLI1","Receptor","Transcription Factor",0.288043072071157
"806","Fibroblast","Fibroblast","BCR","GLI1","Receptor","Transcription Factor",0.288043072071157
"807","Fibroblast","Fibroblast","BMPR1B","GLI1","Receptor","Transcription Factor",0.288043072071157
"808","Fibroblast","Fibroblast","BTK","GLI1","Receptor","Transcription Factor",0.288043072071157
"809","Fibroblast","Fibroblast","CAMK2B","GLI1","Receptor","Transcription Factor",0.288043072071157
"810","Fibroblast","Fibroblast","CAMKK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"811","Fibroblast","Fibroblast","CASP3","GLI1","Receptor","Transcription Factor",0.288043072071157
"812","Fibroblast","Fibroblast","CDK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"813","Fibroblast","Fibroblast","CDK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"814","Fibroblast","Fibroblast","CDK5","GLI1","Receptor","Transcription Factor",0.288043072071157
"815","Fibroblast","Fibroblast","CDK9","GLI1","Receptor","Transcription Factor",0.288043072071157
"816","Fibroblast","Fibroblast","CDON","GLI1","Receptor","Transcription Factor",0.288043072071157
"817","Fibroblast","Fibroblast","CHEK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"818","Fibroblast","Fibroblast","CHUK","GLI1","Receptor","Transcription Factor",0.288043072071157
"819","Fibroblast","Fibroblast","CSK","GLI1","Receptor","Transcription Factor",0.288043072071157
"820","Fibroblast","Fibroblast","CSNK1A1","GLI1","Receptor","Transcription Factor",0.288043072071157
"821","Fibroblast","Fibroblast","CSNK2A2","GLI1","Receptor","Transcription Factor",0.288043072071157
"822","Fibroblast","Fibroblast","CSNK2B","GLI1","Receptor","Transcription Factor",0.288043072071157
"823","Fibroblast","Fibroblast","DAPK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"824","Fibroblast","Fibroblast","DAPK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"825","Fibroblast","Fibroblast","DAPK3","GLI1","Receptor","Transcription Factor",0.288043072071157
"826","Fibroblast","Fibroblast","DDX58","GLI1","Receptor","Transcription Factor",0.288043072071157
"827","Fibroblast","Fibroblast","DYRK1A","GLI1","Receptor","Transcription Factor",0.288043072071157
"828","Fibroblast","Fibroblast","EGFR","GLI1","Receptor","Transcription Factor",0.288043072071157
"829","Fibroblast","Fibroblast","EIF2AK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"830","Fibroblast","Fibroblast","ERBB4","GLI1","Receptor","Transcription Factor",0.288043072071157
"831","Fibroblast","Fibroblast","GNAS","GLI1","Receptor","Transcription Factor",0.288043072071157
"832","Fibroblast","Fibroblast","GSK3A","GLI1","Receptor","Transcription Factor",0.288043072071157
"833","Fibroblast","Fibroblast","GSK3B","GLI1","Receptor","Transcription Factor",0.288043072071157
"834","Fibroblast","Fibroblast","HSP90AA1","GLI1","Receptor","Transcription Factor",0.288043072071157
"835","Fibroblast","Fibroblast","HSP90AB1","GLI1","Receptor","Transcription Factor",0.288043072071157
"836","Fibroblast","Fibroblast","IKBKB","GLI1","Receptor","Transcription Factor",0.288043072071157
"837","Fibroblast","Fibroblast","IKBKE","GLI1","Receptor","Transcription Factor",0.288043072071157
"838","Fibroblast","Fibroblast","ILK","GLI1","Receptor","Transcription Factor",0.288043072071157
"839","Fibroblast","Fibroblast","INSR","GLI1","Receptor","Transcription Factor",0.288043072071157
"840","Fibroblast","Fibroblast","ITGB1","GLI1","Receptor","Transcription Factor",0.288043072071157
"841","Fibroblast","Fibroblast","JAK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"842","Fibroblast","Fibroblast","LATS2","GLI1","Receptor","Transcription Factor",0.288043072071157
"843","Fibroblast","Fibroblast","LCK","GLI1","Receptor","Transcription Factor",0.288043072071157
"844","Fibroblast","Fibroblast","LRP5","GLI1","Receptor","Transcription Factor",0.288043072071157
"845","Fibroblast","Fibroblast","LRP6","GLI1","Receptor","Transcription Factor",0.288043072071157
"846","Fibroblast","Fibroblast","MAP2K4","GLI1","Receptor","Transcription Factor",0.288043072071157
"847","Fibroblast","Fibroblast","MAP2K5","GLI1","Receptor","Transcription Factor",0.288043072071157
"848","Fibroblast","Fibroblast","MAP3K14","GLI1","Receptor","Transcription Factor",0.288043072071157
"849","Fibroblast","Fibroblast","MAP3K4","GLI1","Receptor","Transcription Factor",0.288043072071157
"850","Fibroblast","Fibroblast","MAP3K5","GLI1","Receptor","Transcription Factor",0.288043072071157
"851","Fibroblast","Fibroblast","MAP3K7","GLI1","Receptor","Transcription Factor",0.288043072071157
"852","Fibroblast","Fibroblast","MAP4K2","GLI1","Receptor","Transcription Factor",0.288043072071157
"853","Fibroblast","Fibroblast","MAPK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"854","Fibroblast","Fibroblast","MAPK10","GLI1","Receptor","Transcription Factor",0.288043072071157
"855","Fibroblast","Fibroblast","MAPK14","GLI1","Receptor","Transcription Factor",0.288043072071157
"856","Fibroblast","Fibroblast","MAPK3","GLI1","Receptor","Transcription Factor",0.288043072071157
"857","Fibroblast","Fibroblast","MAPK8","GLI1","Receptor","Transcription Factor",0.288043072071157
"858","Fibroblast","Fibroblast","MAPK9","GLI1","Receptor","Transcription Factor",0.288043072071157
"859","Fibroblast","Fibroblast","MAPKAPK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"860","Fibroblast","Fibroblast","MDM2","GLI1","Receptor","Transcription Factor",0.288043072071157
"861","Fibroblast","Fibroblast","MET","GLI1","Receptor","Transcription Factor",0.288043072071157
"862","Fibroblast","Fibroblast","MST1R","GLI1","Receptor","Transcription Factor",0.288043072071157
"863","Fibroblast","Fibroblast","MTOR","GLI1","Receptor","Transcription Factor",0.288043072071157
"864","Fibroblast","Fibroblast","NLK","GLI1","Receptor","Transcription Factor",0.288043072071157
"865","Fibroblast","Fibroblast","NOS1","GLI1","Receptor","Transcription Factor",0.288043072071157
"866","Fibroblast","Fibroblast","PAK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"867","Fibroblast","Fibroblast","PDGFRB","GLI1","Receptor","Transcription Factor",0.288043072071157
"868","Fibroblast","Fibroblast","PDK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"869","Fibroblast","Fibroblast","PDPK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"870","Fibroblast","Fibroblast","PIK3CA+PIK3R1","GLI1","Receptor","Transcription Factor",0.288043072071157
"871","Fibroblast","Fibroblast","PIK3CA","GLI1","Receptor","Transcription Factor",0.288043072071157
"872","Fibroblast","Fibroblast","PIK3R1","GLI1","Receptor","Transcription Factor",0.288043072071157
"873","Fibroblast","Fibroblast","PKN2","GLI1","Receptor","Transcription Factor",0.288043072071157
"874","Fibroblast","Fibroblast","PLK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"875","Fibroblast","Fibroblast","PLK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"876","Fibroblast","Fibroblast","PRKAA1","GLI1","Receptor","Transcription Factor",0.288043072071157
"877","Fibroblast","Fibroblast","PRKAA2","GLI1","Receptor","Transcription Factor",0.288043072071157
"878","Fibroblast","Fibroblast","PRKACA","GLI1","Receptor","Transcription Factor",0.288043072071157
"879","Fibroblast","Fibroblast","PRKACB","GLI1","Receptor","Transcription Factor",0.288043072071157
"880","Fibroblast","Fibroblast","PRKCA","GLI1","Receptor","Transcription Factor",0.288043072071157
"881","Fibroblast","Fibroblast","PRKCB","GLI1","Receptor","Transcription Factor",0.288043072071157
"882","Fibroblast","Fibroblast","PRKCD","GLI1","Receptor","Transcription Factor",0.288043072071157
"883","Fibroblast","Fibroblast","PRKCI","GLI1","Receptor","Transcription Factor",0.288043072071157
"884","Fibroblast","Fibroblast","PRKCZ","GLI1","Receptor","Transcription Factor",0.288043072071157
"885","Fibroblast","Fibroblast","PRKD1","GLI1","Receptor","Transcription Factor",0.288043072071157
"886","Fibroblast","Fibroblast","PTEN","GLI1","Receptor","Transcription Factor",0.288043072071157
"887","Fibroblast","Fibroblast","PTPN1","GLI1","Receptor","Transcription Factor",0.288043072071157
"888","Fibroblast","Fibroblast","PTPRF","GLI1","Receptor","Transcription Factor",0.288043072071157
"889","Fibroblast","Fibroblast","RACK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"890","Fibroblast","Fibroblast","RET","GLI1","Receptor","Transcription Factor",0.288043072071157
"891","Fibroblast","Fibroblast","ROCK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"892","Fibroblast","Fibroblast","RPS6KA1","GLI1","Receptor","Transcription Factor",0.288043072071157
"893","Fibroblast","Fibroblast","RPS6KA2","GLI1","Receptor","Transcription Factor",0.288043072071157
"894","Fibroblast","Fibroblast","RPS6KA3","GLI1","Receptor","Transcription Factor",0.288043072071157
"895","Fibroblast","Fibroblast","RPS6KB1","GLI1","Receptor","Transcription Factor",0.288043072071157
"896","Fibroblast","Fibroblast","SENP1","GLI1","Receptor","Transcription Factor",0.288043072071157
"897","Fibroblast","Fibroblast","SGK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"898","Fibroblast","Fibroblast","SIRT1","GLI1","Receptor","Transcription Factor",0.288043072071157
"899","Fibroblast","Fibroblast","SMO","GLI1","Receptor","Transcription Factor",0.288043072071157
"900","Fibroblast","Fibroblast","SOS1","GLI1","Receptor","Transcription Factor",0.288043072071157
"901","Fibroblast","Fibroblast","SRC","GLI1","Receptor","Transcription Factor",0.288043072071157
"902","Fibroblast","Fibroblast","STK11","GLI1","Receptor","Transcription Factor",0.288043072071157
"903","Fibroblast","Fibroblast","STK38","GLI1","Receptor","Transcription Factor",0.288043072071157
"904","Fibroblast","Fibroblast","SYK","GLI1","Receptor","Transcription Factor",0.288043072071157
"905","Fibroblast","Fibroblast","TBK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"906","Fibroblast","Fibroblast","TGFBR1","GLI1","Receptor","Transcription Factor",0.288043072071157
"907","Fibroblast","Fibroblast","TNK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"908","Fibroblast","Fibroblast","TYR","GLI1","Receptor","Transcription Factor",0.288043072071157
"909","Fibroblast","Fibroblast","ULK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"910","Fibroblast","Fibroblast","ULK2","GLI1","Receptor","Transcription Factor",0.288043072071157
"911","Fibroblast","Fibroblast","WNK1","GLI1","Receptor","Transcription Factor",0.288043072071157
"912","Fibroblast","Fibroblast","GLI1","FAS","Transcription Factor","Ligand",0.288043072071157
"913","Fibroblast","Fibroblast","GLI1","CP","Transcription Factor","Ligand",0.288043072071157
"914","Fibroblast","Fibroblast","GLI1","SPP1","Transcription Factor","Ligand",0.288043072071157
"915","Fibroblast","Fibroblast","GLI1","TP53","Transcription Factor","Ligand",0.288043072071157
"916","Fibroblast","Fibroblast","GLI1","BMP4","Transcription Factor","Ligand",0.288043072071157
"917","Fibroblast","Fibroblast","GLI1","WNT5A","Transcription Factor","Ligand",0.288043072071157
"918","Fibroblast","Fibroblast","ABL1","GLI2","Receptor","Transcription Factor",0.723986772033501
"919","Fibroblast","Fibroblast","ATM","GLI2","Receptor","Transcription Factor",0.723986772033501
"920","Fibroblast","Fibroblast","AURKA","GLI2","Receptor","Transcription Factor",0.723986772033501
"921","Fibroblast","Fibroblast","BTK","GLI2","Receptor","Transcription Factor",0.723986772033501
"922","Fibroblast","Fibroblast","CASP3","GLI2","Receptor","Transcription Factor",0.723986772033501
"923","Fibroblast","Fibroblast","CDK1","GLI2","Receptor","Transcription Factor",0.723986772033501
"924","Fibroblast","Fibroblast","CDK2","GLI2","Receptor","Transcription Factor",0.723986772033501
"925","Fibroblast","Fibroblast","CDK9","GLI2","Receptor","Transcription Factor",0.723986772033501
"926","Fibroblast","Fibroblast","CHEK1","GLI2","Receptor","Transcription Factor",0.723986772033501
"927","Fibroblast","Fibroblast","CHUK","GLI2","Receptor","Transcription Factor",0.723986772033501
"928","Fibroblast","Fibroblast","CSNK1A1","GLI2","Receptor","Transcription Factor",0.723986772033501
"929","Fibroblast","Fibroblast","CSNK2A2","GLI2","Receptor","Transcription Factor",0.723986772033501
"930","Fibroblast","Fibroblast","CSNK2B","GLI2","Receptor","Transcription Factor",0.723986772033501
"931","Fibroblast","Fibroblast","DDX58","GLI2","Receptor","Transcription Factor",0.723986772033501
"932","Fibroblast","Fibroblast","EGFR","GLI2","Receptor","Transcription Factor",0.723986772033501
"933","Fibroblast","Fibroblast","EIF2AK2","GLI2","Receptor","Transcription Factor",0.723986772033501
"934","Fibroblast","Fibroblast","GNAS","GLI2","Receptor","Transcription Factor",0.723986772033501
"935","Fibroblast","Fibroblast","GSK3A","GLI2","Receptor","Transcription Factor",0.723986772033501
"936","Fibroblast","Fibroblast","GSK3B","GLI2","Receptor","Transcription Factor",0.723986772033501
"937","Fibroblast","Fibroblast","IKBKB","GLI2","Receptor","Transcription Factor",0.723986772033501
"938","Fibroblast","Fibroblast","IKBKE","GLI2","Receptor","Transcription Factor",0.723986772033501
"939","Fibroblast","Fibroblast","JAK2","GLI2","Receptor","Transcription Factor",0.723986772033501
"940","Fibroblast","Fibroblast","LCK","GLI2","Receptor","Transcription Factor",0.723986772033501
"941","Fibroblast","Fibroblast","LRP5","GLI2","Receptor","Transcription Factor",0.723986772033501
"942","Fibroblast","Fibroblast","LRP6","GLI2","Receptor","Transcription Factor",0.723986772033501
"943","Fibroblast","Fibroblast","MAP2K4","GLI2","Receptor","Transcription Factor",0.723986772033501
"944","Fibroblast","Fibroblast","MAP3K14","GLI2","Receptor","Transcription Factor",0.723986772033501
"945","Fibroblast","Fibroblast","MAP3K4","GLI2","Receptor","Transcription Factor",0.723986772033501
"946","Fibroblast","Fibroblast","MAP3K7","GLI2","Receptor","Transcription Factor",0.723986772033501
"947","Fibroblast","Fibroblast","MAP4K2","GLI2","Receptor","Transcription Factor",0.723986772033501
"948","Fibroblast","Fibroblast","MAPK1","GLI2","Receptor","Transcription Factor",0.723986772033501
"949","Fibroblast","Fibroblast","MAPK14","GLI2","Receptor","Transcription Factor",0.723986772033501
"950","Fibroblast","Fibroblast","NOS1","GLI2","Receptor","Transcription Factor",0.723986772033501
"951","Fibroblast","Fibroblast","PAK1","GLI2","Receptor","Transcription Factor",0.723986772033501
"952","Fibroblast","Fibroblast","PLK1","GLI2","Receptor","Transcription Factor",0.723986772033501
"953","Fibroblast","Fibroblast","PLK2","GLI2","Receptor","Transcription Factor",0.723986772033501
"954","Fibroblast","Fibroblast","PRKAA1","GLI2","Receptor","Transcription Factor",0.723986772033501
"955","Fibroblast","Fibroblast","PRKACA","GLI2","Receptor","Transcription Factor",0.723986772033501
"956","Fibroblast","Fibroblast","PRKCI","GLI2","Receptor","Transcription Factor",0.723986772033501
"957","Fibroblast","Fibroblast","PRKCZ","GLI2","Receptor","Transcription Factor",0.723986772033501
"958","Fibroblast","Fibroblast","PTPN1","GLI2","Receptor","Transcription Factor",0.723986772033501
"959","Fibroblast","Fibroblast","RPS6KA1","GLI2","Receptor","Transcription Factor",0.723986772033501
"960","Fibroblast","Fibroblast","RPS6KA2","GLI2","Receptor","Transcription Factor",0.723986772033501
"961","Fibroblast","Fibroblast","RPS6KA3","GLI2","Receptor","Transcription Factor",0.723986772033501
"962","Fibroblast","Fibroblast","SIRT1","GLI2","Receptor","Transcription Factor",0.723986772033501
"963","Fibroblast","Fibroblast","SMO","GLI2","Receptor","Transcription Factor",0.723986772033501
"964","Fibroblast","Fibroblast","SRC","GLI2","Receptor","Transcription Factor",0.723986772033501
"965","Fibroblast","Fibroblast","SYK","GLI2","Receptor","Transcription Factor",0.723986772033501
"966","Fibroblast","Fibroblast","TBK1","GLI2","Receptor","Transcription Factor",0.723986772033501
"967","Fibroblast","Fibroblast","TGFBR1","GLI2","Receptor","Transcription Factor",0.723986772033501
"968","Fibroblast","Fibroblast","TYR","GLI2","Receptor","Transcription Factor",0.723986772033501
"969","Fibroblast","Fibroblast","GLI2","FAS","Transcription Factor","Ligand",0.723986772033501
"970","Fibroblast","Fibroblast","GLI2","FST","Transcription Factor","Ligand",0.723986772033501
"971","Fibroblast","Fibroblast","GLI2","BMP1","Transcription Factor","Ligand",0.723986772033501
"972","Fibroblast","Fibroblast","GLI2","EFEMP1","Transcription Factor","Ligand",0.723986772033501
"973","Fibroblast","Fibroblast","GLI2","EFNA1","Transcription Factor","Ligand",0.723986772033501
"974","Fibroblast","Fibroblast","GLI2","HLA-DRA","Transcription Factor","Ligand",0.723986772033501
"975","Fibroblast","Fibroblast","GLI2","HLA-E","Transcription Factor","Ligand",0.723986772033501
"976","Fibroblast","Fibroblast","GLI2","HSPA4","Transcription Factor","Ligand",0.723986772033501
"977","Fibroblast","Fibroblast","GLI2","LUM","Transcription Factor","Ligand",0.723986772033501
"978","Fibroblast","Fibroblast","GLI2","PCNA","Transcription Factor","Ligand",0.723986772033501
"979","Fibroblast","Fibroblast","GLI2","TNC","Transcription Factor","Ligand",0.723986772033501
"980","Fibroblast","Fibroblast","GLI2","WNT5B","Transcription Factor","Ligand",0.723986772033501
"981","Fibroblast","Fibroblast","GRHL2","ANXA2","Transcription Factor","Ligand",0.389092489266887
"982","Fibroblast","Fibroblast","GRHL2","S100A10","Transcription Factor","Ligand",0.389092489266887
"983","Fibroblast","Fibroblast","ABL1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"984","Fibroblast","Fibroblast","ADRB2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"985","Fibroblast","Fibroblast","AGTR1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"986","Fibroblast","Fibroblast","AKT2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"987","Fibroblast","Fibroblast","AKT3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"988","Fibroblast","Fibroblast","ATM","HIF1A","Receptor","Transcription Factor",0.133172523622757
"989","Fibroblast","Fibroblast","AURKA","HIF1A","Receptor","Transcription Factor",0.133172523622757
"990","Fibroblast","Fibroblast","BAMBI","HIF1A","Receptor","Transcription Factor",0.133172523622757
"991","Fibroblast","Fibroblast","BCR","HIF1A","Receptor","Transcription Factor",0.133172523622757
"992","Fibroblast","Fibroblast","BIRC5","HIF1A","Receptor","Transcription Factor",0.133172523622757
"993","Fibroblast","Fibroblast","BMPR1B","HIF1A","Receptor","Transcription Factor",0.133172523622757
"994","Fibroblast","Fibroblast","CAMK2B","HIF1A","Receptor","Transcription Factor",0.133172523622757
"995","Fibroblast","Fibroblast","CAMKK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"996","Fibroblast","Fibroblast","CASP3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"997","Fibroblast","Fibroblast","CDK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"998","Fibroblast","Fibroblast","CDK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"999","Fibroblast","Fibroblast","CDK4","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1000","Fibroblast","Fibroblast","CDK5","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1001","Fibroblast","Fibroblast","CDK6","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1002","Fibroblast","Fibroblast","CDK9","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1003","Fibroblast","Fibroblast","CHEK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1004","Fibroblast","Fibroblast","CHEK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1005","Fibroblast","Fibroblast","CHUK","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1006","Fibroblast","Fibroblast","CILK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1007","Fibroblast","Fibroblast","CSK","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1008","Fibroblast","Fibroblast","CSNK1A1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1009","Fibroblast","Fibroblast","CSNK1G2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1010","Fibroblast","Fibroblast","CSNK2A2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1011","Fibroblast","Fibroblast","DAPK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1012","Fibroblast","Fibroblast","DAPK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1013","Fibroblast","Fibroblast","DAPK3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1014","Fibroblast","Fibroblast","DYRK1A","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1015","Fibroblast","Fibroblast","EGFR","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1016","Fibroblast","Fibroblast","EIF2AK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1017","Fibroblast","Fibroblast","ERN1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1018","Fibroblast","Fibroblast","FGR","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1019","Fibroblast","Fibroblast","FZD1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1020","Fibroblast","Fibroblast","FZD2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1021","Fibroblast","Fibroblast","FZD3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1022","Fibroblast","Fibroblast","FZD4","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1023","Fibroblast","Fibroblast","FZD5","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1024","Fibroblast","Fibroblast","FZD6","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1025","Fibroblast","Fibroblast","FZD7","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1026","Fibroblast","Fibroblast","GNAS","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1027","Fibroblast","Fibroblast","GSK3A","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1028","Fibroblast","Fibroblast","GSK3B","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1029","Fibroblast","Fibroblast","HDAC3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1030","Fibroblast","Fibroblast","HDAC4","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1031","Fibroblast","Fibroblast","HSP90AA1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1032","Fibroblast","Fibroblast","HSP90AB1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1033","Fibroblast","Fibroblast","IKBKB","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1034","Fibroblast","Fibroblast","IKBKE","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1035","Fibroblast","Fibroblast","ILK","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1036","Fibroblast","Fibroblast","ITGB1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1037","Fibroblast","Fibroblast","JAK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1038","Fibroblast","Fibroblast","LATS2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1039","Fibroblast","Fibroblast","LMTK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1040","Fibroblast","Fibroblast","LRP1B","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1041","Fibroblast","Fibroblast","LRP5","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1042","Fibroblast","Fibroblast","LRP6","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1043","Fibroblast","Fibroblast","LYN","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1044","Fibroblast","Fibroblast","MAP2K1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1045","Fibroblast","Fibroblast","MAP3K4","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1046","Fibroblast","Fibroblast","MAP3K5","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1047","Fibroblast","Fibroblast","MAP4K5","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1048","Fibroblast","Fibroblast","MAPK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1049","Fibroblast","Fibroblast","MAPK10","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1050","Fibroblast","Fibroblast","MAPK11","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1051","Fibroblast","Fibroblast","MAPK12","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1052","Fibroblast","Fibroblast","MAPK14","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1053","Fibroblast","Fibroblast","MAPK3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1054","Fibroblast","Fibroblast","MAPK8","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1055","Fibroblast","Fibroblast","MAPK9","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1056","Fibroblast","Fibroblast","MAPKAPK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1057","Fibroblast","Fibroblast","MDM2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1058","Fibroblast","Fibroblast","MST1R","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1059","Fibroblast","Fibroblast","MTOR","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1060","Fibroblast","Fibroblast","PAK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1061","Fibroblast","Fibroblast","PAK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1062","Fibroblast","Fibroblast","PDK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1063","Fibroblast","Fibroblast","PDPK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1064","Fibroblast","Fibroblast","PIK3CA+PIK3R1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1065","Fibroblast","Fibroblast","PIK3CA","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1066","Fibroblast","Fibroblast","PIK3R1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1067","Fibroblast","Fibroblast","PIM1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1068","Fibroblast","Fibroblast","PKN2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1069","Fibroblast","Fibroblast","PLCG1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1070","Fibroblast","Fibroblast","PLCG2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1071","Fibroblast","Fibroblast","PLK1","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1072","Fibroblast","Fibroblast","PLK2","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1073","Fibroblast","Fibroblast","PLK3","HIF1A","Receptor","Transcription Factor",0.133172523622757
"1074","Fibroblast","Fibroblast","PRKAA1","HIF1A","Receptor","Transcription Factor",0.133172523622757
