"","TF","Receptor","celltype","Target_Gene","TF_Score"
"18894","EGR1","MTOR","Neural","WBP4",0.5840624
"18895","EGR1","MTOR","Neural","YWHAZ",0.5840624
"18896","EGR1","MTOR","Neural","RERE",0.5840624
"18897","EGR1","MTOR","Neural","RNF220",0.5840624
"18898","EGR1","MTOR","Neural","DUSP22",0.5840624
"18899","EGR1","MTOR","Neural","EEF1A1",0.5840624
"18900","EGR1","MTOR","Neural","ELF2",0.5840624
"18901","EGR1","MTOR","Neural","SP3",0.5840624
"18902","EGR1","MTOR","Neural","PTOV1",0.5840624
"18903","EGR1","MTOR","Neural","RAB11A",0.5840624
"18904","EGR1","MTOR","Neural","RUFY3",0.5840624
"18905","EGR1","MTOR","Neural","SIN3A",0.5840624
"18906","EGR1","NOS1","Neural","CTNNB1",0.5840624
"18907","EGR1","NOS1","Neural","IMPDH2",0.5840624
"18908","EGR1","NOS1","Neural","BAX",0.5840624
"18909","EGR1","NOS1","Neural","SOD1",0.5840624
"18910","EGR1","NOS1","Neural","PTEN",0.5840624
"18911","EGR1","NOS1","Neural","JUN",0.5840624
"18912","EGR1","NOS1","Neural","STMN1",0.5840624
"18913","EGR1","NOS1","Neural","PIK3R1",0.5840624
"18914","EGR1","NOS1","Neural","STIM1",0.5840624
"18915","EGR1","NOS1","Neural","BSG",0.5840624
"18916","EGR1","NOS1","Neural","CD9",0.5840624
"18917","EGR1","NOS1","Neural","CDK19",0.5840624
"18918","EGR1","NOS1","Neural","CFL1",0.5840624
"18919","EGR1","NOS1","Neural","CHD9",0.5840624
"18920","EGR1","NOS1","Neural","CXXC5",0.5840624
"18921","EGR1","NOS1","Neural","DDX3X",0.5840624
"18922","EGR1","NOS1","Neural","DDX5",0.5840624
"18923","EGR1","NOS1","Neural","DLGAP4",0.5840624
"18924","EGR1","NOS1","Neural","DNMT3A",0.5840624
"18925","EGR1","NOS1","Neural","UBC",0.5840624
"18926","EGR1","NOS1","Neural","PSEN2",0.5840624
"18927","EGR1","NOS1","Neural","BRD2",0.5840624
"18928","EGR1","NOS1","Neural","FAM117A",0.5840624
"18929","EGR1","NOS1","Neural","FKBP2",0.5840624
"18930","EGR1","NOS1","Neural","GPX4",0.5840624
"18931","EGR1","NOS1","Neural","GSE1",0.5840624
"18932","EGR1","NOS1","Neural","GTF2I",0.5840624
"18933","EGR1","NOS1","Neural","HBP1",0.5840624
"18934","EGR1","NOS1","Neural","HNRNPF",0.5840624
"18935","EGR1","NOS1","Neural","HSP90AB1",0.5840624
"18936","EGR1","NOS1","Neural","KLF13",0.5840624
"18937","EGR1","NOS1","Neural","LMNA",0.5840624
"18938","EGR1","NOS1","Neural","LMO4",0.5840624
"18939","EGR1","NOS1","Neural","MACF1",0.5840624
"18940","EGR1","NOS1","Neural","MED15",0.5840624
"18941","EGR1","NOS1","Neural","NEDD4L",0.5840624
"18942","EGR1","NOS1","Neural","OAZ1",0.5840624
"18943","EGR1","NOS1","Neural","PCBP1",0.5840624
"18944","EGR1","NOS1","Neural","PNKD",0.5840624
"18945","EGR1","NOS1","Neural","PRPSAP1",0.5840624
"18946","EGR1","NOS1","Neural","PTMA",0.5840624
"18947","EGR1","NOS1","Neural","PTP4A1",0.5840624
"18948","EGR1","NOS1","Neural","TCF4",0.5840624
"18949","EGR1","NOS1","Neural","TIMP2",0.5840624
"18950","EGR1","NOS1","Neural","ACTB",0.5840624
"18951","EGR1","NOS1","Neural","ACTG1",0.5840624
"18952","EGR1","NOS1","Neural","AIDA",0.5840624
"18953","EGR1","NOS1","Neural","ANP32B",0.5840624
"18954","EGR1","NOS1","Neural","SPAG9",0.5840624
"18955","EGR1","NOS1","Neural","SPTAN1",0.5840624
"18956","EGR1","NOS1","Neural","SQSTM1",0.5840624
"18957","EGR1","NOS1","Neural","SSBP3",0.5840624
"18958","EGR1","NOS1","Neural","SYNCRIP",0.5840624
"18959","EGR1","NOS1","Neural","TECR",0.5840624
"18960","EGR1","NOS1","Neural","TRIM2",0.5840624
"18961","EGR1","NOS1","Neural","WBP4",0.5840624
"18962","EGR1","NOS1","Neural","YWHAZ",0.5840624
"18963","EGR1","NOS1","Neural","RERE",0.5840624
"18964","EGR1","NOS1","Neural","RNF220",0.5840624
"18965","EGR1","NOS1","Neural","DUSP22",0.5840624
"18966","EGR1","NOS1","Neural","EEF1A1",0.5840624
"18967","EGR1","NOS1","Neural","ELF2",0.5840624
"18968","EGR1","NOS1","Neural","SP3",0.5840624
"18969","EGR1","NOS1","Neural","PTOV1",0.5840624
"18970","EGR1","NOS1","Neural","RAB11A",0.5840624
"18971","EGR1","NOS1","Neural","RUFY3",0.5840624
"18972","EGR1","NOS1","Neural","SIN3A",0.5840624
"18973","EGR1","NSD1","Neural","CTNNB1",0.5840624
"18974","EGR1","NSD1","Neural","IMPDH2",0.5840624
"18975","EGR1","NSD1","Neural","BAX",0.5840624
"18976","EGR1","NSD1","Neural","SOD1",0.5840624
"18977","EGR1","NSD1","Neural","PTEN",0.5840624
"18978","EGR1","NSD1","Neural","JUN",0.5840624
"18979","EGR1","NSD1","Neural","STMN1",0.5840624
"18980","EGR1","NSD1","Neural","PIK3R1",0.5840624
"18981","EGR1","NSD1","Neural","STIM1",0.5840624
"18982","EGR1","NSD1","Neural","BSG",0.5840624
"18983","EGR1","NSD1","Neural","CD9",0.5840624
"18984","EGR1","NSD1","Neural","CDK19",0.5840624
"18985","EGR1","NSD1","Neural","CFL1",0.5840624
"18986","EGR1","NSD1","Neural","CHD9",0.5840624
"18987","EGR1","NSD1","Neural","CXXC5",0.5840624
"18988","EGR1","NSD1","Neural","DDX3X",0.5840624
"18989","EGR1","NSD1","Neural","DDX5",0.5840624
"18990","EGR1","NSD1","Neural","DLGAP4",0.5840624
"18991","EGR1","NSD1","Neural","DNMT3A",0.5840624
"18992","EGR1","NSD1","Neural","UBC",0.5840624
"18993","EGR1","NSD1","Neural","PSEN2",0.5840624
"18994","EGR1","NSD1","Neural","BRD2",0.5840624
"18995","EGR1","NSD1","Neural","FAM117A",0.5840624
"18996","EGR1","NSD1","Neural","FKBP2",0.5840624
"18997","EGR1","NSD1","Neural","GPX4",0.5840624
"18998","EGR1","NSD1","Neural","GSE1",0.5840624
"18999","EGR1","NSD1","Neural","GTF2I",0.5840624
"19000","EGR1","NSD1","Neural","HBP1",0.5840624
"19001","EGR1","NSD1","Neural","HNRNPF",0.5840624
"19002","EGR1","NSD1","Neural","HSP90AB1",0.5840624
"19003","EGR1","NSD1","Neural","KLF13",0.5840624
"19004","EGR1","NSD1","Neural","LMNA",0.5840624
"19005","EGR1","NSD1","Neural","LMO4",0.5840624
"19006","EGR1","NSD1","Neural","MACF1",0.5840624
"19007","EGR1","NSD1","Neural","MED15",0.5840624
"19008","EGR1","NSD1","Neural","NEDD4L",0.5840624
"19009","EGR1","NSD1","Neural","OAZ1",0.5840624
"19010","EGR1","NSD1","Neural","PCBP1",0.5840624
"19011","EGR1","NSD1","Neural","PNKD",0.5840624
"19012","EGR1","NSD1","Neural","PRPSAP1",0.5840624
"19013","EGR1","NSD1","Neural","PTMA",0.5840624
"19014","EGR1","NSD1","Neural","PTP4A1",0.5840624
"19015","EGR1","NSD1","Neural","TCF4",0.5840624
"19016","EGR1","NSD1","Neural","TIMP2",0.5840624
"19017","EGR1","NSD1","Neural","ACTB",0.5840624
"19018","EGR1","NSD1","Neural","ACTG1",0.5840624
"19019","EGR1","NSD1","Neural","AIDA",0.5840624
"19020","EGR1","NSD1","Neural","ANP32B",0.5840624
"19021","EGR1","NSD1","Neural","SPAG9",0.5840624
"19022","EGR1","NSD1","Neural","SPTAN1",0.5840624
"19023","EGR1","NSD1","Neural","SQSTM1",0.5840624
"19024","EGR1","NSD1","Neural","SSBP3",0.5840624
"19025","EGR1","NSD1","Neural","SYNCRIP",0.5840624
"19026","EGR1","NSD1","Neural","TECR",0.5840624
"19027","EGR1","NSD1","Neural","TRIM2",0.5840624
"19028","EGR1","NSD1","Neural","WBP4",0.5840624
"19029","EGR1","NSD1","Neural","YWHAZ",0.5840624
"19030","EGR1","NSD1","Neural","RERE",0.5840624
"19031","EGR1","NSD1","Neural","RNF220",0.5840624
"19032","EGR1","NSD1","Neural","DUSP22",0.5840624
"19033","EGR1","NSD1","Neural","EEF1A1",0.5840624
"19034","EGR1","NSD1","Neural","ELF2",0.5840624
"19035","EGR1","NSD1","Neural","SP3",0.5840624
"19036","EGR1","NSD1","Neural","PTOV1",0.5840624
"19037","EGR1","NSD1","Neural","RAB11A",0.5840624
"19038","EGR1","NSD1","Neural","RUFY3",0.5840624
"19039","EGR1","NSD1","Neural","SIN3A",0.5840624
"19040","EGR1","CHUK","Neural","CTNNB1",0.5840624
"19041","EGR1","CHUK","Neural","IMPDH2",0.5840624
"19042","EGR1","CHUK","Neural","BAX",0.5840624
"19043","EGR1","CHUK","Neural","SOD1",0.5840624
"19044","EGR1","CHUK","Neural","PTEN",0.5840624
"19045","EGR1","CHUK","Neural","JUN",0.5840624
"19046","EGR1","CHUK","Neural","STMN1",0.5840624
"19047","EGR1","CHUK","Neural","PIK3R1",0.5840624
"19048","EGR1","CHUK","Neural","STIM1",0.5840624
"19049","EGR1","CHUK","Neural","BSG",0.5840624
"19050","EGR1","CHUK","Neural","CD9",0.5840624
"19051","EGR1","CHUK","Neural","CDK19",0.5840624
"19052","EGR1","CHUK","Neural","CFL1",0.5840624
"19053","EGR1","CHUK","Neural","CHD9",0.5840624
"19054","EGR1","CHUK","Neural","CXXC5",0.5840624
"19055","EGR1","CHUK","Neural","DDX3X",0.5840624
"19056","EGR1","CHUK","Neural","DDX5",0.5840624
"19057","EGR1","CHUK","Neural","DLGAP4",0.5840624
"19058","EGR1","CHUK","Neural","DNMT3A",0.5840624
"19059","EGR1","CHUK","Neural","UBC",0.5840624
"19060","EGR1","CHUK","Neural","PSEN2",0.5840624
"19061","EGR1","CHUK","Neural","BRD2",0.5840624
"19062","EGR1","CHUK","Neural","FAM117A",0.5840624
"19063","EGR1","CHUK","Neural","FKBP2",0.5840624
"19064","EGR1","CHUK","Neural","GPX4",0.5840624
"19065","EGR1","CHUK","Neural","GSE1",0.5840624
"19066","EGR1","CHUK","Neural","GTF2I",0.5840624
"19067","EGR1","CHUK","Neural","HBP1",0.5840624
"19068","EGR1","CHUK","Neural","HNRNPF",0.5840624
"19069","EGR1","CHUK","Neural","HSP90AB1",0.5840624
"19070","EGR1","CHUK","Neural","KLF13",0.5840624
"19071","EGR1","CHUK","Neural","LMNA",0.5840624
"19072","EGR1","CHUK","Neural","LMO4",0.5840624
"19073","EGR1","CHUK","Neural","MACF1",0.5840624
"19074","EGR1","CHUK","Neural","MED15",0.5840624
"19075","EGR1","CHUK","Neural","NEDD4L",0.5840624
"19076","EGR1","CHUK","Neural","OAZ1",0.5840624
"19077","EGR1","CHUK","Neural","PCBP1",0.5840624
"19078","EGR1","CHUK","Neural","PNKD",0.5840624
"19079","EGR1","CHUK","Neural","PRPSAP1",0.5840624
"19080","EGR1","CHUK","Neural","PTMA",0.5840624
"19081","EGR1","CHUK","Neural","PTP4A1",0.5840624
"19082","EGR1","CHUK","Neural","TCF4",0.5840624
"19083","EGR1","CHUK","Neural","TIMP2",0.5840624
"19084","EGR1","CHUK","Neural","ACTB",0.5840624
"19085","EGR1","CHUK","Neural","ACTG1",0.5840624
"19086","EGR1","CHUK","Neural","AIDA",0.5840624
"19087","EGR1","CHUK","Neural","ANP32B",0.5840624
"19088","EGR1","CHUK","Neural","SPAG9",0.5840624
"19089","EGR1","CHUK","Neural","SPTAN1",0.5840624
"19090","EGR1","CHUK","Neural","SQSTM1",0.5840624
"19091","EGR1","CHUK","Neural","SSBP3",0.5840624
"19092","EGR1","CHUK","Neural","SYNCRIP",0.5840624
"19093","EGR1","CHUK","Neural","TECR",0.5840624
"19094","EGR1","CHUK","Neural","TRIM2",0.5840624
"19095","EGR1","CHUK","Neural","WBP4",0.5840624
"19096","EGR1","CHUK","Neural","YWHAZ",0.5840624
"19097","EGR1","CHUK","Neural","RERE",0.5840624
"19098","EGR1","CHUK","Neural","RNF220",0.5840624
"19099","EGR1","CHUK","Neural","DUSP22",0.5840624
"19100","EGR1","CHUK","Neural","EEF1A1",0.5840624
"19101","EGR1","CHUK","Neural","ELF2",0.5840624
"19102","EGR1","CHUK","Neural","SP3",0.5840624
"19103","EGR1","CHUK","Neural","PTOV1",0.5840624
"19104","EGR1","CHUK","Neural","RAB11A",0.5840624
"19105","EGR1","CHUK","Neural","RUFY3",0.5840624
"19106","EGR1","CHUK","Neural","SIN3A",0.5840624
"19107","EGR1","PDK1","Neural","CTNNB1",0.5840624
"19108","EGR1","PDK1","Neural","IMPDH2",0.5840624
"19109","EGR1","PDK1","Neural","BAX",0.5840624
"19110","EGR1","PDK1","Neural","SOD1",0.5840624
"19111","EGR1","PDK1","Neural","PTEN",0.5840624
"19112","EGR1","PDK1","Neural","JUN",0.5840624
"19113","EGR1","PDK1","Neural","STMN1",0.5840624
"19114","EGR1","PDK1","Neural","PIK3R1",0.5840624
"19115","EGR1","PDK1","Neural","STIM1",0.5840624
"19116","EGR1","PDK1","Neural","BSG",0.5840624
"19117","EGR1","PDK1","Neural","CD9",0.5840624
"19118","EGR1","PDK1","Neural","CDK19",0.5840624
"19119","EGR1","PDK1","Neural","CFL1",0.5840624
"19120","EGR1","PDK1","Neural","CHD9",0.5840624
"19121","EGR1","PDK1","Neural","CXXC5",0.5840624
"19122","EGR1","PDK1","Neural","DDX3X",0.5840624
"19123","EGR1","PDK1","Neural","DDX5",0.5840624
"19124","EGR1","PDK1","Neural","DLGAP4",0.5840624
"19125","EGR1","PDK1","Neural","DNMT3A",0.5840624
"19126","EGR1","PDK1","Neural","UBC",0.5840624
"19127","EGR1","PDK1","Neural","PSEN2",0.5840624
"19128","EGR1","PDK1","Neural","BRD2",0.5840624
"19129","EGR1","PDK1","Neural","FAM117A",0.5840624
"19130","EGR1","PDK1","Neural","FKBP2",0.5840624
"19131","EGR1","PDK1","Neural","GPX4",0.5840624
"19132","EGR1","PDK1","Neural","GSE1",0.5840624
"19133","EGR1","PDK1","Neural","GTF2I",0.5840624
"19134","EGR1","PDK1","Neural","HBP1",0.5840624
"19135","EGR1","PDK1","Neural","HNRNPF",0.5840624
"19136","EGR1","PDK1","Neural","HSP90AB1",0.5840624
"19137","EGR1","PDK1","Neural","KLF13",0.5840624
"19138","EGR1","PDK1","Neural","LMNA",0.5840624
"19139","EGR1","PDK1","Neural","LMO4",0.5840624
"19140","EGR1","PDK1","Neural","MACF1",0.5840624
"19141","EGR1","PDK1","Neural","MED15",0.5840624
"19142","EGR1","PDK1","Neural","NEDD4L",0.5840624
"19143","EGR1","PDK1","Neural","OAZ1",0.5840624
"19144","EGR1","PDK1","Neural","PCBP1",0.5840624
"19145","EGR1","PDK1","Neural","PNKD",0.5840624
"19146","EGR1","PDK1","Neural","PRPSAP1",0.5840624
"19147","EGR1","PDK1","Neural","PTMA",0.5840624
"19148","EGR1","PDK1","Neural","PTP4A1",0.5840624
"19149","EGR1","PDK1","Neural","TCF4",0.5840624
"19150","EGR1","PDK1","Neural","TIMP2",0.5840624
"19151","EGR1","PDK1","Neural","ACTB",0.5840624
"19152","EGR1","PDK1","Neural","ACTG1",0.5840624
"19153","EGR1","PDK1","Neural","AIDA",0.5840624
"19154","EGR1","PDK1","Neural","ANP32B",0.5840624
"19155","EGR1","PDK1","Neural","SPAG9",0.5840624
"19156","EGR1","PDK1","Neural","SPTAN1",0.5840624
"19157","EGR1","PDK1","Neural","SQSTM1",0.5840624
"19158","EGR1","PDK1","Neural","SSBP3",0.5840624
"19159","EGR1","PDK1","Neural","SYNCRIP",0.5840624
"19160","EGR1","PDK1","Neural","TECR",0.5840624
"19161","EGR1","PDK1","Neural","TRIM2",0.5840624
"19162","EGR1","PDK1","Neural","WBP4",0.5840624
"19163","EGR1","PDK1","Neural","YWHAZ",0.5840624
"19164","EGR1","PDK1","Neural","RERE",0.5840624
"19165","EGR1","PDK1","Neural","RNF220",0.5840624
"19166","EGR1","PDK1","Neural","DUSP22",0.5840624
"19167","EGR1","PDK1","Neural","EEF1A1",0.5840624
"19168","EGR1","PDK1","Neural","ELF2",0.5840624
"19169","EGR1","PDK1","Neural","SP3",0.5840624
"19170","EGR1","PDK1","Neural","PTOV1",0.5840624
"19171","EGR1","PDK1","Neural","RAB11A",0.5840624
"19172","EGR1","PDK1","Neural","RUFY3",0.5840624
"19173","EGR1","PDK1","Neural","SIN3A",0.5840624
"19174","EGR1","PDPK1","Neural","CTNNB1",0.5840624
"19175","EGR1","PDPK1","Neural","IMPDH2",0.5840624
"19176","EGR1","PDPK1","Neural","BAX",0.5840624
"19177","EGR1","PDPK1","Neural","SOD1",0.5840624
"19178","EGR1","PDPK1","Neural","PTEN",0.5840624
"19179","EGR1","PDPK1","Neural","JUN",0.5840624
"19180","EGR1","PDPK1","Neural","STMN1",0.5840624
"19181","EGR1","PDPK1","Neural","PIK3R1",0.5840624
"19182","EGR1","PDPK1","Neural","STIM1",0.5840624
"19183","EGR1","PDPK1","Neural","BSG",0.5840624
"19184","EGR1","PDPK1","Neural","CD9",0.5840624
"19185","EGR1","PDPK1","Neural","CDK19",0.5840624
"19186","EGR1","PDPK1","Neural","CFL1",0.5840624
"19187","EGR1","PDPK1","Neural","CHD9",0.5840624
"19188","EGR1","PDPK1","Neural","CXXC5",0.5840624
"19189","EGR1","PDPK1","Neural","DDX3X",0.5840624
"19190","EGR1","PDPK1","Neural","DDX5",0.5840624
"19191","EGR1","PDPK1","Neural","DLGAP4",0.5840624
"19192","EGR1","PDPK1","Neural","DNMT3A",0.5840624
"19193","EGR1","PDPK1","Neural","UBC",0.5840624
"19194","EGR1","PDPK1","Neural","PSEN2",0.5840624
"19195","EGR1","PDPK1","Neural","BRD2",0.5840624
"19196","EGR1","PDPK1","Neural","FAM117A",0.5840624
"19197","EGR1","PDPK1","Neural","FKBP2",0.5840624
"19198","EGR1","PDPK1","Neural","GPX4",0.5840624
"19199","EGR1","PDPK1","Neural","GSE1",0.5840624
"19200","EGR1","PDPK1","Neural","GTF2I",0.5840624
"19201","EGR1","PDPK1","Neural","HBP1",0.5840624
"19202","EGR1","PDPK1","Neural","HNRNPF",0.5840624
"19203","EGR1","PDPK1","Neural","HSP90AB1",0.5840624
"19204","EGR1","PDPK1","Neural","KLF13",0.5840624
"19205","EGR1","PDPK1","Neural","LMNA",0.5840624
"19206","EGR1","PDPK1","Neural","LMO4",0.5840624
"19207","EGR1","PDPK1","Neural","MACF1",0.5840624
"19208","EGR1","PDPK1","Neural","MED15",0.5840624
"19209","EGR1","PDPK1","Neural","NEDD4L",0.5840624
"19210","EGR1","PDPK1","Neural","OAZ1",0.5840624
"19211","EGR1","PDPK1","Neural","PCBP1",0.5840624
"19212","EGR1","PDPK1","Neural","PNKD",0.5840624
"19213","EGR1","PDPK1","Neural","PRPSAP1",0.5840624
"19214","EGR1","PDPK1","Neural","PTMA",0.5840624
"19215","EGR1","PDPK1","Neural","PTP4A1",0.5840624
"19216","EGR1","PDPK1","Neural","TCF4",0.5840624
"19217","EGR1","PDPK1","Neural","TIMP2",0.5840624
"19218","EGR1","PDPK1","Neural","ACTB",0.5840624
"19219","EGR1","PDPK1","Neural","ACTG1",0.5840624
"19220","EGR1","PDPK1","Neural","AIDA",0.5840624
"19221","EGR1","PDPK1","Neural","ANP32B",0.5840624
"19222","EGR1","PDPK1","Neural","SPAG9",0.5840624
"19223","EGR1","PDPK1","Neural","SPTAN1",0.5840624
"19224","EGR1","PDPK1","Neural","SQSTM1",0.5840624
"19225","EGR1","PDPK1","Neural","SSBP3",0.5840624
"19226","EGR1","PDPK1","Neural","SYNCRIP",0.5840624
"19227","EGR1","PDPK1","Neural","TECR",0.5840624
"19228","EGR1","PDPK1","Neural","TRIM2",0.5840624
"19229","EGR1","PDPK1","Neural","WBP4",0.5840624
"19230","EGR1","PDPK1","Neural","YWHAZ",0.5840624
"19231","EGR1","PDPK1","Neural","RERE",0.5840624
"19232","EGR1","PDPK1","Neural","RNF220",0.5840624
"19233","EGR1","PDPK1","Neural","DUSP22",0.5840624
"19234","EGR1","PDPK1","Neural","EEF1A1",0.5840624
"19235","EGR1","PDPK1","Neural","ELF2",0.5840624
"19236","EGR1","PDPK1","Neural","SP3",0.5840624
"19237","EGR1","PDPK1","Neural","PTOV1",0.5840624
"19238","EGR1","PDPK1","Neural","RAB11A",0.5840624
"19239","EGR1","PDPK1","Neural","RUFY3",0.5840624
"19240","EGR1","PDPK1","Neural","SIN3A",0.5840624
"19241","EGR1","MAP2K1","Neural","CTNNB1",0.5840624
"19242","EGR1","MAP2K1","Neural","IMPDH2",0.5840624
"19243","EGR1","MAP2K1","Neural","BAX",0.5840624
"19244","EGR1","MAP2K1","Neural","SOD1",0.5840624
"19245","EGR1","MAP2K1","Neural","PTEN",0.5840624
"19246","EGR1","MAP2K1","Neural","JUN",0.5840624
"19247","EGR1","MAP2K1","Neural","STMN1",0.5840624
"19248","EGR1","MAP2K1","Neural","PIK3R1",0.5840624
"19249","EGR1","MAP2K1","Neural","STIM1",0.5840624
"19250","EGR1","MAP2K1","Neural","BSG",0.5840624
"19251","EGR1","MAP2K1","Neural","CD9",0.5840624
"19252","EGR1","MAP2K1","Neural","CDK19",0.5840624
"19253","EGR1","MAP2K1","Neural","CFL1",0.5840624
"19254","EGR1","MAP2K1","Neural","CHD9",0.5840624
"19255","EGR1","MAP2K1","Neural","CXXC5",0.5840624
"19256","EGR1","MAP2K1","Neural","DDX3X",0.5840624
"19257","EGR1","MAP2K1","Neural","DDX5",0.5840624
"19258","EGR1","MAP2K1","Neural","DLGAP4",0.5840624
"19259","EGR1","MAP2K1","Neural","DNMT3A",0.5840624
"19260","EGR1","MAP2K1","Neural","UBC",0.5840624
"19261","EGR1","MAP2K1","Neural","PSEN2",0.5840624
"19262","EGR1","MAP2K1","Neural","BRD2",0.5840624
"19263","EGR1","MAP2K1","Neural","FAM117A",0.5840624
"19264","EGR1","MAP2K1","Neural","FKBP2",0.5840624
"19265","EGR1","MAP2K1","Neural","GPX4",0.5840624
"19266","EGR1","MAP2K1","Neural","GSE1",0.5840624
"19267","EGR1","MAP2K1","Neural","GTF2I",0.5840624
"19268","EGR1","MAP2K1","Neural","HBP1",0.5840624
"19269","EGR1","MAP2K1","Neural","HNRNPF",0.5840624
"19270","EGR1","MAP2K1","Neural","HSP90AB1",0.5840624
"19271","EGR1","MAP2K1","Neural","KLF13",0.5840624
"19272","EGR1","MAP2K1","Neural","LMNA",0.5840624
"19273","EGR1","MAP2K1","Neural","LMO4",0.5840624
"19274","EGR1","MAP2K1","Neural","MACF1",0.5840624
"19275","EGR1","MAP2K1","Neural","MED15",0.5840624
"19276","EGR1","MAP2K1","Neural","NEDD4L",0.5840624
"19277","EGR1","MAP2K1","Neural","OAZ1",0.5840624
"19278","EGR1","MAP2K1","Neural","PCBP1",0.5840624
"19279","EGR1","MAP2K1","Neural","PNKD",0.5840624
"19280","EGR1","MAP2K1","Neural","PRPSAP1",0.5840624
"19281","EGR1","MAP2K1","Neural","PTMA",0.5840624
"19282","EGR1","MAP2K1","Neural","PTP4A1",0.5840624
"19283","EGR1","MAP2K1","Neural","TCF4",0.5840624
"19284","EGR1","MAP2K1","Neural","TIMP2",0.5840624
"19285","EGR1","MAP2K1","Neural","ACTB",0.5840624
"19286","EGR1","MAP2K1","Neural","ACTG1",0.5840624
"19287","EGR1","MAP2K1","Neural","AIDA",0.5840624
"19288","EGR1","MAP2K1","Neural","ANP32B",0.5840624
"19289","EGR1","MAP2K1","Neural","SPAG9",0.5840624
"19290","EGR1","MAP2K1","Neural","SPTAN1",0.5840624
"19291","EGR1","MAP2K1","Neural","SQSTM1",0.5840624
"19292","EGR1","MAP2K1","Neural","SSBP3",0.5840624
"19293","EGR1","MAP2K1","Neural","SYNCRIP",0.5840624
"19294","EGR1","MAP2K1","Neural","TECR",0.5840624
"19295","EGR1","MAP2K1","Neural","TRIM2",0.5840624
"19296","EGR1","MAP2K1","Neural","WBP4",0.5840624
"19297","EGR1","MAP2K1","Neural","YWHAZ",0.5840624
"19298","EGR1","MAP2K1","Neural","RERE",0.5840624
"19299","EGR1","MAP2K1","Neural","RNF220",0.5840624
"19300","EGR1","MAP2K1","Neural","DUSP22",0.5840624
"19301","EGR1","MAP2K1","Neural","EEF1A1",0.5840624
"19302","EGR1","MAP2K1","Neural","ELF2",0.5840624
"19303","EGR1","MAP2K1","Neural","SP3",0.5840624
"19304","EGR1","MAP2K1","Neural","PTOV1",0.5840624
"19305","EGR1","MAP2K1","Neural","RAB11A",0.5840624
"19306","EGR1","MAP2K1","Neural","RUFY3",0.5840624
"19307","EGR1","MAP2K1","Neural","SIN3A",0.5840624
"19308","EGR1","PAK1","Neural","CTNNB1",0.5840624
"19309","EGR1","PAK1","Neural","IMPDH2",0.5840624
"19310","EGR1","PAK1","Neural","BAX",0.5840624
"19311","EGR1","PAK1","Neural","SOD1",0.5840624
"19312","EGR1","PAK1","Neural","PTEN",0.5840624
"19313","EGR1","PAK1","Neural","JUN",0.5840624
"19314","EGR1","PAK1","Neural","STMN1",0.5840624
"19315","EGR1","PAK1","Neural","PIK3R1",0.5840624
"19316","EGR1","PAK1","Neural","STIM1",0.5840624
"19317","EGR1","PAK1","Neural","BSG",0.5840624
"19318","EGR1","PAK1","Neural","CD9",0.5840624
"19319","EGR1","PAK1","Neural","CDK19",0.5840624
"19320","EGR1","PAK1","Neural","CFL1",0.5840624
"19321","EGR1","PAK1","Neural","CHD9",0.5840624
"19322","EGR1","PAK1","Neural","CXXC5",0.5840624
"19323","EGR1","PAK1","Neural","DDX3X",0.5840624
"19324","EGR1","PAK1","Neural","DDX5",0.5840624
"19325","EGR1","PAK1","Neural","DLGAP4",0.5840624
"19326","EGR1","PAK1","Neural","DNMT3A",0.5840624
"19327","EGR1","PAK1","Neural","UBC",0.5840624
"19328","EGR1","PAK1","Neural","PSEN2",0.5840624
"19329","EGR1","PAK1","Neural","BRD2",0.5840624
"19330","EGR1","PAK1","Neural","FAM117A",0.5840624
"19331","EGR1","PAK1","Neural","FKBP2",0.5840624
"19332","EGR1","PAK1","Neural","GPX4",0.5840624
"19333","EGR1","PAK1","Neural","GSE1",0.5840624
"19334","EGR1","PAK1","Neural","GTF2I",0.5840624
"19335","EGR1","PAK1","Neural","HBP1",0.5840624
"19336","EGR1","PAK1","Neural","HNRNPF",0.5840624
"19337","EGR1","PAK1","Neural","HSP90AB1",0.5840624
"19338","EGR1","PAK1","Neural","KLF13",0.5840624
"19339","EGR1","PAK1","Neural","LMNA",0.5840624
"19340","EGR1","PAK1","Neural","LMO4",0.5840624
"19341","EGR1","PAK1","Neural","MACF1",0.5840624
"19342","EGR1","PAK1","Neural","MED15",0.5840624
"19343","EGR1","PAK1","Neural","NEDD4L",0.5840624
"19344","EGR1","PAK1","Neural","OAZ1",0.5840624
"19345","EGR1","PAK1","Neural","PCBP1",0.5840624
"19346","EGR1","PAK1","Neural","PNKD",0.5840624
"19347","EGR1","PAK1","Neural","PRPSAP1",0.5840624
"19348","EGR1","PAK1","Neural","PTMA",0.5840624
"19349","EGR1","PAK1","Neural","PTP4A1",0.5840624
"19350","EGR1","PAK1","Neural","TCF4",0.5840624
"19351","EGR1","PAK1","Neural","TIMP2",0.5840624
"19352","EGR1","PAK1","Neural","ACTB",0.5840624
"19353","EGR1","PAK1","Neural","ACTG1",0.5840624
"19354","EGR1","PAK1","Neural","AIDA",0.5840624
"19355","EGR1","PAK1","Neural","ANP32B",0.5840624
"19356","EGR1","PAK1","Neural","SPAG9",0.5840624
"19357","EGR1","PAK1","Neural","SPTAN1",0.5840624
