"","TF","Receptor","celltype","Target_Gene","TF_Score"
"1","AHR","HSP90AA1","Neural","ASAP1",0.299936
"2","AHR","HSP90AA1","Neural","FOS",0.299936
"3","AHR","PRKCA","Neural","ASAP1",0.299936
"4","AHR","PRKCA","Neural","FOS",0.299936
"5","ARNT","ILK","Fibroblast","CYP1B1",0.3970888
"6","ARNT","ILK","Fibroblast","VEGFA",0.3970888
"7","ARNT","ILK","Fibroblast","LDHA",0.3970888
"8","ARNT","NOX1","Fibroblast","CYP1B1",0.3970888
"9","ARNT","NOX1","Fibroblast","VEGFA",0.3970888
"10","ARNT","NOX1","Fibroblast","LDHA",0.3970888
"11","ARNT","HSP90AB1","Fibroblast","CYP1B1",0.3970888
"12","ARNT","HSP90AB1","Fibroblast","VEGFA",0.3970888
"13","ARNT","HSP90AB1","Fibroblast","LDHA",0.3970888
"14","ARNT","NLRC4","Fibroblast","CYP1B1",0.3970888
"15","ARNT","NLRC4","Fibroblast","VEGFA",0.3970888
"16","ARNT","NLRC4","Fibroblast","LDHA",0.3970888
"17","ARNT","IKBKE","Fibroblast","CYP1B1",0.3970888
"18","ARNT","IKBKE","Fibroblast","VEGFA",0.3970888
"19","ARNT","IKBKE","Fibroblast","LDHA",0.3970888
"20","ARNT","LYN","Fibroblast","CYP1B1",0.3970888
"21","ARNT","LYN","Fibroblast","VEGFA",0.3970888
"22","ARNT","LYN","Fibroblast","LDHA",0.3970888
"23","ARNT","MAPK3","Fibroblast","CYP1B1",0.3970888
"24","ARNT","MAPK3","Fibroblast","VEGFA",0.3970888
"25","ARNT","MAPK3","Fibroblast","LDHA",0.3970888
"26","ARNT","ITGB1","Fibroblast","CYP1B1",0.3970888
"27","ARNT","ITGB1","Fibroblast","VEGFA",0.3970888
"28","ARNT","ITGB1","Fibroblast","LDHA",0.3970888
"29","ARNT","MTOR","Fibroblast","CYP1B1",0.3970888
"30","ARNT","MTOR","Fibroblast","VEGFA",0.3970888
"31","ARNT","MTOR","Fibroblast","LDHA",0.3970888
"32","ARNT","ATM","Fibroblast","CYP1B1",0.3970888
"33","ARNT","ATM","Fibroblast","VEGFA",0.3970888
"34","ARNT","ATM","Fibroblast","LDHA",0.3970888
"35","ARNT","MAPK8","Fibroblast","CYP1B1",0.3970888
"36","ARNT","MAPK8","Fibroblast","VEGFA",0.3970888
"37","ARNT","MAPK8","Fibroblast","LDHA",0.3970888
"38","ARNT","TBK1","Fibroblast","CYP1B1",0.3970888
"39","ARNT","TBK1","Fibroblast","VEGFA",0.3970888
"40","ARNT","TBK1","Fibroblast","LDHA",0.3970888
"41","ARNT","IRAK1","Fibroblast","CYP1B1",0.3970888
"42","ARNT","IRAK1","Fibroblast","VEGFA",0.3970888
"43","ARNT","IRAK1","Fibroblast","LDHA",0.3970888
"44","ARNT","CASP3","Fibroblast","CYP1B1",0.3970888
"45","ARNT","CASP3","Fibroblast","VEGFA",0.3970888
"46","ARNT","CASP3","Fibroblast","LDHA",0.3970888
"47","ARNT","HSP90AA1","Fibroblast","CYP1B1",0.3970888
"48","ARNT","HSP90AA1","Fibroblast","VEGFA",0.3970888
"49","ARNT","HSP90AA1","Fibroblast","LDHA",0.3970888
"50","ARNT","IRAK1","Fibroblast","CYP1B1",0.3970888
"51","ARNT","IRAK1","Fibroblast","VEGFA",0.3970888
"52","ARNT","IRAK1","Fibroblast","LDHA",0.3970888
"53","ARNT","TNK2","Fibroblast","CYP1B1",0.3970888
"54","ARNT","TNK2","Fibroblast","VEGFA",0.3970888
"55","ARNT","TNK2","Fibroblast","LDHA",0.3970888
"56","ARNT","MAP3K1","Fibroblast","CYP1B1",0.3970888
"57","ARNT","MAP3K1","Fibroblast","VEGFA",0.3970888
"58","ARNT","MAP3K1","Fibroblast","LDHA",0.3970888
"59","ARNT","ILK","Fibroblast","CYP1B1",0.3970888
"60","ARNT","ILK","Fibroblast","VEGFA",0.3970888
"61","ARNT","ILK","Fibroblast","LDHA",0.3970888
"62","ARNT","MAP3K5","Fibroblast","CYP1B1",0.3970888
"63","ARNT","MAP3K5","Fibroblast","VEGFA",0.3970888
"64","ARNT","MAP3K5","Fibroblast","LDHA",0.3970888
"65","ARNT","MAPKAPK2","Fibroblast","CYP1B1",0.3970888
"66","ARNT","MAPKAPK2","Fibroblast","VEGFA",0.3970888
"67","ARNT","MAPKAPK2","Fibroblast","LDHA",0.3970888
"68","ARNT","MAPK14","Fibroblast","CYP1B1",0.3970888
"69","ARNT","MAPK14","Fibroblast","VEGFA",0.3970888
"70","ARNT","MAPK14","Fibroblast","LDHA",0.3970888
"71","ARNT","HIPK2","Fibroblast","CYP1B1",0.3970888
"72","ARNT","HIPK2","Fibroblast","VEGFA",0.3970888
"73","ARNT","HIPK2","Fibroblast","LDHA",0.3970888
"74","ARNT","PKN2","Fibroblast","CYP1B1",0.3970888
"75","ARNT","PKN2","Fibroblast","VEGFA",0.3970888
"76","ARNT","PKN2","Fibroblast","LDHA",0.3970888
"77","ARNT","SIRT1","Fibroblast","CYP1B1",0.3970888
"78","ARNT","SIRT1","Fibroblast","VEGFA",0.3970888
"79","ARNT","SIRT1","Fibroblast","LDHA",0.3970888
"80","ARNT","CAMKK1","Fibroblast","CYP1B1",0.3970888
"81","ARNT","CAMKK1","Fibroblast","VEGFA",0.3970888
"82","ARNT","CAMKK1","Fibroblast","LDHA",0.3970888
"83","ARNT","HIPK2","Fibroblast","CYP1B1",0.3970888
"84","ARNT","HIPK2","Fibroblast","VEGFA",0.3970888
"85","ARNT","HIPK2","Fibroblast","LDHA",0.3970888
"86","ARNT","PAK1","Fibroblast","CYP1B1",0.3970888
"87","ARNT","PAK1","Fibroblast","VEGFA",0.3970888
"88","ARNT","PAK1","Fibroblast","LDHA",0.3970888
"89","ARNT","PDK1","Fibroblast","CYP1B1",0.3970888
"90","ARNT","PDK1","Fibroblast","VEGFA",0.3970888
"91","ARNT","PDK1","Fibroblast","LDHA",0.3970888
"92","ARNT","MAP2K1","Fibroblast","CYP1B1",0.3970888
"93","ARNT","MAP2K1","Fibroblast","VEGFA",0.3970888
"94","ARNT","MAP2K1","Fibroblast","LDHA",0.3970888
"95","ARNT","EGFR","Fibroblast","CYP1B1",0.3970888
"96","ARNT","EGFR","Fibroblast","VEGFA",0.3970888
"97","ARNT","EGFR","Fibroblast","LDHA",0.3970888
"98","ARNT","PIK3CA","Fibroblast","CYP1B1",0.3970888
"99","ARNT","PIK3CA","Fibroblast","VEGFA",0.3970888
"100","ARNT","PIK3CA","Fibroblast","LDHA",0.3970888
"101","ARNT","PIK3CA_PIK3R1","Fibroblast","CYP1B1",0.3970888
"102","ARNT","PIK3CA_PIK3R1","Fibroblast","VEGFA",0.3970888
"103","ARNT","PIK3CA_PIK3R1","Fibroblast","LDHA",0.3970888
"104","ARNT","MAPK3","Fibroblast","CYP1B1",0.3970888
"105","ARNT","MAPK3","Fibroblast","VEGFA",0.3970888
"106","ARNT","MAPK3","Fibroblast","LDHA",0.3970888
"107","ARNT","MAPK1","Fibroblast","CYP1B1",0.3970888
"108","ARNT","MAPK1","Fibroblast","VEGFA",0.3970888
"109","ARNT","MAPK1","Fibroblast","LDHA",0.3970888
"110","ARNT","MAP2K1","Fibroblast","CYP1B1",0.3970888
"111","ARNT","MAP2K1","Fibroblast","VEGFA",0.3970888
"112","ARNT","MAP2K1","Fibroblast","LDHA",0.3970888
"113","ARNT","TNK2","Fibroblast","CYP1B1",0.3970888
"114","ARNT","TNK2","Fibroblast","VEGFA",0.3970888
"115","ARNT","TNK2","Fibroblast","LDHA",0.3970888
"116","ARNT","BIRC2","Fibroblast","CYP1B1",0.3970888
"117","ARNT","BIRC2","Fibroblast","VEGFA",0.3970888
"118","ARNT","BIRC2","Fibroblast","LDHA",0.3970888
"119","ARNT","SRC","Fibroblast","CYP1B1",0.3970888
"120","ARNT","SRC","Fibroblast","VEGFA",0.3970888
"121","ARNT","SRC","Fibroblast","LDHA",0.3970888
"122","ARNT","PRKCZ","Fibroblast","CYP1B1",0.3970888
"123","ARNT","PRKCZ","Fibroblast","VEGFA",0.3970888
"124","ARNT","PRKCZ","Fibroblast","LDHA",0.3970888
"125","ARNT","XIAP","Fibroblast","CYP1B1",0.3970888
"126","ARNT","XIAP","Fibroblast","VEGFA",0.3970888
"127","ARNT","XIAP","Fibroblast","LDHA",0.3970888
"128","ARNT","HSP90AB1","Fibroblast","CYP1B1",0.3970888
"129","ARNT","HSP90AB1","Fibroblast","VEGFA",0.3970888
"130","ARNT","HSP90AB1","Fibroblast","LDHA",0.3970888
"131","ARNT","PDPK1","Fibroblast","CYP1B1",0.3970888
"132","ARNT","PDPK1","Fibroblast","VEGFA",0.3970888
"133","ARNT","PDPK1","Fibroblast","LDHA",0.3970888
"134","ARNT","NOX1","Fibroblast","CYP1B1",0.3970888
"135","ARNT","NOX1","Fibroblast","VEGFA",0.3970888
"136","ARNT","NOX1","Fibroblast","LDHA",0.3970888
"137","ARNT","PIK3CA_PIK3R1","Fibroblast","CYP1B1",0.3970888
"138","ARNT","PIK3CA_PIK3R1","Fibroblast","VEGFA",0.3970888
"139","ARNT","PIK3CA_PIK3R1","Fibroblast","LDHA",0.3970888
"140","ARNT","MAPK1","Fibroblast","CYP1B1",0.3970888
"141","ARNT","MAPK1","Fibroblast","VEGFA",0.3970888
"142","ARNT","MAPK1","Fibroblast","LDHA",0.3970888
"143","ARNT","MAP3K1","Fibroblast","CYP1B1",0.3970888
"144","ARNT","MAP3K1","Fibroblast","VEGFA",0.3970888
"145","ARNT","MAP3K1","Fibroblast","LDHA",0.3970888
"146","ARNT","GSK3B","Fibroblast","CYP1B1",0.3970888
"147","ARNT","GSK3B","Fibroblast","VEGFA",0.3970888
"148","ARNT","GSK3B","Fibroblast","LDHA",0.3970888
"149","ARNT","PKN2","Fibroblast","CYP1B1",0.3970888
"150","ARNT","PKN2","Fibroblast","VEGFA",0.3970888
"151","ARNT","PKN2","Fibroblast","LDHA",0.3970888
"152","ARNT","PIK3CA","Fibroblast","CYP1B1",0.3970888
"153","ARNT","PIK3CA","Fibroblast","VEGFA",0.3970888
"154","ARNT","PIK3CA","Fibroblast","LDHA",0.3970888
"155","ARNT","XIAP","Fibroblast","CYP1B1",0.3970888
"156","ARNT","XIAP","Fibroblast","VEGFA",0.3970888
"157","ARNT","XIAP","Fibroblast","LDHA",0.3970888
"158","ARNT","FGR","Fibroblast","CYP1B1",0.3970888
"159","ARNT","FGR","Fibroblast","VEGFA",0.3970888
"160","ARNT","FGR","Fibroblast","LDHA",0.3970888
"161","ARNT","GSK3A","Fibroblast","CYP1B1",0.3970888
"162","ARNT","GSK3A","Fibroblast","VEGFA",0.3970888
"163","ARNT","GSK3A","Fibroblast","LDHA",0.3970888
"164","ARNT","PRNP","Fibroblast","CYP1B1",0.3970888
"165","ARNT","PRNP","Fibroblast","VEGFA",0.3970888
"166","ARNT","PRNP","Fibroblast","LDHA",0.3970888
"167","ARNT","MAPK8","Fibroblast","CYP1B1",0.3970888
"168","ARNT","MAPK8","Fibroblast","VEGFA",0.3970888
"169","ARNT","MAPK8","Fibroblast","LDHA",0.3970888
"170","ARNT","IKBKE","Fibroblast","CYP1B1",0.3970888
"171","ARNT","IKBKE","Fibroblast","VEGFA",0.3970888
"172","ARNT","IKBKE","Fibroblast","LDHA",0.3970888
"173","ARNT","CDK2","Fibroblast","CYP1B1",0.3970888
"174","ARNT","CDK2","Fibroblast","VEGFA",0.3970888
"175","ARNT","CDK2","Fibroblast","LDHA",0.3970888
"176","ARNT","CSNK2A2","Fibroblast","CYP1B1",0.3970888
"177","ARNT","CSNK2A2","Fibroblast","VEGFA",0.3970888
"178","ARNT","CSNK2A2","Fibroblast","LDHA",0.3970888
"179","ARNT","PDK1","Fibroblast","CYP1B1",0.3970888
"180","ARNT","PDK1","Fibroblast","VEGFA",0.3970888
"181","ARNT","PDK1","Fibroblast","LDHA",0.3970888
"182","ARNT","MAPK14","Fibroblast","CYP1B1",0.3970888
"183","ARNT","MAPK14","Fibroblast","VEGFA",0.3970888
"184","ARNT","MAPK14","Fibroblast","LDHA",0.3970888
"185","ARNT","LYN","Fibroblast","CYP1B1",0.3970888
"186","ARNT","LYN","Fibroblast","VEGFA",0.3970888
"187","ARNT","LYN","Fibroblast","LDHA",0.3970888
"188","ARNT","TBK1","Fibroblast","CYP1B1",0.3970888
"189","ARNT","TBK1","Fibroblast","VEGFA",0.3970888
"190","ARNT","TBK1","Fibroblast","LDHA",0.3970888
"191","ARNT","SRC","Fibroblast","CYP1B1",0.3970888
"192","ARNT","SRC","Fibroblast","VEGFA",0.3970888
"193","ARNT","SRC","Fibroblast","LDHA",0.3970888
"194","ARNT","PIK3R1","Fibroblast","CYP1B1",0.3970888
"195","ARNT","PIK3R1","Fibroblast","VEGFA",0.3970888
"196","ARNT","PIK3R1","Fibroblast","LDHA",0.3970888
"197","ARNT","PRKACA","Fibroblast","CYP1B1",0.3970888
"198","ARNT","PRKACA","Fibroblast","VEGFA",0.3970888
"199","ARNT","PRKACA","Fibroblast","LDHA",0.3970888
"200","ARNT","BIRC3","Fibroblast","CYP1B1",0.3970888
"201","ARNT","BIRC3","Fibroblast","VEGFA",0.3970888
"202","ARNT","BIRC3","Fibroblast","LDHA",0.3970888
"203","ARNT","GSK3B","Fibroblast","CYP1B1",0.3970888
"204","ARNT","GSK3B","Fibroblast","VEGFA",0.3970888
"205","ARNT","GSK3B","Fibroblast","LDHA",0.3970888
"206","ARNT","CDK1","Fibroblast","CYP1B1",0.3970888
"207","ARNT","CDK1","Fibroblast","VEGFA",0.3970888
"208","ARNT","CDK1","Fibroblast","LDHA",0.3970888
"209","ARNT","MAPKAPK2","Fibroblast","CYP1B1",0.3970888
"210","ARNT","MAPKAPK2","Fibroblast","VEGFA",0.3970888
"211","ARNT","MAPKAPK2","Fibroblast","LDHA",0.3970888
"212","ARNT","PTPN1","Fibroblast","CYP1B1",0.3970888
"213","ARNT","PTPN1","Fibroblast","VEGFA",0.3970888
"214","ARNT","PTPN1","Fibroblast","LDHA",0.3970888
"215","ARNT","PTPRF","Fibroblast","CYP1B1",0.3970888
"216","ARNT","PTPRF","Fibroblast","VEGFA",0.3970888
"217","ARNT","PTPRF","Fibroblast","LDHA",0.3970888
"218","ARNT","FGR","Fibroblast","CYP1B1",0.3970888
"219","ARNT","FGR","Fibroblast","VEGFA",0.3970888
"220","ARNT","FGR","Fibroblast","LDHA",0.3970888
"221","ARNT","PDPK1","Fibroblast","CYP1B1",0.3970888
"222","ARNT","PDPK1","Fibroblast","VEGFA",0.3970888
"223","ARNT","PDPK1","Fibroblast","LDHA",0.3970888
"224","ARNT","PIK3R1","Fibroblast","CYP1B1",0.3970888
"225","ARNT","PIK3R1","Fibroblast","VEGFA",0.3970888
"226","ARNT","PIK3R1","Fibroblast","LDHA",0.3970888
"227","ARNT","GSK3A","Fibroblast","CYP1B1",0.3970888
"228","ARNT","GSK3A","Fibroblast","VEGFA",0.3970888
"229","ARNT","GSK3A","Fibroblast","LDHA",0.3970888
"230","ARNT","SIRT1","Fibroblast","CYP1B1",0.3970888
"231","ARNT","SIRT1","Fibroblast","VEGFA",0.3970888
"232","ARNT","SIRT1","Fibroblast","LDHA",0.3970888
"233","ARNT","RPS6KA3","Fibroblast","CYP1B1",0.3970888
"234","ARNT","RPS6KA3","Fibroblast","VEGFA",0.3970888
"235","ARNT","RPS6KA3","Fibroblast","LDHA",0.3970888
"236","ARNT","SENP1","Fibroblast","CYP1B1",0.3970888
"237","ARNT","SENP1","Fibroblast","VEGFA",0.3970888
"238","ARNT","SENP1","Fibroblast","LDHA",0.3970888
"239","ARNT","EGFR","Fibroblast","CYP1B1",0.3970888
"240","ARNT","EGFR","Fibroblast","VEGFA",0.3970888
"241","ARNT","EGFR","Fibroblast","LDHA",0.3970888
"242","ARNT","PRKACA","Fibroblast","CYP1B1",0.3970888
"243","ARNT","PRKACA","Fibroblast","VEGFA",0.3970888
"244","ARNT","PRKACA","Fibroblast","LDHA",0.3970888
"245","ARNT","HSP90AA1","Fibroblast","CYP1B1",0.3970888
"246","ARNT","HSP90AA1","Fibroblast","VEGFA",0.3970888
"247","ARNT","HSP90AA1","Fibroblast","LDHA",0.3970888
"248","ARNT","PTEN","Fibroblast","CYP1B1",0.3970888
"249","ARNT","PTEN","Fibroblast","VEGFA",0.3970888
"250","ARNT","PTEN","Fibroblast","LDHA",0.3970888
"251","ARNT","BIRC2","Fibroblast","CYP1B1",0.3970888
"252","ARNT","BIRC2","Fibroblast","VEGFA",0.3970888
"253","ARNT","BIRC2","Fibroblast","LDHA",0.3970888
"254","ARNT","PRKCB","Fibroblast","CYP1B1",0.3970888
"255","ARNT","PRKCB","Fibroblast","VEGFA",0.3970888
"256","ARNT","PRKCB","Fibroblast","LDHA",0.3970888
"257","ARNT","MTOR","Fibroblast","CYP1B1",0.3970888
"258","ARNT","MTOR","Fibroblast","VEGFA",0.3970888
"259","ARNT","MTOR","Fibroblast","LDHA",0.3970888
"260","ARNT","MAP3K5","Fibroblast","CYP1B1",0.3970888
"261","ARNT","MAP3K5","Fibroblast","VEGFA",0.3970888
"262","ARNT","MAP3K5","Fibroblast","LDHA",0.3970888
"263","ARNT","ITGB1","Fibroblast","CYP1B1",0.3970888
"264","ARNT","ITGB1","Fibroblast","VEGFA",0.3970888
"265","ARNT","ITGB1","Fibroblast","LDHA",0.3970888
"266","ARNT","PTPN1","Fibroblast","CYP1B1",0.3970888
"267","ARNT","PTPN1","Fibroblast","VEGFA",0.3970888
"268","ARNT","PTPN1","Fibroblast","LDHA",0.3970888
"269","ARNT","ATM","Fibroblast","CYP1B1",0.3970888
"270","ARNT","ATM","Fibroblast","VEGFA",0.3970888
"271","ARNT","ATM","Fibroblast","LDHA",0.3970888
"272","ARNT","RET","Fibroblast","CYP1B1",0.3970888
"273","ARNT","RET","Fibroblast","VEGFA",0.3970888
"274","ARNT","RET","Fibroblast","LDHA",0.3970888
"275","ARNT","CSNK2A2","Fibroblast","CYP1B1",0.3970888
"276","ARNT","CSNK2A2","Fibroblast","VEGFA",0.3970888
"277","ARNT","CSNK2A2","Fibroblast","LDHA",0.3970888
"278","ARNT","NLRC4","Fibroblast","CYP1B1",0.3970888
"279","ARNT","NLRC4","Fibroblast","VEGFA",0.3970888
"280","ARNT","NLRC4","Fibroblast","LDHA",0.3970888
"281","ARNT","SENP1","Fibroblast","CYP1B1",0.3970888
"282","ARNT","SENP1","Fibroblast","VEGFA",0.3970888
"283","ARNT","SENP1","Fibroblast","LDHA",0.3970888
"284","ARNT","PRKCA","Fibroblast","CYP1B1",0.3970888
"285","ARNT","PRKCA","Fibroblast","VEGFA",0.3970888
"286","ARNT","PRKCA","Fibroblast","LDHA",0.3970888
"287","ARNT","PRKCA","Fibroblast","CYP1B1",0.3970888
"288","ARNT","PRKCA","Fibroblast","VEGFA",0.3970888
"289","ARNT","PRKCA","Fibroblast","LDHA",0.3970888
"290","ARNT","PTPRF","Fibroblast","CYP1B1",0.3970888
"291","ARNT","PTPRF","Fibroblast","VEGFA",0.3970888
"292","ARNT","PTPRF","Fibroblast","LDHA",0.3970888
"293","ARNT","CDK1","Fibroblast","CYP1B1",0.3970888
"294","ARNT","CDK1","Fibroblast","VEGFA",0.3970888
"295","ARNT","CDK1","Fibroblast","LDHA",0.3970888
"296","ARNT","RET","Fibroblast","CYP1B1",0.3970888
"297","ARNT","RET","Fibroblast","VEGFA",0.3970888
"298","ARNT","RET","Fibroblast","LDHA",0.3970888
"299","ARNT","PAK1","Fibroblast","CYP1B1",0.3970888
"300","ARNT","PAK1","Fibroblast","VEGFA",0.3970888
"301","ARNT","PAK1","Fibroblast","LDHA",0.3970888
"302","ARNT","RPS6KA3","Fibroblast","CYP1B1",0.3970888
"303","ARNT","RPS6KA3","Fibroblast","VEGFA",0.3970888
"304","ARNT","RPS6KA3","Fibroblast","LDHA",0.3970888
"305","ARNT","PTEN","Fibroblast","CYP1B1",0.3970888
"306","ARNT","PTEN","Fibroblast","VEGFA",0.3970888
"307","ARNT","PTEN","Fibroblast","LDHA",0.3970888
"308","ARNT","CASP3","Fibroblast","CYP1B1",0.3970888
"309","ARNT","CASP3","Fibroblast","VEGFA",0.3970888
"310","ARNT","CASP3","Fibroblast","LDHA",0.3970888
"311","ARNT","CDK2","Fibroblast","CYP1B1",0.3970888
"312","ARNT","CDK2","Fibroblast","VEGFA",0.3970888
"313","ARNT","CDK2","Fibroblast","LDHA",0.3970888
"314","ARNT","BIRC3","Fibroblast","CYP1B1",0.3970888
"315","ARNT","BIRC3","Fibroblast","VEGFA",0.3970888
"316","ARNT","BIRC3","Fibroblast","LDHA",0.3970888
"317","ARNT","PRKCZ","Fibroblast","CYP1B1",0.3970888
"318","ARNT","PRKCZ","Fibroblast","VEGFA",0.3970888
"319","ARNT","PRKCZ","Fibroblast","LDHA",0.3970888
"320","ARNT","PRKCB","Fibroblast","CYP1B1",0.3970888
"321","ARNT","PRKCB","Fibroblast","VEGFA",0.3970888
"322","ARNT","PRKCB","Fibroblast","LDHA",0.3970888
"323","ARNT","PRNP","Fibroblast","CYP1B1",0.3970888
"324","ARNT","PRNP","Fibroblast","VEGFA",0.3970888
"325","ARNT","PRNP","Fibroblast","LDHA",0.3970888
"326","ARNT","CAMKK1","Fibroblast","CYP1B1",0.3970888
"327","ARNT","CAMKK1","Fibroblast","VEGFA",0.3970888
"328","ARNT","CAMKK1","Fibroblast","LDHA",0.3970888
"329","ASCL1","MAPK1",NA,NA,NA
"330","ASCL1","MAPK14",NA,NA,NA
"331","ASCL1","MAPK3",NA,NA,NA
"332","ASCL1","MAPK8",NA,NA,NA
"333","ASCL1","MAPKAPK2",NA,NA,NA
"334","ASCL1","MTOR",NA,NA,NA
"335","ASCL1","PAK1",NA,NA,NA
"336","ASCL1","PDK1",NA,NA,NA
"337","ASCL1","PDPK1",NA,NA,NA
"338","ASCL1","PIK3CA_PIK3R1",NA,NA,NA
"339","ASCL1","PIK3CA",NA,NA,NA
"340","ASCL1","PIK3R1",NA,NA,NA
"341","ASCL1","PKN2",NA,NA,NA
"342","ASCL1","PRKACA",NA,NA,NA
"343","ASCL1","PRKCA",NA,NA,NA
"344","ASCL1","PRKCB",NA,NA,NA
"345","ASCL1","PRKCZ",NA,NA,NA
"346","ASCL1","PRNP",NA,NA,NA
"347","ASCL1","PTEN",NA,NA,NA
"348","ASCL1","PTPN1",NA,NA,NA
"349","ASCL1","PTPRF",NA,NA,NA
"350","ASCL1","RET",NA,NA,NA
"351","ASCL1","RPS6KA3",NA,NA,NA
"352","ASCL1","SENP1",NA,NA,NA
"353","ASCL1","SIRT1",NA,NA,NA
"354","ASCL1","SRC",NA,NA,NA
"355","ASCL1","TBK1",NA,NA,NA
"356","ASCL1","TNK2",NA,NA,NA
"357","ASCL1","ATM",NA,NA,NA
"358","ASCL1","CAMKK1",NA,NA,NA
"359","ASCL1","CASP3",NA,NA,NA
"360","ASCL1","CDK1",NA,NA,NA
"361","ASCL1","CDK2",NA,NA,NA
"362","ASCL1","CSK",NA,NA,NA
"363","ASCL1","CSNK2A2",NA,NA,NA
"364","ASCL1","EGFR",NA,NA,NA
"365","ASCL1","FGR",NA,NA,NA
"366","ASCL1","GSK3A",NA,NA,NA
"367","ASCL1","GSK3B",NA,NA,NA
"368","ASCL1","HSP90AA1",NA,NA,NA
"369","ASCL1","HSP90AB1",NA,NA,NA
"370","ASCL1","IKBKE",NA,NA,NA
"371","ASCL1","ILK",NA,NA,NA
"372","ASCL1","ITGB1",NA,NA,NA
"373","ASCL1","LYN",NA,NA,NA
"374","ASCL1","MAP2K1",NA,NA,NA
"375","ATF1","JAK2","Neural","STAT3",0.24906135
"376","ATF1","JAK2","Neural","UBE2D3",0.24906135
"377","ATF1","EGFR","Neural","STAT3",0.24906135
"378","ATF1","EGFR","Neural","UBE2D3",0.24906135
"379","ATF1","RPS6KA5","Neural","STAT3",0.24906135
"380","ATF1","RPS6KA5","Neural","UBE2D3",0.24906135
"381","ATF1","RPS6KA3","Neural","STAT3",0.24906135
"382","ATF1","RPS6KA3","Neural","UBE2D3",0.24906135
"383","ATF1","HIPK2","Neural","STAT3",0.24906135
"384","ATF1","HIPK2","Neural","UBE2D3",0.24906135
"385","ATF1","HDAC4","Neural","STAT3",0.24906135
"386","ATF1","HDAC4","Neural","UBE2D3",0.24906135
"387","ATF1","ILK","Neural","STAT3",0.24906135
"388","ATF1","ILK","Neural","UBE2D3",0.24906135
"389","ATF1","RPS6KB1","Neural","STAT3",0.24906135
"390","ATF1","RPS6KB1","Neural","UBE2D3",0.24906135
"391","ATF1","ITGB1","Neural","STAT3",0.24906135
"392","ATF1","ITGB1","Neural","UBE2D3",0.24906135
"393","ATF1","DAPK3","Neural","STAT3",0.24906135
"394","ATF1","DAPK3","Neural","UBE2D3",0.24906135
"395","ATF1","PLCG1","Neural","STAT3",0.24906135
"396","ATF1","PLCG1","Neural","UBE2D3",0.24906135
"397","ATF1","SENP1","Neural","STAT3",0.24906135
"398","ATF1","SENP1","Neural","UBE2D3",0.24906135
"399","ATF1","INSR","Neural","STAT3",0.24906135
"400","ATF1","INSR","Neural","UBE2D3",0.24906135
"401","ATF1","GSK3A","Neural","STAT3",0.24906135
"402","ATF1","GSK3A","Neural","UBE2D3",0.24906135
"403","ATF1","MAPK1","Neural","STAT3",0.24906135
"404","ATF1","MAPK1","Neural","UBE2D3",0.24906135
"405","ATF1","HSP90AA1","Neural","STAT3",0.24906135
"406","ATF1","HSP90AA1","Neural","UBE2D3",0.24906135
"407","ATF1","HSP90AB1","Neural","STAT3",0.24906135
"408","ATF1","HSP90AB1","Neural","UBE2D3",0.24906135
"409","ATF1","RET","Neural","STAT3",0.24906135
"410","ATF1","RET","Neural","UBE2D3",0.24906135
"411","ATF1","IKBKE","Neural","STAT3",0.24906135
"412","ATF1","IKBKE","Neural","UBE2D3",0.24906135
"413","ATF1","MAPK8","Neural","STAT3",0.24906135
"414","ATF1","MAPK8","Neural","UBE2D3",0.24906135
"415","ATF1","PLCG2","Neural","STAT3",0.24906135
"416","ATF1","PLCG2","Neural","UBE2D3",0.24906135
"417","ATF1","DAPK2","Neural","STAT3",0.24906135
"418","ATF1","DAPK2","Neural","UBE2D3",0.24906135
"419","ATF1","LYN","Neural","STAT3",0.24906135
"420","ATF1","LYN","Neural","UBE2D3",0.24906135
"421","ATF1","MAP2K1","Neural","STAT3",0.24906135
"422","ATF1","MAP2K1","Neural","UBE2D3",0.24906135
"423","ATF1","PAK1","Neural","STAT3",0.24906135
"424","ATF1","PAK1","Neural","UBE2D3",0.24906135
"425","ATF1","FGR","Neural","STAT3",0.24906135
"426","ATF1","FGR","Neural","UBE2D3",0.24906135
"427","ATF1","PTPRF","Neural","STAT3",0.24906135
"428","ATF1","PTPRF","Neural","UBE2D3",0.24906135
"429","ATF1","PTEN","Neural","STAT3",0.24906135
"430","ATF1","PTEN","Neural","UBE2D3",0.24906135
"431","ATF1","HDAC3","Neural","STAT3",0.24906135
"432","ATF1","HDAC3","Neural","UBE2D3",0.24906135
"433","ATF1","MAPK10","Neural","STAT3",0.24906135
"434","ATF1","MAPK10","Neural","UBE2D3",0.24906135
"435","ATF1","MAPK14","Neural","STAT3",0.24906135
"436","ATF1","MAPK14","Neural","UBE2D3",0.24906135
"437","ATF1","PKN2","Neural","STAT3",0.24906135
"438","ATF1","PKN2","Neural","UBE2D3",0.24906135
"439","ATF1","CSNK2A2","Neural","STAT3",0.24906135
"440","ATF1","CSNK2A2","Neural","UBE2D3",0.24906135
"441","ATF1","MAPK9","Neural","STAT3",0.24906135
"442","ATF1","MAPK9","Neural","UBE2D3",0.24906135
"443","ATF1","PRKACA","Neural","STAT3",0.24906135
