"","Neural","MSC","Fibroblast","Megakaryocyte","Myeloid"
"SRSF10",0.751503669249386,0.703037072669886,0.090571530868384,0.770578410809953,1.29611408084464
"RCAN3",0,0,0,0,0
"SRRM1",0.221631591405111,1.34470853708175,0.927287048722692,0.601845714194445,0
"CLIC4",0.536244908576556,0.349180226905043,0.0369352598764885,0.47820313367137,0
"RUNX3",0,0,0,0,0.806646769379689
"SYF2",1.78336161871582,1.19174911840778,0.903336230245575,1.02916394853837,0
"RSRP1",8.55262860395553,4.54277943760252,4.16369457320129,1.40007833586577,0
"TMEM50A",5.34274396386886,1.11793173334736,0.704268300752788,1.22950779459167,0
"RHCE",1.35873062340184,0.503107749848167,0,0.245768617972665,0
"TMEM57",3.043250708939,0,0,0.688980541911688,0
"LDLRAP1",0,0.468077139112526,0,0.171535633946374,0
"MTFR1L",0,0,0.107272541983791,0.271849098106314,0
"STMN1",2.37585618244111,0.173794860692728,4.15080363817947,1.39368533568287,0.77639751552795
"ZNF593",0,0.846940306546655,0.704268300752788,0.306446654257727,0
"SH3BGRL3",2.97355659537937,3.12368723385471,7.45673935998009,54.3162079077048,1.75368762980635
"CD52",0.127733496832209,0,0,0,0
"HMGN2",4.67135596429954,2.19930538485081,8.70465123057408,5.67935710306516,10.0973865187573
"RPS6KA1",0.198412698412698,0.031296063894044,1.7683465959328,0,0
"ARID1A",0,0.898992261612109,0.433200485184544,0,0
"NUDC",2.09857620336794,1.36425739426324,2.02527181276916,0.0897182845863987,0
"TMEM222",0.205576316610513,0,0,0.0516315572077654,0.405959485243373
"SYTL1",0,0,0,0,0
"WASF2",1.12549325992329,0.434061318236639,4.8316245972265,0.433078524758807,0
"FGR",0,0,0,0,0
"IFI6",4.42754451584129,10.2764688297284,2.76764176817822,6.81138090112896,2.04398529598175
"FAM76A",0,0.321597106074786,0,0,0
"STX12",0,0.791564381587464,0,0.061050061050061,0
"PPP1R8",0.26494277236117,0.031296063894044,0.645744543458608,0.183250870441635,0
"THEMIS2",0.284444763821021,0.115823855081193,0,0,0
"RPA2",0,0,0.0536362709918956,0.543941065089101,0
"EYA3",0,0.89118616879066,0,0.193685841564982,0
"DNAJC8",0.55240430913247,0.937320074452654,0.523772016052928,0.274502334151607,0
"ATPIF1",1.99887876934164,2.00832625482882,9.61136557493046,3.36128714735603,5.16825035553607
"PHACTR4",0.0754739765728777,1.17062106027553,0.362594727872657,0,0
"TRNAU1AP",0,1.34440254242441,0,0.0299060948621329,0
"SNHG12",0.228210193833946,0.604559076964441,2.76177413276964,0,0
"TAF12",0,0.031296063894044,0,0.224043155627033,0
"GMEB1",0,0.212806707667426,0,0,0
"YTHDF2",0.483569814028846,0.945264244489752,0,0.113399762613194,0
"EPB41",0.733880747927594,0,0.853533629224992,0.932945863575533,0
"SRSF4",0.363997681778667,1.80749297162528,0.0369352598764885,0.468592456338136,0
"LAPTM5",0.0923326931599941,0,1.56739811912226,2.09129007958569,2.93018136208528
"PUM1",0.417334597038094,0.468077139112526,0,0.183250870441635,0
"SNRNP40",0.361480624638519,0.270665295295837,0.774605582860091,0.459725937194625,0
"ZCCHC17",0.305983434283522,0.031296063894044,1.09469074986316,0.228612378062523,0
"SERINC2",0,0,0,0,0
"PEF1",0.90655636530074,0,0.0369352598764885,0.536738287631826,0
"SPOCD1",0,0,0,0,0
"PTP4A2",0.656335500093282,0.306941166997617,0,0.20892507087359,0
"KHDRBS1",0.41213448471513,1.47412237815991,0,0.0815376520698983,0
"TMEM39B",0,0,1.07089312486614,0.0629405840886204,0
"KPNA6",0.375354176990428,0,0,0.061050061050061,0
"TXLNA",0,1.94826358216242,0,0,0
"CCDC28B",0.258051197357556,0,1.01681028695531,0.275691339777983,0
"EIF3I",0.479199858547459,1.17290064600476,1.79448891033895,1.61493492762846,0
"LCK",0,0,0,0,0
"HDAC1",0,0,1.43424484684125,0.272387954735138,0
"MARCKSL1",0,0.461403913092541,0.465983224603914,0.714751431356767,0
"BSDC1",2.43167887546237,1.49900283724305,0.362594727872657,0.706154932997509,0
"ZBTB8OS",0,0,0.556253913802538,0.0788022064617809,0.563189907636855
"RBBP4",0.369066086779874,2.00685175503415,0.090571530868384,0.803216465428994,0
"SYNC",0,0.287370694752943,0.580517821897132,0,0
"S100PBP",0,0.313957604964766,0.173454520224797,0,0
"TMEM54",0,0,0,0,0
"AK2",0.162337662337662,1.40412914851392,0.811540842736579,0.0788022064617809,0
"SMIM12",0.56621095396751,0.109957776213934,0.271714592605152,0.428918801122849,0
"SFPQ",1.43581811388255,3.21307562992577,4.22012550792904,0.436096620864978,0
"ZMYM4",0,0,0,0.193685841564982,0
"KIAA0319L",0,0.0799066690105956,0,0,0
"PSMB2",0.806394277576776,0.716537462361944,0.110805779629465,0.673131004964429,0.974848898420745
"ADPRHL2",0,0,0,0.139852267511842,0
"TRAPPC3",1.18925911669737,0.366394313560253,0.334363333200484,0.140391124140666,0
"MAP7D1",0.0923326931599941,0.858666780358211,0.0369352598764885,0.255187121814961,0
"THRAP3",0.58859031193924,0.287438919229664,0.864229539365655,1.11238898745722,0
"EVA1B",0,0,0,0.0504591785245736,0
"LSM10",0.56665346226107,1.08642491809461,2.82071900162868,1.64564048355332,0
"MRPS15",0.592632718380792,0,0.197844072852175,0.481268502685981,0
"CSF3R",0,0,0,0,0
"ZC3H12A",0,0,0,0,0
"MEAF6",0,0.0799066690105956,0,0.359591217143449,0
"GNL2",0.132471386180585,0.031296063894044,0,0.0598121897242658,0
"RSPO1",0,0,0,0,0
"CDCA8",0.268125268125268,0,0.0369352598764885,0,0
"YRDC",0.104795439302482,0,0.0369352598764885,0,0
"C1orf122",0.191727659428449,3.65448753744482,0,0,0.86095566078347
"MTF1",0,0,0,0,0
"SF3A3",0.181514017292253,0,0,0,0
"UTP11L",0.0832889125799574,0,0.58428063480807,0.202465395486829,0
"RRAGC",0.110913930789707,0,0,0,0
"MYCBP",0,0,0.0369352598764885,0.0299060948621329,1.15633672525439
"AKIRIN1",0.17964932451854,0.437420961155978,0,0.531459659525055,0
"NDUFS5",0.905315120075515,1.95318816908613,0.65423496483977,5.70315793237388,2.81512865484763
"MACF1",0,0.933364254644366,0.900333123255604,0.29603315571344,0
"PABPC4",0,1.28544462576837,2.29462072289668,0.616006987939839,0
"PPIE",0,0.251952632905014,0.465983224603914,0.257159854416345,0.974848898420745
"CAP1",0.213356461929051,0.300660937366214,0.160908812975687,5.47106630590151,0.730727073438071
"PPT1",0,0,0,0,0
"RLF",0.20502642019356,0,0,0,0
"ZMPSTE24",0,0,0,0.0504591785245736,0
"SMAP2",0,0,0,0,0
"NFYC",0.0754739765728777,0.823036719082932,0.0369352598764885,0.0516315572077654,0
"CITED4",0,0,0,0,0
"CTPS1",0,0,0,0.0629405840886204,0
"SCMH1",0,0.031296063894044,0,0,0
"HIVEP3",0,0,0,0,0
"PPCS",0.093492894540015,0,0.0536362709918956,1.20481022587993,0.964041260965969
"PPIH",0.218837535014006,0.105860050979561,0.0536362709918956,0,0
"YBX1",5.2346383308252,4.37305235557636,12.075009551023,13.8370327206298,5.75313777936692
"P3H1",0,0.366394313560253,0,0.0629405840886204,0
"C1orf50",0,0.177486345164145,0.0369352598764885,0,0
"SVBP",4.20545072175515,0.501429072857644,0.866400970369087,0.384285846017956,0
"ERMAP",2.4296600790499,0,0.853533629224992,0.183250870441635,0
"SLC2A1",19.7994665967994,0.968618872775483,2.48953084516595,1.3791919526018,0
"EBNA1BP2",0.120331151328456,0.115823855081193,0.621215894684559,0.163858941137768,0
"CDC20",0.27304499781564,0,4.25943494745574,0.061050061050061,0
"ELOVL1",0.571570741085247,0.261978989285059,4.92407418657327,0.240069037061518,0
"MED8",0,0.261978989285059,0,1.25417983805098,0
"HYI",0.0989863794741843,0.416355748145103,0,0.596799518898414,0.806646769379689
"PTPRF",0.0877932293861498,0,0,0,0
"IPO13",0,0,0.0536362709918956,0,0
"ATP6V0B",3.17860381793735,0.109957776213934,3.5441009783637,3.19252262703194,3.25860318516501
"B4GALT2",0,0,0,0,0
"SLC6A9",0.577874219178567,0.366394313560253,0.0369352598764885,0,0
"RP5-1198O20.4",0.827217441914512,0,0,0,0
"DMAP1",0.132471386180585,0.0799066690105956,0,0.0299060948621329,0
"ERI3",0,0.694645988461962,1.02193062283786,0.190311446036416,0
"RNF220",0,0.696524343525806,0,0,0
"C1orf228",0.336927223719677,0,0,0.856898029134533,0
"RPS8",10.3928172155892,10.2548566147227,24.9984231755213,16.6844455317317,8.3692780323123
"PLK3",0,0.0625921277880881,0,0.0516315572077654,0
"PTCH2",0,1.59909588577038,3.77672924477262,0.0516315572077654,0
"EIF2B3",0,0,0,0.0629405840886204,0
"UROD",5.40147534208623,0.959082529106208,8.17300700480801,3.12661041004593,0.514535631592488
"MUTYH",0.115805076894571,0,0.0369352598764885,0,0
"PRDX1",3.84161998599322,2.64615342017544,0.844967575783679,2.28061679183082,0.514535631592488
"AKR1A1",0,1.02681622317727,0.073870519752977,0.0788022064617809,0
"NASP",0.182962529274005,1.35296625506866,2.19779590012207,0.179018976011457,0
"GPBP1L1",1.16074599514133,0.169785052124011,0,0.0299060948621329,1.47857689255846
"TMEM69",0.492748714619701,0,0.090571530868384,0.268817204301075,0
"UQCRH",1.91703496985735,1.69938997121613,5.53653118590989,17.5478328667332,4.60111372411192
"MOB3C",0.129587393738337,0,0.362594727872657,0,0
"ATPAF1",0,0.89118616879066,0.513136288998358,0.149810171600742,0
"EFCAB14",0,0.0745639870855174,0,0.183250870441635,0
"PDZK1IP1",4.57407858217382,0,2.05076815194496,7.09119189750912,1.21447656060238
"TAL1",5.63220978361877,0.105860050979561,0,0.0909561559121939,1.17827265229174
"CMPK1",0.474671005750445,0.909857188183666,0.197844072852175,4.10289400374154,0
"FAF1",0.180011520737327,0,0,0.1941370607649,0
"CDKN2C",1.0533759174135,1.10565620774438,0,0.223591936427115,0
"RNF11",1.7346182074246,0.696524343525806,0.681322422120243,1.948660002755,0
"EPS15",0,1.2147995702665,0.580517821897132,0,0
"OSBPL9",0.171703296703297,0.0799066690105956,1.11656706999459,0.24383352628274,0
"NRDC",0.530055830000125,1.81737718971128,0.090571530868384,0.259384249398164,0
"TXNDC12",0,0.250442346277143,0,1.63331288903786,0
"KTI12",0,0.354308390022676,0,0.481000481000481,0
"BTF3L4",0.103941460169632,0.115823855081193,0.362594727872657,0.263616143828341,0
"PRPF38A",0,0.397790832021594,0,0.0516315572077654,0.405959485243373
"ZCCHC11",0,1.57612115878569,0,0,0
"GPX7",0.0568336819132491,0,0.090571530868384,0.368291576630377,0
"ZYG11B",0,0.031296063894044,0,0.0504591785245736,0
"ECHDC2",0,0.871636784048981,0.173454520224797,0.29603315571344,0
"SCP2",0.336927223719677,0.825998726359832,0.701556670881324,3.64581306369691,0.605546808768318
"C1orf123",0,0.0625921277880881,0.0536362709918956,0.414587469787657,0
"MAGOH",0.0568336819132491,0.115823855081193,0.753832528497895,2.15508104448296,1.90726882620771
"YIPF1",0,0,0,0.0504591785245736,0.405959485243373
"HSPB11",0,1.6855362667038,0.181143061736768,0.21370892972508,0.823451910408432
"TMEM59",7.98626822856349,3.16262539935318,1.66105662584259,2.83267551493673,3.6299665968077
"MRPL37",1.16132801131021,0.290301042180741,0.630397780999811,0.223671130862033,0.563189907636855
"SSBP3",1.00232490537816,0.868432479374729,0,0,0
"USP24",0.359170693677736,0,0.680133306128001,0,0
"PLPP3",0,0.83996664325676,0.0369352598764885,0.29603315571344,0
"MYSM1",0,0.550085263215798,0.0369352598764885,0,0
"JUN",0.553463908833197,48.0996530276926,7.28645138593509,1.10113383603542,0.605546808768318
"NFIA",0.226613488034808,0,0,0,0
"TM2D1",0.0778428197783037,0.670797856880215,1.56950230968492,0.777240796245469,0
"USP1",0,0,0.547345374931582,0.249871813315922,1.99888629606731
"ATG4C",0.376018519729528,0,0.465983224603914,0.43581563324519,0
"ITGB3BP",0.0778428197783037,0.212806707667426,0.0369352598764885,0.355745286374956,0
"PGM1",0,0.734106592277199,0,0.603753254813367,0
"JAK1",0.345675884690258,1.76003154032968,0,0.193685841564982,0
"LEPROT",0.646481753299949,1.36954468932372,0.917865810357551,0.817974120982719,0
"LEPR",0,14.5036176822618,0,0,0
"PDE4B",0,0,0,0,0
"MIER1",0.551933404894225,1.34399953293174,0,0.0299060948621329,0
"SLC35D1",0,0,0,0,0
"SERBP1",3.11322771512802,0.115823855081193,1.80323355781343,1.83589944479327,1.6844075711919
"GADD45A",2.69403035783997,1.95289834849543,4.71760933293882,5.67220836001066,0
"GNG12",0,0,0,0,0
"WLS",0,0,0,0,0
"DEPDC1",0.112877009210764,0,0.0369352598764885,0,0
"LRRC40",0,0.366394313560253,0,0,0
"SRSF11",0.488703312939089,1.36283973836404,1.49943640200355,1.97739456611078,0
"ZRANB2",0.467520665357895,1.06580827603021,0.090571530868384,0.0504591785245736,0.77639751552795
"TYW3",0,0,0,0.532632038208246,0
"ACADM",0.457258375048132,0,0.0369352598764885,0.210799037056253,0
"RABGGTB",1.16523237989301,0.669579208929081,0.0369352598764885,0.0504591785245736,0.56538700740657
"PIGK",0,0,0,0,0
"ZZZ3",0,0,0,0,0
"USP33",0.412602342145812,1.42112197420888,0.716897268621407,0.0299060948621329,0
"FAM73A",0.275573192239859,0.667545131765624,0,0,0
"NEXN",0,0,0,0.558235284435327,0
"FUBP1",0.181514017292253,1.37096129127068,0.621215894684559,0.362269846453092,0
"RP11-386I14.4",0.63415035804594,6.92663875359583,3.06769490452011,0,0
"IFI44L",1.81389580700681,11.4821753921218,2.13684988747282,0.479284026155075,0
"IFI44",0.220600516197053,2.32103568238129,0.900333123255604,0,0
"RP5-887A10.1",0,0,0,0,0
"TTLL7",0,0.905411374466609,0,0,0
"PRKACB",0.119206561129125,0,0.173454520224797,0.157604412923562,0.405959485243373
"RPF1",0,0,0.630397780999811,0.0299060948621329,0
"GNG5",1.75632596317113,1.1160736416318,2.54006961890109,6.0158443121347,4.29192784080534
"CTBS",0.132668223307153,0.109957776213934,0.51419264414467,0.653783579869531,0
"SSX2IP",0,0,0,0.0504591785245736,0
"C1orf52",0.898657339395868,0.360459987528014,1.02460275919976,0.189287235740314,0
"DDAH1",0,0,0,0,0
"CYR61",0,6.11030248583141,0,0,0
"ZNHIT6",0,0.836400133824021,0,0,0
"ODF2L",0,7.63596534215876,0.173454520224797,0,0
"SH3GLB1",2.57605976911409,1.89182670119994,0.14420780186028,1.46508066398195,0
"SEP15",0.915437142658305,0.407498794502271,1.85165841897652,1.91963129495672,0
"LMO4",0.245966155057064,3.57811520979485,1.01419878296146,0.376936712006616,0
"PKN2",0.33326004193094,0.988970494727758,0,0.183250870441635,0
"GTF2B",4.08322859392839,0.0799066690105956,0,1.09066352511158,0
"RBMXL1",0.113884839650146,1.289884489037,0,0.326477309826967,0
"GBP3",0.361480624638519,0.541330590591674,0.0536362709918956,0,0
"GBP1",0.496174975008762,1.17121796278591,0.0536362709918956,0.3882741215298,0
"GBP2",0,0.895550911663207,0,0.0299060948621329,0
"GBP4",0,0.38999154914589,0.580517821897132,0,0
"GBP5",0,0,0,0,0
"ZNF326",2.03357977720466,0.66260270341903,0.762049914269385,0,0
"RP4-665J23.1",0,0,0,0,0
"ZNF644",0,1.26608762003218,0.961542779031825,0,0
"TGFBR3",0,0.79251031030197,0,0,0
"GFI1",0,0,0,0,0
"RPL5",3.86884588945584,2.19507567447176,12.0340669843173,11.5257978456202,1.77986356800895
"MTF2",0,0.115823855081193,0,0,0
"TMED5",0,0,0.0369352598764885,0.323398445751255,0
"CCDC18",0,0.031296063894044,0,0,0
"DR1",0.449560340627769,1.12159110002205,0.0369352598764885,1.65427219098433,0
"BCAR3",0,0,0,0,0
"DNTTIP2",0.463372605108563,0.912130366223651,1.18765330318626,0,0
"GCLM",1.97254358279623,0.0745639870855174,0.58428063480807,0.153722292940104,0
"CNN3",0,1.15825598733077,0,0,0
"ALG14",0.465029761904762,0.438885231511959,0,0,0
"TMEM56",0.962763526378428,0.393220872163894,0.645744543458608,0.183250870441635,0
"AGL",0,0,0,0,0
"SLC35A3",0,0.505152556071934,0,0,0
"MFSD14A",0.139074321317312,0.251952632905014,0,0,0
"TRMT13",0,0.261978989285059,0,0.193685841564982,0
"RTCA",0.0796482732254365,0,0,0.0629405840886204,0
"VCAM1",0,11.7455101860371,1.33059407125465,0.29603315571344,0
"SLC30A7",0,0,0,0.1941370607649,0
"DPH5",0,0,0,0.0504591785245736,0
"RP11-421L21.3",0,0,0,0.061050061050061,0
"S1PR1",0,0,0,0,0
"RNPC3",0.255102040816327,1.38004625787044,0,0,0
"PRPF38B",0.436375974014077,0.47312754117449,0.743619685007349,0.489192478578947,0
"STXBP3",0.857720131199644,0,0.900333123255604,0.0629405840886204,0
"TMEM167B",0.398196907000843,0.0745639870855174,0,0,0
"SARS",1.92045444474301,0.43176404140907,1.40325160773601,0.663493999426606,1.39478253944345
"PSMA5",0.506286243231641,0.9067054749805,0.181143061736768,1.05836663570767,0
"GNAI3",2.15488130364824,0.591084623117206,0.890351788846204,0.968407268709167,0
"GSTM3",0.301640926640927,0,0,0.102090735732339,0
"CSF1",0,1.63557548742505,0,0,0
"AHCYL1",0,0.24410277156147,0,0,0
"RBM15",0,0.0745639870855174,0.743619685007349,0,0
"LAMTOR5",3.73776196469036,0.569131017288477,2.81702158798051,1.79909564648116,1.89359866668486
"KCNA3",0,0,0,0,0
"CD53",0,0,0,0,0
"LRIF1",0.445490643024258,0.815644242652611,1.19326959512636,0,0
"DRAM2",0.202495473709082,0.438885231511959,0.0369352598764885,0.557417492901364,0.591540964211772
"CEPT1",0.371943348894952,0,0.513136288998358,0,0
"DENND2D",0,0.031296063894044,0,0.244145020089555,0
"WDR77",0,0,0.0369352598764885,0,0
"ATP5F1",0.444301494384173,2.17693655449727,1.48462424586881,0.672053856326398,2.42549540784211
"C1orf162",0.104795439302482,0,0,2.84481648685601,0.405959485243373
"RAP1A",0,0.031296063894044,0.251480343844071,1.03750160622126,0.79923273657289
"CAPZA1",0.4242507165745,1.30137014639965,0.127506790744873,2.59128851605709,0
"RHOC",0,2.20008425148744,1.81488203266788,3.36494766622707,0
"SLC16A1-AS1",0,0.416855576565938,0,0,0
"PHTF1",0,1.12334827628619,0,0,0
"RSBN1",0,0.397045977924244,0,0.193685841564982,0.605546808768318
"PTPN22",0,0,0,0,0
"HIPK1",0.386521616342046,0.212806707667426,0,0,0
"OLFML3",0,5.68504560835431,0,0,0
"TRIM33",0,0.536448619965978,0.417960217011181,0,0
"BCAS2",0,0.146190281270101,0.667333040876299,0.0299060948621329,0
"NRAS",0,0.0625921277880881,0.0536362709918956,0.0803652733867065,0
"CSDE1",1.32970308455949,1.67710305873744,0.610191026464194,0.410043633267686,2.15312155071249
"SIKE1",0,0.43176404140907,1.3270999378681,0.388879834664193,0
"ATP1A1",0,0.169785052124011,2.02136909039551,0.179720563510928,0
"CD2",0,0,0,0,0
"MAN1A2",0,0,0,0,0
"FAM46C",3.96200167814962,0.393220872163894,0.0536362709918956,0.417277777992096,0
"SEC22B",0.969077212085272,0.42165626581211,0,1.04225840420692,0
"RP11-14N7.2",0,0,0,0,0
"CH17-373J23.1",0.254375254375254,0.134618491195951,3.88074656753411,0.387371683129963,0
"RNF115",0.262938237098497,0.795087072897895,1.15713955102985,0,1.15633672525439
"ITGA10",0,1.07092333223785,0,0,0
"RBM8A",3.07134205882681,1.94157367305206,2.29971245073006,1.57305032822244,1.31382966471911
"LIX1L",0,0,0,0,0
"POLR3GL",0.312269627373351,0.0745639870855174,0.0369352598764885,0.50274268744913,0
"TXNIP",9.44053692418254,5.84565956614108,1.15713955102985,1.73530559369427,1.07992263899906
"AC245100.1",0,0,0,0,0
"NBPF14",0,0,0,0,0
"CH17-189H20.1",0.109284840006994,1.05059727477121,0.0536362709918956,0.0516315572077654,0
"LINC00869",0,0,0,0.550813544573688,0.591540964211772
"HIST2H2BF",0.679607636412499,0.169785052124011,1.89311596188944,0,0
"HIST2H2BE",0.386767328981877,0.134618491195951,0.853533629224992,3.47075361985916,0
"HIST2H2AC",0,0.0745639870855174,0.381024957134692,0.0629405840886204,0
"BOLA1",0.11857332574464,0,0,0.0788022064617809,0
"SF3B4",0.595725168593159,1.08914366081046,1.42116556937419,0.255987475733153,1.93889015938671
"OTUD7B",0.158589190560771,1.01214824458236,0.381024957134692,0.980392156862745,0
"VPS45",0,0.892287339800477,0,0,0
"PLEKHO1",0,0.031296063894044,0.465983224603914,0.488758553274682,0
"ANP32E",0.535603851930383,0.0745639870855174,1.09782189618938,0.317676486703663,1.5527950310559
"APH1A",0.158762889152835,0.326516619990531,0.0369352598764885,0.965339113822079,0
"MRPS21",0.977093660030357,2.45262560756031,1.07590299245434,1.78651703361957,1.93889015938671
"RPRD2",0,0.031296063894044,0,0,0
"MCL1",0.32946758039009,11.4748455874935,0.864229539365655,0.59206631142688,0
"ENSA",0.675003613114469,0,2.45591288371917,2.44201249260862,0
