"","Neural","MSC","Fibroblast","Megakaryocyte","Myeloid"
"OTUD5",0.619363752825167,0.767224182906245,1.18288049322532,0.183250870441635,0
"GRIPAP1",0.119206561129125,0.57350372270791,0.0536362709918956,0.288600288600289,0
"PRAF2",0,0,1.01419878296146,0.29603315571344,0
"WDR45",2.36186672324504,0,0,0.138614396186047,0
"GPKOW",0.259805359937402,0.290301042180741,0,0,0
"PLP2",0.23191094619666,0.354308390022676,0.251480343844071,2.99094951200259,1.38194432429627
"MAGED1",0,0.933902691976952,1.15713955102985,0,0
"TSPYL2",0,0.357410915329354,0,0,0
"KDM5C",0.280487011577753,0,0,0,0
"SMC1A",0,0.922443239975439,0.680133306128001,0,0
"HSD17B10",0,1.34764682790408,0.747504400361249,0.37559815338937,1.24526270503056
"HUWE1",0.198412698412698,0,0.580517821897132,0,0
"FAM120C",0,0,0,0,0
"TSR2",0.0778428197783037,0,0.0369352598764885,0.976802105873142,0
"MAGED2",0.0568336819132491,0.871546869632187,1.98833655289267,1.67391924224852,0
"ALAS2",64.6214246659494,7.60642302340278,19.1276565746081,6.97768629209088,11.1246399330661
"FAM104B",0.760732772331027,0.318973127987387,0.0536362709918956,0.321459057013276,0
"MAGEH1",0,0.0799066690105956,0,0,0
"LINC01420",0,0.142498796798684,0.30096131096967,0.738013921117199,0
"ARHGEF9",0,0,0,0,0
"AMER1",0,0,0,0,0
"LAS1L",0.757148177136811,0,0.990904654123989,0.0299060948621329,0
"MSN",0,0,0.0369352598764885,2.69978417772622,0
"YIPF6",0.805029744365976,1.97791586537018,0.931966449207828,0.831954056367498,0
"EFNB1",0.106040040719376,0.317884163010999,0,0.778816199376947,0
"IGBP1",0.133063657653822,0.220754268355619,0.090571530868384,0.408014961896865,0
"PDZD11",0,0,0,0,0
"SNX12",0,0,0.073870519752977,0,0
"IL2RG",0.248706725029845,0,0,0,0
"ZMYM3",0,0,0,0,0
"NONO",0.248706725029845,0.715471110207952,0.630397780999811,0.312950968383142,0.77639751552795
"OGT",0.576621997367883,1.20471670157909,0,0.326477309826967,0
"CXCR3",0,0,0,0,0
"NHSL2",0.193678339014565,0.453131448267718,0,0.0504591785245736,0
"PIN4",0.357275465521164,1.01661943358614,0.814225442319236,0.223591936427115,0.405959485243373
"RPS4X",6.54818769129846,11.0290158218936,18.5852676573618,13.1769559115812,14.2713365697866
"XIST",0,0,0,0,0
"JPX",0,0.644591485694342,0,0.0299060948621329,0
"ABCB7",0.290909857832421,0,0.465983224603914,0.0629405840886204,0
"PBDC1",0.182962529274005,0,1.15713955102985,0.517535506516155,0
"ATRX",0,1.42270280447668,0.14420780186028,0.376936488351541,0
"MAGT1",0.106040040719376,0.590396468150555,0.680133306128001,0,0
"COX7B",5.5664575020949,2.44613449546567,8.42893317791935,1.70493999311371,3.71328635102186
"ATP7A",0.534035348652261,0.366394313560253,0,0,0
"PGK1",0,0.340882368104947,1.96081478718554,1.46582571653018,0.77639751552795
"CYSLTR1",0,0.031296063894044,0,0,0
"P2RY10",0,0,0,0,0
"ITM2A",0,0,0,0.984429839976592,0
"HMGN5",0,0.438885231511959,0.127506790744873,0.0629405840886204,0
"SH3BGRL",0.792440943077812,0.543835738237343,1.68125847639346,4.26052376591919,0.563189907636855
"TIMM8A",0,0,0.073870519752977,0,0
"BTK",0.0859342774645951,0,0.0369352598764885,1.10462154854784,0
"RPL36A",3.08363607509924,4.62296695103895,14.6606418190167,10.4863440956536,21.2289296235073
"GLA",0.0568336819132491,0.231647710162385,0,0.340874135295675,0
"HNRNPH2",1.79730484120402,0.357410915329354,0,0.0897182845863987,0
"ARMCX6",0.71114984706621,0,0,0.539476442019487,1.59846547314578
"ARMCX3",0.127733496832209,0.644591485694342,0.381024957134692,0.807264936737104,0
"BEX5",0,0,0,0,0
"BEX1",0,0,0,0,0.591540964211772
"BEX4",0.692203611431004,0.847130851916841,0.14420780186028,0.704306741849629,0
"TCEAL8",0,0.275705204795914,0.073870519752977,0.617823230377691,0.974848898420745
"BEX2",0.348772321428571,0,0,0,0
"WBP5",0,0.564487982747577,1.15617838073189,3.92115017664578,0
"NGFRAP1",0,0.845529662857455,3.65283555105257,6.87340071842021,0
"TCEAL4",0,0.996533716812137,0.160908812975687,0.0299060948621329,0
"TCEAL3",0,0,0,0.149810171600742,0
"TCEAL1",0,0.0745639870855174,0,1.06098024144302,0
"MORF4L2",0.808381671526847,0.290301042180741,1.14746277903639,0.374328485546837,0
"PLP1",0,0,0,0,0
"TBC1D8B",0,0,0,0,0
"PRPS1",0,0,0.073870519752977,0,0
"TSC22D3",3.12881193781525,10.9442601039377,2.30933227757184,4.41042173438887,0
"PSMD10",0,0.976467141880676,0,0,0
"NXT2",0,0,0,0.129261384986355,0
"AMMECR1",0.334282695836829,0,1.54010060592504,0,0
"ALG13",0,1.25791687231373,0.317662322085077,0.0504591785245736,0
"PLS3",0,0,0,0,0
"PGRMC1",0,0.693953891699931,0,1.2405586323711,0.781983109164842
"SLC25A5",1.91507385740805,0.740708049134836,2.79938441475555,2.6551776443436,0.571330629035022
"UBE2A",2.30444412941272,0.85807333726398,0.381024957134692,0.230175444987449,0
"SEPT6",0,0.644609432203417,0.434661228126588,1.26721938535231,0
"RPL39",7.09144831553677,15.0316938620284,25.5429960863971,18.5073379826278,45.1157360265486
"UPF3B",0.103941460169632,0.602866481290036,0,0.120862250774327,0
"RNF113A",0,0,0.0369352598764885,0.0598121897242658,0
"NDUFA1",0.704411343295909,3.48447160352568,1.72492793555355,1.97725585184987,6.42302522205984
"NKAP",0,0,0,0.119904076738609,0
"LAMP2",0,0.0799066690105956,0,0.663435650775509,0
"MCTS1",0.127733496832209,0.385059684251059,1.56739811912226,0.540186239552047,0
"C1GALT1C1",0,0,0,0,0
"THOC2",0.307151111169281,0.42165626581211,0.519318653926049,0.0299060948621329,0
"XIAP",0,0.208782409058189,0.381024957134692,0.183250870441635,0
"STAG2",0.537058522664138,1.32554791021332,0.0369352598764885,0.980392156862745,0
"SH2D1A",0,0,0,0.542960867644178,0
"SMARCA1",0,0,0,0,0
"SASH3",0,0,0,0,0
"ZDHHC9",0,0,0,0,0
"UTP14A",0,0,0,0,0
"AIFM1",0.188350985783642,0,0,0.0504591785245736,0
"RBMX2",0,0,1.86393289841566,0.0504591785245736,0
"RAP2C",0.304452739132074,0.0799066690105956,0.550071548874846,0,0
"MBNL3",0.0568336819132491,0,1.56739811912226,0,0
"PHF6",0,0,0.0369352598764885,0,0
"HPRT1",0.347415230683713,0,0.0369352598764885,0.926720152934692,0
"MOSPD1",2.72869526115073,0,0.931966449207828,0.407376843582721,0
"SMIM10",0,0.397045977924244,0,0.565077018231545,0.605546808768318
"FAM127A",0,0.585093939218224,0.684034051991707,0.379288326136773,0
"FAM127B",0.11077632045374,0,1.16644702909726,0.347664712921205,0
"MMGT1",0,1.11818060933792,0,0,0
"FHL1",0,2.20367882673447,0,3.24962661994916,0
"MAP7D3",0,0.199748242661694,0.465983224603914,1.17407799842773,0
"HTATSF1",0.120331151328456,0.169785052124011,0.0536362709918956,0.061050061050061,0
"RBMX",1.94989863111612,2.19525109522009,0.768956934190513,0.689921513765923,0.537432149191165
"ATP11C",0,0,0,0,0
"LDOC1",0,0.762871941726161,0,0,0
"FMR1",0,0.696524343525806,0,0,0
"IDS",1.24655121357108,1.50229959948106,0.465983224603914,0.1941370607649,0
"LINC00893",0,0,0,0,0
"TMEM185A",0,0,0,0.447836180312532,0
"HMGB3",0.091669111176298,0.24440914090187,0.92110855784289,0.287849586276449,0.537432149191165
"VMA21",0.112877009210764,0.172549904002022,0,0.661954618789151,0.79923273657289
"CETN2",0.0884016973125884,0.163396022940802,0.173454520224797,1.48705946520739,0
"HAUS7",0,0.912120001922506,0,0,0
"BGN",0,5.95226007035921,0,0,0
"FAM58A",0,0,0.0369352598764885,0.386989311625634,0
"SLC6A8",0.895264067156361,0,0,0,0
"BCAP31",0.2252466018485,0.404913002373256,0.686590809223155,2.98094449992781,0
"IDH3G",0.109284840006994,0,0.127506790744873,0.182844660827229,0.896458987001345
"SSR4",1.32836544119309,3.51162241008607,9.87489977902768,10.5156276996882,7.24107683445941
"ARHGAP4",0,0,0,1.78911445110182,1.15473087184863
"NAA10",2.32247884552138,1.19808097638947,0.844404059366279,1.03883323186452,0
"HCFC1",0,0,0,0,1.07486429838233
"IRAK1",0,0,0.627686151128347,0.0516315572077654,0
"MECP2",0.557405055541081,0.388706979223398,0.0369352598764885,0.19870628320039,0
"FLNA",0.156641604010025,3.913236356048,2.31780051714828,6.29969928471922,0
"EMD",0.0832889125799574,0.0745639870855174,0.0536362709918956,1.98120262509286,0
"RPL10",17.6193510126647,22.3672468359036,49.6817548542015,45.6735200469093,19.7762766415107
"TAZ",0,0,0,0,0
"CH17-340M24.3",0,0.855170994970967,0,0.43581563324519,0
"ATP6AP1",0,0.212806707667426,0.502918484480403,0.179018976011457,1.17827265229174
"GDI1",0.132668223307153,0.507003754138177,0.864229539365655,0.937768473569452,0
"FAM50A",0.473811496118098,0.315975333394112,0.107272541983791,0.390691024332627,0.781983109164842
"PLXNA3",0,0.146190281270101,0,0,0
"LAGE3",0.730898537874151,0.283752636906662,3.14876752031935,1.13299019081586,0.537432149191165
"UBL4A",0.346702343376287,0,0.0369352598764885,1.48526751933972,0
"FAM3A",0.478914400054176,0.0799066690105956,0.0536362709918956,0.0598121897242658,0
"G6PD",0.208124380714606,0.32916392363397,0,1.1449803941303,0
"IKBKG",0.159438775510204,0.194692086834846,0,0,0
"DKC1",0.221827861579414,0.832387755543041,0.110805779629465,0.166203698504151,0
"MPP1",8.26819753040787,0.501429072857644,3.04426067949207,3.58408678954553,2.53227601850881
"F8A1",0,0.949973398171973,0,0.18095413778867,0
"FUNDC2",1.46946748511276,0,3.4682662774144,0.441072052914873,0.823451910408432
"BRCC3",0,0,0.864229539365655,0,0
"VBP1",0.453027124243609,0.393220872163894,1.46615875965195,0.364712333912964,0
"CLIC2",4.64545011540181,1.26874528521138,0,0,0
"VAMP7",0.329878679728889,0.317884163010999,0,0.737582672996503,0
"FBXO25",0.275573192239859,0.647878198898607,0,0,0
"ERICH1",0,0.331859301915609,0,0.3882741215298,0
"CLN8",1.63642783580059,0.976467141880676,0.381024957134692,0,0
"CTD-2336O2.1",2.41242710447268,0.270665295295837,0,0.725883227045142,0
"ARHGEF10",0,0.872044457165069,0,0,0
"AGPAT5",0,0,0,0,0
"DEFA4",0.536250536250536,0.031296063894044,0,0.183250870441635,87.6365750992342
"DEFA1",0,0,0,0,24.5583107266938
"DEFA1B",0,0,0,0,34.042454211881
"DEFA3",4.02574544799347,0.614872159253889,0.744959872518493,0.333061042042377,2634.34823599054
"MSRA",0.155009920634921,0,0.0369352598764885,1.25171220613976,0.405959485243373
"MTMR9",0,0.425170068027211,1.15713955102985,0.183250870441635,0
"NEIL2",0,0.270665295295837,0,0,0
"FDFT1",2.8295286512086,0.115823855081193,0.537114620259963,0.333765471898832,0
"CTSB",4.77544960251214,1.61650367961168,1.12788941402907,0.886837142562112,0
"DLC1",0,1.62359636990842,0.433200485184544,0,0
"TUSC3",0,0,0,0,0
"ZDHHC2",0.530280462509378,0,0,0.061050061050061,0
"CNOT7",0.35850758910984,1.61873259942275,2.66196119718994,0.581746641204753,0
"VPS37A",0.29644388758045,0.282661541070722,0,0,0
"PCM1",3.80545149045554,0,0,0,0
"ASAH1",4.17468173800096,1.01735528907626,0,3.86423184128134,0
"INTS10",0.218837535014006,1.05458219173146,0,0.154894671623296,0
"LPL",0,1.91350306416161,0,0,0
"DOK2",0,0,0.107272541983791,2.4508967123989,0
"DMTN",8.48079024691732,1.47397489475394,3.22316258200665,2.29788425831039,1.37797739841471
"REEP4",1.87412556594419,0.250442346277143,1.10542096943263,0,0.405959485243373
"POLR3D",0,0,0,0,0
"PPP3CC",0.610789782680227,0.567181747567608,0,0.682860714516067,0
"SORBS3",0,0,0.173454520224797,0,0
"PDLIM2",0.245966155057064,2.76170639920064,0,0.29603315571344,0
"CCAR2",0,0.985901607019619,1.42752600363574,0.245317398772747,0
"BIN3",0.255623519396891,0.505152556071934,0,0,0
"R3HCC1",0.193533112875582,0.397790832021594,0,0.518664648136815,0
"LOXL2",0,0,0,0,0
"SLC25A37",149.711793642419,8.05661815791346,35.4107723349442,4.34982668740099,4.34339195868169
"ADAM28",0,0,0,0,0
"KCTD9",0,0.696524343525806,0,0,0
"PPP2R2A",1.2239362120319,0.385059684251059,0.173454520224797,0.183250870441635,0
"BNIP3L",24.6582526948304,2.11261029752705,4.01021666838395,3.24591145497243,2.48189065324329
"DPYSL2",0,0.407821410169443,0.465983224603914,0,0
"PTK2B",0,0,0,0,0
"CLU",0.218837535014006,0.902711993430806,2.49492592444992,13.4137066364563,0
"CCDC25",0.0568336819132491,0,0.426766814612496,0,0
"PNOC",0,0,0,0,0
"FZD3",0,0,0,0,0
"SARAF",1.12576186860039,1.64016885294088,3.00858865832014,2.57845992737094,0.796305144131231
"LEPROTL1",0.0877932293861498,0,0,0.19870628320039,0.79923273657289
"RP11-51J9.5",0,1.03415420960933,0,0.720885279043785,0
"DCTN6",0.276426360017691,0.470132245103868,0.864229539365655,0.108708301323914,0
"RBPMS",0,0,0,0,0
"GTF2E2",0,0,0,0.0788022064617809,0
"GSR",0.140829202343398,0.571360349297312,0.0369352598764885,0.415262549582749,0
"PPP2CB",0,0.292713376678021,0.864229539365655,0.183250870441635,0
"NRG1",0,0,0,0,0
"MAK16",0,0,0,0,0
"ZNF703",0,0,0,0,0
"PROSC",0,0.548455707191861,0,0,0
"RAB11FIP1",0,0,0,0.856898029134533,0
"EIF4EBP1",0.268125268125268,0.625138157203292,2.22975225953487,1.14607045133526,0.571330629035022
"ASH2L",0.52931091464926,0.413887823685481,0,0,0
"LSM1",1.56320215034138,1.23392893608108,2.56672952818679,0.963300303006059,0.514535631592488
"PLPP5",0.228937728937729,0.031296063894044,1.53256704980843,0.385356454720617,0
"WHSC1L1",0.144009216589862,0.726324150741623,0,1.40023422034986,0
"FGFR1",0,1.23309984794437,2.31427910205971,0,0
"TACC1",0.162337662337662,1.00717786312753,0.417960217011181,0.0803652733867065,0
"PLEKHA2",0,0,0,0,0
"TM2D2",0.214791456368755,0.497691883281669,0.0536362709918956,0.43581563324519,0
"GOLGA7",0.31795281584155,0,0,1.60724992370845,0
"GPAT4",0,0,0.770533539613302,0.0504591785245736,0
"ANK1",3.03216501716966,0.0799066690105956,1.04272803400066,0.201441728808507,0
"KAT6A",0.255832992222677,0.109957776213934,0.71706856600449,0,0
"AP3M2",0,0.338443835245541,0,0,0
"POLB",0,0,1.07089312486614,0,0
"VDAC3",0.381718385657626,0.169785052124011,1.11329592289262,2.50562066187104,0
"SMIM19",0,0.163396022940802,0.0369352598764885,0.221994268853167,0
"THAP1",0,0,0,0.102090735732339,0
"RNF170",0,0,0,0.856898029134533,0
"HOOK3",0,0.38999154914589,0,0,0
"FNTA",0,0,0.0369352598764885,0.415262549582749,0
"HGSNAT",0,0,0,0.110485029278533,0
"SPIDR",0,0,0.0369352598764885,0,0
"CEBPD",0,9.89897705888624,0,0,0
"PRKDC",0,1.22584339470408,0.426766814612496,0,0
"UBE2V2",0.771074651639656,0.146190281270101,0.684034051991707,0.986291258619234,1.74602437013081
"SNAI2",0,0,0,0,0
"PCMTD1",1.72030489924565,1.37096129127068,0.173454520224797,0.0788022064617809,0
"RB1CC1",3.3533811828365,0,0.173454520224797,0,0.964041260965969
"ATP6V1H",0,0.328630562748618,0.399529987749145,0.288600288600289,0
"TCEA1",2.72217385710319,1.41095528147436,3.1401045049144,1.25334754800565,0
"LYPLA1",0,0,0.090571530868384,0.68632995753704,0
"MRPL15",0.137574290116663,0,0.090571530868384,0.340231845808054,0
"TGS1",0,0,0,0,0
"LYN",0,0,0.51961949559581,0.412306258507364,0
"RPS20",5.71351179456932,6.25173702979684,11.7688861247941,11.1766934040152,10.3083435741102
"CHCHD7",0,0,1.33733955670744,0.613163948330613,0
"IMPAD1",0,0.0799066690105956,0.931966449207828,0.980392156862745,0
"UBXN2B",0,0,0,0,0
"SDCBP",1.70556432505396,0.141253840107978,0.723526069099643,0.866499248749213,0
"RAB2A",0.117326825605406,0.773034299821419,1.37679351083412,0.362206332613161,1.50200579576966
"ASPH",0,1.09548588420899,1.36631634785952,0,0
"GGH",0.16204303863106,0.031296063894044,0.827703048250872,0.327628419308702,0.77639751552795
"YTHDF3",0,0.315427562060373,0,0,0
"ARMC1",0,0,0,1.21398124589803,0
"MTFR1",0,0,0,1.23915737298637,0
"CRH",0,0,0,0,0
"RRS1",0,0.0799066690105956,0.0536362709918956,0.0629405840886204,0
"VCPIP1",0.11952572193536,0,0,0.183250870441635,0
"COPS5",0.769729106431305,0.336984364199766,2.76426602167126,0.849943576691609,0
"ARFGEF1",0,0,0,0,0
"SULF1",0,0,0,0,0
"TRAM1",0.800672975422299,2.42824223120437,1.7304111226606,1.29406215146442,0
"TERF1",0,0.551250542912967,0.423621113276286,0,0
"RPL7",7.31935867685428,12.3930853618453,23.3804956502676,19.6579105471827,11.2006120305654
"STAU2",0,0,0,0,0
"UBE2W",0.156641604010025,0,0.127506790744873,0.110485029278533,0
"TCEB1",1.98572440075344,2.33072295134523,0.647920399889429,4.05182822040575,0
"TMEM70",0,0.154470656096113,0.0369352598764885,0.230650533219223,0
"LY96",0,0.105860050979561,0,0.0516315572077654,0
"ZFHX4",0,0,0,0,0
"PEX2",0.14856192060851,0,0,0.0516315572077654,0
"TPD52",0,0,0,0.183250870441635,0
"ZBTB10",0,0,0,0,0
"PAG1",0,0,0,0,0
"FABP5",0.17964932451854,1.31081769967581,1.19968994001238,0.448883618839266,0.56538700740657
"IMPA1",0,0.109957776213934,0.0369352598764885,0.0299060948621329,0
"ZFAND1",0.207660145395174,0.393220872163894,0.0369352598764885,0.497429582363598,0
"LRRCC1",0,0,0,0,0
"C8orf59",0.312187812187812,0.184521763299451,0.614343546921312,1.94911058845565,0
"CA1",40.3661051785697,11.7817899191914,39.1058400925193,14.4667625434901,22.0955541059662
"CA3",0.0859342774645951,0,0,0,0
"CA2",6.86968501756973,0,7.77646543763666,4.12372625250943,1.31376836816538
"WWP1",0,0.290301042180741,0,0,0
"RMDN1",0,0.031296063894044,0,0.217835255711917,0
"CPNE3",0,1.2940380983469,0,1.04014889957617,0
"NBN",0,0,0.519318653926049,0,0
"DECR1",0.09478313618441,0.501429072857644,0.0369352598764885,1.4768682038066,0
"RP11-662G23.1",0,0,0,0,0
"C8orf88",0.182962529274005,0.550085263215798,0.699380814450504,0.0504591785245736,0
"TMEM55A",0,0.72782040741985,0.0369352598764885,0.658738229270475,0
"OTUD6B-AS1",0.442072290547953,1.34398927677471,1.10477031382984,0.336273554684941,0
"PDP1",0,0.24440914090187,0,0,0
"GEM",0,0,0,0,0
"KIAA1429",0.424160162877503,0,0,0,0
"NDUFAF6",0,0.115823855081193,0.864229539365655,0.0516315572077654,1.67354726569717
"TP53INP1",0.424135112848368,0.290301042180741,0,0,0
"PLEKHF2",0.257854340515631,0.177486345164145,0,0.537634408602151,0
"UQCRB",3.15379087936655,0.999974336044318,3.71106953293164,3.4398766512736,1.57270265965918
"PTDSS1",0,0,0,0.288600288600289,0
"SDC2",0,0,0,0,0
"CPQ",0.119206561129125,0.556274757008061,0.227090791216693,0,0
"MTDH",0.57014742064593,1.73537976293961,2.62372082160034,1.16858975073627,0.405959485243373
"RPL30",12.3942580929047,13.5934819987008,27.2498351210756,17.9480213154784,14.5007091562906
"STK3",0,1.8497757137362,0.680133306128001,0.0788022064617809,0
"OSR2",0.27304499781564,0.338443835245541,0,0,0
"COX6C",1.68343431079776,3.53278492480427,0.738491930757813,5.42016687332807,2.56347877696528
"POLR2K",0.502428319702178,0.611156634531756,0.181143061736768,2.16788784664623,0.571330629035022
"RNF19A",2.74894345972327,0.763363368622233,0,0.268817204301075,0
"PABPC1",7.10454201865949,4.15086892708759,12.5003438339365,6.01674884700288,1.46778961603637
"YWHAZ",0.760821639444828,0.579751771085905,1.86851830365977,1.97029220113557,0.86095566078347
"ZNF706",0.205553950826444,0.326516619990531,0.127506790744873,0.559672405709143,0
"UBR5",0.106040040719376,0.808245857499819,0.426766814612496,0,0
"KLF10",0,0.38648915037703,0,0.652954619653934,0
"AZIN1",0.149057953732411,0.109957776213934,1.53256704980843,0.0504591785245736,0
"ATP6V1C1",0.159438775510204,0.573263013070397,0.0369352598764885,0.349182477687782,0
"BAALC",0,0,0,0.193685841564982,0
"CTHRC1",0,0.259085750384969,0.346909040449594,0,0
"SLC25A32",0,0,0,0,0
"DCAF13",0.974069798484018,0,0.0536362709918956,0.0299060948621329,0
"OXR1",0.485248447204969,0,0,0.141415334436768,0
"ANGPT1",0,0.811107980450897,0.073870519752977,0,0
"EIF3E",0.659850088832254,0.875360432385177,1.01812403774789,1.33228154610342,0
"EMC2",0.33464100249444,1.24940795615508,0,0,0
"ENY2",1.02409982031963,1.6624849078055,5.15230245443785,1.23417897672718,0.79923273657289
"EBAG9",0,0,0.711787425552943,0.171535090328594,0
"TRPS1",0,0.315427562060373,0.426766814612496,0,0
"EIF3H",0.559166394559559,0.995520159283225,0.181143061736768,0.655377001696083,2.4935928573824
"UTP23",0.140829202343398,0.86129801127642,0,0.0299060948621329,0
"RAD21",1.53799169238598,0.597866391918485,0,0.3563834046891,0
"MED30",0.7128708120374,0,0.654617916915373,0.640161943938148,0.806646769379689
"EXT1",0,1.15230092900681,0,0,0
"ENPP2",0,0,0,0,0
"MRPL13",0.495382425086238,0.031296063894044,0.630397780999811,0.18089294219412,0
"HAS2",0,0,0,0,0
"DERL1",1.21157683288101,0,0.173454520224797,0.179018976011457,0
"C8orf76",0.198412698412698,0.134618491195951,0,0,0
"ATAD2",0,0.031296063894044,2.40942252305761,0,0
"RNF139",0.343648077638536,0.134618491195951,0,0.193685841564982,0
"TATDN1",0,1.18792499820064,2.22652762628831,0,0
"NDUFB9",2.54771744944047,2.61043036187133,1.99991184523199,4.06263237599622,2.78415215824432
"MTSS1",0,0.317884163010999,0.0536362709918956,1.21137060439254,0
"SQLE",0,0,0,0.0629405840886204,0
"NSMCE2",0.684217760269893,0,0.426766814612496,0.296650633054829,0
"TRIB1",0,0,0,0,0
"LINC00861",0,0,0,0,0
"MYC",0,1.36257504675151,1.4074317358335,0.103263114415531,0
"PVT1",0.465029761904762,0,0,0,0
"FAM49B",0,0.366394313560253,0.090571530868384,0.295776577297321,2.23079233780001
"ASAP1",0,0.0745639870855174,1.04650104650105,0.355745286374956,0
"EFR3A",0,0.328630562748618,0,0,0
"PHF20L1",0.227769679300292,2.11723026686607,0.0369352598764885,0.980392156862745,0
"SLA",0,0,0,0,0
"NDRG1",0.492505614686066,1.37178325987069,1.76817112508339,0,0
"ST3GAL1",0,0,0.480403085604391,0,0
"CHRAC1",0,0.031296063894044,0.14420780186028,0.407376843582721,0
"AGO2",0.245966155057064,0.796296146841314,0.536049248097454,0,0
"DENND3",0,0,0,0,0
"LY6K",0,0,0,0,0
"LY6E",1.50580875559176,10.6319447785112,1.05615425284289,4.62381758500877,0.563189907636855
"GLI4",0,0.976467141880676,0,0,0
"MINCR",0.11952572193536,0,0.423621113276286,0.29603315571344,0
"GSDMD",0.174431409409846,2.10086059741928,1.06783505395336,0.347664712921205,0
"NAPRT",0.0754739765728777,0.941770611509893,0.426766814612496,0.204181471464678,0
"EEF1D",4.48852202553222,7.85749437220353,22.8731330260913,4.5298471254724,4.41718252762568
"TSTA3",6.38454557028779,0.503650883001156,1.56108989921362,1.62592234657822,2.18808289728966
"PUF60",0.474645972655681,0.165914555089995,0.729708434027335,0.0504591785245736,0.77639751552795
"PLEC",1.65235031756485,1.33014783518465,0,0,0
"PARP10",0.711620680660928,2.59376126122179,0.173454520224797,0.0788022064617809,0
"GRINA",1.66497715680815,0.504826202387288,0.465983224603914,0.177512725385006,1.15633672525439
"EXOSC4",0.754046600025962,0,0.090571530868384,1.13456087780067,0
"GPAA1",0,0.36699567110805,0.71706856600449,0.149810171600742,1.50712458896602
"CYC1",0.654945197098278,1.90503657721051,2.39335492713792,1.05920059507159,0
"SHARPIN",1.79079261221663,0.756769394522958,1.58620332080032,0.346492334238014,0.563189907636855
"MAF1",1.99314451020196,1.15362572887069,2.69893914650082,3.00406802727601,1.88706379869246
"BOP1",0,0.115823855081193,0.931966449207828,0.165031319820959,0
"HSF1",1.35309025254762,0.0799066690105956,0.866400970369087,0.622743271550882,0
"DGAT1",0,0.134618491195951,0,0,0
"SLC52A2",0,0.163396022940802,0,0.111509239574635,0
"FBXL6",0,0,0,0,0
"SLC39A4",0,0,0.716897268621407,0.856512431868475,0
"VPS28",5.22152086889751,3.13759181529006,2.05470075295957,4.1773382455717,4.08124113256561
"CYHR1",0.223368765047122,0.902051445685135,0,0.0516315572077654,0
"PPP1R16A",0,0.505152556071934,0,0.0299060948621329,0
"MFSD3",0,0.270665295295837,0,0,0
"LRRC14",0,2.03232551444382,0,0,0
"RPL8",20.3659289625215,10.3153790322566,25.7107848581184,16.6533543533319,14.5374852548064
"ZNF7",0,1.14203919785774,0,0,0
"COMMD5",0,0,0.0369352598764885,0.0504591785245736,0
"C8orf33",0.132668223307153,0,0,0,0
"WASH1",0.335898328041802,0.647619354127745,0.362594727872657,0.362269846453092,1.21447656060238
"CBWD1",0.240662302656912,0,0.917865810357551,0.174449823663255,0
"DOCK8",0,0,0,0.262053076903416,0
"SMARCA2",0.358577165806081,0.46378241482992,0,0,0.591540964211772
"PUM3",0,0.647878198898607,0.465983224603914,0,0
"GLIS3",0,0,0,0,0
"CDC37L1",0.320588338609565,0,0,0.566963022896505,0
"AK3",0,1.09176165799918,0.0369352598764885,1.25805360650543,0
"JAK2",0.322112676174538,1.37351311980492,1.00413893517342,0.223591936427115,0
"PLGRKT",0,0.434061318236639,0.14420780186028,0.140391124140666,0
"KIAA2026",0,0.680351918525019,0.762049914269385,0.0299060948621329,0
"UHRF2",0.495512452286346,0,0,0.0299060948621329,0
"TMEM261",0,0.333257423083925,0.0369352598764885,0.0504591785245736,1.21447656060238
"NFIB",0,1.46921990905419,0.090571530868384,0.0516315572077654,0
"ZDHHC21",0,0,0,0,0
"PSIP1",0.115805076894571,0.031296063894044,1.14051838189769,0.103263114415531,0
"BNC2",0,0,0,0,0
"CNTLN",0.167830290010741,0,0,0,0
"RRAGA",0.308439204710387,1.74212963645182,0.0536362709918956,0.0909561559121939,0.781983109164842
"HAUS6",0,0.647878198898607,0,0,0
"PLIN2",0.820224430410692,0.797151677229019,0,0.0516315572077654,0
"RPS6",7.59643474788117,14.6911791221612,38.3361326811325,24.5006182098915,16.2442062734045
"MLLT3",0.194202843369665,0,1.17682017019189,0,0
"HACD4",0,0,0.0369352598764885,1.52582198322429,0.730727073438071
"KLHL9",0,0.146190281270101,0,0,0
"CDKN2A",0,0,0,0.856898029134533,0
"PLAA",0,0,0.362594727872657,0,0
"IFT74",0.091669111176298,0.0625921277880881,0,0,0
"TOPORS",2.23370912476624,0,0,0,0
"TOPORS-AS1",0,0.92008517217203,0,1.90778025380805,0.79923273657289
"NDUFB6",2.29041736217135,0.031296063894044,1.69463807150208,1.36922070152812,0.77639751552795
"APTX",0,0.031296063894044,0,0.0815376520698983,0
"DNAJA1",9.52093781833553,1.61144694377163,0.436465247625634,0.70576563596374,0
"SMU1",0.565461874985685,0.244349039209528,0,0.0299060948621329,0
"B4GALT1",0,0.732788627120507,0.173454520224797,0,0.79923273657289
"BAG1",4.03342965591113,1.27324237481931,0.0536362709918956,0.568420536726224,0
"CHMP5",1.56684079359322,0.534711873320384,0,0.726060903884768,0
"NFX1",0,0.282661541070722,0.513136288998358,0,0.537432149191165
"AQP3",0.0778428197783037,0.219915552427868,0,0,0
