"","receptor","tf"
"20491","MAPK10","NFATC1"
"20492","MAPK10","NFATC2"
"20495","MAPK10","NFATC3"
"20496","MAPK10","NFATC4"
"20497","MAPK10","NFIA"
"20498","MAPK10","NR4A1"
"20499","MAPK10","NRF1"
"20500","MAPK10","PITX2"
"20501","MAPK10","POU5F1"
"20503","MAPK10","RBPJ"
"20505","MAPK10","RELB"
"20506","MAPK10","RUNX1"
"20508","MAPK10","RUNX2"
"20509","MAPK10","RUNX3"
"20510","MAPK10","SKI"
"20511","MAPK10","SMAD3"
"20516","MAPK10","SMAD4"
"20519","MAPK10","SNAI1"
"20521","MAPK10","SOX2"
"20522","MAPK10","SP1"
"20530","MAPK10","SP3"
"20532","MAPK10","SPI1"
"20533","MAPK10","SREBF1"
"20535","MAPK10","STAT1"
"20537","MAPK10","STAT5A"
"20538","MAPK10","STAT5B"
"20539","MAPK10","TAL1"
"20540","MAPK10","TBP"
"20542","MAPK10","TCF3"
"20543","MAPK10","TERF1"
"20545","MAPK10","TFCP2"
"20547","MAPK10","TFDP1"
"20548","MAPK10","TP53"
"20561","MAPK10","TP73"
"20564","MAPK10","TSC22D1"
"20565","MAPK10","TWIST1"
"20566","MAPK10","YBX1"
"20567","MAPK10","YY1"
"20568","MAPK10","ZBTB16"
"20569","MAPK10","ZNF239"
"20570","MAPK10","ZNF322"
"20571","MAPK10","ZNF746"
"20572","MAPK11","ATF2"
"20578","MAPK11","ATF7"
"20579","MAPK11","CTCF"
"20580","MAPK11","E2F1"
"20584","MAPK11","E2F2"
"20585","MAPK11","E2F3"
"20586","MAPK11","E2F4"
"20587","MAPK11","E2F5"
"20588","MAPK11","ELF4"
"20589","MAPK11","ELK1"
"20590","MAPK11","ELK4"
"20591","MAPK11","ERF"
"20592","MAPK11","FOXM1"
"20593","MAPK11","FOXO3"
"20595","MAPK11","GFI1B"
"20596","MAPK11","HBP1"
"20597","MAPK11","HIF1A"
"20599","MAPK11","HNF4A"
"20600","MAPK11","HSF1"
"20603","MAPK11","JUN"
"20607","MAPK11","MAFA"
"20609","MAPK11","MEF2C"
"20610","MAPK11","MYBL2"
"20611","MAPK11","MYC"
"20612","MAPK11","MYOD1"
"20614","MAPK11","NCOA1"
"20615","MAPK11","NFATC4"
"20618","MAPK11","NKX2-5"
"20619","MAPK11","PAX2"
"20620","MAPK11","RBPJ"
"20621","MAPK11","RUNX1"
"20622","MAPK11","SMAD3"
"20623","MAPK11","SMAD4"
"20628","MAPK11","SOX6"
"20629","MAPK11","SP1"
"20632","MAPK11","SP3"
"20634","MAPK11","SPI1"
"20635","MAPK11","SREBF1"
"20637","MAPK11","SRF"
"20638","MAPK11","STAT1"
"20641","MAPK11","STAT4"
"20642","MAPK11","TBP"
"20643","MAPK11","TCF3"
"20644","MAPK11","TFDP1"
"20645","MAPK11","TP53"
"20653","MAPK11","TP73"
"20654","MAPK11","TWIST1"
"20655","MAPK11","YY1"
"20656","MAPK11","ZBTB16"
"20657","MAPK11","ZBTB21"
"20660","MAPK12","ATF2"
"20666","MAPK12","E2F1"
"20669","MAPK12","E2F2"
"20670","MAPK12","E2F3"
"20671","MAPK12","E2F4"
"20672","MAPK12","E2F5"
"20673","MAPK12","ELK1"
"20675","MAPK12","ERF"
"20676","MAPK12","ETS1"
"20677","MAPK12","FOS"
"20678","MAPK12","FOXM1"
"20680","MAPK12","FOXO3"
"20683","MAPK12","GFI1B"
"20684","MAPK12","HIF1A"
"20685","MAPK12","HSF1"
"20688","MAPK12","IKZF3"
"20690","MAPK12","JUN"
"20694","MAPK12","MAFA"
"20696","MAPK12","MEF2A"
"20698","MAPK12","MEF2C"
"20701","MAPK12","MEF2D"
"20702","MAPK12","MYBL2"
"20703","MAPK12","MYC"
"20705","MAPK12","MYOD1"
"20708","MAPK12","NFATC4"
"20711","MAPK12","NFX1"
"20712","MAPK12","PAX2"
"20713","MAPK12","PAX7"
"20714","MAPK12","RELB"
"20715","MAPK12","RUNX1"
"20717","MAPK12","SMAD3"
"20719","MAPK12","SMAD4"
"20723","MAPK12","SP1"
"20726","MAPK12","SP3"
"20727","MAPK12","SPI1"
"20728","MAPK12","SREBF1"
"20729","MAPK12","TBP"
"20730","MAPK12","TFDP1"
"20731","MAPK12","TP53"
"20739","MAPK12","TP73"
"20740","MAPK12","YY1"
"20741","MAPK12","ZBTB21"
"20743","MAPK14","AIRE"
"20747","MAPK14","ARNT"
"20751","MAPK14","ARNTL"
"20758","MAPK14","ASCL1"
"20761","MAPK14","ATF1"
"20768","MAPK14","ATF2"
"20785","MAPK14","ATF4"
"20786","MAPK14","ATF5"
"20787","MAPK14","ATF6"
"20788","MAPK14","ATOH1"
"20790","MAPK14","CDX2"
"20791","MAPK14","CEBPD"
"20794","MAPK14","CREB1"
"20815","MAPK14","CREB3"
"20818","MAPK14","CREM"
"20822","MAPK14","CRX"
"20823","MAPK14","CTCF"
"20825","MAPK14","CUX1"
"20829","MAPK14","CUX2"
"20832","MAPK14","DDIT3"
"20837","MAPK14","DLX5"
"20846","MAPK14","E2F1"
"20886","MAPK14","E2F2"
"20895","MAPK14","E2F3"
"20907","MAPK14","E2F4"
"20914","MAPK14","E2F5"
"20921","MAPK14","EGR1"
"20928","MAPK14","ELF1"
"20930","MAPK14","ELF4"
"20934","MAPK14","ELK1"
"20947","MAPK14","ELK3"
"20948","MAPK14","ELK4"
"20949","MAPK14","EPAS1"
"20950","MAPK14","ERF"
"20954","MAPK14","ETS1"
"20955","MAPK14","ETS2"
"20956","MAPK14","ETV1"
"20957","MAPK14","ETV6"
"20958","MAPK14","FOS"
"20964","MAPK14","FOSB"
"20967","MAPK14","FOXA2"
"20975","MAPK14","FOXC1"
"20976","MAPK14","FOXC2"
"20977","MAPK14","FOXG1"
"20985","MAPK14","FOXM1"
"20994","MAPK14","FOXO1"
"21009","MAPK14","FOXO3"
"21030","MAPK14","FOXO4"
"21038","MAPK14","FOXO6"
"21046","MAPK14","FOXP3"
"21049","MAPK14","GABPA"
"21051","MAPK14","GATA1"
"21060","MAPK14","GATA2"
"21069","MAPK14","GATA6"
"21070","MAPK14","GCM1"
"21071","MAPK14","GFI1B"
"21072","MAPK14","GLI1"
"21077","MAPK14","GLI2"
"21081","MAPK14","GLI3"
"21084","MAPK14","GLIS2"
"21087","MAPK14","GRHL3"
"21088","MAPK14","HAND1"
"21096","MAPK14","HBP1"
"21097","MAPK14","HES1"
"21098","MAPK14","HES5"
"21106","MAPK14","HES6"
"21109","MAPK14","HHEX"
"21112","MAPK14","HIF1A"
"21126","MAPK14","HIVEP1"
"21127","MAPK14","HMGA1"
"21135","MAPK14","HMGA2"
"21138","MAPK14","HNF1A"
"21139","MAPK14","HNF1B"
"21140","MAPK14","HNF4A"
"21141","MAPK14","HOMEZ"
"21142","MAPK14","HOXA11"
"21143","MAPK14","HOXB6"
"21146","MAPK14","HOXB7"
"21149","MAPK14","HOXB9"
"21150","MAPK14","HOXC4"
"21151","MAPK14","HSF1"
"21159","MAPK14","HSF4"
"21160","MAPK14","IKZF1"
"21167","MAPK14","IKZF3"
"21175","MAPK14","IRF2"
"21178","MAPK14","IRF3"
"21181","MAPK14","IRF5"
"21182","MAPK14","IRF7"
"21183","MAPK14","JDP2"
"21184","MAPK14","JUN"
"21214","MAPK14","JUNB"
"21215","MAPK14","JUND"
"21216","MAPK14","KLF1"
"21220","MAPK14","KLF12"
"21222","MAPK14","KLF13"
"21224","MAPK14","KMT2A"
"21225","MAPK14","LEF1"
"21235","MAPK14","MAFA"
"21238","MAPK14","MAX"
"21246","MAPK14","MAZ"
"21250","MAPK14","MECOM"
"21253","MAPK14","MECP2"
"21254","MAPK14","MEF2A"
"21260","MAPK14","MEF2B"
"21261","MAPK14","MEF2C"
"21276","MAPK14","MEF2D"
"21282","MAPK14","MITF"
"21291","MAPK14","MXD1"
"21299","MAPK14","MYB"
"21307","MAPK14","MYBL2"
"21321","MAPK14","MYC"
"21349","MAPK14","MYCN"
"21353","MAPK14","MYOD1"
"21380","MAPK14","MYOG"
"21381","MAPK14","MYT1"
"21389","MAPK14","MZF1"
"21390","MAPK14","NCOA1"
"21393","MAPK14","NCOA2"
"21394","MAPK14","NEUROD1"
"21396","MAPK14","NFAT5"
"21397","MAPK14","NFATC1"
"21401","MAPK14","NFATC2"
"21413","MAPK14","NFATC3"
"21420","MAPK14","NFATC4"
"21426","MAPK14","NFKB1"
"21436","MAPK14","NFKB2"
"21442","MAPK14","NKX2-1"
"21444","MAPK14","NKX2-5"
"21449","MAPK14","NKX3-1"
"21450","MAPK14","NR2F6"
"21451","MAPK14","NR4A1"
"21463","MAPK14","NR4A2"
"21464","MAPK14","NR5A1"
"21467","MAPK14","NRF1"
"21475","MAPK14","OSR1"
"21476","MAPK14","PA2G4"
"21477","MAPK14","PAX2"
"21479","MAPK14","PAX3"
"21484","MAPK14","PAX8"
"21486","MAPK14","PDX1"
"21489","MAPK14","PIN1"
"21492","MAPK14","PITX2"
"21500","MAPK14","POU2F1"
"21502","MAPK14","POU3F2"
"21503","MAPK14","POU5F1"
"21515","MAPK14","PRDM1"
"21517","MAPK14","PURB"
"21520","MAPK14","RBPJ"
"21528","MAPK14","RELA"
"21546","MAPK14","RUNX1"
"21553","MAPK14","RUNX2"
"21569","MAPK14","RUNX3"
"21570","MAPK14","SATB2"
"21572","MAPK14","SHOX"
"21575","MAPK14","SIX3"
"21578","MAPK14","SIX6"
"21581","MAPK14","SKI"
"21590","MAPK14","SMAD1"
"21598","MAPK14","SMAD3"
"21646","MAPK14","SMAD4"
"21668","MAPK14","SMAD5"
"21670","MAPK14","SMAD9"
"21671","MAPK14","SNAI1"
"21677","MAPK14","SNAPC4"
"21678","MAPK14","SOX2"
"21686","MAPK14","SOX6"
"21688","MAPK14","SOX9"
"21690","MAPK14","SP1"
"21728","MAPK14","SP3"
"21738","MAPK14","SPI1"
"21748","MAPK14","SPIB"
"21753","MAPK14","SREBF1"
"21760","MAPK14","SRF"
"21768","MAPK14","STAT1"
"21784","MAPK14","STAT4"
"21787","MAPK14","STAT5A"
"21790","MAPK14","STAT5B"
"21792","MAPK14","TAL1"
"21800","MAPK14","TBP"
"21808","MAPK14","TCF12"
"21810","MAPK14","TCF3"
"21818","MAPK14","TCF4"
"21823","MAPK14","TCF7L2"
"21826","MAPK14","TEAD1"
"21831","MAPK14","TEAD2"
"21836","MAPK14","TEAD3"
"21841","MAPK14","TEAD4"
"21846","MAPK14","TERF1"
"21859","MAPK14","TERF2"
"21861","MAPK14","TET1"
"21862","MAPK14","TFAP2A"
"21865","MAPK14","TFCP2"
"21871","MAPK14","TFDP1"
"21879","MAPK14","TP53"
"21952","MAPK14","TP63"
"21956","MAPK14","TP73"
"21967","MAPK14","TRERF1"
"21968","MAPK14","TSC22D1"
"21969","MAPK14","TWIST1"
"21981","MAPK14","USF1"
"21983","MAPK14","WIZ"
"21985","MAPK14","WT1"
"21986","MAPK14","XBP1"
"21987","MAPK14","YBX1"
"21996","MAPK14","YBX3"
"21997","MAPK14","YY1"
"22008","MAPK14","ZBED1"
"22009","MAPK14","ZBTB16"
"22013","MAPK14","ZBTB21"
"22015","MAPK14","ZBTB33"
"22016","MAPK14","ZC3H8"
"22019","MAPK14","ZEB2"
"22020","MAPK14","ZFPM1"
"22021","MAPK14","ZHX1"
"22024","MAPK14","ZNF148"
"22025","MAPK14","ZNF281"
"22026","MAPK14","ZNF322"
"22035","MAPK14","ZNF335"
"22036","MAPK3","ARNT"
"22037","MAPK3","ARNTL"
"22040","MAPK3","ASCL1"
"22041","MAPK3","ATF1"
"22048","MAPK3","ATF2"
"22055","MAPK3","CEBPA"
"22057","MAPK3","CEBPB"
"22059","MAPK3","CEBPD"
"22061","MAPK3","CIC"
"22062","MAPK3","CREB1"
"22085","MAPK3","CREB3"
"22086","MAPK3","CREM"
"22090","MAPK3","CRX"
"22091","MAPK3","CUX2"
"22092","MAPK3","DDIT3"
"22093","MAPK3","DEAF1"
"22094","MAPK3","DLX5"
"22103","MAPK3","E2F1"
"22117","MAPK3","E2F2"
"22121","MAPK3","E2F3"
"22127","MAPK3","E2F4"
"22130","MAPK3","E2F5"
"22133","MAPK3","E4F1"
"22134","MAPK3","EGR1"
"22137","MAPK3","ELF1"
"22140","MAPK3","ELF4"
"22141","MAPK3","ELK1"
"22146","MAPK3","ELK3"
"22147","MAPK3","ELK4"
"22148","MAPK3","EPAS1"
"22151","MAPK3","ERF"
"22153","MAPK3","ETS1"
"22154","MAPK3","ETS2"
"22155","MAPK3","ETV6"
"22156","MAPK3","FOS"
"22159","MAPK3","FOSB"
"22160","MAPK3","FOXA2"
"22169","MAPK3","FOXG1"
"22178","MAPK3","FOXM1"
"22182","MAPK3","FOXO1"
"22195","MAPK3","FOXO3"
"22213","MAPK3","FOXO4"
"22223","MAPK3","FOXO6"
"22232","MAPK3","FOXP3"
"22233","MAPK3","GABPA"
"22234","MAPK3","GATA1"
"22246","MAPK3","GATA2"
"22256","MAPK3","GATA4"
"22257","MAPK3","GATA6"
"22259","MAPK3","GCM1"
"22261","MAPK3","GLI1"
"22264","MAPK3","GRHL1"
"22265","MAPK3","GTF2I"
"22266","MAPK3","HAND1"
"22275","MAPK3","HES5"
"22284","MAPK3","HES6"
"22285","MAPK3","HHEX"
"22286","MAPK3","HIF1A"
"22295","MAPK3","HMGA1"
"22300","MAPK3","HMGA2"
"22301","MAPK3","HNF4A"
"22302","MAPK3","HOXB6"
"22304","MAPK3","HOXB7"
"22305","MAPK3","HOXB9"
"22306","MAPK3","HSF1"
"22308","MAPK3","HSF4"
"22309","MAPK3","IKZF1"
"22313","MAPK3","IKZF3"
"22316","MAPK3","IRF2"
"22317","MAPK3","IRF3"
"22321","MAPK3","IRF7"
"22322","MAPK3","IRX2"
"22323","MAPK3","JUN"
"22339","MAPK3","JUND"
"22341","MAPK3","KLF1"
"22342","MAPK3","LEF1"
"22346","MAPK3","LYL1"
"22347","MAPK3","MAFG"
"22348","MAPK3","MAX"
"22351","MAPK3","MAZ"
"22353","MAPK3","MECOM"
"22354","MAPK3","MEF2A"
"22355","MAPK3","MEF2C"
"22360","MAPK3","MEF2D"
"22361","MAPK3","MITF"
"22371","MAPK3","MXD1"
"22381","MAPK3","MYB"
"22386","MAPK3","MYBL2"
"22392","MAPK3","MYC"
"22407","MAPK3","MYCN"
"22408","MAPK3","MYOD1"
"22419","MAPK3","MYT1"
"22428","MAPK3","MZF1"
"22429","MAPK3","NCOA1"
"22430","MAPK3","NCOA2"
"22431","MAPK3","NEUROD1"
"22433","MAPK3","NEUROD2"
"22434","MAPK3","NFATC1"
"22437","MAPK3","NFATC2"
"22451","MAPK3","NFATC3"
"22456","MAPK3","NFATC4"
"22460","MAPK3","NFKB1"
"22462","MAPK3","NFKB2"
"22464","MAPK3","NKX2-5"
"22465","MAPK3","NR4A1"
"22475","MAPK3","NRF1"
"22484","MAPK3","OSR1"
"22485","MAPK3","PA2G4"
"22486","MAPK3","PAX3"
"22487","MAPK3","PIN1"
"22488","MAPK3","PITX2"
"22497","MAPK3","POU5F1"
"22509","MAPK3","PURB"
"22511","MAPK3","RARG"
"22512","MAPK3","RBPJ"
"22514","MAPK3","RELA"
"22524","MAPK3","REST"
"22525","MAPK3","RUNX1"
"22527","MAPK3","RUNX2"
"22538","MAPK3","SHOX"
"22539","MAPK3","SKI"
"22548","MAPK3","SMAD1"
"22553","MAPK3","SMAD3"
"22585","MAPK3","SMAD4"
"22593","MAPK3","SNAI1"
"22597","MAPK3","SOX2"
"22606","MAPK3","SP1"
"22633","MAPK3","SP3"
"22639","MAPK3","SPI1"
"22643","MAPK3","SPIB"
"22646","MAPK3","SREBF1"
"22649","MAPK3","SREBF2"
"22650","MAPK3","SRF"
"22653","MAPK3","STAT1"
"22665","MAPK3","STAT5A"
"22668","MAPK3","STAT5B"
"22669","MAPK3","TAL1"
"22679","MAPK3","TBP"
"22683","MAPK3","TCF3"
"22688","MAPK3","TCF4"
"22689","MAPK3","TCF7L2"
"22690","MAPK3","TEAD1"
"22691","MAPK3","TEAD2"
"22692","MAPK3","TEAD3"
"22693","MAPK3","TEAD4"
"22694","MAPK3","TERF1"
"22705","MAPK3","TFAP2A"
"22706","MAPK3","TFCP2"
"22713","MAPK3","TFDP1"
"22716","MAPK3","TFEB"
"22717","MAPK3","TGIF1"
"22718","MAPK3","TP53"
"22753","MAPK3","TP63"
"22755","MAPK3","TP73"
"22761","MAPK3","TSHZ3"
"22762","MAPK3","TWIST1"
"22773","MAPK3","XBP1"
"22774","MAPK3","YBX1"
"22784","MAPK3","YY1"
"22788","MAPK3","ZBTB16"
"22790","MAPK3","ZBTB33"
"22791","MAPK3","ZBTB49"
"22792","MAPK3","ZC3H8"
"22793","MAPK3","ZHX1"
"22794","MAPK3","ZNF322"
"22805","MAPK3","ZNF7"
"22806","MAPK7","CREB1"
"22807","MAPK7","E2F1"
"22809","MAPK7","ELF4"
"22810","MAPK7","ELK4"
"22811","MAPK7","ETS1"
"22812","MAPK7","FOS"
"22813","MAPK7","FOXO1"
"22814","MAPK7","FOXO3"
"22815","MAPK7","FOXP3"
"22816","MAPK7","JUN"
"22817","MAPK7","MEF2A"
"22818","MAPK7","MEF2C"
"22819","MAPK7","MEF2D"
"22821","MAPK7","MYC"
"22823","MAPK7","MYOD1"
"22824","MAPK7","NEUROG1"
"22825","MAPK7","NFATC4"
"22826","MAPK7","NR4A1"
"22827","MAPK7","RUNX2"
"22828","MAPK7","SMAD1"
"22829","MAPK7","SMAD3"
"22831","MAPK7","TBP"
"22832","MAPK7","TEAD1"
"22833","MAPK7","TEAD2"
"22834","MAPK7","TEAD3"
"22835","MAPK7","TEAD4"
"22836","MAPK7","TP53"
"22839","MAPK7","TP73"
"22840","MAPK7","ZBTB21"
"22841","MAPK8","AIRE"
"22844","MAPK8","ARNT"
"22845","MAPK8","ARNTL"
"22846","MAPK8","ASCL1"
"22848","MAPK8","ATF1"
"22850","MAPK8","ATF2"
"22860","MAPK8","ATF4"
"22862","MAPK8","ATF5"
"22863","MAPK8","ATF7"
"22864","MAPK8","ATOH1"
"22865","MAPK8","BPTF"
"22866","MAPK8","CEBPB"
"22868","MAPK8","CEBPD"
"22869","MAPK8","CEBPE"
"22870","MAPK8","CIC"
"22871","MAPK8","CREB1"
"22882","MAPK8","CREB3"
"22883","MAPK8","CREM"
"22884","MAPK8","CRX"
"22885","MAPK8","CTCF"
"22886","MAPK8","CUX1"
"22887","MAPK8","CUX2"
"22888","MAPK8","DDIT3"
"22890","MAPK8","DEAF1"
"22891","MAPK8","DLX5"
"22897","MAPK8","E2F1"
"22918","MAPK8","E2F2"
"22920","MAPK8","E2F3"
"22923","MAPK8","E2F5"
"22924","MAPK8","E4F1"
"22925","MAPK8","EGR1"
"22927","MAPK8","ELF1"
"22929","MAPK8","ELF2"
"22930","MAPK8","ELF4"
"22932","MAPK8","ELK1"
"22937","MAPK8","ELK3"
"22938","MAPK8","ELK4"
"22939","MAPK8","EPAS1"
"22940","MAPK8","ERF"
"22943","MAPK8","ETV1"
"22946","MAPK8","FOS"
"22947","MAPK8","FOSB"
"22948","MAPK8","FOXA2"
"22954","MAPK8","FOXG1"
"22960","MAPK8","FOXM1"
"22967","MAPK8","FOXO1"
"22978","MAPK8","FOXO3"
"22997","MAPK8","FOXO4"
"23004","MAPK8","FOXO6"
"23010","MAPK8","FOXP3"
"23011","MAPK8","GATA1"
"23020","MAPK8","GATA2"
"23026","MAPK8","GATA6"
"23027","MAPK8","GFI1B"
"23028","MAPK8","GLI1"
"23035","MAPK8","GLIS2"
"23036","MAPK8","HAND1"
"23042","MAPK8","HES5"
"23048","MAPK8","HES6"
"23049","MAPK8","HHEX"
"23050","MAPK8","HIC2"
"23051","MAPK8","HIF1A"
"23054","MAPK8","HMGA1"
"23060","MAPK8","HMGA2"
"23061","MAPK8","HOXA11"
"23064","MAPK8","HOXB6"
"23065","MAPK8","HOXB7"
"23066","MAPK8","HOXC4"
"23069","MAPK8","HSF1"
"23078","MAPK8","HSF2"
"23079","MAPK8","HSF4"
"23080","MAPK8","IKZF1"
"23086","MAPK8","IKZF3"
"23089","MAPK8","IRF2"
"23090","MAPK8","IRF3"
"23098","MAPK8","IRF5"
"23099","MAPK8","IRF7"
"23100","MAPK8","ISL2"
"23101","MAPK8","JDP2"
"23102","MAPK8","JUN"
"23116","MAPK8","JUNB"
"23117","MAPK8","JUND"
"23118","MAPK8","KLF1"
"23122","MAPK8","KLF13"
"23123","MAPK8","KLF16"
"23124","MAPK8","KMT2A"
"23125","MAPK8","LEF1"
"23129","MAPK8","MAFA"
"23132","MAPK8","MAFB"
"23133","MAPK8","MAX"
"23137","MAPK8","MAZ"
"23141","MAPK8","MECOM"
"23142","MAPK8","MEF2A"
"23145","MAPK8","MEF2C"
"23157","MAPK8","MEF2D"
"23163","MAPK8","MITF"
"23169","MAPK8","MXD1"
"23175","MAPK8","MYB"
"23177","MAPK8","MYBL2"
"23179","MAPK8","MYC"
"23189","MAPK8","MYCN"
"23190","MAPK8","MYOD1"
"23198","MAPK8","MYOG"
"23199","MAPK8","MYT1"
"23205","MAPK8","NCOA1"
"23206","MAPK8","NEUROD1"
"23208","MAPK8","NEUROD2"
"23209","MAPK8","NFATC1"
"23211","MAPK8","NFATC2"
"23220","MAPK8","NFATC3"
"23223","MAPK8","NFATC4"
"23228","MAPK8","NFE2"
"23229","MAPK8","NFIA"
"23230","MAPK8","NFIB"
"23231","MAPK8","NFIC"
"23233","MAPK8","NFIX"
"23234","MAPK8","NFKB1"
"23244","MAPK8","NFKB2"
"23248","MAPK8","NKX2-5"
"23250","MAPK8","NR1D1"
"23251","MAPK8","NR4A1"
"23259","MAPK8","NR4A2"
"23262","MAPK8","NRF1"
"23268","MAPK8","OSR1"
"23269","MAPK8","PA2G4"
"23270","MAPK8","PAX2"
"23272","MAPK8","PAX3"
"23273","MAPK8","PDX1"
"23276","MAPK8","PIN1"
"23279","MAPK8","PITX2"
"23285","MAPK8","POU2F1"
"23289","MAPK8","POU2F2"
"23290","MAPK8","POU3F1"
"23291","MAPK8","POU5F1"
"23301","MAPK8","PRDM2"
"23302","MAPK8","PURB"
"23303","MAPK8","RBPJ"
"23307","MAPK8","REL"
"23308","MAPK8","RELA"
"23320","MAPK8","REST"
"23321","MAPK8","RREB1"
"23322","MAPK8","RUNX1"
"23325","MAPK8","RUNX2"
"23334","MAPK8","RUNX3"
"23336","MAPK8","SHOX"
"23337","MAPK8","SKI"
"23343","MAPK8","SMAD1"
"23350","MAPK8","SMAD3"
"23373","MAPK8","SMAD4"
"23386","MAPK8","SNAI1"
"23391","MAPK8","SOX11"
"23392","MAPK8","SOX2"
"23398","MAPK8","SOX6"
"23399","MAPK8","SP1"
"23423","MAPK8","SP3"
"23427","MAPK8","SPI1"
"23430","MAPK8","SPIB"
"23433","MAPK8","SREBF1"
"23438","MAPK8","SRF"
"23444","MAPK8","STAT1"
"23454","MAPK8","STAT4"
"23455","MAPK8","STAT5A"
"23457","MAPK8","STAT5B"
"23459","MAPK8","TAL1"
"23465","MAPK8","TBP"
"23470","MAPK8","TCF3"
"23475","MAPK8","TCF4"
"23476","MAPK8","TCF7L2"
"23477","MAPK8","TEAD1"
"23480","MAPK8","TEAD2"
"23483","MAPK8","TEAD3"
"23486","MAPK8","TEAD4"
"23489","MAPK8","TERF1"
"23501","MAPK8","TERF2"
"23502","MAPK8","TFAP2A"
"23503","MAPK8","TFCP2"
"23507","MAPK8","TFDP1"
"23508","MAPK8","TFEB"
"23509","MAPK8","TP53"
"23562","MAPK8","TP63"
"23565","MAPK8","TP73"
"23576","MAPK8","TSC22D1"
"23577","MAPK8","TWIST1"
"23585","MAPK8","USF1"
"23588","MAPK8","YBX1"
"23595","MAPK8","YY1"
"23598","MAPK8","ZBTB16"
"23602","MAPK8","ZBTB21"
"23605","MAPK8","ZBTB33"
"23606","MAPK8","ZBTB49"
"23607","MAPK8","ZC3H8"
"23608","MAPK8","ZEB1"
"23609","MAPK8","ZHX1"
"23610","MAPK8","ZNF322"
"23617","MAPK8","ZNF516"
"23618","MAPK9","AIRE"
"23620","MAPK9","ATF1"
"23621","MAPK9","ATF2"
"23630","MAPK9","ATF7"
"23631","MAPK9","ATOH1"
"23632","MAPK9","CREB1"
"23637","MAPK9","DLX5"
"23640","MAPK9","E2F1"
"23658","MAPK9","E2F2"
"23662","MAPK9","E2F3"
"23669","MAPK9","E2F4"
"23671","MAPK9","E2F5"
"23673","MAPK9","ELK1"
"23677","MAPK9","ELK3"
"23678","MAPK9","ERF"
"23680","MAPK9","ETS2"
"23681","MAPK9","ETV1"
"23683","MAPK9","FOS"
"23684","MAPK9","FOSL2"
"23685","MAPK9","FOXA2"
"23688","MAPK9","FOXG1"
"23691","MAPK9","FOXM1"
"23695","MAPK9","FOXO1"
"23698","MAPK9","FOXO3"
"23707","MAPK9","FOXO4"
"23711","MAPK9","FOXO6"
"23714","MAPK9","FOXP3"
"23715","MAPK9","GATA1"
"23720","MAPK9","GATA2"
"23723","MAPK9","GFI1B"
"23724","MAPK9","GLI1"
"23726","MAPK9","HAND1"
"23729","MAPK9","HES5"
"23732","MAPK9","HIF1A"
"23735","MAPK9","HIF3A"
"23737","MAPK9","HMGA1"
"23741","MAPK9","HOXA11"
"23743","MAPK9","HOXC4"
"23745","MAPK9","HSF1"
"23751","MAPK9","IKZF1"
"23754","MAPK9","IKZF3"
"23757","MAPK9","IRF3"
"23760","MAPK9","IRF5"
"23761","MAPK9","JDP2"
"23762","MAPK9","JUN"
"23776","MAPK9","JUNB"
"23777","MAPK9","JUND"
"23778","MAPK9","KLF1"
"23780","MAPK9","MAFA"
"23782","MAPK9","MAZ"
"23784","MAPK9","MEF2C"
"23790","MAPK9","MEF2D"
"23792","MAPK9","MITF"
"23795","MAPK9","MXD1"
"23798","MAPK9","MYBL2"
"23803","MAPK9","MYC"
"23809","MAPK9","MYOD1"
"23816","MAPK9","MYT1"
"23819","MAPK9","NEUROD1"
"23821","MAPK9","NFATC2"
"23825","MAPK9","NFATC3"
"23826","MAPK9","NFATC4"
"23830","MAPK9","NFIC"
"23831","MAPK9","NFKB1"
"23832","MAPK9","NFKB2"
"23834","MAPK9","NR4A1"
"23837","MAPK9","NR4A2"
"23839","MAPK9","NRF1"
"23842","MAPK9","PDX1"
"23845","MAPK9","PIN1"
"23846","MAPK9","PITX2"
"23849","MAPK9","POU2F1"
"23851","MAPK9","POU5F1"
"23857","MAPK9","PURB"
"23858","MAPK9","RBPJ"
"23860","MAPK9","RELA"
"23861","MAPK9","RFX1"
"23862","MAPK9","RUNX1"
"23864","MAPK9","RUNX2"
"23868","MAPK9","SKI"
"23871","MAPK9","SMAD1"
"23873","MAPK9","SMAD3"
"23879","MAPK9","SMAD4"
"23883","MAPK9","SMAD5"
"23884","MAPK9","SMAD9"
"23885","MAPK9","SNAI1"
"23887","MAPK9","SOX2"
"23890","MAPK9","SP1"
"23905","MAPK9","SP3"
"23909","MAPK9","SPI1"
"23912","MAPK9","SREBF1"
"23914","MAPK9","SRF"
"23916","MAPK9","STAT1"
"23921","MAPK9","STAT5A"
"23922","MAPK9","STAT5B"
"23923","MAPK9","TAL1"
"23926","MAPK9","TBP"
"23930","MAPK9","TCF12"
"23931","MAPK9","TCF3"
"23934","MAPK9","TCF4"
"23935","MAPK9","TEAD1"
"23936","MAPK9","TEAD2"
"23937","MAPK9","TEAD3"
"23938","MAPK9","TEAD4"
"23939","MAPK9","TERF1"
"23944","MAPK9","TFAP4"
"23945","MAPK9","TFCP2"
"23947","MAPK9","TFDP1"
"23950","MAPK9","TP53"
"23971","MAPK9","TP63"
"23972","MAPK9","TP73"
"23977","MAPK9","TSC22D1"
"23978","MAPK9","TWIST1"
