"","ligands_human"
"6960","WNT7B"
"6961","WNT7B"
"6962","WNT7B"
"6963","WNT7B"
"6964","WNT7B"
"6965","WNT7B"
"6966","WNT7B"
"6967","WNT7B"
"6968","NRG3"
"6969","NRG3"
"6970","NRG3"
"6971","NRG3"
"6972","NRG3"
"6973","NRG3"
"6974","NRG3"
"6975","JAM2"
"6976","JAM2"
"6977","JAM2"
"6978","INHBE"
"6979","INHBE"
"6980","INHBE"
"6981","INHBE"
"6982","INHBE"
"6983","INHBE"
"6984","INHBE"
"6985","INHBE"
"6986","INHBE"
"6987","INHBE"
"6988","PROK1"
"6989","PROK1"
"6990","PROK1"
"6991","NXPH1"
"6992","NXPH1"
"6993","NXPH1"
"6994","FAM3B"
"6995","DEFB1"
"6996","IL2"
"6997","IL2"
"6998","IL2"
"6999","IL2"
"7000","IL2"
"7001","IL2"
"7002","IL2"
"7003","IL2"
"7004","IL2"
"7005","IL2"
"7006","IL2"
"7007","IL2"
"7008","IL2"
"7009","IL2"
"7010","IL2"
"7011","IL2"
"7012","IL2"
"7013","IL2"
"7014","IL2"
"7015","IL2"
"7016","IL2"
"7017","IL2"
"7018","IL2"
"7019","IL2"
"7020","IL2"
"7021","IL2"
"7022","IL2"
"7023","IL2"
"7024","IL2"
"7025","IL2"
"7026","IL2"
"7027","IL2"
"7028","IL2"
"7029","IL2"
"7030","IL2"
"7031","IL2"
"7032","IL2"
"7033","IL2"
"7034","IL2"
"7035","IL2"
"7036","IL2"
"7037","IL2"
"7038","IL2"
"7039","IL2"
"7040","IL2"
"7041","IL2"
"7042","IL2"
"7043","IL2"
"7044","IL2"
"7045","IL2"
"7046","IL2"
"7047","IL2"
"7048","IL2"
"7049","IL2"
"7050","IL2"
"7051","IL2"
"7052","IL2"
"7053","IL2"
"7054","IL2"
"7055","IL2"
"7056","IL2"
"7057","IL2"
"7058","IL2"
"7059","IL2"
"7060","IL2"
"7061","S100A10"
"7062","S100A10"
"7063","S100A10"
"7064","S100A10"
"7065","GMFB"
"7066","ACTR2"
"7067","ACTR2"
"7068","ACTR2"
"7069","ACTR2"
"7070","SST"
"7071","SST"
"7072","SST"
"7073","SST"
"7074","SST"
"7075","SST"
"7076","SST"
"7077","SST"
"7078","SST"
"7079","SST"
"7080","SST"
"7081","SST"
"7082","SST"
"7083","FGF12"
"7084","FGF12"
"7085","FGF12"
"7086","FGF12"
"7087","FGF12"
"7088","FGF12"
"7089","FGF12"
"7090","FGF12"
"7091","FGF12"
"7092","FGF12"
"7093","FGF12"
"7094","FGF12"
"7095","FGF12"
"7096","FGF12"
"7097","FGF12"
"7098","FGF12"
"7099","FGF12"
"7100","FGF12"
"7101","FGF12"
"7102","OSTN"
"7103","TGFB2"
"7104","TGFB2"
"7105","TGFB2"
"7106","TGFB2"
"7107","TGFB2"
"7108","TGFB2"
"7109","TGFB2"
"7110","TGFB2"
"7111","TGFB2"
"7112","TGFB2"
"7113","TGFB2"
"7114","TGFB2"
"7115","TGFB2"
"7116","TGFB2"
"7117","TGFB2"
"7118","TGFB2"
"7119","TGFB2"
"7120","TGFB2"
"7121","ARF6"
"7122","ARF6"
"7123","ARF6"
"7124","ARF6"
"7125","ARF6"
"7126","ARF6"
"7127","ARF6"
"7128","ARF6"
"7129","ARF6"
"7130","ARF6"
"7131","ARF6"
"7132","ARF6"
"7133","YBX1"
"7134","YBX1"
"7135","YBX1"
"7136","YBX1"
"7137","YBX1"
"7138","YBX1"
"7139","P69208"
"7140","GSTO1"
"7141","CX3CL1"
"7142","CX3CL1"
"7143","CX3CL1"
"7144","CX3CL1"
"7145","CX3CL1"
"7146","CX3CL1"
"7147","CX3CL1"
"7148","CX3CL1"
"7149","CX3CL1"
"7150","CX3CL1"
"7151","CX3CL1"
"7152","CX3CL1"
"7153","CX3CL1"
"7154","CX3CL1"
"7155","CX3CL1"
"7156","CX3CL1"
"7157","CX3CL1"
"7158","CX3CL1"
"7159","CX3CL1"
"7160","CX3CL1"
"7161","CX3CL1"
"7162","CX3CL1"
"7163","CX3CL1"
"7164","JAG1"
"7165","JAG1"
"7166","JAG1"
"7167","JAG1"
"7168","JAG1"
"7169","RELN"
"7170","RELN"
"7171","RELN"
"7172","RELN"
"7173","RELN"
"7174","RELN"
"7175","RELN"
"7176","RELN"
"7177","RELN"
"7178","RELN"
"7179","RELN"
"7180","RELN"
"7181","RELN"
"7182","RELN"
"7183","RELN"
"7184","RELN"
"7185","RELN"
"7186","RELN"
"7187","RELN"
"7188","RELN"
"7189","RELN"
"7190","RELN"
"7191","RELN"
"7192","RELN"
"7193","RELN"
"7194","RELN"
"7195","CCL20"
"7196","CCL20"
"7197","CCL20"
"7198","CCL20"
"7199","CCL20"
"7200","CCL20"
"7201","CCL20"
"7202","CCL20"
"7203","CCL20"
"7204","CCL20"
"7205","CCL20"
"7206","CCL20"
"7207","CCL20"
"7208","CCL20"
"7209","CCL20"
"7210","CCL20"
"7211","CCL20"
"7212","CCL20"
"7213","CCL20"
"7214","CCL20"
"7215","CCL20"
"7216","CCL20"
"7217","HLA-DRB3"
"7218","HLA-DRB3"
"7219","HLA-DRB3"
"7220","HLA-DRB3"
"7221","HLA-DRB3"
"7222","HLA-DRB3"
"7223","HLA-DRB3"
"7224","CCL8"
"7225","CCL8"
"7226","CCL8"
"7227","CCL8"
"7228","CCL8"
"7229","CCL8"
"7230","CCL8"
"7231","CCL8"
"7232","CCL8"
"7233","CCL8"
"7234","CCL8"
"7235","CCL8"
"7236","CCL8"
"7237","CCL8"
"7238","CCL8"
"7239","CCL8"
"7240","CCL8"
"7241","CCL8"
"7242","CCL8"
"7243","CCL8"
"7244","CCL8"
"7245","CCL7"
"7246","CCL7"
"7247","CCL7"
"7248","CCL7"
"7249","CCL7"
"7250","CCL7"
"7251","CCL7"
"7252","CCL7"
"7253","CCL7"
"7254","CCL7"
"7255","CCL7"
"7256","CCL7"
"7257","CCL7"
"7258","CCL7"
"7259","CCL7"
"7260","CCL7"
"7261","CCL7"
"7262","CCL7"
"7263","CCL7"
"7264","CCL7"
"7265","CCL7"
"7266","CXCL6"
"7267","CXCL6"
"7268","CXCL6"
"7269","CXCL6"
"7270","CXCL6"
"7271","CXCL6"
"7272","CXCL6"
"7273","CXCL6"
"7274","CXCL6"
"7275","CXCL6"
"7276","CXCL6"
"7277","CXCL6"
"7278","CXCL6"
"7279","CXCL6"
"7280","CXCL6"
"7281","CXCL6"
"7282","CXCL6"
"7283","CXCL6"
"7284","CXCL6"
"7285","CXCL6"
"7286","CXCL6"
"7287","CXCL6"
"7288","DLK1"
"7289","DLK1"
"7290","DLK1"
"7291","DLK1"
"7292","S100A12"
"7293","S100A12"
"7294","PRLH"
"7295","PRLH"
"7296","DEFB103A"
"7297","DEFB103A"
"7298","QRFP"
"7299","QRFP"
"7300","FBLN2"
"7301","EFNB1"
"7302","EFNB1"
"7303","EFNB1"
"7304","EFNB1"
"7305","EFNB1"
"7306","EFNB1"
"7307","EFNB1"
"7308","EFNB1"
"7309","EFNB1"
"7310","EFNB1"
"7311","EFNB1"
"7312","EFNB1"
"7313","EFNB1"
"7314","EFNB1"
"7315","EFNB1"
"7316","EFNB1"
"7317","EFNB1"
"7318","EFNB1"
"7319","EFNB1"
"7320","EFNB1"
"7321","EFNB1"
"7322","EFNB1"
"7323","EFNB1"
"7324","EFNB1"
"7325","EFNB1"
"7326","EFNB1"
"7327","EFNB1"
"7328","EFNB1"
"7329","EFNB1"
"7330","EFNB1"
"7331","EFNB1"
"7332","EFNB1"
"7333","EFNB1"
"7334","EFNB1"
"7335","NDP"
"7336","NDP"
"7337","NDP"
"7338","PSG9"
"7339","PSG9"
"7340","PSG9"
"7341","PSG9"
"7342","PSG4"
"7343","PSG6"
"7344","IL9R"
"7345","IL9R"
"7346","IL9R"
"7347","IL9R"
"7348","CNTN2"
"7349","CNTN2"
"7350","CNTN2"
"7351","CNTN2"
"7352","CNTN2"
"7353","CNTN2"
"7354","NRG1"
"7355","NRG1"
"7356","NRG1"
"7357","NRG1"
"7358","NRG1"
"7359","NRG1"
"7360","NRG1"
"7361","NRG1"
"7362","NRG1"
"7363","NRG1"
"7364","NRG1"
"7365","NRG1"
"7366","NRG1"
"7367","NRG1"
"7368","NRG1"
"7369","NRG1"
"7370","NRG1"
"7371","NRG1"
"7372","NRG1"
"7373","NRG1"
"7374","NRG1"
"7375","NRG1"
"7376","NRG1"
"7377","NRG1"
"7378","NRG1"
"7379","NRG1"
"7380","NRG1"
"7381","NRG1"
"7382","NRG1"
"7383","NRG1"
"7384","NRG1"
"7385","NRG1"
"7386","NRG1"
"7387","NRG1"
"7388","NRG1"
"7389","DSC2"
"7390","DSC2"
"7391","GUCA2A"
"7392","TEK"
"7393","TEK"
"7394","TEK"
"7395","TEK"
"7396","TEK"
"7397","TEK"
"7398","TEK"
"7399","TEK"
"7400","TEK"
"7401","TEK"
"7402","TEK"
"7403","TEK"
"7404","TEK"
"7405","TGFBR3"
"7406","TFF2"
"7407","TFF2"
"7408","TFF2"
"7409","TFF2"
"7410","TFF2"
"7411","PLAUR"
"7412","PLAUR"
"7413","PLAUR"
"7414","PLAUR"
"7415","PLAUR"
"7416","PLAUR"
"7417","COL10A1"
"7418","COL10A1"
"7419","COL10A1"
"7420","COL10A1"
"7421","COL10A1"
"7422","PTPN11"
"7423","PTPN11"
"7424","PTPN11"
"7425","PTPN11"
"7426","PTPN11"
"7427","PTPN11"
"7428","PTPN11"
"7429","PTPN11"
"7430","PTPN11"
"7431","PTPN11"
"7432","PTPN11"
"7433","PTPN11"
"7434","PTPN11"
"7435","PTPN11"
"7436","PTPN11"
"7437","PTPN11"
"7438","PTPN11"
"7439","PTPN11"
"7440","PTPN11"
"7441","PTPN11"
"7442","PTPN11"
"7443","PTPN11"
"7444","PTPN11"
"7445","PTPN11"
"7446","PTPN11"
"7447","PTPN11"
"7448","PTPN11"
"7449","PTPN11"
"7450","PTPN11"
"7451","PTPN11"
"7452","PTPN11"
"7453","PTPN11"
"7454","PTPN11"
"7455","PTPN11"
"7456","PTPN11"
"7457","PTPN11"
"7458","PTPN11"
"7459","PTPN11"
"7460","PTPN11"
"7461","PTPN11"
"7462","PTPN11"
"7463","PTPN11"
"7464","PTPN11"
"7465","PTPN11"
"7466","PTPN11"
"7467","PTPN11"
"7468","PTPN11"
"7469","PTPN11"
"7470","LTB"
"7471","LTB"
"7472","LTB"
"7473","COL16A1"
"7474","COL16A1"
"7475","COL16A1"
"7476","COL16A1"
"7477","COL16A1"
"7478","CXCL9"
"7479","CXCL9"
"7480","CXCL9"
"7481","CXCL9"
"7482","CXCL9"
"7483","CXCL9"
"7484","CXCL9"
"7485","CXCL9"
"7486","CXCL9"
"7487","CXCL9"
"7488","CXCL9"
"7489","CXCL9"
"7490","CXCL9"
"7491","CXCL9"
"7492","CXCL9"
"7493","CXCL9"
"7494","CXCL9"
"7495","CXCL9"
"7496","CXCL9"
"7497","CXCL9"
"7498","CXCL9"
"7499","CXCL9"
"7500","CXCL9"
"7501","CXCL9"
"7502","CXCL9"
"7503","CXCL9"
"7504","CXCL9"
"7505","TFF3"
"7506","TFF3"
"7507","TFF3"
"7508","TFF3"
"7509","DDR1"
"7510","DDR1"
"7511","DDR1"
"7512","DDR1"
"7513","DDR1"
"7514","DDR1"
"7515","DDR1"
"7516","DDR1"
"7517","DDR1"
"7518","DDR1"
"7519","DDR1"
"7520","DDR1"
"7521","DDR1"
"7522","DDR1"
"7523","LGALS3BP"
"7524","LGALS3BP"
"7525","LGALS3BP"
"7526","MFGE8"
"7527","MFGE8"
"7528","MFGE8"
"7529","MFGE8"
"7530","MFGE8"
"7531","MFGE8"
"7532","DSC1"
"7533","DSC1"
"7534","SPAG11B"
"7535","FGL1"
"7536","FGL1"
"7537","DBP"
"7538","DBP"
"7539","BST2"
"7540","BST2"
"7541","EFEMP1"
"7542","FSTL1"
"7543","FSTL1"
"7544","FSTL1"
"7545","CNTN1"
"7546","CNTN1"
"7547","CNTN1"
"7548","CNTN1"
"7549","CNTN1"
"7550","CNTN1"
"7551","CNTN1"
"7552","AIMP1"
"7553","IL24"
"7554","IL24"
"7555","IL24"
"7556","IL24"
"7557","IL24"
"7558","IL24"
"7559","IL24"
"7560","IL24"
"7561","PSG7"
"7562","PSG7"
"7563","PSG7"
"7564","PSG7"
"7565","RLF"
"7566","SEMA3B"
"7567","SEMA3B"
"7568","SEMA3B"
"7569","SEMA3B"
"7570","SEMA3B"
"7571","SEMA3B"
"7572","SEMA3B"
"7573","SEMA3B"
"7574","SEMA3B"
"7575","SEMA3B"
"7576","SEMA3B"
"7577","SEMA3B"
"7578","NOG"
"7579","NOG"
"7580","NOG"
"7581","NOG"
"7582","IL15RA"
"7583","IL15RA"
"7584","IL15RA"
"7585","IL15RA"
"7586","IL15RA"
"7587","IL15RA"
"7588","SEMA3F"
"7589","SEMA3F"
"7590","SEMA3F"
"7591","SEMA3F"
"7592","SEMA3F"
"7593","SEMA3F"
"7594","SEMA3F"
"7595","SEMA3F"
"7596","SLAMF1"
"7597","SLAMF1"
"7598","DMP1"
"7599","DMP1"
"7600","BTN1A1"
"7601","BTN1A1"
"7602","BTN1A1"
"7603","PNOC"
"7604","PNOC"
"7605","PNOC"
"7606","PNOC"
"7607","SEMA5A"
"7608","SEMA5A"
"7609","SEMA5A"
"7610","SEMA5A"
"7611","SEMA5A"
"7612","SEMA5A"
"7613","ALCAM"
"7614","ALCAM"
"7615","ALCAM"
"7616","LAMB3"
"7617","LAMB3"
"7618","LAMB3"
"7619","LAMB3"
"7620","LAMB3"
"7621","LAMB3"
"7622","LAMB3"
"7623","LAMB3"
"7624","LAMB3"
"7625","LAMB3"
"7626","LAMB3"
"7627","LAMB3"
"7628","LAMB3"
"7629","LAMB3"
"7630","LAMB3"
"7631","LAMB3"
"7632","LAMB3"
"7633","LAMB3"
"7634","LAMB3"
"7635","LAMB3"
"7636","LAMB3"
"7637","LAMB3"
"7638","LAMB3"
"7639","LAMB3"
"7640","LAMB3"
"7641","LAMB3"
"7642","LAMB3"
"7643","LAMB3"
"7644","LAMB3"
"7645","LAMB3"
"7646","LAMB3"
"7647","LAMB3"
"7648","LAMB3"
"7649","LAMB3"
"7650","LAMC2"
"7651","LAMC2"
"7652","LAMC2"
"7653","LAMC2"
"7654","LAMC2"
"7655","LAMC2"
"7656","LAMC2"
"7657","LAMC2"
"7658","LAMC2"
"7659","LAMC2"
"7660","LAMC2"
"7661","LAMC2"
"7662","LAMC2"
"7663","LAMC2"
"7664","LAMC2"
"7665","LAMC2"
"7666","LAMC2"
"7667","LAMC2"
"7668","LAMC2"
"7669","LAMC2"
"7670","LAMC2"
"7671","LAMC2"
"7672","LAMC2"
"7673","LAMC2"
"7674","LAMC2"
"7675","LAMC2"
"7676","LAMC2"
"7677","LAMC2"
"7678","LAMC2"
"7679","LAMC2"
"7680","LAMC2"
"7681","LAMC2"
"7682","LAMC2"
"7683","LAMC2"
"7684","IL16"
"7685","IL16"
"7686","IL16"
"7687","IL16"
"7688","IL16"
"7689","IL16"
"7690","IL16"
"7691","IL16"
"7692","CIRBP"
"7693","CIRBP"
"7694","IL18"
"7695","IL18"
"7696","IL18"
"7697","IL18"
"7698","IL18"
"7699","IL18"
"7700","IL18"
"7701","IL18"
"7702","IL18"
"7703","IL18"
"7704","IL18"
"7705","IL18"
"7706","IL18"
"7707","IL18"
"7708","IL18"
"7709","IL18"
"7710","IL18"
"7711","IL18"
"7712","IL18"
"7713","EBI3"
"7714","EBI3"
"7715","EBI3"
"7716","EBI3"
"7717","GAS6"
"7718","GAS6"
"7719","GAS6"
"7720","GAS6"
"7721","CSHL1"
"7722","CSHL1"
"7723","CSHL1"
"7724","SEMA3A"
"7725","SEMA3A"
"7726","SEMA3A"
"7727","SEMA3A"
"7728","SEMA3A"
"7729","SEMA3A"
"7730","SEMA3A"
"7731","SEMA3A"
"7732","SEMA3A"
"7733","SEMA3A"
"7734","SEMA3A"
"7735","DSC3"
"7736","DSC3"
"7737","IHH"
"7738","IHH"
"7739","IHH"
"7740","IHH"
"7741","IHH"
"7742","IHH"
"7743","IHH"
"7744","IHH"
"7745","IL11RA"
"7746","IL11RA"
"7747","IL11RA"
"7748","IL11RA"
"7749","IL11RA"
"7750","ICAM4"
"7751","ICAM4"
"7752","ICAM4"
"7753","ICAM4"
"7754","ICAM4"
"7755","ICAM4"
"7756","ICAM4"
"7757","ICAM4"
"7758","ICAM4"
"7759","ICAM4"
"7760","ICAM4"
"7761","ICAM4"
"7762","COL19A1"
"7763","COL19A1"
"7764","COL19A1"
"7765","COL19A1"
"7766","POSTN"
"7767","POSTN"
"7768","POSTN"
"7769","POSTN"
"7770","POSTN"
"7771","AGER"
"7772","AGER"
"7773","AGER"
"7774","AGER"
"7775","AGER"
"7776","AGER"
"7777","PSG5"
"7778","PSG5"
"7779","ANGPT1"
"7780","ANGPT1"
"7781","ANGPT1"
"7782","ANGPT1"
"7783","ANGPT1"
"7784","ANGPT1"
"7785","ANGPT1"
"7786","ANGPT1"
"7787","ANGPT1"
"7788","ANGPT1"
"7789","ANGPT1"
"7790","ANGPT1"
"7791","ANGPT1"
"7792","ANGPT1"
"7793","ANGPT1"
"7794","ANGPT1"
"7795","ANGPT1"
"7796","ANGPT1"
"7797","SHH"
"7798","SHH"
"7799","SHH"
"7800","SHH"
"7801","SHH"
"7802","SHH"
"7803","SHH"
"7804","SHH"
"7805","SHH"
"7806","SHH"
"7807","SHH"
"7808","SHH"
"7809","SHH"
"7810","SHH"
"7811","SHH"
"7812","SHH"
"7813","SHH"
"7814","SHH"
"7815","SHH"
"7816","NR0B2"
"7817","NR0B2"
"7818","NR0B2"
"7819","NR0B2"
"7820","NR0B2"
"7821","NR0B2"
"7822","NR0B2"
"7823","NR0B2"
"7824","NR0B2"
"7825","NR0B2"
"7826","NR0B2"
"7827","NR0B2"
"7828","NR0B2"
"7829","NR0B2"
"7830","NR0B2"
"7831","NR0B2"
"7832","NR0B2"
"7833","NR0B2"
"7834","NR0B2"
"7835","NR0B2"
"7836","NR0B2"
"7837","NR0B2"
"7838","NR0B2"
"7839","NR0B2"
"7840","NR0B2"
"7841","NR0B2"
"7842","NR0B2"
"7843","FCN2"
"7844","TPSAB1"
"7845","TPSAB1"
"7846","TPSAB1"
"7847","KISS1"
"7848","EFNB3"
"7849","EFNB3"
"7850","EFNB3"
"7851","EFNB3"
"7852","EFNB3"
"7853","EFNB3"
"7854","EFNB3"
"7855","EFNB3"
"7856","EFNB3"
"7857","EFNB3"
"7858","EFNB3"
"7859","EFNB3"
"7860","EFNB3"
"7861","EFNB3"
"7862","NPTX1"
"7863","NPTX1"
"7864","CLUL1"
"7865","ADIPOQ"
"7866","ADIPOQ"
"7867","ADIPOQ"
"7868","ADIPOQ"
"7869","ADIPOQ"
"7870","ADIPOQ"
"7871","ADIPOQ"
"7872","ADIPOQ"
"7873","ADIPOQ"
"7874","ADIPOQ"
"7875","ADIPOQ"
"7876","ADIPOQ"
"7877","ADIPOQ"
"7878","ADIPOQ"
"7879","ADIPOQ"
"7880","ADIPOQ"
"7881","ADIPOQ"
"7882","ADIPOQ"
"7883","ADIPOQ"
"7884","IGFBP7"
"7885","IGFBP7"
"7886","LAMA4"
"7887","LAMA4"
"7888","LAMA4"
"7889","LAMA4"
"7890","LAMA4"
"7891","LAMA4"
"7892","LAMA4"
"7893","LAMA4"
"7894","LAMA4"
"7895","LAMA4"
"7896","LAMA4"
"7897","LAMA4"
"7898","LAMA4"
"7899","LAMA4"
"7900","LAMA4"
"7901","LAMA4"
"7902","LAMA4"
"7903","LAMA4"
"7904","LAMA4"
"7905","LAMA4"
"7906","LAMA4"
"7907","LAMA4"
"7908","LAMA4"
"7909","LAMA4"
"7910","LAMA4"
"7911","LAMA4"
"7912","LAMA4"
"7913","LAMA4"
"7914","LAMA4"
"7915","LAMA4"
"7916","LAMA4"
"7917","LAMA4"
"7918","LAMA4"
"7919","LAMA4"
"7920","IL17A"
"7921","IL17A"
"7922","IL17A"
"7923","IL17A"
"7924","IL17A"
"7925","IL17A"
"7926","IL17A"
"7927","IL17A"
"7928","IL17A"
"7929","IL17A"
"7930","IL17A"
"7931","IL17A"
"7932","IL17A"
"7933","ECM1"
"7934","ECM1"
"7935","ECM1"
"7936","ECM1"
"7937","CTF1"
"7938","CTF1"
"7939","CTF1"
"7940","CTF1"
"7941","CTF1"
"7942","CTF1"
"7943","OCLN"
"7944","OCLN"
"7945","OCLN"
"7946","CCL14"
"7947","CCL14"
"7948","CCL14"
"7949","CCL14"
"7950","CCL14"
"7951","CCL14"
"7952","CCL14"
"7953","CCL14"
"7954","CCL14"
"7955","CCL14"
"7956","CCL14"
"7957","CCL14"
"7958","CCL14"
"7959","CCL14"
"7960","CCL14"
"7961","CCL14"
"7962","CCL14"
"7963","CCL14"
"7964","CCL14"
"7965","CCL14"
"7966","GUCA2B"
"7967","CCL15"
"7968","CCL15"
"7969","CCL15"
"7970","CCL15"
"7971","CCL15"
"7972","CCL15"
"7973","CCL15"
"7974","CCL15"
"7975","CCL15"
"7976","CCL15"
"7977","CCL15"
"7978","CCL15"
"7979","CCL15"
"7980","CCL15"
"7981","CCL15"
"7982","CCL15"
"7983","CCL15"
"7984","CCL15"
"7985","CCL15"
"7986","MIA"
"7987","MIA"
"7988","MIA"
"7989","MIA"
"7990","MIA"
"7991","LAMA3"
"7992","LAMA3"
"7993","LAMA3"
"7994","LAMA3"
"7995","LAMA3"
"7996","LAMA3"
"7997","LAMA3"
"7998","LAMA3"
"7999","LAMA3"
"8000","LAMA3"
"8001","LAMA3"
"8002","LAMA3"
"8003","LAMA3"
"8004","LAMA3"
"8005","LAMA3"
"8006","LAMA3"
"8007","LAMA3"
"8008","LAMA3"
"8009","LAMA3"
"8010","LAMA3"
"8011","LAMA3"
"8012","LAMA3"
"8013","LAMA3"
"8014","LAMA3"
"8015","LAMA3"
"8016","LAMA3"
"8017","LAMA3"
"8018","LAMA3"
"8019","LAMA3"
"8020","LAMA3"
"8021","LAMA3"
"8022","LAMA3"
"8023","LAMA3"
"8024","LAMA3"
"8025","LAMA3"
"8026","COL24A1"
"8027","COL24A1"
"8028","COL24A1"
"8029","COL24A1"
"8030","MSMP"
"8031","MICB"
"8032","MICB"
"8033","MICB"
"8034","MICA"
"8035","MICA"
"8036","MICA"
"8037","RSPO4"
"8038","RSPO4"
"8039","RSPO4"
"8040","RSPO4"
"8041","RSPO4"
"8042","RSPO4"
"8043","RSPO4"
"8044","RSPO4"
"8045","RSPO4"
"8046","RSPO4"
"8047","RSPO4"
"8048","RSPO1"
"8049","RSPO1"
"8050","RSPO1"
"8051","RSPO1"
"8052","RSPO1"
"8053","RSPO1"
"8054","RSPO1"
"8055","RSPO1"
"8056","RSPO1"
"8057","COL28A1"
"8058","COL28A1"
"8059","COL28A1"
"8060","COL28A1"
"8061","CEACAM16"
"8062","CEACAM16"
"8063","HLA-DRB5"
"8064","HLA-DRB5"
"8065","HLA-DRB5"
"8066","HLA-DRB5"
"8067","HLA-DRB5"
"8068","HLA-DRB5"
"8069","HLA-DRB5"
"8070","ERFE"
"8071","PDLIM3"
"8072","NMS"
"8073","NMS"
"8074","NMS"
"8075","NMS"
"8076","NMS"
"8077","TOR2A"
"8078","SIRPB2"
"8079","LY6G5C"
"8080","SFRP5"
"8081","SFRP5"
"8082","SFRP5"
"8083","SFRP5"
"8084","SFRP5"
"8085","SFRP5"
"8086","SFRP5"
"8087","SFRP5"
"8088","SFRP5"
"8089","SFRP5"
"8090","SFRP5"
"8091","SFRP5"
"8092","SFRP5"
"8093","SFRP5"
"8094","ARTN"
"8095","ARTN"
"8096","ARTN"
"8097","ARTN"
"8098","ARTN"
"8099","ARTN"
"8100","COL13A1"
"8101","COL13A1"
"8102","COL13A1"
"8103","COL13A1"
"8104","RAET1L"
"8105","RAET1L"
"8106","NCR3LG1"
"8107","NCR3LG1"
"8108","IL31"
"8109","IL31"
"8110","IL31"
"8111","IL31"
"8112","SFRP4"
"8113","SFRP4"
"8114","SFRP4"
"8115","SFRP4"
"8116","SFRP4"
"8117","SFRP4"
"8118","SFRP4"
"8119","SFRP4"
"8120","SFRP4"
"8121","SFRP4"
"8122","SFRP4"
"8123","SFRP4"
"8124","SFRP4"
"8125","SFRP4"
"8126","SFRP4"
"8127","RAET1G"
"8128","RAET1G"
"8129","LAIR2"
"8130","GDF6"
"8131","GDF6"
"8132","GDF6"
"8133","GDF6"
"8134","GDF6"
"8135","GDF6"
"8136","GDF6"
"8137","GDF6"
"8138","GDF6"
"8139","GDF6"
"8140","GDF6"
"8141","AGTRAP"
"8142","CLEC2A"
"8143","CLEC2A"
"8144","IGFL1"
"8145","EPGN"
"8146","EPGN"
"8147","GPR15L"
"8148","IGFL2"
"8149","ENHO"
"8150","VSTM1"
"8151","VSTM1"
"8152","ALKAL2"
"8153","ALKAL2"
"8154","C6orf15"
"8155","IGFL3"
"8156","CXCL17"
"8157","CXCL17"
"8158","CLEC4G"
"8159","PI16"
"8160","PI16"
"8161","NPNT"
"8162","NPNT"
"8163","NPNT"
"8164","ALKAL1"
"8165","ALKAL1"
"8166","RSPO2"
"8167","RSPO2"
"8168","RSPO2"
"8169","RSPO2"
"8170","RSPO2"
"8171","RSPO2"
"8172","RSPO2"
"8173","RSPO2"
"8174","DLK2"
"8175","IGSF10"
"8176","IGSF10"
"8177","IGSF10"
"8178","SOSTDC1"
"8179","SOSTDC1"
"8180","SOSTDC1"
"8181","SOSTDC1"
"8182","SOSTDC1"
"8183","SOSTDC1"
"8184","ZPBP2"
"8185","IL34"
"8186","IL34"
"8187","UTS2B"
"8188","UTS2B"
"8189","ASRGL1"
"8190","ADM2"
"8191","ADM2"
"8192","ADM2"
"8193","ADM2"
"8194","ADM2"
"8195","ADM2"
"8196","ADM2"
"8197","ADM2"
"8198","ADM2"
"8199","ADM2"
"8200","ADM2"
"8201","ADM2"
"8202","ADM2"
"8203","ADM2"
"8204","GDF7"
"8205","GDF7"
"8206","GDF7"
"8207","GDF7"
"8208","GDF7"
"8209","GDF7"
"8210","GDF7"
"8211","GDF7"
"8212","GDF7"
"8213","GDF7"
"8214","GDF7"
"8215","GDF7"
"8216","GDF7"
"8217","GDF7"
"8218","GDF7"
"8219","BMP8A"
"8220","BMP8A"
"8221","BMP8A"
"8222","BMP8A"
"8223","BMP8A"
"8224","BMP8A"
"8225","BMP8A"
"8226","BMP8A"
"8227","BMP8A"
"8228","BMP8A"
"8229","BMP8A"
"8230","BMP8A"
"8231","BMP8A"
"8232","BMP8A"
"8233","BMP8A"
"8234","BMP8A"
"8235","BMP8A"
"8236","BMP8A"
"8237","BMP8A"
"8238","TAC4"
"8239","TAC4"
"8240","TAC4"
"8241","IFNE"
"8242","IFNE"
"8243","IFNE"
"8244","IFNE"
"8245","IFNE"
"8246","ANGPTL5"
"8247","GPHB5"
"8248","IFNL1"
"8249","IFNL1"
"8250","IFNL1"
"8251","IFNL1"
"8252","MT-RNR2"
"8253","MT-RNR2"
"8254","MT-RNR2"
"8255","MT-RNR2"
"8256","MT-RNR2"
"8257","MT-RNR2"
"8258","SFTPA1"
"8259","SFTPA1"
"8260","SFTPA1"
"8261","SFTPA1"
"8262","SFTPA1"
"8263","CNTN4"
"8264","CNTN4"
"8265","CNTN4"
"8266","IZUMO1"
"8267","COL27A1"
"8268","COL27A1"
"8269","COL27A1"
"8270","COL27A1"
"8271","KMT2E"
"8272","KMT2E"
"8273","IFNL3"
"8274","IFNL3"
"8275","IFNL3"
"8276","IFNL3"
"8277","IFNL2"
"8278","IFNL2"
"8279","IFNL2"
"8280","CMTM8"
"8281","LGI2"
"8282","NLGN4X"
"8283","NLGN4X"
"8284","NLGN4X"
"8285","DEFB106B"
