receptor,tf
FER,SP1
FER,STAT1
FER,TAL1
FER,TBP
FER,TERF1
FER,TFEB
FER,TP53
FER,TWIST1
FER,YBX1
FER,ZBTB33
FER,ZNF322
FES,CREB1
FES,DLX5
FES,ELF1
FES,ELK1
FES,FOXA2
FES,FOXG1
FES,FOXO1
FES,FOXO3
FES,FOXO4
FES,FOXO6
FES,GATA1
FES,GATA2
FES,HAND1
FES,HES5
FES,HMGA1
FES,IKZF3
FES,IRF3
FES,JUN
FES,MITF
FES,MXD1
FES,MYC
FES,MYT1
FES,NFATC2
FES,NR4A1
FES,NRF1
FES,PITX2
FES,POU5F1
FES,RELA
FES,RUNX2
FES,SKI
FES,SMAD1
FES,SMAD3
FES,SOX2
FES,SP1
FES,STAT1
FES,TAL1
FES,TERF1
FES,TFCP2
FES,TP53
FES,TWIST1
FES,YBX1
FES,ZNF322
FGFR1,CEBPB
FGFR1,CREB1
FGFR1,ELF1
FGFR1,ELK1
FGFR1,FOXO3
FGFR1,IKZF3
FGFR1,IRF3
FGFR1,JUN
FGFR1,MYC
FGFR1,NFATC2
FGFR1,RBPJ
FGFR1,RELA
FGFR1,SMAD1
FGFR1,SMAD3
FGFR1,SP1
FGFR1,STAT1
FGFR1,STAT5A
FGFR1,STAT5B
FGFR1,TFCP2
FGFR1,TP53
FGFR2,ELK1
FGFR2,FOXO3
FGFR2,IKZF3
FGFR2,JUN
FGFR2,NFATC2
FGFR2,RBPJ
FGFR2,SMAD3
FGR,AIRE
FGR,ARNT
FGR,ARNTL
FGR,ASCL1
FGR,ATF1
FGR,ATF2
FGR,CEBPA
FGR,CEBPD
FGR,CREB1
FGR,CREB3
FGR,CREM
FGR,CUX2
FGR,DDIT3
FGR,DLX5
FGR,E2F1
FGR,EGR1
FGR,ELF1
FGR,ELF4
FGR,ELK1
FGR,ETV5
FGR,FOS
FGR,FOSB
FGR,FOXA2
FGR,FOXG1
FGR,FOXL2
FGR,FOXO1
FGR,FOXO3
FGR,FOXO4
FGR,FOXO6
FGR,GABPA
FGR,GATA1
FGR,GATA2
FGR,HAND1
FGR,HES1
FGR,HES5
FGR,HES6
FGR,HHEX
FGR,HIF1A
FGR,HMGA1
FGR,HMGA2
FGR,HOXB7
FGR,HSF1
FGR,HSF2
FGR,IKZF1
FGR,IKZF3
FGR,IRF2
FGR,IRF3
FGR,IRF5
FGR,IRF7
FGR,JUN
FGR,KLF1
FGR,KLF12
FGR,LEF1
FGR,MAX
FGR,MAZ
FGR,MECOM
FGR,MEF2A
FGR,MEF2C
FGR,MEF2D
FGR,MITF
FGR,MXD1
FGR,MYB
FGR,MYC
FGR,MYCN
FGR,MYOD1
FGR,MYT1
FGR,NFATC1
FGR,NFATC2
FGR,NFKB1
FGR,NKX2-5
FGR,NR4A1
FGR,NR5A1
FGR,NRF1
FGR,PAX3
FGR,PIN1
FGR,PITX2
FGR,PLAG1
FGR,POU5F1
FGR,PRDM1
FGR,RBPJ
FGR,RELA
FGR,RUNX1
FGR,RUNX2
FGR,SATB2
FGR,SHOX
FGR,SIX3
FGR,SIX6
FGR,SKI
FGR,SMAD1
FGR,SMAD3
FGR,SMAD4
FGR,SMAD5
FGR,SMAD9
FGR,SNAI1
FGR,SOX2
FGR,SOX4
FGR,SOX6
FGR,SOX9
FGR,SP1
FGR,SP3
FGR,SPI1
FGR,SPIB
FGR,SRF
FGR,STAT1
FGR,STAT5A
FGR,STAT5B
FGR,TAL1
FGR,TBP
FGR,TCF4
FGR,TCF7L2
FGR,TERF1
FGR,TET1
FGR,TFAP2A
FGR,TFAP2B
FGR,TFAP2C
FGR,TFCP2
FGR,TP53
FGR,TP73
FGR,TRPS1
FGR,TWIST1
FGR,WIZ
FGR,WT1
FGR,YBX1
FGR,YY1
FGR,ZC3H8
FGR,ZHX1
FGR,ZNF322
FLT3,CREB1
FLT3,CRX
FLT3,DLX5
FLT3,ELK1
FLT3,FIZ1
FLT3,FOXA2
FLT3,FOXG1
FLT3,FOXO1
FLT3,FOXO3
FLT3,FOXO4
FLT3,FOXO6
FLT3,GATA1
FLT3,GATA2
FLT3,HAND1
FLT3,HES5
FLT3,IKZF3
FLT3,JUN
FLT3,MITF
FLT3,MXD1
FLT3,MYT1
FLT3,NFATC2
FLT3,NR4A1
FLT3,NRF1
FLT3,NRL
FLT3,PITX2
FLT3,POU5F1
FLT3,RELA
FLT3,RUNX2
FLT3,SKI
FLT3,SMAD3
FLT3,SOX2
FLT3,SP1
FLT3,STAT1
FLT3,STAT5A
FLT3,STAT5B
FLT3,TAL1
FLT3,TERF1
FLT3,TP53
FLT3,TWIST1
FLT3,YBX1
FLT3,ZNF322
FNTB,FOXO3
FNTB,HMGA1
FNTB,JUN
FZD1,ARNTL
FZD1,FOXO1
FZD1,HIF1A
FZD1,HOXB6
FZD1,JUN
FZD1,LEF1
FZD1,MAX
FZD1,MYB
FZD1,MYC
FZD1,NFATC1
FZD1,NFATC3
FZD1,NFKB2
FZD1,PURB
FZD1,RBPJ
FZD1,SMAD3
FZD1,SNAI1
FZD1,TBR1
FZD1,TCF3
FZD1,TP53
FZD2,ARNTL
FZD2,FOXO1
FZD2,HIF1A
FZD2,HOXB6
FZD2,JUN
FZD2,LEF1
FZD2,MAX
FZD2,MYB
FZD2,MYC
FZD2,NFATC1
FZD2,NFATC3
FZD2,NFKB2
FZD2,PURB
FZD2,RBPJ
FZD2,SMAD3
FZD2,SNAI1
FZD2,TBR1
FZD2,TCF3
FZD2,TP53
FZD3,E4F1
FZD3,FOXO1
FZD3,HIF1A
FZD3,JUN
FZD3,MYC
FZD3,NEUROD2
FZD3,SMAD3
FZD3,SNAI1
FZD3,TP53
FZD3,ZBTB49
FZD4,ARNTL
FZD4,FOXO1
FZD4,HIF1A
FZD4,HOXB6
FZD4,JUN
FZD4,LEF1
FZD4,MAX
FZD4,MYB
FZD4,MYC
FZD4,NFATC1
FZD4,NFATC3
FZD4,NFKB2
FZD4,PURB
FZD4,RBPJ
FZD4,SMAD3
FZD4,SNAI1
FZD4,TBR1
FZD4,TCF3
FZD4,TP53
FZD5,ARNTL
FZD5,FOXO1
FZD5,HIF1A
FZD5,HOXB6
FZD5,JUN
FZD5,LEF1
FZD5,MAX
FZD5,MYB
FZD5,MYC
FZD5,NFATC1
FZD5,NFATC3
FZD5,NFKB2
FZD5,PURB
FZD5,RBPJ
FZD5,SMAD3
FZD5,SNAI1
FZD5,TBR1
FZD5,TCF3
FZD5,TP53
FZD6,HIF1A
FZD6,JUN
FZD6,MYC
FZD6,RBPJ
FZD6,SMAD3
FZD6,TP53
FZD7,HIF1A
FZD7,JUN
FZD7,MYC
FZD7,SMAD3
FZD7,TP53
GNAI1,CREB1
GNAI1,DLX5
GNAI1,FOXA2
GNAI1,FOXG1
GNAI1,FOXO1
GNAI1,FOXO3
GNAI1,FOXO4
GNAI1,FOXO6
GNAI1,GATA1
GNAI1,GATA2
GNAI1,GATAD2A
GNAI1,HAND1
GNAI1,HES5
GNAI1,JUN
GNAI1,MITF
GNAI1,MXD1
GNAI1,MYT1
GNAI1,MZF1
GNAI1,NEUROD1
GNAI1,NFATC2
GNAI1,NR4A1
GNAI1,NRF1
GNAI1,PITX2
GNAI1,POU5F1
GNAI1,RUNX1
GNAI1,RUNX2
GNAI1,SKI
GNAI1,SMAD3
GNAI1,SNAI2
GNAI1,SOX2
GNAI1,SP1
GNAI1,STAT1
GNAI1,TAL1
GNAI1,TCF3
GNAI1,TERF1
GNAI1,TP53
GNAI1,TWIST1
GNAI1,YBX1
GNAI1,ZNF322
GNAI2,CREB1
GNAI2,ELF1
GNAI2,FOXO3
GNAI2,HMGA1
GNAI2,IRF3
GNAI2,MYC
GNAI2,RELA
GNAI2,SMAD1
GNAI2,SMAD3
GNAI2,SP1
GNAI2,TFCP2
GNAI2,TP53
GNAQ,E4F1
GNAQ,FOXO1
GNAQ,FOXO3
GNAQ,HMGA1
GNAQ,JUN
GNAQ,NEUROD2
GNAQ,SNAI1
GNAQ,ZBTB49
GNAS,EPAS1
GNAS,FOXO1
GNAS,GLI1
GNAS,GLI2
GNAS,GLI3
GNAS,GLIS2
GNAS,HIF1A
GNAS,LEF1
GNAS,MEF2D
GNAS,MYC
GNAS,NFAT5
GNAS,NFATC3
GNAS,NR5A1
GNAS,OSR1
GNAS,PRDM1
GNAS,SATB2
GNAS,SKI
GNAS,SMAD3
GNAS,SMAD4
GNAS,SOX9
GNAS,SPIB
GNAS,SRF
GNAS,STAT1
GNAS,TP53
GNAS,ZNF322
GNRHR,TBR1
GP1BA_GP1BB_GP5_GP9,CREB1
GP1BA_GP1BB_GP5_GP9,DLX5
GP1BA_GP1BB_GP5_GP9,FOXA2
GP1BA_GP1BB_GP5_GP9,FOXG1
GP1BA_GP1BB_GP5_GP9,FOXO1
GP1BA_GP1BB_GP5_GP9,FOXO3
GP1BA_GP1BB_GP5_GP9,FOXO4
GP1BA_GP1BB_GP5_GP9,FOXO6
GP1BA_GP1BB_GP5_GP9,GATA1
GP1BA_GP1BB_GP5_GP9,GATA2
GP1BA_GP1BB_GP5_GP9,HAND1
GP1BA_GP1BB_GP5_GP9,HES5
GP1BA_GP1BB_GP5_GP9,MITF
GP1BA_GP1BB_GP5_GP9,MXD1
GP1BA_GP1BB_GP5_GP9,MYT1
GP1BA_GP1BB_GP5_GP9,NFATC2
GP1BA_GP1BB_GP5_GP9,NR4A1
GP1BA_GP1BB_GP5_GP9,NRF1
GP1BA_GP1BB_GP5_GP9,PITX2
GP1BA_GP1BB_GP5_GP9,POU5F1
GP1BA_GP1BB_GP5_GP9,RUNX2
GP1BA_GP1BB_GP5_GP9,SKI
GP1BA_GP1BB_GP5_GP9,SMAD3
GP1BA_GP1BB_GP5_GP9,SOX2
GP1BA_GP1BB_GP5_GP9,SP1
GP1BA_GP1BB_GP5_GP9,STAT1
GP1BA_GP1BB_GP5_GP9,TAL1
GP1BA_GP1BB_GP5_GP9,TERF1
GP1BA_GP1BB_GP5_GP9,TWIST1
GP1BA_GP1BB_GP5_GP9,YBX1
GP1BA_GP1BB_GP5_GP9,ZNF322
GRM1,TP53
GRM7,TP53
GSK3A,AIRE
GSK3A,ARNT
GSK3A,ASCL1
GSK3A,ATF1
GSK3A,ATF2
GSK3A,ATF4
GSK3A,ATF5
GSK3A,ATOH1
GSK3A,CEBPA
GSK3A,CEBPD
GSK3A,CREB1
GSK3A,CREB3
GSK3A,CREM
GSK3A,CUX1
GSK3A,CUX2
GSK3A,DDIT3
GSK3A,DLX5
GSK3A,E2F1
GSK3A,E2F2
GSK3A,E2F3
GSK3A,E2F4
GSK3A,E2F5
GSK3A,EGR1
GSK3A,ELF1
GSK3A,ELK1
GSK3A,EPAS1
GSK3A,ETV1
GSK3A,FOS
GSK3A,FOSB
GSK3A,FOXA2
GSK3A,FOXG1
GSK3A,FOXO1
GSK3A,FOXO3
GSK3A,FOXO4
GSK3A,FOXO6
GSK3A,GATA1
GSK3A,GATA2
GSK3A,GATA6
GSK3A,GCM1
GSK3A,GLI1
GSK3A,GLI2
GSK3A,GLI3
GSK3A,GLIS2
GSK3A,HAND1
GSK3A,HES5
GSK3A,HES6
GSK3A,HHEX
GSK3A,HIC2
GSK3A,HIF1A
GSK3A,HMGA1
GSK3A,HMGA2
GSK3A,HNF4A
GSK3A,HOXA11
GSK3A,HOXB7
GSK3A,HOXC4
GSK3A,HSF1
GSK3A,IKZF1
GSK3A,IRF2
GSK3A,IRF3
GSK3A,JUN
GSK3A,KLF1
GSK3A,LEF1
GSK3A,MAF
GSK3A,MAFA
GSK3A,MAFB
GSK3A,MAX
GSK3A,MAZ
GSK3A,MECOM
GSK3A,MEF2A
GSK3A,MEF2C
GSK3A,MEF2D
GSK3A,MITF
GSK3A,MLXIPL
GSK3A,MXD1
GSK3A,MYB
GSK3A,MYBL2
GSK3A,MYC
GSK3A,MYCN
GSK3A,MYOD1
GSK3A,MYT1
GSK3A,NFAT5
GSK3A,NFATC1
GSK3A,NFATC2
GSK3A,NFATC3
GSK3A,NFATC4
GSK3A,NFKB1
GSK3A,NFKB2
GSK3A,NKX2-5
GSK3A,NR4A1
GSK3A,NR4A2
GSK3A,NR5A1
GSK3A,NRF1
GSK3A,OSR1
GSK3A,PAX3
GSK3A,PDX1
GSK3A,PIN1
GSK3A,PITX2
GSK3A,POU2F1
GSK3A,POU5F1
GSK3A,PRDM1
GSK3A,RBPJ
GSK3A,RELA
GSK3A,RUNX2
GSK3A,SATB2
GSK3A,SHOX
GSK3A,SKI
GSK3A,SMAD1
GSK3A,SMAD3
GSK3A,SMAD4
GSK3A,SNAI1
GSK3A,SOX2
GSK3A,SOX9
GSK3A,SP1
GSK3A,SP3
GSK3A,SPI1
GSK3A,SPIB
GSK3A,SREBF1
GSK3A,SRF
GSK3A,STAT1
GSK3A,STAT2
GSK3A,STAT4
GSK3A,TAL1
GSK3A,TBP
GSK3A,TCF4
GSK3A,TCF7L2
GSK3A,TEAD1
GSK3A,TEAD2
GSK3A,TEAD3
GSK3A,TEAD4
GSK3A,TERF1
GSK3A,TFAP2A
GSK3A,TFCP2
GSK3A,TFDP1
GSK3A,TFEB
GSK3A,TP53
GSK3A,TP63
GSK3A,TP73
GSK3A,TWIST1
GSK3A,USF1
GSK3A,YBX1
GSK3A,YY1
GSK3A,ZBTB16
GSK3A,ZC3H8
GSK3A,ZHX1
GSK3A,ZNF322
GSK3A,ZNF692
GSK3B,AIRE
GSK3B,ARNT
GSK3B,ARNTL
GSK3B,ASCL1
GSK3B,ATF1
GSK3B,ATF2
GSK3B,ATF4
GSK3B,ATF5
GSK3B,ATOH1
GSK3B,BNC1
GSK3B,BPTF
GSK3B,CDX2
GSK3B,CEBPA
GSK3B,CEBPB
GSK3B,CEBPD
GSK3B,CEBPE
GSK3B,CIC
GSK3B,CLOCK
GSK3B,CREB1
GSK3B,CREB3
GSK3B,CREM
GSK3B,CRX
GSK3B,CTCF
GSK3B,CUX1
GSK3B,CUX2
GSK3B,DDIT3
GSK3B,DEAF1
GSK3B,DLX5
GSK3B,E2F1
GSK3B,E2F2
GSK3B,E2F3
GSK3B,E2F4
GSK3B,E2F5
GSK3B,EGR1
GSK3B,ELF1
GSK3B,ELF4
GSK3B,ELK1
GSK3B,ELK3
GSK3B,EPAS1
GSK3B,ERF
GSK3B,ERG
GSK3B,ETS1
GSK3B,ETV1
GSK3B,FOS
GSK3B,FOSB
GSK3B,FOSL1
GSK3B,FOSL2
GSK3B,FOXA2
GSK3B,FOXG1
GSK3B,FOXL2
GSK3B,FOXM1
GSK3B,FOXO1
GSK3B,FOXO3
GSK3B,FOXO4
GSK3B,FOXO6
GSK3B,FOXP3
GSK3B,GABPA
GSK3B,GATA1
GSK3B,GATA2
GSK3B,GATA6
GSK3B,GCM1
GSK3B,GFI1
GSK3B,GLI1
GSK3B,GLI2
GSK3B,GLI3
GSK3B,GLIS2
GSK3B,GLIS3
GSK3B,HAND1
GSK3B,HES5
GSK3B,HES6
GSK3B,HHEX
GSK3B,HIC2
GSK3B,HIF1A
GSK3B,HIF3A
GSK3B,HMGA1
GSK3B,HMGA2
GSK3B,HNF4A
GSK3B,HOMEZ
GSK3B,HOXA11
GSK3B,HOXB6
GSK3B,HOXB7
GSK3B,HOXC4
GSK3B,HSF1
GSK3B,HSF2
GSK3B,IKZF1
GSK3B,IKZF3
GSK3B,IRF2
GSK3B,IRF3
GSK3B,IRF5
GSK3B,IRF7
GSK3B,ISL2
GSK3B,JUN
GSK3B,JUNB
GSK3B,JUND
GSK3B,KLF1
GSK3B,KLF13
GSK3B,KLF5
GSK3B,KMT2A
GSK3B,LEF1
GSK3B,MAF
GSK3B,MAFA
GSK3B,MAFB
GSK3B,MAX
GSK3B,MAZ
GSK3B,MECOM
GSK3B,MEF2A
GSK3B,MEF2C
GSK3B,MEF2D
GSK3B,MITF
GSK3B,MLXIPL
GSK3B,MNX1
GSK3B,MXD1
GSK3B,MYB
GSK3B,MYBL2
GSK3B,MYC
GSK3B,MYCL
GSK3B,MYCN
GSK3B,MYOD1
GSK3B,MYOG
GSK3B,MYT1
GSK3B,NCOA1
GSK3B,NEUROD1
GSK3B,NEUROD2
GSK3B,NFAT5
GSK3B,NFATC1
GSK3B,NFATC2
GSK3B,NFATC3
GSK3B,NFATC4
GSK3B,NFE2L1
GSK3B,NFIA
GSK3B,NFIC
GSK3B,NFKB1
GSK3B,NFKB2
GSK3B,NKX2-1
GSK3B,NKX2-5
GSK3B,NR1D1
GSK3B,NR4A1
GSK3B,NR4A2
GSK3B,NR5A1
GSK3B,NRF1
GSK3B,OSR1
GSK3B,PA2G4
GSK3B,PAX2
GSK3B,PAX3
GSK3B,PAX8
GSK3B,PDX1
GSK3B,PIN1
GSK3B,PITX2
GSK3B,POU2F1
GSK3B,POU5F1
GSK3B,PRDM1
GSK3B,PURB
GSK3B,RBPJ
GSK3B,RELA
GSK3B,REST
GSK3B,RFX1
GSK3B,RREB1
GSK3B,RUNX1
GSK3B,RUNX2
GSK3B,RUNX3
GSK3B,SATB2
GSK3B,SHOX
GSK3B,SIX3
GSK3B,SIX6
GSK3B,SKI
GSK3B,SMAD1
GSK3B,SMAD3
GSK3B,SMAD4
GSK3B,SMAD5
GSK3B,SMAD9
GSK3B,SNAI1
GSK3B,SNAI2
GSK3B,SNAPC4
GSK3B,SOX11
GSK3B,SOX2
GSK3B,SOX6
GSK3B,SOX9
GSK3B,SP1
GSK3B,SP3
GSK3B,SPI1
GSK3B,SPIB
GSK3B,SREBF1
GSK3B,SRF
GSK3B,STAT1
GSK3B,STAT4
GSK3B,STAT5A
GSK3B,STAT5B
GSK3B,TAL1
GSK3B,TBP
GSK3B,TCF12
GSK3B,TCF3
GSK3B,TCF4
GSK3B,TCF7L2
GSK3B,TEAD1
GSK3B,TEAD2
GSK3B,TEAD3
GSK3B,TEAD4
GSK3B,TERF1
GSK3B,TERF2
GSK3B,TET1
GSK3B,TFAP2A
GSK3B,TFCP2
GSK3B,TFDP1
GSK3B,TFEB
GSK3B,TP53
GSK3B,TP63
GSK3B,TP73
GSK3B,TRERF1
GSK3B,TSC22D1
GSK3B,TSHZ3
GSK3B,TWIST1
GSK3B,USF1
GSK3B,USF2
GSK3B,WT1
GSK3B,XBP1
GSK3B,YBX1
GSK3B,YBX3
GSK3B,YY1
GSK3B,ZBTB14
GSK3B,ZBTB16
GSK3B,ZBTB21
GSK3B,ZBTB33
GSK3B,ZBTB49
GSK3B,ZC3H8
GSK3B,ZFPM1
GSK3B,ZHX1
GSK3B,ZNF217
GSK3B,ZNF281
GSK3B,ZNF322
GSK3B,ZNF335
GSK3B,ZNF692
GSK3B,ZNF746
GZMB,CREB1
GZMB,DLX5
GZMB,FOXA2
GZMB,FOXG1
GZMB,FOXO1
GZMB,FOXO3
GZMB,FOXO4
GZMB,FOXO6
GZMB,GATA1
GZMB,GATA2
GZMB,HAND1
GZMB,HES5
GZMB,MITF
GZMB,MXD1
GZMB,MYT1
GZMB,NFATC2
GZMB,NR4A1
GZMB,NRF1
GZMB,PITX2
GZMB,POU5F1
GZMB,RUNX2
GZMB,SKI
GZMB,SMAD3
GZMB,SOX2
GZMB,SP1
GZMB,STAT1
GZMB,TAL1
GZMB,TERF1
GZMB,TP53
GZMB,TWIST1
GZMB,YBX1
GZMB,ZNF322
HCK,AIRE
HCK,CEBPB
HCK,CREB1
HCK,DLX5
HCK,ELF1
HCK,ELK1
HCK,FOXA2
HCK,FOXG1
HCK,FOXO1
HCK,FOXO3
HCK,FOXO4
HCK,FOXO6
HCK,GATA1
HCK,GATA2
HCK,HAND1
HCK,HES5
HCK,IKZF3
HCK,IRF3
HCK,JUN
HCK,MITF
HCK,MXD1
HCK,MYC
HCK,MYOD1
HCK,MYT1
HCK,NFATC2
HCK,NFKB1
HCK,NKX2-1
HCK,NR4A1
HCK,NRF1
HCK,PAX3
HCK,PAX8
HCK,PITX2
HCK,POU5F1
HCK,RBPJ
HCK,RELA
HCK,RUNX2
HCK,SKI
HCK,SMAD1
HCK,SMAD3
HCK,SMAD4
HCK,SOX2
HCK,SP1
HCK,STAT1
HCK,STAT5A
HCK,STAT5B
HCK,TAL1
HCK,TEAD1
HCK,TEAD2
HCK,TEAD3
HCK,TEAD4
HCK,TERF1
HCK,TFCP2
HCK,TP53
HCK,TP73
HCK,TWIST1
HCK,XBP1
HCK,YBX1
HCK,ZNF24
HCK,ZNF322
HDAC3,ATF1
HDAC3,ATF2
HDAC3,E2F1
HDAC3,E2F2
HDAC3,E2F3
HDAC3,E2F4
HDAC3,E2F5
HDAC3,ERF
HDAC3,FOXM1
HDAC3,HIF1A
HDAC3,JUN
HDAC3,MAFK
HDAC3,MEF2C
HDAC3,MYBL2
HDAC3,MYC
HDAC3,MYOD1
HDAC3,NFATC4
HDAC3,NFKB1
HDAC3,POU5F1
HDAC3,RELA
HDAC3,RUNX1
HDAC3,RUNX2
HDAC3,SP1
HDAC3,SP3
HDAC3,SPI1
HDAC3,SREBF1
HDAC3,TBP
HDAC3,TFCP2
HDAC3,TFDP1
HDAC3,TP53
HDAC3,TP73
HDAC3,YY1
HDAC4,ATF1
HDAC4,ATF2
HDAC4,E2F1
HDAC4,E2F2
HDAC4,E2F3
HDAC4,E2F5
HDAC4,ERF
HDAC4,FOXM1
HDAC4,HIF1A
HDAC4,JUN
HDAC4,MEF2A
HDAC4,MEF2C
HDAC4,MEF2D
HDAC4,MYBL2
HDAC4,MYC
HDAC4,MYOD1
HDAC4,NFATC4
HDAC4,POU5F1
HDAC4,RUNX1
HDAC4,RUNX2
HDAC4,SP1
HDAC4,SP3
HDAC4,SPI1
HDAC4,SREBF1
HDAC4,TBP
HDAC4,TFCP2
HDAC4,TFDP1
HDAC4,TP53
HDAC4,TP73
HDAC4,YY1
HDAC5,MEF2A
HDAC5,MEF2C
HDAC5,MEF2D
HDAC5,RUNX2
HDAC6,ATF4
HDAC6,ATF5
HDAC6,DDIT3
HDAC6,E2F1
HDAC6,E2F3
HDAC6,FOS
HDAC6,FOXM1
HDAC6,MEF2C
HDAC6,MYBL2
HDAC6,MYC
HDAC6,RELA
HDAC6,SMAD3
HDAC6,SMAD4
HDAC6,SP1
HDAC6,TP53
HDAC7,PLAG1
HDAC7,PLAGL2
HIPK2,AIRE
HIPK2,ARNT
HIPK2,ARNTL
HIPK2,ATF1
HIPK2,CEBPA
HIPK2,CEBPB
HIPK2,CREB1
HIPK2,CTCF
HIPK2,E2F1
HIPK2,E2F3
HIPK2,E2F5
HIPK2,ELF4
HIPK2,ETV5
HIPK2,FOS
HIPK2,FOXL2
HIPK2,FOXO1
HIPK2,FOXP3
HIPK2,HMGA1
HIPK2,HNF1A
HIPK2,HNF4A
HIPK2,HSF2
HIPK2,IRF5
HIPK2,IRF7
HIPK2,JUN
HIPK2,KLF3
HIPK2,LEF1
HIPK2,MECP2
HIPK2,MITF
HIPK2,MYB
HIPK2,MYBL2
HIPK2,MYC
HIPK2,MYOD1
HIPK2,NCOA1
HIPK2,NFATC1
HIPK2,NFKB1
HIPK2,NKX2-1
HIPK2,NKX2-5
HIPK2,NKX3-1
HIPK2,NR2F2
HIPK2,NR5A1
HIPK2,PAX6
HIPK2,PDX1
HIPK2,PLAG1
HIPK2,POU5F1
HIPK2,RELA
HIPK2,RUNX1
HIPK2,RUNX2
HIPK2,SIX3
HIPK2,SIX6
HIPK2,SKI
HIPK2,SMAD1
HIPK2,SMAD3
HIPK2,SMAD4
HIPK2,SOX4
HIPK2,SOX6
HIPK2,SP1
HIPK2,SP100
HIPK2,SP3
HIPK2,SREBF1
HIPK2,SRF
HIPK2,STAT1
HIPK2,TEAD1
HIPK2,TEAD2
HIPK2,TEAD3
HIPK2,TEAD4
HIPK2,TFAP2B
HIPK2,TFAP2C
HIPK2,TFCP2
HIPK2,TP53
HIPK2,TP63
HIPK2,TP73
HIPK2,TRPS1
HIPK2,ZBTB16
HIPK2,ZBTB4
HIPK2,ZEB2
HIPK2,ZHX1
HIPK2,ZNF10
HMGB1,FOXM1
HMGB1,HOXB3
HMGB1,HOXC6
HMGB1,HOXD10
HMGB1,HOXD11
HMGB1,HOXD3
HMGB1,HOXD9
HMGB1,JUN
HMGB1,MEF2C
HMGB1,MEIS1
HMGB1,MYC
HMGB1,NFKB1
HMGB1,TP53
HSP90AA1,AHR
HSP90AA1,AIRE
HSP90AA1,ARNT
HSP90AA1,ARNTL
HSP90AA1,ASCL1
HSP90AA1,ATF1
HSP90AA1,ATF2
HSP90AA1,ATF4
HSP90AA1,ATF5
HSP90AA1,ATOH1
HSP90AA1,CEBPD
HSP90AA1,CREB1
HSP90AA1,CREB3
HSP90AA1,CREM
HSP90AA1,CUX2
HSP90AA1,DDIT3
HSP90AA1,DLX5
HSP90AA1,E2F1
HSP90AA1,E2F2
HSP90AA1,E2F3
HSP90AA1,EGR1
HSP90AA1,ELF1
HSP90AA1,EPAS1
HSP90AA1,ETV1
HSP90AA1,FOS
HSP90AA1,FOSB
HSP90AA1,FOXA2
HSP90AA1,FOXG1
HSP90AA1,FOXO1
HSP90AA1,FOXO3
HSP90AA1,FOXO4
HSP90AA1,FOXO6
HSP90AA1,GATA1
HSP90AA1,GATA2
HSP90AA1,GLI1
HSP90AA1,HAND1
HSP90AA1,HES5
HSP90AA1,HES6
HSP90AA1,HHEX
HSP90AA1,HIC2
HSP90AA1,HIF1A
HSP90AA1,HMGA1
HSP90AA1,HMGA2
HSP90AA1,HOXA11
HSP90AA1,HOXB6
HSP90AA1,HOXB7
HSP90AA1,HOXC4
HSP90AA1,HSF1
HSP90AA1,IKZF1
HSP90AA1,IRF2
HSP90AA1,IRF3
HSP90AA1,IRF5
HSP90AA1,JUN
HSP90AA1,KLF1
HSP90AA1,LEF1
HSP90AA1,MAX
HSP90AA1,MAZ
HSP90AA1,MECOM
HSP90AA1,MEF2A
HSP90AA1,MEF2C
HSP90AA1,MEF2D
HSP90AA1,MITF
HSP90AA1,MXD1
HSP90AA1,MYB
HSP90AA1,MYC
HSP90AA1,MYCN
HSP90AA1,MYOD1
HSP90AA1,MYT1
HSP90AA1,NFATC2
HSP90AA1,NFATC3
HSP90AA1,NFKB1
HSP90AA1,NFKB2
HSP90AA1,NKX2-5
HSP90AA1,NR4A1
HSP90AA1,NR4A2
HSP90AA1,NRF1
HSP90AA1,OSR1
HSP90AA1,PAX3
HSP90AA1,PDX1
HSP90AA1,PIN1
HSP90AA1,PITX2
HSP90AA1,POU2F1
HSP90AA1,POU5F1
HSP90AA1,PURB
HSP90AA1,RBPJ
HSP90AA1,RELA
HSP90AA1,RUNX2
HSP90AA1,SHOX
HSP90AA1,SKI
HSP90AA1,SMAD1
HSP90AA1,SMAD3
HSP90AA1,SMAD4
HSP90AA1,SNAI1
HSP90AA1,SOX2
HSP90AA1,SP1
HSP90AA1,SP3
HSP90AA1,SPI1
HSP90AA1,SPIB
HSP90AA1,SRF
HSP90AA1,STAT1
HSP90AA1,STAT4
HSP90AA1,TAL1
HSP90AA1,TBP
HSP90AA1,TCF3
HSP90AA1,TCF4
HSP90AA1,TCF7L2
HSP90AA1,TEAD1
HSP90AA1,TEAD2
HSP90AA1,TEAD3
HSP90AA1,TEAD4
HSP90AA1,TERF1
HSP90AA1,TFAP2A
HSP90AA1,TFCP2
HSP90AA1,TFDP1
HSP90AA1,TFEB
HSP90AA1,TP53
HSP90AA1,TP63
HSP90AA1,TP73
HSP90AA1,TWIST1
HSP90AA1,USF1
HSP90AA1,YBX1
HSP90AA1,YY1
HSP90AA1,ZBTB16
HSP90AA1,ZC3H8
HSP90AA1,ZHX1
HSP90AA1,ZNF322
HSP90AB1,AIRE
HSP90AB1,ARNT
HSP90AB1,ASCL1
HSP90AB1,ATF1
HSP90AB1,ATF2
HSP90AB1,ATF4
