,group,names,scores,logfoldchanges,pvals,pvals_adj,Unnamed: 0,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
47,Neural,MXI1,1.0207677,0.45993936,0.307364511057893,1.0,STAT6,0.000409898177394,3.72795779778535,0.356,0.864,0.147153445684453,Neural,STAT6
48,Neural,JUN,0.8836237,0.18976584,0.3768993593164582,1.0,TCF7,0.0006782610092809,1.45997712645984,0.614,0.409,0.243495702331848,Neural,TCF7
49,Neural,TP53,0.85411173,0.27988353,0.3930430748177288,1.0,NR2F6,0.0006825779701931,2.66066421954807,0.208,0.234,0.245045491299341,Neural,NR2F6
50,Neural,CREB1,0.82286376,0.113382116,0.4105854745025743,1.0,TCF7L2,0.0007180443697592,0.682516615779329,0.337,0.305,0.257777928743566,Neural,TCF7L2
51,Neural,REST,0.7013438,0.7723721,0.4830884895764253,1.0,MYNN,0.0007364126705782,1.87114737387188,0.752,0.558,0.264372148737607,Neural,MYNN
52,Neural,PGR,0.6180158,0.047060926,0.5365649115962065,1.0,SOX9,0.000769611122131,0.223102735663707,0.851,0.747,0.276290392845041,Neural,SOX9
53,Neural,EHF,0.47566387,0.5650872,0.6343138718719885,1.0,ZNF384,0.0008832121799782,1.05475988327678,0.782,0.591,0.317073172612207,Neural,ZNF384
54,Neural,MEF2C,0.46871987,0.38887513,0.639269887873577,1.0,ZNF639,0.0013810665984939,1.87050575721658,0.762,0.636,0.495802908859325,Neural,ZNF639
55,Neural,ESRRA,0.45483187,0.021072699,0.6492302030356614,1.0,ZBTB11,0.001722370016135,3.35262347849568,0.594,0.318,0.618330835792464,Neural,ZBTB11
56,Neural,BACH2,0.33678392,0.740733,0.7362798100561196,1.0,NFE2L2,0.001722370016135,0.633676642393114,0.802,0.61,0.618330835792464,Neural,NFE2L2
57,Neural,TBX21,0.24998392,0.043826845,0.8025997789197499,1.0,SOX6,0.0017635795615741,1.94072263562555,0.495,0.344,0.633125062605117,Neural,SOX6
58,Neural,MBD3,0.19963995,0.22096097,0.8417621879343811,1.0,MEF2B,0.0021900480219953,1.10254192119821,0.416,0.247,0.786227239896344,Neural,MEF2B
59,Neural,ARID2,0.18748794,0.1734282,0.8512780747283654,1.0,CEBPZ,0.0031922187320851,2.48232189847305,0.574,0.545,1.0,Neural,CEBPZ
60,Neural,KMT2B,-0.11283997,2.880563,0.91015743175397,1.0,NANOG,0.0044490239519331,0.794075410741521,0.347,0.273,1.0,Neural,NANOG
61,Neural,ERG,-0.13367195,0.29801667,0.8936619782863334,1.0,KLF9,0.0046468459053658,0.953837464513925,0.525,0.409,1.0,Neural,KLF9
62,Neural,BCL6,-0.18748794,1.7783074,0.8512780747283654,1.0,NR1H3,0.005148969641076,1.00400055733458,0.198,0.416,1.0,Neural,NR1H3
63,Neural,NEUROD1,-0.19269595,0.30959025,0.8471971006887027,1.0,RARB,0.005915529899525,2.05736313254004,0.416,0.513,1.0,Neural,RARB
64,Neural,SNAI2,-0.3090079,0.17342119,0.7573155104846839,1.0,IRF2,0.0061712803969442,1.39011270246178,0.743,0.63,1.0,Neural,IRF2
65,Neural,TWIST1,-0.33678392,0.012308616,0.7362798100561196,1.0,GFI1B,0.0085157278963137,1.64809528139999,0.663,0.552,1.0,Neural,GFI1B
66,Neural,ZNF24,-0.3715039,0.24490918,0.7102622586206979,1.0,LHX2,0.0089607697390765,1.90053705137696,0.238,0.474,1.0,Neural,LHX2
67,Neural,E2F5,-0.37671188,0.02618008,0.7063877264343456,1.0,STAT1,1.4369185741883802e-20,6.07282859842175,0.939,0.359,5.15853768133629e-18,MSC,STAT1
68,Neural,TEAD1,-0.52427185,0.3908292,0.600089476124601,1.0,NFKB1,9.8408792886232e-20,6.21518960572826,0.939,0.466,3.53287566461573e-17,MSC,NFKB1
69,Neural,ATF3,-0.6180158,0.27559748,0.5365649115962065,1.0,STAT2,2.25335970164283e-19,4.87302008681838,0.918,0.325,8.08956132889776e-17,MSC,STAT2
70,Neural,ARNT,-0.6996078,0.2954157,0.4841722737014049,1.0,STAT3,4.64387559282942e-19,7.68783981468963,0.959,0.485,1.66715133782576e-16,MSC,STAT3
71,Neural,SOX13,-0.7638398,1.0844833,0.4449627304789993,1.0,HIVEP2,1.06765127671954e-18,2.02815137947717,0.98,0.209,3.83286808342313e-16,MSC,HIVEP2
72,Neural,KLF6,-0.8141838,0.838696,0.4155396872445468,1.0,NR1H31,8.640824328570739e-18,1.65740979753079,0.898,0.194,3.1020559339569e-15,MSC,NR1H3
73,Neural,HINFP,-1.0398637,0.9133103,0.2984032320822444,1.0,FOXP2,2.1148310159092702e-17,4.33505534900088,0.918,0.393,7.59224334711426e-15,MSC,FOXP2
74,Neural,RUNX2,-1.0415998,0.98762935,0.2975973108350331,1.0,JUN,4.10965852147338e-17,3.50687909944578,0.959,0.553,1.4753674092089402e-14,MSC,JUN
75,Neural,NR3C1,-1.3558156,4.0526314,0.175157846183395,1.0,RELA,7.93882411341987e-17,4.62385388115812,0.939,0.432,2.85003785671773e-14,MSC,RELA
76,Neural,HNF1B,-1.5884396,0.984775,0.1121869840913608,1.0,NR2F2,9.874152870312331e-17,3.96033259895495,0.857,0.233,3.5448208804421304e-14,MSC,NR2F2
77,Neural,FOSL2,-1.7655115,1.8111249,0.0774778424777398,1.0,USF1,1.55225193523725e-16,3.04751868524989,1.0,0.66,5.5725844475017305e-14,MSC,USF1
78,Neural,KLF10,-1.7724555,3.8972454,0.0763189794996476,1.0,USF2,1.9267370984014499e-16,3.01055669125096,0.98,0.733,6.9169861832612e-14,MSC,USF2
79,Neural,HOXA9,-1.8297435,0.80992186,0.0672883086740763,1.0,ZHX1,2.91018484905893e-16,3.51000178902371,0.98,0.646,1.04475636081215e-13,MSC,ZHX1
80,Neural,BHLHE22,-1.8731434,0.28892568,0.0610485789226216,1.0,IRF1,2.96267204903736e-16,3.8242459268064,0.939,0.485,1.0635992656044099e-13,MSC,IRF1
81,Neural,GRHL2,-2.2272873,0.6491564,0.0259280757810791,1.0,NR1H2,5.92774422688773e-16,2.56355580006971,1.0,0.956,2.1280601774527e-13,MSC,NR1H2
82,Neural,GATA6,-2.961615,1.3271466,0.0030603005734531,1.0,HIF1A,1.35476032890855e-15,1.92873219838874,1.0,0.684,4.8635895807817e-13,MSC,HIF1A
83,Neural,ZNF584,-3.591783,1.7127951,0.0003284233442479,0.1179039805850099,SP1,2.3239593105269904e-15,3.003829096733,0.98,0.782,8.34301392479188e-13,MSC,SP1
84,Neural,PITX1,-7.430078,0.66611755,1.0853381185361662e-13,3.8963638455448366e-11,ETV4,5.6894477169001e-15,2.55777839777932,0.98,0.777,2.04251173036713e-12,MSC,ETV4
85,Neural,ZNF382,-7.7078376,0.9450266,1.2796731032664147e-14,4.59402644072643e-12,SMAD3,6.6347449626863e-15,5.52675875660809,0.959,0.549,2.38187344160438e-12,MSC,SMAD3
86,MSC,STAT3,8.92153,7.678421,4.598909316958678e-19,1.6510084447881654e-16,TCF4,9.48327039554482e-15,2.41301177858613,0.959,0.519,3.40449407200059e-12,MSC,TCF4
87,MSC,HIVEP2,8.828867,7.8240223,1.0574176171697589e-18,3.796129245639433e-16,HIC1,1.5741953525218302e-14,0.919288068601527,0.918,0.985,5.6513613155533795e-12,MSC,HIC1
88,MSC,JUN,8.410805,5.0491166,4.0720775632682724e-17,1.4618758452133102e-14,FOXF2,2.3152188337726602e-14,3.70132618221223,0.878,0.888,8.31163561324386e-12,MSC,FOXF2
89,MSC,USF1,8.253492,3.4910762,1.538314554825954e-16,5.522549251825176e-14,PPARG,2.02562501213598e-12,4.32629764618511,0.878,0.388,7.27199379356817e-10,MSC,PPARG
90,MSC,USF2,8.227633,3.5618572,1.9094897674180208e-16,6.855068265030694e-14,SMAD4,2.08917619440943e-12,5.96298770190317,0.857,0.325,7.50014253792986e-10,MSC,SMAD4
91,MSC,ZHX1,8.178069,3.98256,2.8842860339212037e-16,1.0354586861777121e-13,AHR,2.2567344500695498e-12,1.43550961083683,0.816,0.262,8.101676675749701e-10,MSC,AHR
92,MSC,IRF1,8.175914,6.487551,2.9363128548931545e-16,1.0541363149066425e-13,MBD4,2.8864567680816697e-12,1.39070348343704,0.857,0.267,1.0362379797413202e-09,MSC,MBD4
93,MSC,NR1H2,8.09187,2.7007682,5.875529126309808e-16,2.109314956345221e-13,CEBPB,3.0690715356523e-12,5.17907633720284,0.816,0.325,1.1017966812991802e-09,MSC,CEBPB
94,MSC,HIF1A,7.9905877,3.4167721,1.342971264537269e-15,4.821266839688797e-13,SP4,3.4689328579488897e-12,2.89482910002522,1.0,0.966,1.24534689600365e-09,MSC,SP4
95,MSC,SP1,7.923784,3.6907735,2.303899748204842e-15,8.271000096055383e-13,HSF21,5.0003733729547494e-12,1.21303151411329,1.0,0.995,1.79513404089075e-09,MSC,HSF2
96,MSC,ETV4,7.811726,3.409012,5.6410094903452456e-15,2.0251224070339428e-12,ATF2,7.63547390687076e-12,4.4509952103096,1.0,0.985,2.7411351325666e-09,MSC,ATF2
97,MSC,SMAD3,7.792331,5.489948,6.578394170248144e-15,2.361643507119084e-12,E2F7,1.43112694068748e-11,2.57568702816433,1.0,0.976,5.137745717068051e-09,MSC,E2F7
98,MSC,TCF4,7.747077,5.389946,9.403177820848051e-15,3.3757408376844496e-12,FOSL2,1.8965341729292497e-11,2.88240782045899,0.755,0.214,6.80855768081602e-09,MSC,FOSL2
99,MSC,HIC1,7.6824284,1.4231951,1.5610072851173273e-14,5.604016153571205e-12,AR,2.86329168446821e-11,4.18227832528037,0.878,0.524,1.02792171472409e-08,MSC,AR
100,MSC,MBD4,6.984222,4.963383,2.8643928812198135e-12,1.028317044357913e-09,TP53,3.83447656038682e-11,2.28604024251208,0.918,0.631,1.37657708517887e-08,MSC,TP53
101,MSC,SP4,6.958362,2.7637155,3.4425107147241094e-12,1.235861346585955e-09,ETV1,4.0055668586788e-11,3.97103071224368,0.796,0.35,1.43799850226569e-08,MSC,ETV1
102,MSC,HSF2,6.9066434,1.9464349,4.96255796177811e-12,1.7815583082783411e-09,CUX1,4.24535018267873e-11,2.79311560893683,0.918,0.597,1.52408071558166e-08,MSC,CUX1
103,MSC,ATF2,6.8463044,3.8719654,7.578213884434636e-12,2.720578784512034e-09,MYBL2,8.85267469036983e-11,2.93428399533298,0.796,0.311,3.17811021384277e-08,MSC,MYBL2
104,MSC,E2F7,6.755796,3.2589185,1.420530479489104e-11,5.099704421365883e-09,NR3C1,1.0066159318828801e-10,4.80099215251153,0.796,0.296,3.61375119545955e-08,MSC,NR3C1
105,MSC,AR,6.654513,4.916221,2.842395134043478e-11,1.0204198531216086e-08,ESR2,1.08090804222596e-10,2.3882745392213,1.0,0.757,3.8804598715912e-08,MSC,ESR2
106,MSC,TP53,6.611414,3.2077549,3.8066654354162205e-11,1.3665928913144233e-08,PROX1,2.28328127238254e-10,2.65656571717075,0.878,0.447,8.19697976785331e-08,MSC,PROX1
107,MSC,CUX1,6.596329,3.4680977,4.214626140381849e-11,1.5130507843970837e-08,ZNF318,2.73762292970696e-10,2.07839851956381,1.0,0.927,9.828066317648e-08,MSC,ZNF318
108,MSC,ESR2,6.456257,3.1069705,1.0732440126795204e-10,3.8529460055194786e-08,KLF6,4.827899470595801e-10,8.15725101273576,0.816,0.306,1.73321590994389e-07,MSC,KLF6
109,MSC,ZNF318,6.3140297,1.9953926,2.71861981726357e-10,9.759845143976217e-08,SOX4,5.614324291145591e-10,0.567519823449411,0.143,0.019,2.01554242052127e-07,MSC,SOX4
110,MSC,HBP1,6.020955,2.4654071,1.7339080624822711e-09,6.224729944311353e-07,JUND,9.674128831761871e-10,2.47040867413288,0.796,0.422,3.47301225060251e-07,MSC,JUND
111,MSC,TFAP2A,6.020955,7.2370925,1.7339080624822711e-09,6.224729944311353e-07,TFAP2A,1.74548938645831e-09,2.63975308617667,0.796,0.456,6.26630689738534e-07,MSC,TFAP2A
112,MSC,RFX5,5.967081,3.3385015,2.4153526346608193e-09,8.671115958432342e-07,HBP1,1.74548938645831e-09,2.01761164957477,0.98,0.738,6.26630689738534e-07,MSC,HBP1
113,MSC,NFIC,5.809769,3.0519364,6.255903494783443e-09,2.245869354627256e-06,RFX5,2.4313477968256303e-09,2.0887494524994,0.898,0.587,8.72853859060402e-07,MSC,RFX5
114,MSC,TEAD2,5.656767,2.2809339,1.5425085523858787e-08,5.537605703065305e-06,PAX2,5.5347287599665e-09,1.71073587064406,0.184,0.024,1.98696762482797e-06,MSC,PAX2
115,MSC,MEF2A,5.6395273,3.7157595,1.7051749546675503e-08,6.121578087256506e-06,NFIC,6.296291038288231e-09,2.5297654285229,0.898,0.592,2.26036848274548e-06,MSC,NFIC
116,MSC,ELK1,5.525315,2.8316371,3.2889572490528064e-08,1.1807356524099576e-05,NANOG1,7.2517874017003105e-09,2.98447421325485,0.612,0.228,2.60339167721041e-06,MSC,NANOG
117,MSC,HOXA10,5.445581,0.703578,5.1636522820809424e-08,1.8537511692670585e-05,CEBPA1,1.43952764095561e-08,2.71166687459909,0.837,0.393,5.16790423103063e-06,MSC,CEBPA
118,MSC,MEF2C,5.303354,3.6852643,1.136942425943922e-07,4.08162330913868e-05,TEAD2,1.55221757636367e-08,1.92615878227077,0.959,0.694,5.57246109914557e-06,MSC,TEAD2
119,MSC,CEBPD,5.301199,2.126939,1.1504468037443144e-07,4.130104025442089e-05,MEF2A,1.71587682650474e-08,2.0982394442712,0.837,0.471,6.15999780715201e-06,MSC,MEF2A
120,MSC,ZBED1,5.2257752,3.0581684,1.7342685422927544e-07,6.226024066830987e-05,FOXO3,2.40150961243406e-08,2.63768424297773,0.694,0.311,8.62141950863829e-06,MSC,FOXO3
121,MSC,ATF4,5.1654363,4.1909847,2.3987850018160266e-07,8.611638156519536e-05,ELK1,3.30920292273102e-08,4.25902776113562,1.0,0.942,1.18800384926044e-05,MSC,ELK1
122,MSC,RXRA,5.124492,2.6857436,2.9834062392776445e-07,0.00010710428399,RUNX2,5.00962385206336e-08,2.13327855025814,0.653,0.233,1.79845496289075e-05,MSC,RUNX2
123,MSC,ELK4,5.0469136,3.1463294,4.490039733973625e-07,0.0001611924264496,HOXA10,5.19500409110209e-08,0.841186170819969,0.816,0.976,1.86500646870565e-05,MSC,HOXA10
124,MSC,STAT6,4.982265,2.7833796,6.284430191678707e-07,0.0002256110438812,ZNF217,8.30101931467369e-08,3.29769702080095,0.755,0.354,2.98006593396786e-05,MSC,ZNF217
125,MSC,TBP,4.671951,1.8616112,2.9835231880841554e-06,0.0010710848245222,MEF2C,1.1436753269542e-07,3.40794458458954,0.816,0.495,4.10579442376557e-05,MSC,MEF2C
126,MSC,ZBTB2,4.6417813,0.035088636,3.454180991682009e-06,0.0012400509760138,CEBPD,1.15725706942558e-07,2.23534878325743,0.939,0.859,4.15455287923782e-05,MSC,CEBPD
127,MSC,FOXP1,4.6353164,1.8822485,3.563916212146137e-06,0.0012794459201604,ZBED1,1.74439732761519e-07,2.51677334850819,1.0,1.0,6.26238640613852e-05,MSC,ZBED1
128,MSC,SRF,4.574978,2.3833833,4.762706458721699e-06,0.001709811618681,ZNF175,2.25133647802739e-07,2.12194461832681,0.714,0.364,8.08229795611832e-05,MSC,ZNF175
129,MSC,MAZ,4.521104,3.621408,6.1518024198126185e-06,0.0022084970687127,ATF4,2.41264276707734e-07,3.76452406958768,0.857,0.534,8.66138753380765e-05,MSC,ATF4
130,MSC,PAX6,4.4349055,1.810477,9.211272749765914e-06,0.0033068469171659,RXRA,3.00051311056994e-07,1.86222383644772,0.898,0.602,0.0001077184206694,MSC,RXRA
131,MSC,FOXM1,4.294833,1.7616116,1.7482482878783528e-05,0.0062762113534832,ELK4,4.51542019663854e-07,0.725589949691585,0.959,0.786,0.0001621035850593,MSC,ELK4
132,MSC,ARID2,4.262509,2.213653,2.0214463486024943e-05,0.0072569923914829,MYCN,6.04395491537365e-07,2.97904972357346,0.755,0.447,0.0002169779814619,MSC,MYCN
133,MSC,ETS2,4.245269,4.717295,2.1833131527499544e-05,0.0078380942183723,FOXD3,1.49080278352839e-06,2.10493632163403,0.265,0.044,0.0005351981992866,MSC,FOXD3
134,MSC,SP3,4.1913953,2.5564117,2.772444338313163e-05,0.0099530751745442,TBP,2.99921751004196e-06,1.2236328939868,0.959,0.806,0.001076719086105,MSC,TBP
135,MSC,SMAD1,4.053478,1.5123326,5.0461816991980473e-05,0.0181157923001209,ONECUT11,3.06279046775461e-06,2.61127677387128,0.551,0.262,0.0010995417779239,MSC,ONECUT1
136,MSC,ETV6,4.051323,1.8317575,5.0928906149187855e-05,0.0182834773075584,ZBTB2,3.47224240304334e-06,0.861180911490691,0.735,0.903,0.0012465350226925,MSC,ZBTB2
137,MSC,NR1I2,4.0233083,2.321536,5.738630775588119e-05,0.0206016844843613,FOXP1,3.58252738059917e-06,1.64656867545454,0.939,0.811,0.0012861273296351,MSC,FOXP1
138,MSC,KLF1,4.018998,1.7148927,5.844608378013451e-05,0.0209821440770682,KDM5B,4.5940556488232e-06,2.85300483819351,0.735,0.417,0.0016492659779275,MSC,KDM5B
139,MSC,YY1,3.66774,1.7019671,0.0002447037909244,0.0878486609418645,SRF,4.7872782379837e-06,1.34916819160908,0.959,0.859,0.0017186328874361,MSC,SRF
140,MSC,CREB3L1,3.6267958,1.5941195,0.0002869600301454,0.103018650822199,ATF3,6.05853541136942e-06,2.37559121191927,0.571,0.306,0.0021750142126816,MSC,ATF3
141,MSC,PBX3,3.620331,1.6950198,0.0002942264463117,0.1056272942259234,MAZ,6.18319559671964e-06,2.62973571899435,0.796,0.573,0.0022197672192223,MSC,MAZ
142,MSC,STAT5A,3.611711,1.1599019,0.0003041833216651,0.1092018124777968,TWIST1,9.73157986356041e-06,1.44304478896875,0.694,0.354,0.0034936371710181,MSC,TWIST1
143,MSC,SIX5,3.6095562,1.2424854,0.0003067213824424,0.110112976296844,FOXM1,1.75675859056462e-05,1.16865065466684,0.857,0.699,0.006306763340127,MSC,FOXM1
144,MSC,MYB,3.6009364,3.9395428,0.0003170732495174,0.113829296576753,ARID2,2.03121878177615e-05,1.43090238079723,0.898,0.636,0.0072920754265763,MSC,ARID2
145,MSC,RARG,3.5772316,2.203399,0.0003472522668638,0.1246635638041167,ETS21,2.19382908885218e-05,2.39731021005607,0.653,0.286,0.0078758464289793,MSC,ETS2
146,MSC,REST,3.4306946,2.6049204,0.000602038073037,0.2161316682202941,SP3,2.78564307458164e-05,0.612705890141036,0.776,0.432,0.0100004586377481,MSC,SP3
147,MSC,REL,3.359581,3.294192,0.0007806078848697,0.2802382306682534,SMAD1,5.06948516994977e-05,1.3535986445535,0.959,0.84,0.0181994517601197,MSC,SMAD1
148,MSC,ELF1,3.355271,3.1502671,0.0007928727193592,0.2846413062499804,ETV6,5.11639845304484e-05,1.07737577224767,0.898,0.573,0.018367870446431,MSC,ETV6
149,MSC,CXXC4,3.3380313,1.1691595,0.0008437423668211,0.3029035096887941,NR1I2,5.7649532215864e-05,1.78888969973557,0.755,0.568,0.0206961820654952,MSC,NR1I2
150,MSC,ZBTB33,3.1333103,1.2416363,0.0017284664748955,0.620519464487488,CDX2,5.87139092789733e-05,3.4622588808662,0.612,0.33,0.0210782934311514,MSC,CDX2
151,MSC,PPARD,3.1139157,2.2548912,0.0018462229322046,0.662794032661482,KLF1,5.87139092789733e-05,1.44696933738761,0.857,0.723,0.0210782934311514,MSC,KLF1
152,MSC,VDR,3.1117606,1.1317353,0.0018597522182494,0.6676510463515672,GLI3,9.05981844252902e-05,0.9995242647136,0.286,0.083,0.0325247482086792,MSC,GLI3
153,MSC,SMAD5,3.0320272,2.2625415,0.002429173438715,0.872073264498695,CREB3,9.47297734221975e-05,2.32339246490312,0.673,0.369,0.0340079886585689,MSC,CREB3
154,MSC,FOXL2,3.0169425,3.5736213,0.0025533828321049,0.9166644367256904,CREB5,9.90391260754283e-05,1.64599744620689,0.286,0.112,0.0355550462610787,MSC,CREB5
155,MSC,BACH1,2.8897998,1.1785756,0.0038548714504975,1.0,PRDM1,0.0001008144411687,2.86003115206283,0.694,0.417,0.0361923843795802,MSC,PRDM1
156,MSC,ZNF384,2.874715,1.3771764,0.0040439213125746,1.0,YY1,0.0002457367280506,0.352483119552354,0.796,0.621,0.088219485370166,MSC,YY1
157,MSC,CREB1,2.8617854,1.4145011,0.0042126202229056,1.0,KLF91,0.0002763750086497,1.51284192751048,0.653,0.408,0.09921862810525,MSC,KLF9
158,MSC,ZEB1,2.775587,1.997754,0.0055102145501819,1.0,CREB3L1,0.0002881585754631,1.15075945361992,0.857,0.709,0.103448928591272,MSC,CREB3L1
159,MSC,BCL11A,2.7475727,1.166185,0.0060038217418106,1.0,FOXJ2,0.0002954541447058,1.92337269513991,0.653,0.417,0.106068037949401,MSC,FOXJ2
160,MSC,JUNB,2.678614,1.812067,0.0073927583223429,1.0,PBX3,0.0002954541447058,1.18520039669603,0.837,0.646,0.106068037949401,MSC,PBX3
161,MSC,TWIST2,2.6549094,1.2681136,0.0079329722010331,1.0,STAT5A,0.0003054498835497,0.55259046064468,0.918,0.835,0.109656508194348,MSC,STAT5A
162,MSC,ATF6,2.6462896,2.5426166,0.0081380131887187,1.0,SIX5,0.0003079978361057,0.510382686515157,0.98,0.961,0.11057122316197,MSC,SIX5
163,MSC,NFYC,2.6441345,2.1310678,0.008190009010432,1.0,MYB,0.0003183899877466,0.435952679910373,0.755,0.485,0.114302005601039,MSC,MYB
164,MSC,ZNF207,2.6376698,1.0617682,0.0083477850023934,1.0,RARG,0.0003486859151944,1.59902242434008,0.776,0.427,0.125178243554807,MSC,RARG
165,MSC,WT1,2.6355147,1.1492078,0.0084009780390007,1.0,POU5F11,0.0005671492188229,9.69674147277382,0.408,0.199,0.203606569557446,MSC,POU5F1
166,MSC,GLI1,2.6290498,2.297649,0.0085623808491496,1.0,REST,0.0006044336029089,0.678946349924674,0.735,0.549,0.216991663444299,MSC,REST
167,MSC,ZC3H8,2.5557814,1.988832,0.010594970179905,1.0,KLF31,0.0006542471107428,0.282663900809241,0.51,0.301,0.234874712756685,MSC,KLF3
168,MSC,ZZZ3,2.5363867,3.0862038,0.0112003005540408,1.0,TCF12,0.0006968186381888,1.32898750339405,0.673,0.379,0.250157891109813,MSC,TCF12
169,MSC,ZHX2,2.4889774,0.9448991,0.0128111065440779,1.0,REL,0.0007836574735623,0.809911855626877,0.633,0.311,0.281333033008891,MSC,REL
170,MSC,SOX9,2.4544983,1.2278103,0.0141081379036848,1.0,ELF1,0.0007959667499312,2.24488060005853,0.694,0.558,0.285752063225316,MSC,ELF1
171,MSC,MEF2D,2.3532152,3.7467766,0.0186118636449437,1.0,PPARA,0.0008339795375514,2.43637251186681,0.551,0.165,0.299398653980987,MSC,PPARA
172,MSC,FOXD3,2.3445952,2.3368802,0.0190477432705521,1.0,CXXC41,0.0008470201276178,0.835707546960456,0.98,0.888,0.304080225814798,MSC,CXXC4
173,MSC,RARB,2.2799466,1.3404179,0.0226108611914131,1.0,KMT2A1,0.0008536111070966,2.94540741694745,0.469,0.306,0.306446387447712,MSC,KMT2A
174,MSC,IRF2,2.2433121,1.1879497,0.0248766887096515,1.0,ZBTB33,0.0017348228624029,1.47287229230007,1.0,0.956,0.622801407602664,MSC,ZBTB33
175,MSC,BRF2,2.1032398,0.62172145,0.035444805865717,1.0,MBD1,0.0017864530485554,2.30727706483892,0.612,0.388,0.641336644431388,MSC,MBD1
