,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
695,Neural,Neural,EGR1,ACTR2,Transcription Factor,Ligand,0.166034959171267
696,Neural,Neural,EGR1,ADM,Transcription Factor,Ligand,0.166034959171267
697,Neural,Neural,EGR1,ANXA1,Transcription Factor,Ligand,0.166034959171267
698,Neural,Neural,EGR1,ARPC5,Transcription Factor,Ligand,0.166034959171267
699,Neural,Neural,EGR1,BAG6,Transcription Factor,Ligand,0.166034959171267
700,Neural,Neural,EGR1,CALR,Transcription Factor,Ligand,0.166034959171267
701,Neural,Neural,EGR1,CD59,Transcription Factor,Ligand,0.166034959171267
702,Neural,Neural,EGR1,CLEC11A,Transcription Factor,Ligand,0.166034959171267
703,Neural,Neural,EGR1,COL6A3,Transcription Factor,Ligand,0.166034959171267
704,Neural,Neural,EGR1,EFNB1,Transcription Factor,Ligand,0.166034959171267
705,Neural,Neural,EGR1,GPI,Transcription Factor,Ligand,0.166034959171267
706,Neural,Neural,EGR1,HSPA8,Transcription Factor,Ligand,0.166034959171267
707,Neural,Neural,EGR1,IL16,Transcription Factor,Ligand,0.166034959171267
708,Neural,Neural,EGR1,LGALS1,Transcription Factor,Ligand,0.166034959171267
709,Neural,Neural,EGR1,LGALS3,Transcription Factor,Ligand,0.166034959171267
710,Neural,Neural,EGR1,LTBP3,Transcription Factor,Ligand,0.166034959171267
711,Neural,Neural,EGR1,MIF,Transcription Factor,Ligand,0.166034959171267
712,Neural,Neural,EGR1,MYL9,Transcription Factor,Ligand,0.166034959171267
713,Neural,Neural,EGR1,NMU,Transcription Factor,Ligand,0.166034959171267
714,Neural,Neural,EGR1,S100A4,Transcription Factor,Ligand,0.166034959171267
715,Neural,Neural,EGR1,SEMA7A,Transcription Factor,Ligand,0.166034959171267
716,Neural,Neural,EGR1,SFRP2,Transcription Factor,Ligand,0.166034959171267
717,Neural,Neural,EGR1,TLN1,Transcription Factor,Ligand,0.166034959171267
718,Neural,Neural,EGR1,VCL,Transcription Factor,Ligand,0.166034959171267
723,Neural,Neural,EPAS1,PGF,Transcription Factor,Ligand,0.384679864222992
724,Neural,Neural,EPAS1,S100A4,Transcription Factor,Ligand,0.384679864222992
745,Neural,Neural,FOXJ2,GDF15,Transcription Factor,Ligand,0.307051298947301
746,Neural,Neural,FOXK2,ANXA1,Transcription Factor,Ligand,0.61980099121386
747,Neural,Neural,FOXK2,GDF15,Transcription Factor,Ligand,0.61980099121386
748,Neural,Neural,FOXK2,NMU,Transcription Factor,Ligand,0.61980099121386
749,Neural,Neural,FOXK2,TLN1,Transcription Factor,Ligand,0.61980099121386
750,Neural,Neural,FOXO1,IL16,Transcription Factor,Ligand,0.019405835269256
751,Neural,Neural,FOXO1,VCL,Transcription Factor,Ligand,0.019405835269256
753,Neural,Neural,GATA1,PF4,Transcription Factor,Ligand,0.630064491046396
754,Neural,Neural,GATA1,VCL,Transcription Factor,Ligand,0.630064491046396
755,Neural,Neural,GATA2,SNCA,Transcription Factor,Ligand,0.174742700075772
756,Neural,Neural,GATA2,ICAM4,Transcription Factor,Ligand,0.174742700075772
757,Neural,Neural,GATA2,ACTR2,Transcription Factor,Ligand,0.174742700075772
758,Neural,Neural,GATA2,ADM,Transcription Factor,Ligand,0.174742700075772
759,Neural,Neural,GATA2,ANXA1,Transcription Factor,Ligand,0.174742700075772
760,Neural,Neural,GATA2,CD59,Transcription Factor,Ligand,0.174742700075772
761,Neural,Neural,GATA2,CD99,Transcription Factor,Ligand,0.174742700075772
762,Neural,Neural,GATA2,CLEC11A,Transcription Factor,Ligand,0.174742700075772
763,Neural,Neural,GATA2,COL6A3,Transcription Factor,Ligand,0.174742700075772
764,Neural,Neural,GATA2,CXCL12,Transcription Factor,Ligand,0.174742700075772
765,Neural,Neural,GATA2,CXCL2,Transcription Factor,Ligand,0.174742700075772
766,Neural,Neural,GATA2,CXCL8,Transcription Factor,Ligand,0.174742700075772
767,Neural,Neural,GATA2,GDF15,Transcription Factor,Ligand,0.174742700075772
768,Neural,Neural,GATA2,IL16,Transcription Factor,Ligand,0.174742700075772
769,Neural,Neural,GATA2,VCL,Transcription Factor,Ligand,0.174742700075772
770,Neural,Neural,GATA3,PF4,Transcription Factor,Ligand,0.142496402208884
771,Neural,Neural,GATA3,ANXA1,Transcription Factor,Ligand,0.142496402208884
772,Neural,Neural,GATA3,CD59,Transcription Factor,Ligand,0.142496402208884
773,Neural,Neural,GATA3,COL6A3,Transcription Factor,Ligand,0.142496402208884
774,Neural,Neural,GATA3,CXCL12,Transcription Factor,Ligand,0.142496402208884
775,Neural,Neural,GATA3,ICAM4,Transcription Factor,Ligand,0.142496402208884
776,Neural,Neural,GATA3,IL16,Transcription Factor,Ligand,0.142496402208884
777,Neural,Neural,GATA3,LGALS3,Transcription Factor,Ligand,0.142496402208884
778,Neural,Neural,GATA3,PGF,Transcription Factor,Ligand,0.142496402208884
779,Neural,Neural,GATA3,SFRP2,Transcription Factor,Ligand,0.142496402208884
780,Neural,Neural,GATA3,SNCA,Transcription Factor,Ligand,0.142496402208884
781,Neural,Neural,GATA3,TCN1,Transcription Factor,Ligand,0.142496402208884
782,Neural,Neural,GATA3,VCL,Transcription Factor,Ligand,0.142496402208884
784,Neural,Neural,GFI1B,GDF15,Transcription Factor,Ligand,0.550932329457485
785,Neural,Neural,GFI1B,LTBP3,Transcription Factor,Ligand,0.550932329457485
786,Neural,Neural,GFI1B,VCL,Transcription Factor,Ligand,0.550932329457485
789,Neural,Neural,HBP1,MIF,Transcription Factor,Ligand,0.457367394555279
790,Neural,Neural,HBP1,GDF15,Transcription Factor,Ligand,0.457367394555279
791,Neural,Neural,HBP1,GPI,Transcription Factor,Ligand,0.457367394555279
792,Neural,Neural,HBP1,HSPA8,Transcription Factor,Ligand,0.457367394555279
793,Neural,Neural,HBP1,LTBP3,Transcription Factor,Ligand,0.457367394555279
794,Neural,Neural,HHEX,GDF15,Transcription Factor,Ligand,0.394798400525475
795,Neural,Neural,HHEX,TF,Transcription Factor,Ligand,0.394798400525475
796,Neural,Neural,HIF1A,ADM,Transcription Factor,Ligand,0.193365891976828
797,Neural,Neural,HIF1A,S100A4,Transcription Factor,Ligand,0.193365891976828
798,Neural,Neural,HIF1A,LGALS1,Transcription Factor,Ligand,0.193365891976828
799,Neural,Neural,HIF1A,TF,Transcription Factor,Ligand,0.193365891976828
800,Neural,Neural,HIF1A,CXCL12,Transcription Factor,Ligand,0.193365891976828
801,Neural,Neural,HIF1A,MIF,Transcription Factor,Ligand,0.193365891976828
802,Neural,Neural,HINFP,CLEC11A,Transcription Factor,Ligand,0.242436439312397
803,Neural,Neural,HINFP,GDF15,Transcription Factor,Ligand,0.242436439312397
804,Neural,Neural,HINFP,VCL,Transcription Factor,Ligand,0.242436439312397
805,Neural,Neural,HIVEP2,HLA-A,Transcription Factor,Ligand,0.0235252570760187
806,Neural,Neural,HIVEP2,HLA-B,Transcription Factor,Ligand,0.0235252570760187
807,Neural,Neural,HIVEP2,HLA-G,Transcription Factor,Ligand,0.0235252570760187
809,Neural,Neural,HNF4A,TF,Transcription Factor,Ligand,0.214947988370587
810,Neural,Neural,HNF4A,ACTR2,Transcription Factor,Ligand,0.214947988370587
811,Neural,Neural,HNF4A,ADM,Transcription Factor,Ligand,0.214947988370587
812,Neural,Neural,HNF4A,APOE,Transcription Factor,Ligand,0.214947988370587
813,Neural,Neural,HNF4A,ARF6,Transcription Factor,Ligand,0.214947988370587
814,Neural,Neural,HNF4A,CALR,Transcription Factor,Ligand,0.214947988370587
815,Neural,Neural,HNF4A,CD59,Transcription Factor,Ligand,0.214947988370587
816,Neural,Neural,HNF4A,CXCL12,Transcription Factor,Ligand,0.214947988370587
817,Neural,Neural,HNF4A,EFNB1,Transcription Factor,Ligand,0.214947988370587
818,Neural,Neural,HNF4A,GDF15,Transcription Factor,Ligand,0.214947988370587
819,Neural,Neural,HNF4A,LGALS1,Transcription Factor,Ligand,0.214947988370587
820,Neural,Neural,HNF4A,LGALS3,Transcription Factor,Ligand,0.214947988370587
821,Neural,Neural,HNF4A,LTBP3,Transcription Factor,Ligand,0.214947988370587
822,Neural,Neural,HNF4A,MIF,Transcription Factor,Ligand,0.214947988370587
823,Neural,Neural,HNF4A,MYL9,Transcription Factor,Ligand,0.214947988370587
824,Neural,Neural,HNF4A,PGF,Transcription Factor,Ligand,0.214947988370587
825,Neural,Neural,HNF4A,SEMA7A,Transcription Factor,Ligand,0.214947988370587
826,Neural,Neural,HNF4A,SNCA,Transcription Factor,Ligand,0.214947988370587
827,Neural,Neural,HNF4A,TLN1,Transcription Factor,Ligand,0.214947988370587
828,Neural,Neural,HNF4A,VCL,Transcription Factor,Ligand,0.214947988370587
833,Neural,Neural,HSF1,HLA-G,Transcription Factor,Ligand,0.219332337755777
834,Neural,Neural,HSF1,HSPA8,Transcription Factor,Ligand,0.219332337755777
835,Neural,Neural,IKZF1,VCL,Transcription Factor,Ligand,0.505998370103666
836,Neural,Neural,IRF1,HLA-G,Transcription Factor,Ligand,0.54621612320464
837,Neural,Neural,IRF1,HLA-A,Transcription Factor,Ligand,0.54621612320464
838,Neural,Neural,IRF1,ANXA1,Transcription Factor,Ligand,0.54621612320464
839,Neural,Neural,IRF2,ARF6,Transcription Factor,Ligand,0.582765966662885
840,Neural,Neural,IRF2,GDF15,Transcription Factor,Ligand,0.582765966662885
841,Neural,Neural,IRF2,LTBP3,Transcription Factor,Ligand,0.582765966662885
843,Neural,Neural,IRF9,CXCL8,Transcription Factor,Ligand,0.643527568027932
844,Neural,Neural,IRF9,CXCL2,Transcription Factor,Ligand,0.643527568027932
845,Neural,Neural,IRF9,GDF15,Transcription Factor,Ligand,0.643527568027932
847,Neural,Neural,KLF1,GDF15,Transcription Factor,Ligand,0.601863829807483
848,Neural,Neural,KLF1,LTBP3,Transcription Factor,Ligand,0.601863829807483
849,Neural,Neural,KLF13,GDF15,Transcription Factor,Ligand,0.240376708385774
850,Neural,Neural,KLF13,VCL,Transcription Factor,Ligand,0.240376708385774
856,Neural,Neural,MAFF,ANXA1,Transcription Factor,Ligand,0.0306237634767768
857,Neural,Neural,MAFG,ANXA1,Transcription Factor,Ligand,0.0788008686184567
861,Neural,Neural,MTF1,PGF,Transcription Factor,Ligand,0.455471791226372
862,Neural,Neural,MYCN,HLA-A,Transcription Factor,Ligand,0.324532748291295
863,Neural,Neural,MYCN,HLA-B,Transcription Factor,Ligand,0.324532748291295
864,Neural,Neural,MYCN,HLA-G,Transcription Factor,Ligand,0.324532748291295
865,Neural,Neural,MYNN,GPI,Transcription Factor,Ligand,0.337488912693046
866,Neural,Neural,MYNN,LTBP3,Transcription Factor,Ligand,0.337488912693046
867,Neural,Neural,NEUROD1,GDF15,Transcription Factor,Ligand,0.397408341820031
868,Neural,Neural,NEUROD1,LTBP3,Transcription Factor,Ligand,0.397408341820031
869,Neural,Neural,NFE2,GDF15,Transcription Factor,Ligand,0.645889668458459
870,Neural,Neural,NFE2,VCL,Transcription Factor,Ligand,0.645889668458459
871,Neural,Neural,NFE2L1,GDF15,Transcription Factor,Ligand,0.579507207947721
872,Neural,Neural,NFE2L2,CXCL8,Transcription Factor,Ligand,0.498887753245666
873,Neural,Neural,NFE2L2,ANXA1,Transcription Factor,Ligand,0.498887753245666
874,Neural,Neural,NFE2L2,GDF15,Transcription Factor,Ligand,0.498887753245666
878,Neural,Neural,NFKB2,CXCL8,Transcription Factor,Ligand,0.0058595001488423
879,Neural,Neural,NR2F1,TF,Transcription Factor,Ligand,0.04272854011897
923,Neural,Neural,SMAD1,CXCL2,Transcription Factor,Ligand,0.0296673946809736
924,Neural,Neural,SMAD1,ANXA1,Transcription Factor,Ligand,0.0296673946809736
925,Neural,Neural,SMAD1,CXCL8,Transcription Factor,Ligand,0.0296673946809736
926,Neural,Neural,SMAD1,GDF15,Transcription Factor,Ligand,0.0296673946809736
927,Neural,Neural,SMAD1,VCL,Transcription Factor,Ligand,0.0296673946809736
934,Neural,Neural,SOX13,GDF15,Transcription Factor,Ligand,0.234749674459972
935,Neural,Neural,SOX13,TF,Transcription Factor,Ligand,0.234749674459972
936,Neural,Neural,SOX2,ADM,Transcription Factor,Ligand,0.0170912675741666
937,Neural,Neural,SOX2,ANXA1,Transcription Factor,Ligand,0.0170912675741666
938,Neural,Neural,SOX2,ARF6,Transcription Factor,Ligand,0.0170912675741666
939,Neural,Neural,SOX2,CXCL8,Transcription Factor,Ligand,0.0170912675741666
940,Neural,Neural,SOX2,LMAN1,Transcription Factor,Ligand,0.0170912675741666
941,Neural,Neural,SOX2,SEMA7A,Transcription Factor,Ligand,0.0170912675741666
942,Neural,Neural,SOX6,ANXA1,Transcription Factor,Ligand,0.516841648860658
943,Neural,Neural,SOX6,GDF15,Transcription Factor,Ligand,0.516841648860658
944,Neural,Neural,SOX6,NMU,Transcription Factor,Ligand,0.516841648860658
945,Neural,Neural,SOX6,VCL,Transcription Factor,Ligand,0.516841648860658
957,Neural,Neural,SREBF1,GDF15,Transcription Factor,Ligand,0.10936622626752
961,Neural,Neural,STAT2,CXCL8,Transcription Factor,Ligand,0.571102540630797
962,Neural,Neural,STAT2,APOE,Transcription Factor,Ligand,0.571102540630797
963,Neural,Neural,STAT4,S100A4,Transcription Factor,Ligand,0.597126604291479
964,Neural,Neural,STAT5A,IL16,Transcription Factor,Ligand,0.328500543571754
965,Neural,Neural,TAL1,ANXA1,Transcription Factor,Ligand,0.077806304341641
966,Neural,Neural,TAL1,CALR,Transcription Factor,Ligand,0.077806304341641
967,Neural,Neural,TAL1,COL6A3,Transcription Factor,Ligand,0.077806304341641
968,Neural,Neural,TAL1,CXCL2,Transcription Factor,Ligand,0.077806304341641
969,Neural,Neural,TAL1,CXCL8,Transcription Factor,Ligand,0.077806304341641
970,Neural,Neural,TAL1,HLA-B,Transcription Factor,Ligand,0.077806304341641
971,Neural,Neural,TAL1,HLA-DRB1,Transcription Factor,Ligand,0.077806304341641
972,Neural,Neural,TAL1,IL16,Transcription Factor,Ligand,0.077806304341641
973,Neural,Neural,TAL1,SEMA7A,Transcription Factor,Ligand,0.077806304341641
974,Neural,Neural,TAL1,SNCA,Transcription Factor,Ligand,0.077806304341641
975,Neural,Neural,TAL1,TCN1,Transcription Factor,Ligand,0.077806304341641
976,Neural,Neural,TAL1,TNFSF13B,Transcription Factor,Ligand,0.077806304341641
977,Neural,Neural,TAL1,VCL,Transcription Factor,Ligand,0.077806304341641
978,Neural,Neural,TBP,PPBP,Transcription Factor,Ligand,0.140890326370986
979,Neural,Neural,TBP,GDF15,Transcription Factor,Ligand,0.140890326370986
980,Neural,Neural,TBP,LTBP3,Transcription Factor,Ligand,0.140890326370986
995,Neural,Neural,THAP1,LTBP3,Transcription Factor,Ligand,0.356365592432454
1000,Neural,Neural,USF2,PF4,Transcription Factor,Ligand,0.132294435068554
1001,Neural,Neural,USF2,APOE,Transcription Factor,Ligand,0.132294435068554
1002,Neural,Neural,USF2,CALR,Transcription Factor,Ligand,0.132294435068554
1003,Neural,Neural,USF2,GDF15,Transcription Factor,Ligand,0.132294435068554
1004,Neural,Neural,USF2,LTBP3,Transcription Factor,Ligand,0.132294435068554
1020,Neural,Neural,ZEB2,GDF15,Transcription Factor,Ligand,0.60450540948262
1021,Neural,Neural,ZEB2,VCL,Transcription Factor,Ligand,0.60450540948262
1022,Neural,Neural,ZNF197,CXCL2,Transcription Factor,Ligand,0.497016729269172
1023,Neural,Neural,ZNF24,GDF15,Transcription Factor,Ligand,0.254456463475921
1032,Neural,Neural,ZNF318,ANXA1,Transcription Factor,Ligand,0.375832205456568
1033,Neural,Neural,ZNF318,GDF15,Transcription Factor,Ligand,0.375832205456568
1034,Neural,Neural,ZNF318,LGALS1,Transcription Factor,Ligand,0.375832205456568
1035,Neural,Neural,ZNF584,GDF15,Transcription Factor,Ligand,0.255117569373725
1036,Neural,Neural,ZNF584,PPBP,Transcription Factor,Ligand,0.255117569373725
1037,Neural,Neural,ZNF589,GDF15,Transcription Factor,Ligand,0.207264151013482
1038,Neural,Neural,ZNF83,GDF15,Transcription Factor,Ligand,0.331368275610363
1043,MSC,MSC,HSF1,FBLN1,Transcription Factor,Ligand,0.37256808050774
1044,MSC,MSC,HSF1,HSPA8,Transcription Factor,Ligand,0.37256808050774
1045,MSC,MSC,KLF3,PDGFC,Transcription Factor,Ligand,1.01681920980482
1046,MSC,MSC,PKNOX1,PF4,Transcription Factor,Ligand,0.166872296040284
1047,MSC,MSC,PKNOX1,VCL,Transcription Factor,Ligand,0.166872296040284
1236,Fibroblast,Fibroblast,GLI2,HLA-DRA,Transcription Factor,Ligand,0.139872655239403
1237,Fibroblast,Fibroblast,GLI2,TNC,Transcription Factor,Ligand,0.139872655239403
1347,Fibroblast,Fibroblast,PAX6,SPARC,Transcription Factor,Ligand,0.109074088768962
1402,Fibroblast,Fibroblast,SNAI1,CCL5,Transcription Factor,Ligand,0.131880344912617
1459,Fibroblast,Fibroblast,TFDP1,GDF15,Transcription Factor,Ligand,0.112131717653289
1464,Fibroblast,Fibroblast,TWIST2,POSTN,Transcription Factor,Ligand,0.052809866311196
1465,Fibroblast,Fibroblast,TWIST2,GDF15,Transcription Factor,Ligand,0.052809866311196
1475,Fibroblast,Fibroblast,ZC3H8,GDF15,Transcription Factor,Ligand,0.0179606768816877
1478,Fibroblast,Fibroblast,ZNF639,S100A4,Transcription Factor,Ligand,0.151582539330159
1485,Megakaryocyte,Megakaryocyte,ATF3,GDF15,Transcription Factor,Ligand,0.147391876056098
1486,Megakaryocyte,Megakaryocyte,ATF3,CCL5,Transcription Factor,Ligand,0.147391876056098
1487,Megakaryocyte,Megakaryocyte,ATF3,ANXA1,Transcription Factor,Ligand,0.147391876056098
1488,Megakaryocyte,Megakaryocyte,BACH1,ANXA1,Transcription Factor,Ligand,0.0501979050333618
1489,Megakaryocyte,Megakaryocyte,BACH1,CD99,Transcription Factor,Ligand,0.0501979050333618
1490,Megakaryocyte,Megakaryocyte,BACH1,GDF15,Transcription Factor,Ligand,0.0501979050333618
1491,Megakaryocyte,Megakaryocyte,BACH2,CLEC2D,Transcription Factor,Ligand,0.497002357220955
1492,Megakaryocyte,Megakaryocyte,CEBPD,CCL5,Transcription Factor,Ligand,0.0896114190764143
1493,Megakaryocyte,Megakaryocyte,CEBPD,ANXA1,Transcription Factor,Ligand,0.0896114190764143
1494,Megakaryocyte,Megakaryocyte,CEBPD,GDF15,Transcription Factor,Ligand,0.0896114190764143
1495,Megakaryocyte,Megakaryocyte,CEBPD,VCL,Transcription Factor,Ligand,0.0896114190764143
1496,Megakaryocyte,Megakaryocyte,CREB3,ACTR2,Transcription Factor,Ligand,0.191350059196869
1497,Megakaryocyte,Megakaryocyte,CREB3,GDF15,Transcription Factor,Ligand,0.191350059196869
1498,Megakaryocyte,Megakaryocyte,CREB3,LGALS3,Transcription Factor,Ligand,0.191350059196869
1499,Megakaryocyte,Megakaryocyte,FLI1,PF4,Transcription Factor,Ligand,0.134688377245341
1500,Megakaryocyte,Megakaryocyte,FLI1,PDGFC,Transcription Factor,Ligand,0.134688377245341
1501,Megakaryocyte,Megakaryocyte,FOSB,TGFB1,Transcription Factor,Ligand,0.224865351586158
1502,Megakaryocyte,Megakaryocyte,FOSB,CCL5,Transcription Factor,Ligand,0.224865351586158
1521,Megakaryocyte,Megakaryocyte,HIF1A,ADM,Transcription Factor,Ligand,0.0232183630732782
1522,Megakaryocyte,Megakaryocyte,HIF1A,S100A4,Transcription Factor,Ligand,0.0232183630732782
1523,Megakaryocyte,Megakaryocyte,HIF1A,CCL5,Transcription Factor,Ligand,0.0232183630732782
1524,Megakaryocyte,Megakaryocyte,HIF1A,LGALS1,Transcription Factor,Ligand,0.0232183630732782
1525,Megakaryocyte,Megakaryocyte,HIF1A,MIF,Transcription Factor,Ligand,0.0232183630732782
1526,Megakaryocyte,Megakaryocyte,HIF1A,VEGFB,Transcription Factor,Ligand,0.0232183630732782
1527,Megakaryocyte,Megakaryocyte,HIF1A,MDK,Transcription Factor,Ligand,0.0232183630732782
1537,Megakaryocyte,Megakaryocyte,JUND,TGFB1,Transcription Factor,Ligand,0.639596851839936
1538,Megakaryocyte,Megakaryocyte,JUND,CCL5,Transcription Factor,Ligand,0.639596851839936
1539,Megakaryocyte,Megakaryocyte,JUND,ANXA1,Transcription Factor,Ligand,0.639596851839936
1540,Megakaryocyte,Megakaryocyte,JUND,VCL,Transcription Factor,Ligand,0.639596851839936
1542,Megakaryocyte,Megakaryocyte,KLF13,CCL5,Transcription Factor,Ligand,0.620217076582792
1543,Megakaryocyte,Megakaryocyte,KLF13,GDF15,Transcription Factor,Ligand,0.620217076582792
1544,Megakaryocyte,Megakaryocyte,KLF13,MDK,Transcription Factor,Ligand,0.620217076582792
1545,Megakaryocyte,Megakaryocyte,KLF13,VCL,Transcription Factor,Ligand,0.620217076582792
1546,Megakaryocyte,Megakaryocyte,KLF5,GDF15,Transcription Factor,Ligand,0.88319998066887
1547,Megakaryocyte,Megakaryocyte,KLF5,HSPA8,Transcription Factor,Ligand,0.88319998066887
1548,Megakaryocyte,Megakaryocyte,KLF5,LGALS3,Transcription Factor,Ligand,0.88319998066887
1551,Megakaryocyte,Megakaryocyte,MYNN,GPI,Transcription Factor,Ligand,0.193078634027632
1552,Megakaryocyte,Megakaryocyte,MYNN,SOCS2,Transcription Factor,Ligand,0.193078634027632
1553,Megakaryocyte,Megakaryocyte,NEUROD1,GDF15,Transcription Factor,Ligand,0.50264444055569
1554,Megakaryocyte,Megakaryocyte,NFAT5,S100A4,Transcription Factor,Ligand,0.688385328942298
1555,Megakaryocyte,Megakaryocyte,NFAT5,LTB,Transcription Factor,Ligand,0.688385328942298
1557,Megakaryocyte,Megakaryocyte,NFE2L2,ANXA1,Transcription Factor,Ligand,0.0443076069734596
1558,Megakaryocyte,Megakaryocyte,NFE2L2,GDF15,Transcription Factor,Ligand,0.0443076069734596
1563,Megakaryocyte,Megakaryocyte,REL,CCL5,Transcription Factor,Ligand,1.10354326160535
1564,Megakaryocyte,Megakaryocyte,REL,CXCL3,Transcription Factor,Ligand,1.10354326160535
1565,Megakaryocyte,Megakaryocyte,SMAD1,ANXA1,Transcription Factor,Ligand,0.507363926602169
1566,Megakaryocyte,Megakaryocyte,SMAD1,GDF15,Transcription Factor,Ligand,0.507363926602169
1567,Megakaryocyte,Megakaryocyte,SMAD1,PDGFC,Transcription Factor,Ligand,0.507363926602169
1568,Megakaryocyte,Megakaryocyte,SMAD1,VCL,Transcription Factor,Ligand,0.507363926602169
1576,Megakaryocyte,Megakaryocyte,SOX9,GDF15,Transcription Factor,Ligand,0.0294792382761379
1588,Megakaryocyte,Megakaryocyte,SRF,MYL9,Transcription Factor,Ligand,0.663874826123318
1589,Megakaryocyte,Megakaryocyte,SRF,TLN1,Transcription Factor,Ligand,0.663874826123318
1590,Megakaryocyte,Megakaryocyte,SRF,VCL,Transcription Factor,Ligand,0.663874826123318
1592,Megakaryocyte,Megakaryocyte,TAL1,ANXA1,Transcription Factor,Ligand,0.209744789348168
1593,Megakaryocyte,Megakaryocyte,TAL1,CALR,Transcription Factor,Ligand,0.209744789348168
1594,Megakaryocyte,Megakaryocyte,TAL1,COL6A3,Transcription Factor,Ligand,0.209744789348168
1595,Megakaryocyte,Megakaryocyte,TAL1,DLK1,Transcription Factor,Ligand,0.209744789348168
1596,Megakaryocyte,Megakaryocyte,TAL1,HLA-B,Transcription Factor,Ligand,0.209744789348168
1597,Megakaryocyte,Megakaryocyte,TAL1,HLA-DRB1,Transcription Factor,Ligand,0.209744789348168
1598,Megakaryocyte,Megakaryocyte,TAL1,S100A12,Transcription Factor,Ligand,0.209744789348168
1599,Megakaryocyte,Megakaryocyte,TAL1,SEMA7A,Transcription Factor,Ligand,0.209744789348168
1600,Megakaryocyte,Megakaryocyte,TAL1,SNCA,Transcription Factor,Ligand,0.209744789348168
1601,Megakaryocyte,Megakaryocyte,TAL1,SOCS2,Transcription Factor,Ligand,0.209744789348168
1602,Megakaryocyte,Megakaryocyte,TAL1,SPARC,Transcription Factor,Ligand,0.209744789348168
1603,Megakaryocyte,Megakaryocyte,TAL1,THBS1,Transcription Factor,Ligand,0.209744789348168
1604,Megakaryocyte,Megakaryocyte,TAL1,TNFSF13B,Transcription Factor,Ligand,0.209744789348168
1605,Megakaryocyte,Megakaryocyte,TAL1,VCAM1,Transcription Factor,Ligand,0.209744789348168
1606,Megakaryocyte,Megakaryocyte,TAL1,VCL,Transcription Factor,Ligand,0.209744789348168
1607,Megakaryocyte,Megakaryocyte,TAL1,VWF,Transcription Factor,Ligand,0.209744789348168
1608,Megakaryocyte,Megakaryocyte,TBP,PPBP,Transcription Factor,Ligand,0.169369329299287
1609,Megakaryocyte,Megakaryocyte,TBP,GDF15,Transcription Factor,Ligand,0.169369329299287
1610,Megakaryocyte,Megakaryocyte,TBP,THBS1,Transcription Factor,Ligand,0.169369329299287
1619,Megakaryocyte,Megakaryocyte,TFDP1,GDF15,Transcription Factor,Ligand,0.105942980385135
1620,Megakaryocyte,Megakaryocyte,USF2,TGFB1,Transcription Factor,Ligand,0.39948439017649
1621,Megakaryocyte,Megakaryocyte,USF2,THBS1,Transcription Factor,Ligand,0.39948439017649
1622,Megakaryocyte,Megakaryocyte,USF2,PF4,Transcription Factor,Ligand,0.39948439017649
1623,Megakaryocyte,Megakaryocyte,USF2,APOE,Transcription Factor,Ligand,0.39948439017649
1624,Megakaryocyte,Megakaryocyte,USF2,CALR,Transcription Factor,Ligand,0.39948439017649
1625,Megakaryocyte,Megakaryocyte,USF2,GDF15,Transcription Factor,Ligand,0.39948439017649
1626,Megakaryocyte,Megakaryocyte,VDR,HLA-DRB1,Transcription Factor,Ligand,0.853703655773313
1627,Megakaryocyte,Megakaryocyte,VDR,BAG6,Transcription Factor,Ligand,0.853703655773313
1628,Megakaryocyte,Megakaryocyte,VDR,CALR,Transcription Factor,Ligand,0.853703655773313
1629,Megakaryocyte,Megakaryocyte,VDR,CLEC11A,Transcription Factor,Ligand,0.853703655773313
1630,Megakaryocyte,Megakaryocyte,VDR,EFNB1,Transcription Factor,Ligand,0.853703655773313
1631,Megakaryocyte,Megakaryocyte,VDR,GDF15,Transcription Factor,Ligand,0.853703655773313
1632,Megakaryocyte,Megakaryocyte,VDR,HSPA8,Transcription Factor,Ligand,0.853703655773313
1633,Megakaryocyte,Megakaryocyte,VDR,LGALS9,Transcription Factor,Ligand,0.853703655773313
1634,Megakaryocyte,Megakaryocyte,VDR,MDK,Transcription Factor,Ligand,0.853703655773313
1635,Megakaryocyte,Megakaryocyte,VDR,PDGFC,Transcription Factor,Ligand,0.853703655773313
1636,Megakaryocyte,Megakaryocyte,VDR,S100A4,Transcription Factor,Ligand,0.853703655773313
1637,Megakaryocyte,Megakaryocyte,VDR,SPON2,Transcription Factor,Ligand,0.853703655773313
1638,Megakaryocyte,Megakaryocyte,VDR,TGFB1,Transcription Factor,Ligand,0.853703655773313
1639,Megakaryocyte,Megakaryocyte,ZHX1,GDF15,Transcription Factor,Ligand,0.0157849720505998
1640,Megakaryocyte,Megakaryocyte,ZHX1,VCL,Transcription Factor,Ligand,0.0157849720505998
1641,Megakaryocyte,Megakaryocyte,ZHX2,GDF15,Transcription Factor,Ligand,0.343626726919858
1642,Megakaryocyte,Megakaryocyte,ZHX2,HSPA8,Transcription Factor,Ligand,0.343626726919858
1643,Megakaryocyte,Megakaryocyte,ZHX2,LAMB1,Transcription Factor,Ligand,0.343626726919858
1644,Megakaryocyte,Megakaryocyte,ZNF24,GDF15,Transcription Factor,Ligand,0.080985872475867
1646,Megakaryocyte,Megakaryocyte,ZNF584,GDF15,Transcription Factor,Ligand,0.321850290495958
