"","RNA.Neural","RNA.MSC","RNA.Fibroblast","RNA.Megakaryocyte","RNA.Myeloid"
"SYTL1",0,0,0,0.84764070433649,0.271090663695901
"WASF2",3.467674901904,1.7143662129857,2.70242004092629,0.568081589164018,0.420344682639765
"FGR",0,0,0,0,0
"IFI6",2.32809852476162,7.26251034975764,0.863028078249121,6.69780656293488,1.56705539358601
"FAM76A",1.86695220053263,0.643012540278661,0.41839253587716,0,0
"STX12",0,0.815060209939627,0,0.0286172161172161,0
"PPP1R8",0.139312631476296,0.015648031947022,0.201361201723652,0.0858988455195162,0
"THEMIS2",0.149567199755654,0.150929991648646,0,0.291511194029851,0
"RPA2",0,0.109005266831926,0.235720974588915,0.254972374260516,0.140114894213255
"EYA3",0,0.519482162111862,0.303748253447543,0.0907902382335851,0
"DNAJC8",1.84697498010797,0.745774128020058,1.47897538016798,1.35478953382742,0
"ATPIF1",1.05105362519373,2.80315813430896,5.00913188477851,4.67383357419654,3.96232527257765
"PHACTR4",0.0396858468364427,1.11735480450515,0.113067173207603,0,0
"TRNAU1AP",0.853606487409304,0.765219335320256,0,0.0140184819666248,0.980392156862745
"SNHG12",0.119997848400948,0.456591684452343,0.861198385487306,0,0.980392156862745
"TAF12",0.869414014953921,0.29011736205815,0,0.924403044851644,0
"GMEB1",0,0.106403353833713,0,0,0
"YTHDF2",0.915515913585755,0.931966956941959,0,0.0531561387249347,0
"EPB41",0.385890346328125,0,1.12733932005327,0.437318373551031,0
"SRSF4",0.191397842062022,1.38885351969182,0.0115174466281523,0.590792856426316,0
"LAPTM5",0.0485505241029077,0,1.00324124093224,3.09978683221658,2.24647237759872
"PUM1",0.724264584923458,0.590469592511913,0,0.0858988455195162,0
"SNRNP40",0.190074319058752,0.276565737834825,0.241543676375727,0.215496533059981,0
"ZCCHC17",1.86777311597737,0.015648031947022,0.841480211322672,0.107162052216808,0
"SERINC2",0,0,0.562967967122671,0,0
"PEF1",0.476686915087713,0.134441128229948,0.0115174466281523,1.34692048374555,0
"SPOCD1",0,0,0,0,0
"PTP4A2",0.34511538033074,0.153470583498808,2.95062125594567,1.37922904113915,0
"KHDRBS1",0.216709212620162,1.74072269823451,0.407298794395569,0.0382207744077648,0
"TMEM39B",0,0.171133349355778,0.333934415280839,0.0295033987915408,0
"KPNA6",0.197369332502009,0.0211177186106231,0,0.346004498153308,0
"TXLNA",0,1.18041508801338,1.04951494323321,0.167470525187567,0
"CCDC28B",0.135688892507259,0,0.317069874426925,0.845973434786985,0
"EIF3I",2.88854047989034,0.874660301334228,1.62266480913134,3.13943162988201,0
"LCK",0,0,0,3.33011166036734,0
"HDAC1",0,0.116461041828695,0.447237640412862,1.90332834530677,0
"MARCKSL1",2.15172699353144,0.897187489735335,0.1453065969195,0.335039733448485,0
"BSDC1",1.27862926784876,1.30764105965018,0.416815426655145,0.331010124842583,0
"ZBTB8OS",1.50566699862475,0.044741931307759,0.173455521508318,0.204409059466527,1.15172133379589
"RBBP4",0.194062918870168,1.31286008272913,0.282443401437822,1.38170831573124,0.140114894213255
"SYNC",0,0.440110708201336,0.18102168639803,0,0
"S100PBP",0,0.223454904323771,0.0540879686722486,0.703828828828829,0
"TMEM54",0,0.0255613267351029,0.500125031257814,0,0
"AK2",0.0853606487409304,0.88807122292762,0.25306112300388,0.0369385342789598,0
"SMIM12",0.297725947626109,0.1046337865627,1.34984159897489,2.02098517419855,0
"SFPQ",3.53470467522533,2.65482191672282,2.29264057479296,0.204420291030458,0
"ZMYM4",0,0.435712026961753,0,0.0907902382335851,0.980392156862745
"KIAA0319L",0,0.291760420652946,0,0,0
"PSMB2",4.17309639352112,1.04562647464149,0.97901331239592,1.4859421435958,0.747384155455904
"ADPRHL2",0,0,0,0.0655557503961759,0
"TRAPPC3",0.625338127089699,0.398678599437826,1.30675524588272,0.662495314720788,0
"MAP7D1",0.872205906690833,0.454894716914209,0.709200584376559,0.722900816632616,0
"THRAP3",3.10018095067708,0.897053964897031,0.269490931630151,1.39591643771877,0
"EVA1B",0,0.338076800408418,3.05305945625459,0.0236527399333939,0
"LSM10",0.297958628043379,0.745110793423598,1.63942499109593,0.771393976665618,0.130975769482646
"MRPS15",0.767428371358805,0.217811244608677,0.903471610051596,0.225594610634054,0
"CSF3R",0,0,0.589724002704006,0,0.980392156862745
"ZC3H12A",0,0,0.285975749256463,0,0
"MEAF6",0,0.115290402917478,0.426693975081072,0.791068343195354,0.130975769482646
"GNL2",0.069656315738148,0.333532194958021,0,0.0280369639332496,0
"RSPO1",0,1.02752152884598,0,0,0
"CDCA8",0.140986056479014,0.0422354372212461,0.491548168594358,0,0.130975769482646
"YRDC",0.0551037051731359,0.129657962295465,0.450402678140112,0,0
"C1orf122",0.100814543924818,3.0339948439382,0.37861578070574,0.603281853281853,0.66006600660066
"MTF1",0,0.347068510947289,0,0,0.980392156862745
"SF3A3",0.904898418029017,0.0211177186106231,0.678437507760312,1.33013573597455,0.140114894213255
"UTP11L",1.71629331805707,0.212143069285926,0.522469978813841,0.400081435384451,0
"RRAGC",0.0583209401335549,0.407247300916505,0,0,0
"MYCBP",0,0,0.0115174466281523,0.541890103588246,0.886524822695035
"AKIRIN1",1.94427395178703,0.38268058838872,1.03393622253887,0.956135290063003,0
"NDUFS5",1.34544825649598,2.69281371414818,1.84382958416468,4.66470373196942,2.80426013409119
"MACF1",1.77163610594384,1.22291486656302,1.26210954143437,0.503841572424003,0
"PABPC4",0,0.761212714368304,1.22049832712751,0.2887532755968,0
"PPIE",0,0.994281221397599,0.1453065969195,0.826807310393504,0.747384155455904
"CAP1",0.112187435380534,0.261590251186425,1.75185050384039,5.82300875434649,0.560224089635854
"PPT1",0,0.518343119929569,0,1.37508443500917,0
"RLF",0.977221334492318,0.19325912183055,0,0,0
"ZMPSTE24",0,0.0211177186106231,0,0.438108973355145,0
"SMAP2",0.572540936676972,0,0.435331504941013,0,0
"NFYC",0.0396858468364427,0.411518359541466,0.0115174466281523,0.627484145722993,0.402066433178546
"CITED4",0,0.252738049586486,0,0,1.62638698890409
"CTPS1",0,0,0,0.0295033987915408,0
"SCMH1",0,0.162258400232267,0,0,0
"HIVEP3",0,0.0496548984557326,0,0,0
"PPCS",0.0491605830445149,0.81515494322385,0.234391041274431,0.564754793381219,0.73909830007391
"PPIH",0.115069501979195,0.331862054181158,0.395341069509664,0,0.271090663695901
"YBX1",15.7153645699728,4.59408227228024,18.5519910805533,10.3190973793742,4.96109300976611
"P3H1",0,0.35933154143707,0.303748253447543,0.0295033987915408,0
"C1orf50",0,0.114304499317175,0.0115174466281523,1.33133886898947,0
"SVBP",2.21131681143933,0.414375885163136,0.270168044523694,0.647948361578402,0
"ERMAP",1.27756774109666,0,0.575140940122933,0.0858988455195162,0
"SLC2A1",10.4109871307114,0.484309436387741,1.21163682225082,0.646496227782092,0
"EBNA1BP2",0.0632727180694228,0.194415635145592,0.50269777558882,0.824416534160721,0
"CDC20",0.143572956597895,0,2.4106323995977,0.0286172161172161,0
"ELOVL1",0.300544239443886,0.150170099215186,3.76723160393581,0.871027506753655,0.140114894213255
"MED8",0.422958169437043,0.13098949464253,0,0.587896799086396,1.120507051076
"HYI",0.84778403720581,0.832885685317953,0,0.279749774483632,0.618429189857761
"PTPRF",2.31593732782602,0.126601509089988,0,0,0
"IPO13",0.572540936676972,0,0.690601327145182,0,0
"ATP6V0B",14.920135891003,0.859235662022035,3.49819678049353,2.82663071739578,3.47865459882258
"B4GALT2",0,0.0478391075136102,0.435331504941013,0.291511194029851,0
"SLC6A9",0.303858744356805,0.183197156780127,0.0115174466281523,0,0
"RP5-1198O20.4",0.434968795748476,0,0,0,0
"DMAP1",0.069656315738148,0.0892960890152256,0.254200666005745,0.0140184819666248,0
"ERI3",0,0.525267597011416,1.83476738830428,0.0892084903295698,0
"RNF220",0.823655382587925,0.373823498498006,0.77801421387191,0.7533779147612,0
"C1orf228",0.177163610594384,0,0,0.401670951156812,2.67144324615948
"RPS8",19.2991342218546,13.4912216586713,32.0679880682597,24.6248951984786,9.58338243880079
"PLK3",0,0.126302860221199,0,0.02420229244114,0
"PTCH2",0,1.33415950429418,1.17768976449899,0.02420229244114,0.645994832041344
"EIF2B3",0.769645193565766,0.182809335214896,0,0.0295033987915408,0
"UROD",4.87658333444758,0.688855759581885,3.82249640217395,2.07595019220903,0.394477317554241
"MUTYH",0.0608928103858778,0.318770581026775,0.0115174466281523,0,0
"PRDX1",10.0612100534237,2.46480695854836,1.78440791082788,4.67277254434768,0.394477317554241
"AKR1A1",2.91114841228591,1.18378924074113,1.36165524542131,0.0369385342789598,0
"NASP",0.949812136605025,1.18178681680348,1.64547168177289,0.0839151450053706,0.980392156862745
"GPBP1L1",0.610345311999195,0.134547424517738,0,0.181489007154192,1.13357561762815
"TMEM69",0.259097915668575,0.40264551590738,0.0282427354320768,0.126008064516129,0
"UQCRH",1.00801838790621,2.17371260725638,8.74591631736833,12.2386772673282,3.79861118551504
"MOB3C",0.0681398502286092,0.0211177186106231,0.113067173207603,0,0
"ATPAF1",0,0.523845244154939,0.160010240655402,0.0702235179378478,0
"EFCAB14",7.23315418441129,0.58069614152412,0.520356313828592,0.0858988455195162,0
"PDZK1IP1",2.40514930142473,0,0.639486843079612,3.6291719832074,0.931098696461825
"TAL1",2.96153753880424,0.0529300254897807,0.357232165184153,0.0426356980838409,0.903342366757001
"CMPK1",0.249592265934506,0.613526497909273,0.502377254517098,2.63024513891448,0
"FAF1",0.851885506587915,0.066476101841388,0,0.0910017472335469,0
"CDKN2C",0.553887806339492,0.70390088980352,0,0.10480872020021,0
"RNF11",1.78151372965606,0.60248456027009,0.569687544124874,0.913434376291407,0
"EPS15",0,0.607399785133248,0.18102168639803,0,0
"OSBPL9",0.0902853015529072,0.439671433803229,0.348176828277882,0.405808159474885,0.130975769482646
"NRDC",0.738992810545955,1.61046910337164,0.59022992212422,0.121586366905389,0.130975769482646
"TXNDC12",0,0.398598201070753,0,1.86646586074821,0
"KTI12",0,0.386468690040119,0,0.225468975468975,0
"BTF3L4",0.0546546645023419,0.48932762463239,0.399042922464066,0.930432658242882,0
"PRPF38A",0,0.22001313462142,0,0.861182418790179,0.311235605353252
"ZCCHC11",0,1.33317721968704,0.679154515219133,0,0.130975769482646
"GPX7",0.0298843773440558,0,0.387864413426826,0.172636676545489,0
"ZYG11B",0,0.015648031947022,0,0.0236527399333939,0
"ECHDC2",0,1.36330292244791,0.0540879686722486,0.138765541740675,0
"SCP2",0.177163610594384,0.695874328242598,0.659448924870274,2.41280370243675,0.464252553389044
"C1orf123",0,0.219956541925549,0.0167252888039244,0.499513657712964,0
"MAGOH",2.76485754708732,0.0962731366859085,0.235066057273537,2.09384952453571,1.73333009712181
"YIPF1",0,0.163526949241235,0,0.0236527399333939,0.311235605353252
"HSPB11",0,1.19308768701068,0.0564854708641535,0.100176060808631,0.631313131313131
"TMEM59",4.19935230797705,3.71587517288563,0.517963894079947,1.95032660778595,3.19321354225745
"MRPL37",0.610651348670158,0.199369870891928,0.482551401396189,0.104845842591578,0.431778929188256
"SSBP3",1.5476605340384,0.817454923913987,0,0.167470525187567,0
"USP24",0.188859707473739,0.10465724751439,0.212084579330237,0,0
"PLPP3",1.02061645233721,2.26689846130662,0.450402678140112,0.138765541740675,0
"MYSM1",0,0.400554090804124,0.0115174466281523,0,0
"JUN",17.389252712519,50.9554478165358,2.88753962375394,1.50821028731387,0.464252553389044
"NFIA",0.119158266008913,0.656884783866595,0.35962167799475,0,0
"TM2D1",0.0409314357519719,1.17307406955248,0.489414698718953,0.364331623240064,0
"USP1",0.545911125668741,0,0.429155671091155,0.117127412491838,1.5324794936516
"ATG4C",0.197718658261536,0,0.598791306973061,0.204288578083683,0
"ITGB3BP",0.0409314357519719,0.106403353833713,0.0115174466281523,0.16675560298826,0
"PGM1",0,0.854146986068953,0,0.283009338193766,0
"JAK1",1.05117786042485,1.76853106203103,0.707900588876758,1.23127032095862,0
"LEPROT",0.339934067462884,3.57726494983306,0.286216220434075,0.38342536921065,0
"LEPR",0,17.4460270620409,0,0,0
"PDE4B",0,0,0,0,0
"MIER1",0.29021850398194,1.11807101064837,0,0.0140184819666248,0
"SLC35D1",0,0.0542193498015572,0,0,0.896057347670251
"SERBP1",6.82702422280281,1.18526595344418,5.02440136939922,1.69937186855567,1.29137913791379
"GADD45A",2.09699031131437,1.18981781267925,1.77483073361126,2.964023450005,0
"GNG12",0,0.0191806045726561,1.80137513210701,0,0
"WLS",0,0.627284433564834,0,0,0
"DEPDC1",0.0593531691624674,0,0.0115174466281523,0,0
"LRRC40",0,0.202377761352783,0,0,0
"SRSF11",1.61875879331528,2.48213365693389,1.01693862489885,1.53914474641276,0.130975769482646
"ZRANB2",0.245832462535607,1.8821545461771,0.920434511165633,1.07515760494376,0.866328758933996
"TYW3",0,0,0,0.417141793097683,0
"ACADM",0.240436328663807,0.066476101841388,0.0115174466281523,0.0988120486201185,0
"RABGGTB",0.612704349990693,0.525139724009767,0.358378355403733,0.0236527399333939,0.433463372345037
"PIGK",0,0.253203018179977,0,0,0
"ZZZ3",0,0.0255613267351029,0.346860908775581,0,0
"USP33",0.216955222161178,1.04152141916026,0.532533902945471,0.211803292093207,0
"FAM73A",0.144902335825654,0.626735663779084,0,0.365255335314149,0
"NEXN",0,0,0,0.261672789579059,0
"FUBP1",0.0954439903132975,1.07198674296142,0.412708169073723,0.688916980558109,1.70033456147038
"RP11-386I14.4",0.333449953526504,3.85509261752544,0.956593034742829,0,0
"IFI44L",0.95378558866086,8.38931719292259,1.2039639434055,0.224664387260191,0
"IFI44",0.115996515559014,1.97607947396253,0.280749038434543,0,0
"RP5-887A10.1",0,0.102245306940411,0,0,0
"TTLL7",3.07561974784587,0.714503654974964,0,0,0
"PRKACB",0.0626813842556899,0.125511459196225,0.0540879686722486,0.0738770685579196,0.311235605353252
"RPF1",0,0.0994504044516348,0.196575652139726,0.0140184819666248,0
"GNG5",0.923514121479657,1.23372082465188,2.06301772375107,3.9479284874123,3.71082269392386
"CTBS",0.0697598169502403,0.28125931139636,0.464087895170074,0.306461053063843,0
"SSX2IP",0,0,0,0.501481486110764,0
"C1orf52",0.47253343667764,0.628824981899418,0.319499785126808,0.088728391753272,0
"DDAH1",0,0.0901420638926949,0.37861578070574,0,0
"CYR61",0,4.94161986704636,2.50499096685978,0,0
"ZNHIT6",0,0.469322720382216,0,0,0
"ODF2L",0,6.20026136281247,0.0540879686722486,0.197784810126582,0
"SH3GLB1",4.79620492113177,1.04043102358481,0.463360560113161,1.05201189655569,0.271090663695901
"SEP15",0.481356619613756,1.6336496426338,1.53885645690264,2.33013104028442,0
"LMO4",1.85351588366591,3.69577057384135,2.05363972377453,0.176689083753101,0
"PKN2",1.28757384634474,1.1325676386429,0.187329062230714,0.0858988455195162,0.271090663695901
"GTF2B",3.03286783006103,0.48805607176579,0.303748253447543,0.678719052583622,0
"RBMXL1",0.0598831081728466,0.644942244518501,0,0.320327459538136,0
"GBP3",0.190074319058752,0.890988087295099,0.559790347998016,0,0
"GBP1",0.260899517375499,0.673202801844968,0.0167252888039244,0.182003494467094,0
"GBP2",0,0.596614022699724,0,0.740762668013136,0
"GBP4",0,0.244338529082873,0.18102168639803,0,0
"GBP5",0,0,0,0,0
"ZNF326",1.52510945393286,0.60594285716732,0.541376721337996,0,0
"RP4-665J23.1",0,0,0,0,0
"ZNF644",0.853606487409304,1.35037755250268,0.299835920343257,0,0
"TGFBR3",0,0.86487821734182,0,0,0
"GFI1",0,0,0,0,1.120507051076
"RPL5",4.59654153834152,7.09492317604849,11.5980002143642,17.8489856984481,2.7845224944077
"MTF2",0.902853015529072,0.0579119275405963,0.842074094762267,1.194558557304,0
"TMED5",0.938967136150235,0.0493427545099278,0.0115174466281523,0.151593021445901,0
"CCDC18",0,0.430168515176801,0,0,1.11136792634539
"DR1",0.236388535916949,0.682221461524092,0.37850339106648,0.775440089523905,0
"BCAR3",0,0.0496548984557326,0,0,0
"DNTTIP2",0.243651322873986,0.55107197943898,0.370343503144102,0.371140142517815,0.980392156862745
"GCLM",1.92302406833895,0.619282957445593,0.182195036660581,0.0720573248156739,0
"CNN3",1.84111203166713,1.27465452352126,0.562967967122671,0,0
"ALG14",0.24452269170579,0.21944261575598,0,0,0
"TMEM56",0.506241854245934,0.196610436081947,0.201361201723652,0.0858988455195162,0
"AGL",0,0.0191806045726561,0.34027494215326,0,0
"SLC35A3",0,0.301919032545895,0,0,0.719942404607631
"MFSD14A",1.5602838335265,0.539074018496263,0,0,0
"TRMT13",0,0.684406197127555,0,0.0907902382335851,0
"RTCA",0.0418807821654877,0,0,0.321014592821391,0
"VCAM1",0,12.6733822926378,0.414916430821343,0.138765541740675,0
"SLC30A7",0,0.125511459196225,0,0.258292967790292,0
"DPH5",0,0.143922166892145,0,0.0236527399333939,0
"RP11-421L21.3",0,0.129657962295465,0,0.0286172161172161,0
"S1PR1",0,0,0,0.197784810126582,0
"RNPC3",0.943592590022896,0.744242478736778,0,0,0
"PRPF38B",0.229455911218669,0.981559655689467,1.05011234825793,0.546696256369974,0.130975769482646
"STXBP3",1.26046219623384,0,0.280749038434543,0.0295033987915408,0
"TMEM167B",0.209380533258659,0.780022644275771,0.258478081058726,0,0
"SARS",1.00981642164891,0.945752830581543,0.437573081982196,1.05862046773361,1.06933328023998
"PSMA5",1.13563025552643,0.61831545572555,0.0564854708641535,2.08093193946653,0
"GNAI3",1.13308312680095,0.554339277075381,0.277636579317633,0.453940907207422,0.140114894213255
"GSTM3",8.61195084334589,1.08624199229263,0,0.0478550323745339,0
"CSF1",0,2.46817402742669,0.35962167799475,0,0
"AHCYL1",0.920556015833564,0.553355191929367,0,0,0
"RBM15",0,0.0372819935427587,0.231881407152829,0,0
"LAMTOR5",2.5672979730068,2.08055159353776,3.8185743341531,1.14850186553804,1.45175897779173
"KCNA3",0,0,0,0,0
"CD53",0,0,0,3.47302388197477,0
"LRIF1",0.945587340534593,0.641082909222855,0.372094819985639,0.820294770285945,0
"DRAM2",0.930131875805846,0.21944261575598,0.405388808241449,0.261289449797514,0.453514739229025
"CEPT1",0.195575845428332,0.670790102596122,0.160010240655402,0,0
"DENND2D",0,0.0367657505576451,0,0.592271724344349,0
"WDR77",0,0.290932555247402,0.443352312975261,0.538793103448276,0
