Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
NFKB2,-0.022963706,1.0,TBX21,-1.0719709,0.016287832000882907,ZNF143,0.3028546,1.0,ZNF217,0.5509182,1.0,REST,2.2343454,1.0
PBX2,-0.10719888,1.0,ESRRA,-1.7835244,0.017783117646930982,ATF4,-0.5224945,1.0,HSF2,-2.2199652,1.0,GTF2B,0.20718564,1.0
HIVEP2,0.20071165,1.0,FOSB,3.3349009,0.018851293354883437,POU5F1,0.18393724,1.0,ZBTB7A,0.30282092,1.0,POU5F1,0.2263007,1.0
PAX8,-0.025453709,1.0,E2F1,-1.754586,0.0195968879267657,KLF4,0.5080321,1.0,CXXC4,-0.2834635,1.0,NFYC,,1.0
NR2F1,-0.08232183,1.0,FOXF2,3.8488288,0.024456033220616815,SOX9,-0.94179916,1.0,PPARG,0.5472598,1.0,MAFF,0.47191757,1.0
LHX2,0.3231702,1.0,YY1,3.0543375,0.02492858279522873,TBX21,0.27828887,1.0,ELF3,0.36493838,1.0,BATF,0.37027976,1.0
CREM,-0.07696812,1.0,NFATC1,1.3946619,0.0430537242329458,GABPA,0.37491262,1.0,MXI1,-0.57879645,1.0,ZNF589,-2.2423933,1.0
MBD4,,1.0,TERF2,-0.56243527,0.04722806564935244,BHLHE22,0.3740595,1.0,PAX3,-1.7076938,1.0,NCOA3,0.18911055,1.0
HOXB7,0.0344345,1.0,CXXC4,1.2713473,0.04810745993580873,SOX4,0.0031841844,1.0,ZNF143,0.2658225,1.0,PBX2,0.64289415,1.0
MEIS1,0.01674009,1.0,YBX1,,0.04810745993580873,YY1,,1.0,NFIC,,1.0,KLF5,-1.7987378,1.0
NFAT5,-0.49334806,1.0,TAL1,-0.6163317,0.07581350569918913,NR1H4,-1.3647743,1.0,GFI1B,-0.6153796,1.0,ETV4,,1.0
NFYB,0.17283392,1.0,GABPA,-2.280448,0.10257193347802274,MEF2D,-0.3331452,1.0,STAT4,-0.8076415,1.0,RUNX1,0.11262055,1.0
PPARD,-0.16353604,1.0,GLI1,,0.10908173433896344,NFAT5,-0.5096872,1.0,IRF3,,1.0,FOXA2,0.19566032,1.0
E2F3,-0.00701494,1.0,ELF1,2.978957,0.11004268450336868,PBX3,2.8867774,1.0,YBX1,0.9277926,1.0,CREB3,-1.5312712,1.0
KLF6,0.26445195,1.0,HIF1A,1.2920043,0.12653730683256303,ZEB1,3.0148737,1.0,MSX2,-0.738856,1.0,FOXO4,,1.0
XBP1,0.065671645,1.0,USF1,1.149757,0.13329841628963415,HOXA9,0.31340235,1.0,DEAF1,-0.7042918,1.0,SREBF1,-1.5699629,1.0
WT1,0.06779414,1.0,JUNB,2.3441882,0.13680423496532879,ETV4,-2.2366874,1.0,ARID3A,,1.0,SPIB,0.26425284,1.0
LEF1,0.1742625,1.0,TCF7,,0.13799186435888489,MEIS1,0.1771657,1.0,ETV1,5.1776986,1.0,SP2,,1.0
NR1H4,,1.0,ZC3H8,,0.13799186435888489,ELK4,-0.7060279,1.0,IRF1,-0.63338953,1.0,NR1I2,-3.5055428,1.0
NCOA2,0.070952795,1.0,NR4A1,-0.6735266,0.16108746032719223,ELF3,0.5782715,1.0,CUX1,-1.0182769,1.0,THAP1,,1.0
ZBTB16,0.089394644,1.0,MEIS2,-0.8130892,0.22781632560119405,MYOD1,0.17545846,1.0,ZNF384,-1.0117146,1.0,SETDB1,0.18948497,1.0
ZNF165,-0.65086687,1.0,NCOA1,-1.26394,0.24966864850352963,RFX5,-0.8501476,1.0,NR2F2,1.9471692,1.0,E2F5,-1.4963107,1.0
ATF3,0.9789056,1.0,ARID2,1.7971783,0.2802994747146819,POU2F2,0.31053162,1.0,GATA6,0.49703372,1.0,BRF2,-1.0194274,1.0
HNF1A,0.28509507,1.0,PBX2,-3.6827946,0.2802994747146819,NCOA2,0.21778329,1.0,FOXF2,,1.0,RUNX2,0.42175186,1.0
CUX1,-0.5347937,1.0,BCL6,,0.33014299792510954,ERG,0.1756715,1.0,NFKB2,0.41372502,1.0,CTCFL,1.3050874,1.0
YY1,-0.1335791,1.0,NR5A2,-0.7824887,0.42384722852643236,CLOCK,0.13924237,1.0,ZBTB16,-0.42016354,1.0,ZFX,-1.2546123,1.0
GRHL2,0.037866294,1.0,MAF,,0.4375854692223555,ONECUT1,0.14985254,1.0,IRF9,-0.7753543,1.0,ZC3H8,,1.0
SPIB,0.016155368,1.0,MAX,1.5197792,0.4589655592653163,ATF5,-3.0164235,1.0,ZNF740,-5.3330097,1.0,ZHX1,-1.9434782,1.0
PRDM14,0.033425443,1.0,EBF1,-0.5873865,0.6995711243616983,ZNF217,0.785825,1.0,MYB,,1.0,TFAP4,0.38408107,1.0
ARNT,0.06078939,1.0,ZNF165,,0.7437560581270958,CDX1,0.36731392,1.0,ZNF750,0.14116593,1.0,AR,,1.0
HOXA9,0.106746055,1.0,RFX5,1.4183229,0.8025837852784223,MBD3,0.89297384,1.0,MTF1,-1.6927232,1.0,TCF12,0.783526,1.0
SP2,-0.049017176,1.0,E2F6,7.011017,0.8335695530499548,KLF9,0.47020045,1.0,TFAP2A,0.8085031,1.0,KLF13,-1.5604274,1.0
VDR,-0.15293692,1.0,PAX6,1.3994071,0.8335695530499548,MBD2,0.44166994,1.0,SOX6,-2.1384459,1.0,KLF9,0.73466945,1.0
GLI3,,1.0,ZNF384,1.5872118,0.926249161033178,VDR,-0.69168735,1.0,HOXA1,,1.0,TP73,0.46743417,1.0
ESR1,0.17507271,1.0,HSF1,2.751555,0.9472962496019167,MEF2A,,1.0,HOXB7,0.87661594,1.0,DEAF1,-2.476359,1.0
RUNX1,0.023902165,1.0,EHF,-1.3848158,1.0,ATF6,-1.3248965,1.0,SP2,-3.3520904,1.0,ESRRA,0.5232079,1.0
TERF2,0.025433887,1.0,NR1H4,,1.0,SREBF2,0.4721484,1.0,RUNX1,0.11559381,1.0,MAFK,0.22427417,1.0
FLI1,0.37848052,1.0,SATB1,-0.75209695,1.0,KLF1,-0.9959113,1.0,TP73,0.31246784,1.0,ZNF92,0.28066444,1.0
JUNB,-0.4495344,1.0,SOX9,1.2798383,1.0,HOXA1,-2.9140527,1.0,ZNF644,-1.3256434,1.0,NR5A1,,1.0
ONECUT1,0.10964947,1.0,HOXB7,,1.0,HMGA1,,1.0,FOXJ2,-2.0989838,1.0,FOXK1,-2.0714388,1.0
STAT3,-1.150687,1.0,HNF1A,-1.8076503,1.0,ASCL1,0.2287101,1.0,RELB,0.7999537,1.0,NRF1,-2.1901822,1.0
RUNX2,0.19629845,1.0,RUNX3,-0.60004807,1.0,ZNF740,,1.0,TFAP4,0.29691848,1.0,FOXF2,-2.8296099,1.0
NCOA3,0.10458205,1.0,SETDB1,-0.3078729,1.0,MAFF,0.48053026,1.0,MBD1,,1.0,SOX2,0.09106866,1.0
USF1,-0.12639633,1.0,ATF6,2.7555673,1.0,KLF2,,1.0,FOXM1,-2.662814,1.0,ZNF766,0.86565286,1.0
HES1,-0.011147791,1.0,NR1I2,1.4190195,1.0,PPARA,0.67499405,1.0,E2F6,,1.0,ZNF143,0.46419474,1.0
TCF4,,1.0,ZNF143,-0.6561301,1.0,CTCFL,1.1287582,1.0,ARNT,0.19104321,1.0,STAT4,-2.9160368,1.0
ZNF92,0.08192969,1.0,FOS,,1.0,ZHX2,-0.95097584,1.0,HES1,0.27779034,1.0,HIC1,-0.15745398,1.0
ETS1,-0.2920982,1.0,POU2F1,-1.4458243,1.0,E2F6,,1.0,ZNF165,,1.0,OTX2,0.288964,1.0
NFYC,-0.6686791,1.0,GLI3,,1.0,TCF3,0.8575798,1.0,FOSL1,0.37824193,1.0,TERF2,0.2971828,1.0
POU4F2,0.13207348,1.0,REL,1.6871834,1.0,NR5A2,0.34713098,1.0,POU2F1,0.38230577,1.0,ELK4,-2.391355,1.0
ETV1,,1.0,SMAD1,1.0874153,1.0,JUNB,,1.0,RXRA,,1.0,NFIC,,1.0
TP73,0.09022687,1.0,ATF5,,1.0,RXRA,,1.0,GFI1,,1.0,JUNB,,1.0
BMAL1,0.004265949,1.0,PCGF2,-1.1004593,1.0,ADNP,0.49193963,1.0,CLOCK,0.17392874,1.0,SP3,,1.0
ERG,0.23063721,1.0,ZNF207,0.9775473,1.0,FOXP2,,1.0,IKZF1,,1.0,HSF2,-1.1553805,1.0
MAZ,-1.2175434,1.0,ARNT,-0.410134,1.0,SNAI2,0.3854465,1.0,TP63,0.2108326,1.0,NR1H2,-1.5743004,0.9819865968513356
ZNF592,-0.33784983,1.0,NR2F1,-0.5068383,1.0,CXXC4,-0.9804891,1.0,NR2F1,0.3673173,1.0,STAT5A,-1.4462165,0.9329443299888812
MYBL1,-5.2881746,1.0,RARB,0.7429639,1.0,STAT4,-1.7503923,1.0,MYCN,-3.4887202,1.0,CEBPG,0.29224902,0.9139623942886884
TFAP4,0.060897287,1.0,DDIT3,1.3553146,1.0,MAX,-1.6255026,1.0,BHLHE40,-1.1482208,1.0,TEAD1,0.41718462,0.9139623942886884
MECP2,-26.728102,1.0,EPAS1,1.2604327,1.0,TBP,-1.0388128,1.0,CEBPG,0.25533003,1.0,WT1,-2.3275,0.8770541548524954
GFI1,,1.0,TEAD2,0.66432804,1.0,NR1H3,3.19313,1.0,SPIB,0.28119445,1.0,ELF3,0.77617586,0.8415146051080645
TP53,-1.195305,1.0,TCF3,-1.3633968,1.0,PBX2,0.73102766,1.0,CTCFL,1.0215466,1.0,ATF2,-2.1663845,0.8157307649991526
RELA,-1.0475774,1.0,ETV6,1.180371,1.0,TCF12,0.7697406,1.0,MYOD1,0.20026393,1.0,ADNP,0.789123,0.7272601960585211
GATA4,0.32024595,1.0,MBD2,-1.0561556,1.0,FOSL1,0.612959,1.0,THAP11,,1.0,AHR,0.9724179,0.6828014829687129
NR2F2,1.8186301,1.0,ATF4,1.1690779,1.0,CUX1,-2.3774645,1.0,NCOA2,0.23726495,1.0,MBD2,0.7051513,0.6476743952950046
FOXD3,,1.0,ASCL1,-0.30524212,1.0,MAZ,,1.0,RFX1,2.4831991,1.0,USF1,-1.7318805,0.6012823733459335
TWIST2,-1.8028501,1.0,CLOCK,-0.14983852,1.0,PAX2,3.679757,1.0,ZNF318,-0.86180073,1.0,NR3C1,0.9477765,0.5010535225125052
SP1,-0.5165109,1.0,FOXJ2,0.88384724,1.0,KLF13,-1.0231438,1.0,STAT6,-1.7144281,1.0,FOXM1,,0.45446027215184626
CREB1,-0.83398783,1.0,CTCFL,,1.0,SMAD3,,1.0,BRF2,-0.8806058,1.0,BACH2,,0.45446027215184626
POU2F1,0.39597225,1.0,HBP1,1.0150537,1.0,RARG,-1.0580175,1.0,TEAD4,0.28512612,1.0,STAT5B,,0.439840706057952
TCF3,0.40559986,1.0,USF2,0.47740602,1.0,MEF2C,,1.0,GRHL2,0.42438015,1.0,TP63,0.3168275,0.3813719539261743
ZKSCAN1,-0.51770145,1.0,HES1,-0.11573669,1.0,SOX2,0.09011806,1.0,NR5A2,0.33975425,1.0,MEF2A,,0.3529522287939431
KLF5,-0.5751301,1.0,ZNF318,0.5613779,1.0,ZKSCAN1,-1.2781218,1.0,MNT,2.2564466,1.0,ZEB1,,0.33016679118612285
YBX1,0.08609163,1.0,BHLHE40,0.6947198,1.0,AR,,1.0,TEAD1,0.34421194,1.0,RFX1,2.7593887,0.3265044487476584
MAFK,0.14921942,1.0,MYBL1,3.853405,1.0,BCL11A,-1.8763634,1.0,ARID2,-1.9229089,1.0,BCL11A,-3.8320856,0.3087509070051743
GLI2,0.6658599,1.0,MEF2B,,1.0,SPDEF,,1.0,FOSL2,0.48556387,1.0,LHX2,1.0578958,0.30190350600962684
MYC,-0.69212186,1.0,E2F2,-0.5820346,1.0,MYNN,-1.5054175,1.0,EOMES,0.24805681,1.0,IRF9,-2.3054729,0.30190350600962684
OTX2,0.19488908,1.0,MBD1,,1.0,TCF4,,1.0,E2F5,-1.0578965,1.0,ERG,0.48085853,0.2918961030631169
PDX1,0.09887065,1.0,FOXD3,5.80798,1.0,LYL1,0.46143347,1.0,NCOA1,0.45010898,1.0,NR2F2,3.1856937,0.2853964495080364
ATF6,-1.9024234,1.0,E2F4,0.62076604,1.0,JUN,,1.0,MAFB,0.22961195,1.0,MYCN,,0.2821972335770088
MAFB,0.0756413,1.0,MEIS1,-0.18132146,1.0,TCF7,3.7337441,1.0,FOXO3,-1.9046711,1.0,PGR,0.4466969,0.27279820751230316
JUND,-1.6218144,1.0,TBP,0.6608797,1.0,SETDB1,0.2132432,1.0,NR3C1,0.7348811,1.0,PRDM14,0.18610452,0.27279820751230316
NR1I2,-0.40136564,1.0,HMGA1,,1.0,WT1,-1.0340964,1.0,EGR1,0.61409056,1.0,PKNOX1,1.4472258,0.2607179818101607
HNF4G,0.3386558,1.0,ZKSCAN1,0.46951672,1.0,MBD1,,1.0,ADNP,0.60396737,1.0,FOXO1,0.42871088,0.25486600601734927
SOX11,0.16548589,1.0,MYCN,0.7599264,1.0,CREB5,2.760818,1.0,PCGF2,0.59036016,1.0,XBP1,0.32159725,0.25486600601734927
SMAD3,,1.0,PKNOX1,-1.2060003,1.0,ZNF83,-1.6855438,1.0,AR,,1.0,STAT6,-3.3708842,0.2380342374327022
MAF,1.1532065,1.0,CREB3L1,0.3913713,1.0,RELA,,1.0,SP3,-5.398373,1.0,NFKB1,-4.760597,0.23533152924151388
STAT6,-0.57570267,1.0,ZBTB7A,-0.6378119,1.0,XBP1,0.2640172,1.0,ATF7,,1.0,MBD1,,0.20036996577939048
RELB,0.568062,1.0,ZBTB33,0.4505098,1.0,E2F7,-1.6217123,1.0,ZNF766,0.80555165,1.0,TCF4,,0.19130798821046552
CEBPG,0.24385598,1.0,BHLHE22,-0.2997298,1.0,FOSB,,1.0,NFE2L1,,1.0,E2F1,0.52519727,0.16831826764858088
POU5F1,0.21384232,1.0,ZHX2,0.39154595,1.0,JUND,,1.0,FOXO1,0.35754317,1.0,MAFG,0.38452315,0.16636143645950355
ELF1,-1.4536761,1.0,TFCP2,,1.0,HNF1A,0.3831475,1.0,SMAD4,,1.0,TGIF2,-1.7406701,0.15689170660182272
E2F4,-0.9496565,1.0,PPARA,-0.61421925,1.0,MXI1,-1.5627502,1.0,TP53,,1.0,ELK1,-2.1231906,0.1444770856413707
TP63,0.17211503,1.0,MECP2,1.8344867,1.0,MAFG,0.32943502,1.0,EPAS1,,1.0,MEIS2,0.37026125,0.1378013894347616
ZC3H8,,1.0,HMBOX1,-1.5538118,1.0,MEIS2,0.305313,1.0,SMAD3,,1.0,E2F7,-2.4586887,0.11387651825779588
ZFX,-0.41944993,1.0,SP2,0.53368294,1.0,BACH2,,1.0,NFYC,-2.7434008,1.0,MYNN,-4.309776,0.10342879376809833
TFAP2A,1.6141748,1.0,HHEX,1.0511366,1.0,NFKB1,-2.5579264,1.0,GTF2B,0.2539413,1.0,TEAD4,0.31763953,0.08311383013362371
RXRA,,1.0,HIC1,0.14621732,1.0,PAX3,-2.3135889,1.0,GLI1,,1.0,ZNF197,,0.07817419906310911
REL,-1.7655058,1.0,SPI1,0.5256876,1.0,BACH1,-1.4207569,1.0,MAFG,0.40190807,1.0,ETS2,,0.06576939162948352
HIC1,0.115734555,1.0,PPARD,0.52290285,1.0,ZBTB7A,0.8174421,1.0,ZBTB2,1.3609442,1.0,NR2F6,0.6249248,0.06415637933612271
SNAPC4,0.49688008,1.0,STAT5B,0.49980697,1.0,SP3,-3.9455013,1.0,CTCF,0.15855868,1.0,SP4,-1.9573661,0.06028507869666485
RFX1,,1.0,BACH1,0.19613054,1.0,TCF7L2,0.75530636,1.0,STAT3,-3.7548966,1.0,HHEX,,0.048703328699236416
CEBPE,,1.0,ETS1,0.09385284,1.0,NR5A1,-2.6004303,1.0,KLF2,1.5860802,1.0,HOXA10,-2.0130038,0.046890858775534505
SPI1,-1.0120765,1.0,KLF5,0.14096218,1.0,MYBL2,2.2105176,1.0,THAP1,,1.0,GFI1B,,0.044572955388872126
JUN,-6.078961,1.0,ATF1,0.20279388,1.0,FOXP3,1.9195006,1.0,IRF8,5.6165137,1.0,TCF7,7.192592,0.044010592374401074
SATB1,0.26514378,1.0,BMAL1,-0.04573703,1.0,CEBPE,,1.0,ATF1,-2.1871634,1.0,TFDP1,-2.3441484,0.04182733835119517
GTF2B,0.18191671,1.0,CEBPE,,1.0,NANOG,0.6254226,1.0,GATA2,0.28253582,1.0,FOXP1,,0.04129770831104783
MEF2C,-10.0192585,1.0,RFX2,0.053729203,1.0,ELF1,,1.0,MAFF,0.6866965,1.0,ZBTB11,2.5187182,0.035874346830821476
MYOD1,0.1261124,1.0,IKZF1,-0.1305472,1.0,ZNF750,0.21672733,1.0,JUN,,1.0,KMT2B,,0.03541616683730272
TBX21,0.18941472,1.0,ATF7,0.1283364,1.0,ATF3,2.708909,1.0,HNF1A,0.5891896,1.0,YY1,,0.032781024838906055
MEF2B,1.6300079,1.0,ZNF592,-0.009333282,1.0,ZNF384,-4.1135917,1.0,CDX1,0.024773613,0.9814269554995946,E2F4,-8.720122,0.029940855245185846
FOSB,-1.5814831,1.0,GFI1,,1.0,MTF1,-2.054082,1.0,NR2F6,0.61999094,0.9637160354257595,MNT,4.264629,0.02955462882387595
RARB,-1.6308781,1.0,IRF8,,1.0,GATA3,0.08780839,1.0,ZNF175,,0.9462976492794808,CREB3L1,-2.7332413,0.0284240079650959
FOXA2,0.15862726,1.0,ZBED1,0.24264395,1.0,NFE2,,1.0,FOXL2,,0.9207091698578997,SOX10,0.7136866,0.025272466477456196
AHR,1.521633,1.0,HMGN3,-0.015065141,1.0,PCGF2,0.6051028,1.0,ESR1,0.43105897,0.8555358926617386,JUN,,0.024943458356240362
EHF,0.49783146,1.0,CEBPD,-0.065462105,1.0,USF1,-1.3136022,1.0,KLF1,-1.7575803,0.8399164274554198,NANOG,0.7425076,0.024618505391061862
NME2,0.21520688,1.0,KMT2B,-0.39328095,1.0,ESRRA,0.51482165,1.0,XBP1,0.376954,0.8245584977497608,ZHX2,-2.8841555,0.02429756071992125
FOXF2,-0.99652946,1.0,ADNP,0.14499712,1.0,MSX2,-1.2863466,1.0,HOXA9,0.6883472,0.758580528896657,TFAP2A,1.9153234,0.02186884148188204
MAX,-1.0950348,1.0,GLI2,1.3221716,1.0,FOXJ2,-7.2016234,1.0,ZNF197,,0.7173234699990052,ZNF274,,0.021298612322507654
BATF,0.3059151,1.0,HOXA1,-0.056325346,1.0,PRDM14,0.17442316,1.0,HMGA1,,0.6055943403982832,SOX6,,0.012976796776971002
EOMES,0.10804765,1.0,SREBF1,-0.20988782,1.0,SMAD1,-1.7211932,1.0,SNAPC4,0.83750844,0.5454402183568393,FOSL2,0.73134226,0.011798756019978311
ZNF750,0.1794564,1.0,ZBTB11,0.8836395,1.0,MNT,3.918077,1.0,GLI3,2.0846317,0.5249667196047217,TCF7L2,0.9372633,0.011638998518492488
NR1H2,-0.8404271,1.0,ZEB2,,1.0,KLF6,1.3257539,1.0,PGR,0.44451052,0.5100789754469433,GRHL2,0.62137294,0.010722775570823247
NFKB1,-1.0007632,1.0,HIVEP2,-0.6572131,1.0,BHLHE40,-2.772182,1.0,TCF7,,0.48146456191569426,HSF1,,0.00974048128268514
GABPA,0.41806802,1.0,FOXP3,-3.516106,1.0,CEBPB,,1.0,IRF2,-1.8745937,0.4677195950082859,ZNF644,,0.00974048128268514
FOXL2,-3.0385783,1.0,BRF2,-0.32266098,1.0,STAT3,-4.2105613,0.914197110254642,FOXP2,,0.4632190258485401,HNF4G,0.6957512,0.00884414282209541
RBPJ,0.6974408,1.0,EGR2,1.0889312,1.0,RFX2,0.99024653,0.8973573549886048,SOX13,,0.4499560447819583,PPARD,,0.008252553928713397
TERF1,0.13723466,1.0,PAX2,,1.0,HNF4G,0.5915192,0.8645262288922881,MEIS2,0.39563885,0.3593429037996962,HMGN3,-2.8909438,0.007487284417402212
CEBPB,,1.0,KLF10,0.015281898,1.0,NFKB2,0.804294,0.8645262288922881,SIX2,0.303166,0.3222668417161707,STAT2,-2.8851693,0.007281360189339699
BCL11A,-0.9323061,1.0,ZNF24,-1.5260326,1.0,NR2F6,0.60489744,0.8173371018033279,MAFK,0.31115562,0.30357025033309054,NFE2L1,,0.006982556712490989
TEAD4,0.25178385,1.0,ZFX,-0.38581228,1.0,FOXO3,-2.1958847,0.8097056570677752,HNF4A,0.27943766,0.3005537528786741,BHLHE40,,0.006068641651520663
NR2C2,-2.9363961,1.0,SOX4,-0.13570128,1.0,RUNX1,0.16154501,0.8021395479676307,LHX2,1.1283789,0.29460399411139965,E2F6,,0.0059000862784761516
NR4A1,0.3045562,1.0,MXI1,-0.2702727,1.0,ESR2,-1.9798406,0.7946382745853311,STAT2,-2.0857537,0.29167026684515746,GLYR1,0.6108973,0.005817491116177363
DUX4,0.41260496,1.0,IRF1,-0.390613,1.0,PKNOX1,1.436828,0.7652716536685078,NR5A1,-4.0367384,0.2637878058609647,MXI1,-5.1541815,0.00534459693871594
ELK1,-1.2148223,1.0,ZNF589,-0.53503644,1.0,NFE2L2,-1.9696844,0.7509645977951723,HBP1,-2.7002695,0.26114017642359044,SP1,-3.000331,0.0051952804334062415
ZBTB33,-0.64956146,1.0,IRF2,-0.5046483,1.0,NR2F2,3.7034988,0.7230838340086359,FOXK2,,0.24083098890376203,IRF1,-2.9413533,0.005122122283505373
PPARG,1.9146904,1.0,ZNF644,-0.875073,1.0,ZNF766,0.87645245,0.7095026124169795,FOS,1.76591,0.2336011619809918,GATA1,,0.00483919646745081
ETS2,,1.0,ZNF584,-1.3606907,1.0,ESR1,0.43163738,0.6765676202760909,NCOA3,0.27009028,0.23123642819187126,CUX1,,0.00407712946237888
HSF2,-0.6668444,1.0,ZNF639,-0.7908012,1.0,CREB3L1,-1.7940068,0.6637914047161249,RARG,,0.20454360619975706,REL,,0.0039053385401329665
NR1H3,,1.0,STAT2,-0.9103635,1.0,HBP1,-2.450356,0.6637914047161249,ERG,0.5320727,0.15624684715144968,ATF7,,0.0033812396024973965
SIX2,0.17844601,1.0,KLF2,-0.2763042,1.0,ZNF165,,0.6512371952952084,DDIT3,-4.354555,0.14068687193613805,CEBPD,-2.6568663,0.0033812396024973965
FOXM1,-2.2436433,1.0,NFYB,-0.52367586,1.0,ETV1,,0.6450422577273898,ZNF92,0.3703286,0.12929454981040048,CXXC4,-3.4372802,0.0030110498078270453
FOSL2,0.8397957,1.0,SOX6,-1.137792,1.0,ARID2,-10.193466,0.608996129965806,PAX2,3.2336159,0.12793278158046484,MEF2C,,0.0029247442463818597
IRF4,0.36632782,1.0,ZBTB16,-0.6511341,1.0,PPARG,1.8509696,0.5860048127861992,ESRRA,0.6561751,0.12658443552527673,STAT3,,0.0024545221739408385
TWIST1,0.97236824,1.0,THAP1,,1.0,DDIT3,,0.5530122126235752,PRDM1,2.094157,0.11503351236779889,RXRA,,0.0024545221739408385
PGR,0.5260185,1.0,FOXK2,-1.6224467,1.0,TP53,,0.5371654602592332,PRDM14,0.23137389,0.10788926872067667,TAL1,0.3183676,0.002348796827822461
ELF5,-1.3712263,1.0,SMAD5,-0.85141313,1.0,REL,,0.4549985667490329,ASCL1,0.35399136,0.10788926872067667,MAZ,,0.0020877390292049626
ZHX1,-1.2094047,1.0,IRF3,,1.0,NR1H2,-1.6842831,0.4549985667490329,FOXP3,-0.86044437,0.10225539146320371,KMT2A,1.1368197,0.0017737577342719691
REST,,1.0,ZNF766,0.580236,1.0,SP1,-1.92133,0.45054688025752276,FOXA2,0.30176127,0.09900863048539424,KLF6,1.5210118,0.0015510162313110373
ZBTB2,0.8141699,1.0,NFIA,-3.2202647,1.0,KLF3,2.9321268,0.3732473806806891,MEF2D,,0.07884672195003452,NFE2,,0.0014829183327904481
ELF3,0.9697373,1.0,NFYA,-0.9200782,1.0,CEBPD,-1.7403458,0.36954067080578196,NR1H4,1.2523791,0.061899524226789425,ESR1,0.48569238,0.0014829183327904481
ZNF217,1.4747429,1.0,TGIF2,-0.59188884,1.0,SOX13,,0.3480064656933297,SOX10,0.7678548,0.056635671259676806,ZNF175,,0.0014829183327904481
SMAD4,,1.0,SIX5,-0.71758676,1.0,CTCF,0.17769425,0.28145529566673927,STAT1,,0.052967426078993074,FOXJ2,,0.0012195467846164692
SIX5,-0.8146735,1.0,NR2C2,-6.3881893,1.0,HIVEP2,-3.0625572,0.25151087850330045,RARB,,0.04629176232924597,PRDM1,2.2202086,0.001183240612643925
KLF9,0.9323545,1.0,SREBF2,0.4553988,1.0,PRDM1,2.114965,0.2199464280408492,TCF7L2,0.97935903,0.04375136566526815,ETV1,,0.0009137984801746848
ZNF263,0.8235523,0.9785283337540883,SPDEF,,1.0,USF2,-1.3809983,0.20451739486233428,TWIST2,,0.04375136566526815,BACH1,-3.6974874,0.0008999377932444044
TEAD1,0.6028364,0.7536395283158864,NFE2L1,,1.0,RELB,1.2216084,0.18615960607615395,ZEB2,,0.036476998426234135,ATF3,3.7450724,0.0008862790448604289
RARA,,0.6913511149564987,HINFP,,1.0,NR4A1,0.4402874,0.18038987030002657,PDX1,0.26273277,0.03425187391264386,ARID3A,,0.0006616053695714562
E2F2,0.80536187,0.6702762603891659,ELF5,-1.6841077,1.0,ZNF24,,0.1766364752952182,POU5F1,0.38775975,0.03290329562611831,ZNF639,,0.0005753626216360402
EBF1,0.25829083,0.6298865339438214,CDX1,0.34586832,1.0,ZNF589,-3.206761,0.16756920794315341,GATA3,0.12311598,0.03252729695288185,JUND,,0.0005239864998833338
NR3C1,1.5683193,0.5917454649271997,HOXA10,-2.28,1.0,ZNF644,,0.1589376924437726,SOX2,0.1337296,0.03106350520804463,IKZF1,,0.0005078634859328595
RUNX3,0.30269575,0.5770931543565421,GFI1B,-1.2713012,1.0,ATF1,-3.279787,0.1572619662375911,TFAP2C,0.22757849,0.0270366202762463,NEUROD1,,0.0003425370427117202
TCF12,0.93338144,0.47135720299989237,VDR,-0.6307673,1.0,GATA2,0.3104596,0.15072261524602068,TFCP2,,0.023506926096615696,KLF3,3.4773846,0.0003371420801210226
BCL6,2.7220254,0.43375469062581357,LYL1,0.35549206,1.0,EGR1,0.7767698,0.14598571426114273,GATA4,0.67968607,0.022962816312822838,FOSL1,0.90204996,0.00022600731076826084
MEF2D,,0.4254801747314736,NRF1,-1.0253217,1.0,KLF10,2.4616485,0.14443790311754584,DUX4,0.46039492,0.02115082716285525,USF2,-2.0483108,0.00022239335906633166
ATF5,,0.37881960842568624,STAT5A,-0.7606821,1.0,SOX10,0.71038616,0.11652388508599298,SOX4,0.5290564,0.017092897762522992,GATA3,0.11443405,0.00017728976887361388
NFIA,-2.7220018,0.3325536913060805,CREM,1.1540122,1.0,MYCN,,0.08969695148511156,PAX8,0.36355913,0.0166906338380133,IRF2,-4.356028,0.00016078697289104862
ZBED1,-1.500872,0.31555897176029724,FOXO3,-1.3699591,1.0,HIF1A,-2.1413019,0.08871602788111364,SOX11,0.3703013,0.013132336341668107,ARID2,,0.00016078697289104862
KLF4,0.9198785,0.13079835241819202,NR5A1,-2.1304047,1.0,FOXK2,,0.08212619098930934,NFE2,,0.011219459641114376,ZNF318,-2.5780761,0.00015562304437877875
SP4,-1.1875111,0.09660120569455845,PIN1,0.67167735,1.0,ARID3A,,0.05306388768759678,CEBPA,1.2740363,0.009810666405209055,FLI1,2.044138,0.00015061929587801512
GATA6,0.81602865,0.06547631808749796,BACH2,-3.2795372,1.0,EPAS1,,0.04789837318219112,ETS2,,0.008466155119302727,SMAD1,-4.43047,0.00015061929587801512
