Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
SNAI1,-1.680206,1.0,TP63,-0.47964287,1.0,AHR,,1.0,NR4A1,0.87874746,1.0,E2F5,-0.51981086,1.0
IRF2,1.4825916,1.0,ZC3H8,1.988832,1.0,HOXA1,,1.0,IRF2,-3.2868779,1.0,POU5F1,0.30505085,1.0
GFI1B,2.324051,1.0,ZZZ3,3.0862038,1.0,CTCFL,4.615394,1.0,PCGF2,0.44336915,1.0,MBD4,-1.313301,1.0
POU2F1,-0.62184995,1.0,ZHX2,0.9448991,1.0,SOX13,0.6680291,1.0,TERF2,0.47671145,1.0,TP73,0.19892766,1.0
ZEB2,-1.9125701,1.0,SOX9,1.2278103,1.0,BMAL1,0.38278857,1.0,ZNF766,0.39432266,1.0,ZNF384,-0.1345232,1.0
HNF4G,-0.6246679,1.0,MEF2D,3.7467766,1.0,GLI1,1.0195445,1.0,REST,,1.0,CREB3L1,-0.48811603,1.0
GATA4,-0.5088189,1.0,ZNF750,-0.75841707,1.0,HOXA9,0.56725955,1.0,TCF7,,1.0,TAL1,0.11752054,1.0
NFYA,1.7520117,1.0,FOXD3,2.3368802,1.0,MYCN,,1.0,GABPA,3.5188198,1.0,GLI3,3.9979115,1.0
YY1,1.4268725,1.0,RARB,1.3404179,1.0,ZNF83,-0.71897507,1.0,GLI1,,1.0,NR2C2,-0.9928164,1.0
NFIA,,1.0,TCF7,,1.0,XBP1,0.16209061,1.0,SNAPC4,3.5280232,1.0,HBP1,-0.16469127,1.0
TCF3,-1.3442347,1.0,IRF2,1.1879497,1.0,SMAD4,,1.0,MBD4,-2.6044164,1.0,FOXD3,-27.261967,1.0
FOXP1,0.556604,1.0,XBP1,-0.74428535,1.0,ERG,0.4825101,1.0,E2F7,-1.4810445,1.0,THAP11,,1.0
NFE2L1,-0.8452465,1.0,FOSL1,-0.77486587,1.0,ZNF263,0.9524722,1.0,SPDEF,-0.28131112,1.0,ELF3,1.1215193,1.0
OTX2,-0.46961826,1.0,SNAI2,-1.6100492,1.0,EOMES,0.22500308,1.0,ZC3H8,,1.0,FOXJ2,,1.0
ZHX2,0.77181065,1.0,BRF2,0.62172145,1.0,ZNF766,0.2512281,1.0,ZBTB7A,1.0601171,1.0,POU2F1,0.43674824,1.0
TP63,-0.44506222,1.0,FOXA1,-0.24659957,1.0,NR1H2,-0.46158522,1.0,FOXP3,0.27828145,1.0,IRF2,-1.5901687,1.0
BACH1,0.78375727,1.0,MXI1,0.93237334,1.0,NFATC1,-0.5813811,1.0,ZHX1,-2.7211168,1.0,ATF7,0.69566077,1.0
NR4A1,-0.76558954,1.0,TGIF2,0.6786697,1.0,REST,-1.4550953,1.0,PROX1,,1.0,PAX3,,1.0
HBP1,0.6606607,1.0,ZNF92,-0.5035984,1.0,FOXO1,0.23409219,1.0,MAX,-2.1486897,1.0,EGR2,,1.0
NRF1,1.1233851,1.0,MNT,,1.0,NR2F1,0.28172347,1.0,NFYC,-1.7920622,1.0,ZEB2,0.7582809,1.0
POU2F2,-0.8357404,1.0,RARA,1.3748232,1.0,ESR2,-0.7979551,1.0,PKNOX1,0.54275745,1.0,ASCL1,0.12857497,1.0
ZBTB7A,-0.8481035,1.0,OTX2,-1.0681343,1.0,NRF1,-0.7801829,1.0,NR5A1,-3.3808606,1.0,ETV4,-1.1839129,1.0
TEAD4,-0.5374355,1.0,ARNT,-0.8383045,1.0,ZEB2,0.48148063,1.0,NFIA,-1.5356828,0.9159304232388507,MYCN,,1.0
SP2,1.5006167,1.0,FOXO1,-0.7651693,1.0,HOXB13,0.15451398,1.0,TCF4,,0.8224847656902524,RFX1,,1.0
MBD2,-0.4830705,1.0,LEF1,-1.6675715,1.0,PPARD,-0.8299887,1.0,PBX3,-2.9214838,0.7889319235857423,FOXO1,0.29849407,1.0
RARG,0.13046797,1.0,IKZF1,-1.896705,1.0,PPARA,0.3118616,1.0,NR5A2,0.4951068,0.7566379397882589,MEF2A,-3.0965052,1.0
CBX2,-0.63496804,1.0,FOS,-0.84363455,1.0,CEBPZ,-2.7443917,1.0,CREB1,-3.2637768,0.5576136869895748,NR1I2,-2.087834,1.0
FOSL1,-0.32999763,1.0,BATF,-1.7348208,1.0,ATF7,0.90781814,1.0,PAX2,3.1792097,0.5387692183184224,MAZ,,1.0
ATF7,-1.4705235,1.0,SNAI1,0.49618307,1.0,ZNF207,-0.53296363,1.0,ETV1,,0.48993057092437037,HMGN3,-0.46359393,1.0
STAT1,0.9358163,1.0,CBX2,-0.5078876,1.0,LYL1,0.20971704,1.0,MBD2,0.65283656,0.4413314718369144,SOX9,-1.1680017,1.0
E2F4,0.38730177,1.0,GATA4,-1.2779666,1.0,ZNF175,2.496863,1.0,SP1,-2.2026765,0.3416748238962807,ZNF740,-2.5624907,1.0
IRF9,1.0873635,1.0,SOX11,-0.4704724,1.0,SATB1,0.34674093,1.0,CTCFL,,0.29873222369788227,ZKSCAN1,-0.6502234,1.0
HOXB7,,1.0,FLI1,-0.44066244,1.0,MEIS1,0.16958776,1.0,MSX2,-0.8509533,0.2830019566861455,KLF6,1.046712,1.0
AHR,,1.0,ZKSCAN1,0.64772075,1.0,PAX8,0.22435343,1.0,FOXK1,-5.63952,0.26322271868175795,ZNF175,1.6085382,1.0
REL,-1.3143653,1.0,ADNP,-0.109976605,1.0,MAFG,0.21070787,1.0,CEBPE,-2.180998,0.26322271868175795,CLOCK,0.10757035,1.0
IRF4,-0.40013507,1.0,KMT2B,1.2102824,1.0,DEAF1,-0.9153247,1.0,HOXB7,,0.2469771934269789,ATF5,1.214485,1.0
BHLHE40,0.9105,1.0,PAX5,2.0942788,1.0,RFX2,-0.12837467,1.0,PAX3,,0.23379936002101434,PPARA,0.48556542,1.0
RELB,-0.90009433,1.0,KLF5,0.6111222,1.0,KLF9,,1.0,RXRA,,0.21724469709290808,HOXB13,0.1294094,1.0
TGIF2,0.27964926,1.0,MAF,,1.0,MBD4,0.05035403,1.0,GLYR1,0.8397443,0.20938275603326914,FOXK2,0.816973,1.0
ZNF175,-2.1914241,1.0,STAT5B,,1.0,E2F6,5.650149,1.0,MXI1,-3.570723,0.18219911934820257,NR5A1,5.3130593,1.0
MEF2A,0.8602024,1.0,IRF9,0.80022144,1.0,POU2F1,0.3300494,1.0,GFI1,1.3512444,0.16594494287268619,ATF6,-4.515761,1.0
LEF1,-0.4723707,1.0,MAFK,-0.5172385,1.0,MYNN,-1.4168382,1.0,MYBL1,-1.6774415,0.1568527127740407,NFIA,0.6503484,1.0
DEAF1,0.67153996,1.0,SOX6,,1.0,STAT2,,1.0,CUX1,,0.1413799110798461,FOXP1,-1.1470107,1.0
MXI1,0.45993936,1.0,HMGN3,0.39656866,1.0,CEBPG,0.21241489,1.0,NCOA2,0.5512829,0.13872466073572326,ZNF143,0.32062513,1.0
RBPJ,-0.60602003,1.0,SATB1,-0.22720997,1.0,PBX2,0.24064927,1.0,ZNF274,0.4529121,0.12613336884222476,FOXP2,,1.0
ZNF92,-0.062476378,1.0,BCL6,,1.0,AR,-1.9840168,1.0,SOX9,-3.0295024,0.11029270599329961,MEIS2,0.14890654,1.0
MECP2,,1.0,ZNF584,-1.7175926,1.0,NME2,0.37467456,1.0,RUNX1,0.28216308,0.10612122205419268,RFX5,-2.0057297,1.0
JUN,0.18976584,1.0,ZNF740,0.52766573,1.0,ASCL1,0.21208787,1.0,LEF1,1.6271256,0.09086862785988863,NANOG,0.97110176,1.0
CREM,-0.033186525,1.0,ZNF24,-1.1373533,1.0,ZNF143,0.36769772,1.0,FLI1,0.8483746,0.08403760327242545,SP1,-1.415671,1.0
TP53,0.27988353,1.0,MAX,0.3414678,1.0,KMT2B,,1.0,RARA,,0.07542886611481901,ZNF766,0.22636034,1.0
CREB1,0.113382116,1.0,ZNF644,,1.0,HHEX,1.2513957,1.0,ATF7,1.7546678,0.07395548259735497,ELK4,-1.7052137,1.0
REST,0.7723721,1.0,TCF7L2,-1.0440911,1.0,E2F3,-0.052025206,1.0,MEF2D,-7.2988577,0.07322896938273078,FOXK1,-2.058636,1.0
TCF12,,1.0,E2F6,,1.0,IKZF1,1.1957414,1.0,MTF1,,0.0656676422223284,KLF1,-1.0304971,1.0
BATF,-0.09683921,1.0,FOXK2,-2.1408775,1.0,FOXA2,0.40742597,1.0,PBX2,0.6755328,0.06185904542790491,ADNP,0.22208472,1.0
ZNF644,,1.0,NCOA3,-0.33320138,1.0,POU4F2,1.2572565,1.0,HNF1B,1.6946883,0.05767841994069405,JUND,,1.0
PGR,0.047060926,1.0,PBX2,-0.2699601,1.0,NCOA1,0.333377,1.0,MBD3,,0.050610514521407204,GATA1,0.32266313,1.0
HHEX,-0.2208934,1.0,FOSB,1.050238,1.0,YY1,-1.5404961,1.0,EGR2,,0.04909956475931611,PROX1,,1.0
MBD1,-1.406535,1.0,MBD3,,1.0,USF2,-1.0503625,1.0,NFE2L1,0.9999529,0.046675357856161594,SOX4,0.5357508,1.0
GLI1,-2.4934874,1.0,PCGF2,-0.062934175,1.0,GABPA,3.0408757,1.0,SOX4,0.8903666,0.04620425133103706,ZNF165,-2.112011,1.0
AR,-0.2226563,1.0,POU2F1,-0.65275985,1.0,FOXK1,-1.2853719,1.0,STAT3,,0.04347039263112372,PAX6,-1.1861725,1.0
EHF,0.5650872,1.0,NFATC1,0.546046,1.0,IRF4,0.61973226,1.0,SNAI2,1.5369058,0.0417333405199758,TFAP2C,0.19196297,1.0
MEF2C,0.38887513,1.0,SPI1,1.0612464,1.0,SPIB,0.283351,1.0,DDIT3,,0.040473736174360536,GRHL2,0.6241559,1.0
ESRRA,0.021072699,1.0,ZFX,0.27916196,1.0,THAP1,0.64561313,1.0,KLF2,1.6758642,0.040061898597993924,CBX2,0.44990024,1.0
CDX2,-0.30856097,1.0,BHLHE40,0.75073034,1.0,ZNF197,0.9142672,1.0,CDX1,0.51869136,0.03469574531073467,NR2F2,2.3910146,1.0
BACH2,0.740733,1.0,RBPJ,-2.0187883,1.0,THAP11,,1.0,ELF3,2.5544522,0.03128642727606103,ERG,0.8282599,1.0
TBX21,0.043826845,1.0,EOMES,-0.33067423,1.0,ESR1,0.673144,1.0,ERG,1.4636471,0.025394614687085305,ZBTB11,2.2392628,1.0
MYBL2,-0.32667714,1.0,MAFF,-0.65324366,1.0,SP2,-2.2171726,1.0,SRF,-2.2512765,0.02285847661574471,SP3,,1.0
SMAD4,-0.8305807,1.0,HOXB13,-0.20892695,1.0,CUX1,-1.3592975,1.0,FOXK2,2.9563022,0.018886284412425902,MAFF,0.80690664,1.0
MNT,-0.056896444,1.0,NFE2L2,0.46789762,1.0,IRF3,,1.0,ARID3A,,0.018487732315228073,ATF1,,1.0
MBD3,0.22096097,1.0,CTCF,-0.18806222,1.0,SETDB1,0.20020874,1.0,HMGA1,,0.016434365207926564,DDIT3,2.5077965,1.0
ARID2,0.1734282,1.0,MITF,,1.0,ZNF384,-1.7652847,1.0,JUND,,0.01524236202749486,USF1,-1.305084,1.0
KMT2B,2.880563,1.0,PAX8,-0.18833688,1.0,EGR1,2.2868557,1.0,SATB1,0.81291777,0.014917152956612839,NCOA2,0.24462806,1.0
ERG,0.29801667,1.0,TFAP2C,-0.104851365,1.0,ZNF750,0.4326442,1.0,NR2F2,7.6434727,0.012679686135240113,PPARG,,1.0
BCL6,1.7783074,1.0,MECP2,,1.0,TFDP1,-0.95482165,1.0,KMT2A,1.5482002,0.011245570237111027,BMAL1,0.7000396,1.0
NEUROD1,0.30959025,1.0,ZEB2,-0.07659577,1.0,NFE2,0.85548425,1.0,KLF3,1.828803,0.010882047809795991,ZNF639,-2.2313614,1.0
GLI2,,1.0,TBX21,-0.18789513,1.0,MECP2,,1.0,MNT,2.1870859,0.010645934117775934,TFAP2A,,1.0
FOXO3,,1.0,CEBPG,-0.15306826,1.0,ADNP,0.11676899,1.0,HBP1,-3.2333615,0.009749283626109112,IRF8,1.3547429,1.0
SNAI2,0.17342119,1.0,SOX10,-2.3146718,1.0,NANOG,1.1971029,1.0,CDX2,2.7644892,0.008826468455181502,KDM5B,,1.0
TWIST1,0.012308616,1.0,MYBL1,2.8676865,1.0,POU5F1,0.49149582,1.0,ADNP,0.3305027,0.008729223157953646,E2F7,-1.2418942,1.0
KDM5B,-2.1340404,1.0,NEUROD1,-0.6189172,1.0,BCL11A,-1.0760859,1.0,TCF12,,0.00835033995531303,NCOA1,0.3529691,1.0
NFIC,-0.20752451,1.0,ZNF83,0.3116348,1.0,TFAP2A,,1.0,GATA4,1.2263894,0.0069855948431725885,PBX3,-2.322812,1.0
ZNF24,0.24490918,1.0,ZNF165,0.4892244,1.0,RUNX3,0.45809305,1.0,STAT1,,0.006679199528934855,SMAD1,-1.2528034,1.0
E2F5,0.02618008,1.0,EGR2,,1.0,STAT5A,-0.89170724,1.0,E2F6,,0.006104384432917213,PGR,0.6375161,1.0
SREBF1,-0.11605178,1.0,HMBOX1,0.0038072139,1.0,RBPJ,1.7684169,1.0,IKZF1,1.9941595,0.006104384432917213,NR2F6,0.6191055,1.0
TEAD1,0.3908292,1.0,RUNX1,-0.0071306,1.0,ATF4,,1.0,TP53,,0.0055769040391675725,BACH1,-1.9363495,1.0
TWIST2,-4.8079777,1.0,MTF1,,1.0,ZNF639,-1.7709471,1.0,ZNF740,,0.005210118092694243,AR,,1.0
ATF3,0.27559748,1.0,IRF4,-0.18856238,1.0,POU2F2,0.837747,1.0,SP3,,0.004922149419689397,TCF7L2,0.8649766,1.0
ARNT,0.2954157,1.0,ZNF592,-0.19818994,1.0,HNF4G,0.7370372,1.0,FOSB,,0.004922149419689397,E2F6,2.6633432,1.0
CUX1,-0.708243,1.0,HNF1A,,1.0,GFI1,-1.3924003,1.0,GLI3,,0.00434112236942665,E2F4,-0.4031104,1.0
SOX13,1.0844833,1.0,GTF2B,-0.056190047,1.0,RARG,-1.8550867,1.0,MAZ,,0.004291677623431615,ATF4,,1.0
MAF,,1.0,DDIT3,,1.0,TP53,-2.058956,1.0,TFCP2,,0.004242770650950918,GFI1B,,1.0
BRF2,-0.08058621,1.0,NFKB2,-0.27955127,1.0,KLF2,-0.7228849,1.0,NR2F1,0.7635323,0.004099221171118237,ATF3,1.5831677,1.0
MAX,-0.049274035,1.0,NRF1,-0.14605568,1.0,BHLHE40,-3.090369,1.0,RARB,,0.003216685562897856,ZNF589,,1.0
KLF6,0.838696,1.0,SREBF1,0.021350179,1.0,DUX4,1.810313,1.0,NFE2,1.3403777,0.0031065127676686575,ELK1,-1.3557374,1.0
ZEB1,-0.71850497,1.0,ATF1,0.16410416,1.0,PDX1,0.38012552,1.0,ATF3,2.581444,0.002930861661375159,PAX8,0.38290983,1.0
CEBPB,,1.0,ZBTB7A,-0.28123182,1.0,GLYR1,0.6575667,1.0,ARID2,,0.002830071417369998,GLI2,,1.0
ZNF83,-0.35232362,1.0,GFI1B,-0.24591112,1.0,MAF,,1.0,MBD1,,0.002577241167054205,NR1H3,,1.0
CREB3L1,-0.4500831,1.0,SPIB,0.03166471,1.0,CDX1,-0.29915974,1.0,IRF8,4.4861717,0.002459072916965755,ZNF274,0.29970658,1.0
HINFP,0.9133103,1.0,EPAS1,-0.21654494,1.0,BHLHE22,0.3919271,1.0,TP73,0.76889294,0.0021858984221801193,CDX2,1.780233,1.0
RUNX2,0.98762935,1.0,NFYA,-0.5510449,1.0,EBF1,0.59961396,1.0,FOXO1,0.84362346,0.0019189935883252142,FOXM1,-2.4121535,1.0
FOXM1,-0.4178331,1.0,KLF13,-0.07075983,1.0,ONECUT1,1.0944338,1.0,ZNF143,0.8114572,0.0015115957638793566,STAT6,-3.526176,1.0
ZKSCAN1,-0.4932731,1.0,NR4A1,0.25157982,1.0,FOXP3,-4.567865,1.0,HHEX,2.422461,0.0013084354460558454,REL,,1.0
FOXD3,-1.5684967,1.0,DEAF1,-0.43695173,1.0,TCF3,1.2031887,1.0,FOXP1,-2.8359153,0.0012927416211566064,MBD2,0.62877876,1.0
KLF1,-0.56615126,1.0,MYOD1,-0.00989128,1.0,RARB,-2.6900628,1.0,TWIST2,,0.0009659512038989529,CREB1,-5.348612,1.0
FOXJ2,,1.0,SOX2,0.026803004,1.0,FOXP1,-1.1532938,1.0,CLOCK,0.51101035,0.0009311719788914327,REST,,1.0
NR3C1,4.0526314,1.0,MAFG,0.08621113,1.0,RELB,4.3917065,1.0,ETS2,,0.0009311719788914327,PAX2,,1.0
PAX5,-2.150841,1.0,KLF4,-0.8217698,1.0,ZBTB11,5.7029953,1.0,GRHL2,1.0824481,0.0008036995111937624,ZNF750,0.5920126,1.0
HMGN3,-0.36827376,1.0,MSX2,3.0169108,1.0,CREB5,,1.0,MEIS2,0.4201852,0.0006514385733757618,DUX4,1.4541438,1.0
ZNF592,-0.56670237,1.0,BACH2,-0.7356697,1.0,SOX9,-1.3281753,1.0,ESRRA,0.7303554,0.0006354655721041435,RUNX2,1.3920513,1.0
EPAS1,-1.1831591,1.0,MAFB,0.17080404,1.0,IRF2,-2.5342784,1.0,TAL1,0.40970898,0.0005897730991578035,HNF4G,0.8100387,1.0
HNF1B,0.984775,1.0,FOXO4,,1.0,NR5A2,0.46738136,1.0,HNF1A,1.8367603,0.0005337392387542607,NR3C1,2.1222477,1.0
MYCN,,1.0,GATA3,0.036007933,1.0,JUN,-2.9552252,0.8912149980614626,BMAL1,1.1752518,0.0005271059115760944,HIF1A,-3.6224544,1.0
FOSL2,1.8111249,1.0,ZNF589,-1.4121782,1.0,PRDM14,0.5081052,0.8797411244098292,ATF1,,0.0004951108399515853,KLF3,1.2291265,1.0
KLF10,3.8972454,1.0,MYC,-0.42869923,1.0,PIN1,-0.38885063,0.8516453832368237,PPARG,,0.0004708678035056994,LHX2,,1.0
ELF1,-1.9966692,1.0,NFYB,-0.61352473,1.0,GATA1,0.38370526,0.7621529929645171,ASCL1,0.51225364,0.0003658086046664811,GATA3,0.25283855,1.0
NFATC1,-0.59012556,1.0,NCOA2,0.1917415,1.0,IRF1,,0.6723916530596943,SETDB1,0.42312753,0.00036119704297015326,HOXA1,2.4609618,1.0
HOXA9,0.80992186,1.0,MEIS2,0.13524471,1.0,SIX2,0.7608577,0.5614667100392983,MEIS1,0.4775615,0.00031805549971138715,SOX13,1.3796493,1.0
BHLHE22,0.28892568,1.0,POU2F2,0.41849893,1.0,TFAP4,0.78299737,0.44577157867022316,FOXM1,,0.00029459981959932535,MAFB,0.4695757,1.0
WT1,-0.9017059,1.0,FOXK1,-0.7694345,1.0,BATF,1.0195891,0.37521286632629564,ZNF384,,0.0002461698327191521,OTX2,0.8407028,1.0
KLF13,-0.772056,1.0,MBD2,0.28406274,1.0,NR1H3,,0.3451521353945987,RARG,,0.00023683956487515712,FOXA2,0.71555007,1.0
PPARD,-4.5728927,1.0,SP2,-0.9823523,1.0,SOX11,0.5217918,0.3129064569553889,KDM5B,,0.00019007232298178084,IKZF1,1.5275664,1.0
MBD4,,1.0,E2F2,0.26739612,1.0,HMBOX1,0.8134835,0.1788452708258159,YY1,,0.00019007232298178084,SOX11,0.6240124,1.0
GRHL2,0.6491564,1.0,GLYR1,0.24303843,1.0,NR2F6,0.7666003,0.16620410356382967,ZNF92,0.67323744,0.00018280205559611083,MYBL1,1.8918734,1.0
ELK4,-0.4696484,1.0,MYNN,-1.1042985,1.0,HNF1A,-0.23522021,0.15213584559993032,TFAP4,1.2141259,0.00016905759299309003,GATA4,0.9790242,1.0
PRDM1,,1.0,POU4F2,0.8043683,1.0,IRF9,,0.13211512915949702,CBX2,1.1158639,0.0001542805798147383,PDX1,0.5257261,1.0
SRF,-1.0625435,1.0,PDX1,0.19633922,1.0,ETS2,,0.12538135799655625,TCF7L2,1.498392,0.0001502927788556447,NFIC,,1.0
MAZ,-2.2481756,1.0,NFE2L1,0.39062464,1.0,ZHX2,-1.6430192,0.1128658292153634,KLF4,,0.00014833635629677672,ETS2,,1.0
HIVEP2,,1.0,NR2C2,-0.8713332,1.0,PAX3,,0.10951083535414802,KLF9,,8.73928883518311e-05,FOXA1,0.20873083,1.0
RELA,,1.0,NFIA,0.6479174,1.0,MAFB,0.5969665,0.10386328080226258,HSF1,,7.24542604108524e-05,ONECUT1,1.1487718,1.0
ETV1,,1.0,MEF2B,0.72511286,1.0,TGIF2,-1.1665225,0.09999763776515866,HNF4G,1.2337326,6.164138464805172e-05,SOX2,0.3774535,1.0
LHX2,,1.0,DNMT1,-0.3751108,1.0,TFAP2C,0.22178552,0.09056854701444478,NR1H4,,5.311263182190239e-05,TCF4,,1.0
SMAD3,-2.3761506,1.0,TP73,0.13377531,1.0,FOXK2,4.2619514,0.08518749502805632,GTF2B,0.67642254,3.9888270162746654e-05,MAFK,0.7053307,1.0
JUNB,-2.0755794,1.0,EBF1,0.4068368,1.0,NFYA,-3.678693,0.07415718882517736,GATA1,0.5923452,3.9888270162746654e-05,SETDB1,0.33725148,1.0
BCL11A,-0.9359494,1.0,ELF5,-0.876262,1.0,PAX5,,0.07301806160602384,MAFF,1.6800634,3.029257648541893e-05,SOX10,,1.0
RFX5,-1.7696102,1.0,CTCFL,,1.0,HSF1,,0.06915924117921331,HOXA1,4.788722,2.2318298364238032e-05,NR2F1,0.6416163,1.0
RFX1,,1.0,HOXB7,5.1431994,1.0,SOX6,,0.06756484548981055,FOSL1,0.97201705,1.8347136754707895e-05,ZNF217,2.9439888,1.0
NR1H3,-4.489377,1.0,TFCP2,5.371443,1.0,TCF7,,0.052576155959560285,KLF6,2.855443,1.7590047254031714e-05,STAT1,,1.0
FOXP2,,1.0,ATF5,3.2926204,1.0,MEF2B,2.9354966,0.037918671069615766,FOXL2,,1.662755622357639e-05,NFE2L1,0.8595645,1.0
GATA6,1.3271466,1.0,NR5A2,0.23134023,1.0,E2F2,0.7505581,0.02808531969473185,SOX11,0.8811728,1.326333647311682e-05,MYBL2,2.756097,1.0
NR2C2,-1.2327027,0.7794125255320953,TCF3,0.81290334,1.0,KLF8,0.7354287,0.025243934651528764,NCOA3,0.7716576,1.2354769046771519e-05,NR5A2,0.61804163,1.0
STAT5B,,0.6695748135751248,ZNF143,0.37713102,1.0,ARID3A,,0.024425871923592038,ZNF175,,1.2354769046771519e-05,TFCP2,,1.0
NR2F2,,0.5506573684385474,E2F1,0.3452614,1.0,DDIT3,,0.01651353198723564,FOXP2,,1.167166170570956e-05,FOXL2,,1.0
NR1H2,-0.81420344,0.5506573684385474,SNAPC4,2.1874533,1.0,SOX4,-0.010348817,0.016101602011647995,PRDM1,,1.1183521449593302e-05,MBD3,5.1302795,1.0
ETS1,-0.9306974,0.4222655437304482,TERF2,0.28825146,1.0,BCL6,,0.015050240240331044,AR,,9.97665615862387e-06,POU4F2,1.7319008,1.0
NFKB1,,0.18908935591234266,ZBTB16,-0.29014084,1.0,CTCF,0.5269651,0.013028319764242083,SNAI1,-3.215644,8.769819490297114e-06,FOXP3,1.1191407,1.0
STAT6,-0.2288839,0.14667132646854525,ZNF263,1.2690985,1.0,GTF2B,0.5323968,0.012591550823930951,MAFG,0.7200829,8.280103281845472e-06,RXRA,,1.0
ZNF584,1.7127951,0.11790398058500998,ZBTB11,3.0319154,1.0,TERF1,0.4695205,0.010517514493542053,E2F1,0.9446235,7.4862305544601245e-06,NFE2L2,,1.0
KLF5,-1.2298505,0.08082460647510417,HOXA1,,1.0,MEF2C,,0.008770909409667463,SMAD4,,7.169089289216053e-06,SIX2,0.749259,1.0
NR1I2,-2.127103,0.07243976143078015,E2F5,-2.0732799,1.0,TBX21,0.9801003,0.007969885366595637,BACH1,,6.478983806042693e-06,ZNF318,-1.5400522,1.0
RXRA,-2.3515775,0.03368746771443279,NCOA1,0.3155102,1.0,ATF1,,0.0076292632124336,TP63,0.89985704,4.915225531519439e-06,HNF1A,0.9790838,1.0
SP3,,0.0320338793270466,ZNF639,-1.897969,1.0,STAT4,,0.007431590609538891,ZNF750,0.9373453,4.372679709966258e-06,HSF1,,1.0
ZNF318,-1.0750954,0.026155536350143352,THAP1,0.7185204,1.0,FOS,1.0793586,0.006807307519276796,NFE2L2,,3.831780187871796e-06,ESRRA,0.58836144,1.0
ZC3H8,,0.021944093455112227,TAL1,0.19794263,1.0,FLI1,1.0436726,0.0064003830669271435,PPARA,2.0472205,3.2585129616966085e-06,FOSL2,1.6700548,1.0
ESR2,-1.492002,0.015955566641446314,GABPA,4.149608,1.0,PAX2,,0.005859065167906837,CEBPG,0.8125463,3.2585129616966085e-06,HHEX,1.8154031,1.0
ZNF207,-1.538887,0.012448792863565341,ZNF766,0.43706012,1.0,HMGA1,-5.9983068,0.005807400619399772,NFIC,,2.7689745676487347e-06,GATA2,0.4345868,1.0
TCF4,-9.486514,0.012261710242305664,ZNF382,1.512331,1.0,NR5A1,-4.755711,0.005705371311408101,CTCF,0.7257988,2.2151055802345647e-06,KLF9,,1.0
CEBPD,-1.2942371,0.0106127422103496,NFE2,0.95574945,1.0,HBP1,-2.4328153,0.0042879458946901705,MAFB,0.8289315,1.9654337994172088e-06,STAT3,,1.0
STAT5A,-1.3507081,0.010293548437177048,TFDP1,-1.0552521,1.0,KLF3,2.023019,0.00395430190342111,NME2,0.9986469,1.7963687481502929e-06,SPDEF,1.1259773,1.0
STAT3,-5.534332,0.008561885144516815,KLF10,-1.2964158,1.0,GLI3,,0.002825417203911938,PAX8,0.5771716,1.6916118248527959e-06,NR1H4,-0.07009928,1.0
ZNF589,,0.008301692449461936,CLOCK,0.24883473,1.0,PCGF2,0.685999,0.002723761154555777,NR3C1,9.093009,1.6414871001538213e-06,MEF2D,,1.0
JUND,,0.004651548023633466,NR5A1,,1.0,FOXO4,1.0406085,0.0026742539079571367,HMBOX1,1.208752,1.5928088843700292e-06,TP53,,1.0
ELF3,,0.0041282521712835306,GATA1,0.43854195,1.0,MEIS2,0.34020206,0.0024619243155141217,SOX13,2.3633454,1.3089599351293617e-06,FOSL1,0.8202771,1.0
PROX1,,0.0038417739761831466,MEIS1,0.36746722,1.0,REL,-1.6203228,0.0020846339885310376,ATF4,,1.2508141664662716e-06,KLF4,,1.0
TBP,-1.7334914,0.0027379495401755522,ASCL1,0.3942212,1.0,GATA3,0.25570503,0.0013942606741049258,JUN,,8.039123533375565e-07,TEAD1,1.1723237,1.0
ATF2,-1.7754133,0.001672725647132646,RFX2,0.50546986,1.0,E2F1,0.8284027,0.0012329586589817417,PDX1,0.756615,6.285425970442641e-07,RFX2,0.5936087,1.0
ZFX,-1.1678232,0.0016588978431885388,RUNX3,0.40893665,1.0,IRF8,0.55494046,0.0009716346584393376,NR2F6,1.1778364,5.908951701728879e-07,MAFG,0.48959276,1.0
SP1,-2.0864646,0.0009775966382484156,IRF8,,1.0,SPDEF,0.68057203,0.000944109006895357,FOSL2,2.6173446,4.610947035783597e-07,KLF2,1.3908823,1.0
ZNF165,-3.4725115,0.0007832862063268332,CEBPZ,,0.9839887402042437,RARA,,0.0008576595919750252,SOX10,,4.0077428263762033e-07,TEAD4,1.0069464,1.0
SP4,-1.547054,0.00046620087308541,IRF3,,0.8474928231670474,FOXO3,,0.0005434254333407324,HOXB13,0.67460227,2.0371396139054443e-07,PRDM1,3.8337612,1.0
SMAD1,-1.6934482,0.0004423726105510861,PITX1,1.5274433,0.7887915681877973,EGR2,,0.0004043794542604316,DUX4,2.7813816,1.91176435197862e-07,CEBPG,0.6537312,1.0
IRF1,,0.00015432377373811258,NR2F1,0.5903292,0.5937294293642643,MSX2,1.0712183,0.0003848190428706204,EOMES,0.84911954,1.3243111900063897e-07,HMGA1,,1.0
