,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
569,Megakaryocyte,Megakaryocyte,PTPRF,MYB,Receptor,Transcription Factor,0.290048336592291
570,Megakaryocyte,Megakaryocyte,RYK,MYB,Receptor,Transcription Factor,0.290048336592291
571,Megakaryocyte,Megakaryocyte,TGFBR1,MYB,Receptor,Transcription Factor,0.290048336592291
573,Megakaryocyte,Megakaryocyte,LRP6,NFAT5,Receptor,Transcription Factor,1.9700639127946
574,Megakaryocyte,Megakaryocyte,TGFBR1,NFAT5,Receptor,Transcription Factor,1.9700639127946
619,Megakaryocyte,Megakaryocyte,INSR,STAT4,Receptor,Transcription Factor,1.5548439227395
620,Megakaryocyte,Megakaryocyte,ITGB1,STAT4,Receptor,Transcription Factor,1.5548439227395
621,Megakaryocyte,Megakaryocyte,PTPRF,STAT4,Receptor,Transcription Factor,1.5548439227395
634,Megakaryocyte,Megakaryocyte,INSR,ZBTB16,Receptor,Transcription Factor,0.542982853713702
635,Megakaryocyte,Megakaryocyte,ITGB1,ZBTB16,Receptor,Transcription Factor,0.542982853713702
636,Megakaryocyte,Megakaryocyte,MET,ZBTB16,Receptor,Transcription Factor,0.542982853713702
637,Megakaryocyte,Megakaryocyte,PDGFRB,ZBTB16,Receptor,Transcription Factor,0.542982853713702
638,Megakaryocyte,Megakaryocyte,PTPRF,ZBTB16,Receptor,Transcription Factor,0.542982853713702
642,Neural,Neural,BATF,LAMC1,Transcription Factor,Ligand,0.0175176476887451
643,Neural,Neural,CEBPA,APOE,Transcription Factor,Ligand,0.322022095368268
644,Neural,Neural,CEBPA,BMP4,Transcription Factor,Ligand,0.322022095368268
645,Neural,Neural,CEBPA,CXCL14,Transcription Factor,Ligand,0.322022095368268
646,Neural,Neural,CEBPA,JAM3,Transcription Factor,Ligand,0.322022095368268
647,Neural,Neural,CEBPA,LAMC1,Transcription Factor,Ligand,0.322022095368268
648,Neural,Neural,CEBPA,SEMA7A,Transcription Factor,Ligand,0.322022095368268
649,Neural,Neural,CEBPA,SPARC,Transcription Factor,Ligand,0.322022095368268
650,Neural,Neural,CEBPA,TLN1,Transcription Factor,Ligand,0.322022095368268
651,Neural,Neural,CTCF,APOE,Transcription Factor,Ligand,0.587079492099317
652,Neural,Neural,CTCF,BMP4,Transcription Factor,Ligand,0.587079492099317
653,Neural,Neural,CTCF,CALR,Transcription Factor,Ligand,0.587079492099317
654,Neural,Neural,CTCF,COL6A3,Transcription Factor,Ligand,0.587079492099317
655,Neural,Neural,CTCF,CXCL14,Transcription Factor,Ligand,0.587079492099317
656,Neural,Neural,CTCF,JAM3,Transcription Factor,Ligand,0.587079492099317
657,Neural,Neural,CTCF,LAMC1,Transcription Factor,Ligand,0.587079492099317
658,Neural,Neural,CTCF,LGALS1,Transcription Factor,Ligand,0.587079492099317
659,Neural,Neural,CTCF,SEMA7A,Transcription Factor,Ligand,0.587079492099317
660,Neural,Neural,CTCF,SPARC,Transcription Factor,Ligand,0.587079492099317
661,Neural,Neural,CTCF,TLN1,Transcription Factor,Ligand,0.587079492099317
662,Neural,Neural,E2F1,BMP4,Transcription Factor,Ligand,0.685095546228522
663,Neural,Neural,E2F1,CALR,Transcription Factor,Ligand,0.685095546228522
664,Neural,Neural,E2F1,APOE,Transcription Factor,Ligand,0.685095546228522
665,Neural,Neural,E2F1,COL6A3,Transcription Factor,Ligand,0.685095546228522
666,Neural,Neural,E2F1,LAMC1,Transcription Factor,Ligand,0.685095546228522
667,Neural,Neural,E2F4,BMP4,Transcription Factor,Ligand,0.108889498702623
668,Neural,Neural,E2F4,CALR,Transcription Factor,Ligand,0.108889498702623
669,Neural,Neural,E2F4,CD99,Transcription Factor,Ligand,0.108889498702623
670,Neural,Neural,E2F4,LAMC1,Transcription Factor,Ligand,0.108889498702623
671,Neural,Neural,E2F4,LGALS1,Transcription Factor,Ligand,0.108889498702623
672,Neural,Neural,E2F4,SEMA7A,Transcription Factor,Ligand,0.108889498702623
673,Neural,Neural,E2F4,TLN1,Transcription Factor,Ligand,0.108889498702623
674,Neural,Neural,EBF1,LAMC1,Transcription Factor,Ligand,0.245415739910195
675,Neural,Neural,EGR1,BMP4,Transcription Factor,Ligand,0.44280483555598
676,Neural,Neural,EGR1,CALR,Transcription Factor,Ligand,0.44280483555598
677,Neural,Neural,EGR1,COL6A3,Transcription Factor,Ligand,0.44280483555598
678,Neural,Neural,EGR1,CXCL14,Transcription Factor,Ligand,0.44280483555598
679,Neural,Neural,EGR1,JAM3,Transcription Factor,Ligand,0.44280483555598
680,Neural,Neural,EGR1,LAMC1,Transcription Factor,Ligand,0.44280483555598
681,Neural,Neural,EGR1,LGALS1,Transcription Factor,Ligand,0.44280483555598
682,Neural,Neural,EGR1,SEMA7A,Transcription Factor,Ligand,0.44280483555598
683,Neural,Neural,EGR1,SPARC,Transcription Factor,Ligand,0.44280483555598
684,Neural,Neural,EGR1,TLN1,Transcription Factor,Ligand,0.44280483555598
686,Neural,Neural,ESR1,SPARC,Transcription Factor,Ligand,0.216846413471667
687,Neural,Neural,ESR1,APOE,Transcription Factor,Ligand,0.216846413471667
688,Neural,Neural,ESR1,BMP4,Transcription Factor,Ligand,0.216846413471667
689,Neural,Neural,ESR1,COL6A3,Transcription Factor,Ligand,0.216846413471667
690,Neural,Neural,ESR1,CXCL14,Transcription Factor,Ligand,0.216846413471667
691,Neural,Neural,ESR1,JAM3,Transcription Factor,Ligand,0.216846413471667
692,Neural,Neural,ESR1,LAMC1,Transcription Factor,Ligand,0.216846413471667
693,Neural,Neural,FOXA2,LAMC1,Transcription Factor,Ligand,0.308429466108188
694,Neural,Neural,FOXK2,TLN1,Transcription Factor,Ligand,0.41837057392553
695,Neural,Neural,FOXO1,LAMC1,Transcription Factor,Ligand,0.193875421221669
696,Neural,Neural,GATA2,BMP4,Transcription Factor,Ligand,0.579437750163205
697,Neural,Neural,GATA2,CD99,Transcription Factor,Ligand,0.579437750163205
698,Neural,Neural,GATA2,COL6A3,Transcription Factor,Ligand,0.579437750163205
699,Neural,Neural,GATA2,JAM3,Transcription Factor,Ligand,0.579437750163205
700,Neural,Neural,GATA2,LAMC1,Transcription Factor,Ligand,0.579437750163205
701,Neural,Neural,GATA3,BMP4,Transcription Factor,Ligand,0.765389953581504
702,Neural,Neural,GATA3,COL6A3,Transcription Factor,Ligand,0.765389953581504
703,Neural,Neural,GATA3,CXCL14,Transcription Factor,Ligand,0.765389953581504
704,Neural,Neural,GATA3,LAMC1,Transcription Factor,Ligand,0.765389953581504
705,Neural,Neural,GATA3,SPARC,Transcription Factor,Ligand,0.765389953581504
706,Neural,Neural,GATA4,LAMC1,Transcription Factor,Ligand,0.104307062071387
707,Neural,Neural,GLI3,BMP4,Transcription Factor,Ligand,0.137114649489939
708,Neural,Neural,HBP1,BMP4,Transcription Factor,Ligand,0.140931591356727
709,Neural,Neural,HBP1,LAMC1,Transcription Factor,Ligand,0.140931591356727
712,Neural,Neural,HNF4A,APOE,Transcription Factor,Ligand,0.573021677134959
713,Neural,Neural,HNF4A,BMP4,Transcription Factor,Ligand,0.573021677134959
714,Neural,Neural,HNF4A,CALR,Transcription Factor,Ligand,0.573021677134959
715,Neural,Neural,HNF4A,LAMC1,Transcription Factor,Ligand,0.573021677134959
716,Neural,Neural,HNF4A,LGALS1,Transcription Factor,Ligand,0.573021677134959
717,Neural,Neural,HNF4A,SEMA7A,Transcription Factor,Ligand,0.573021677134959
718,Neural,Neural,HNF4A,SPARC,Transcription Factor,Ligand,0.573021677134959
719,Neural,Neural,HNF4A,TLN1,Transcription Factor,Ligand,0.573021677134959
720,Neural,Neural,HNF4G,CD99,Transcription Factor,Ligand,0.151879427975827
723,Neural,Neural,PAX8,LAMC1,Transcription Factor,Ligand,0.33172459476486
724,Neural,Neural,POU2F2,SEMA7A,Transcription Factor,Ligand,0.117433220490635
725,Neural,Neural,POU5F1,BMP4,Transcription Factor,Ligand,0.289745200693986
726,Neural,Neural,PPARG,APOE,Transcription Factor,Ligand,0.112587357312455
727,Neural,Neural,PRDM14,BMP4,Transcription Factor,Ligand,0.51300298064967
728,Neural,Neural,PRDM14,COL6A3,Transcription Factor,Ligand,0.51300298064967
729,Neural,Neural,PRDM14,CXCL14,Transcription Factor,Ligand,0.51300298064967
730,Neural,Neural,PRDM14,LAMC1,Transcription Factor,Ligand,0.51300298064967
731,Neural,Neural,PRDM14,SPARC,Transcription Factor,Ligand,0.51300298064967
732,Neural,Neural,PRDM14,TLN1,Transcription Factor,Ligand,0.51300298064967
733,Neural,Neural,RUNX1,COL6A3,Transcription Factor,Ligand,0.510355360306428
734,Neural,Neural,RUNX1,CXCL14,Transcription Factor,Ligand,0.510355360306428
735,Neural,Neural,RUNX1,JAM3,Transcription Factor,Ligand,0.510355360306428
736,Neural,Neural,RUNX1,LAMC1,Transcription Factor,Ligand,0.510355360306428
737,Neural,Neural,RUNX1,SEMA7A,Transcription Factor,Ligand,0.510355360306428
738,Neural,Neural,RUNX3,LAMC1,Transcription Factor,Ligand,0.262457917896983
739,Neural,Neural,SATB1,SPARC,Transcription Factor,Ligand,0.272536300225614
741,Neural,Neural,SOX10,LAMC1,Transcription Factor,Ligand,0.775741134488662
742,Neural,Neural,SOX2,BMP4,Transcription Factor,Ligand,0.743678452333463
743,Neural,Neural,SOX2,LAMC1,Transcription Factor,Ligand,0.743678452333463
744,Neural,Neural,SOX2,LMAN1,Transcription Factor,Ligand,0.743678452333463
745,Neural,Neural,SOX2,SEMA7A,Transcription Factor,Ligand,0.743678452333463
752,Neural,Neural,TAL1,BMP4,Transcription Factor,Ligand,0.756022741146501
753,Neural,Neural,TAL1,CALR,Transcription Factor,Ligand,0.756022741146501
754,Neural,Neural,TAL1,COL6A3,Transcription Factor,Ligand,0.756022741146501
755,Neural,Neural,TAL1,CXCL14,Transcription Factor,Ligand,0.756022741146501
756,Neural,Neural,TAL1,JAM3,Transcription Factor,Ligand,0.756022741146501
757,Neural,Neural,TAL1,LAMC1,Transcription Factor,Ligand,0.756022741146501
758,Neural,Neural,TAL1,SEMA7A,Transcription Factor,Ligand,0.756022741146501
759,Neural,Neural,TAL1,SPARC,Transcription Factor,Ligand,0.756022741146501
763,Neural,Neural,TFAP2A,APOE,Transcription Factor,Ligand,0.168194675240465
764,Neural,Neural,TFAP2A,LAMC1,Transcription Factor,Ligand,0.168194675240465
771,Neural,Neural,ZNF143,LAMC1,Transcription Factor,Ligand,0.492604715777703
772,Neural,Neural,ZNF263,CALR,Transcription Factor,Ligand,0.313528661489757
773,Neural,Neural,ZNF263,LGALS1,Transcription Factor,Ligand,0.313528661489757
774,Neural,Neural,ZNF263,SEMA7A,Transcription Factor,Ligand,0.313528661489757
782,Fibroblast,Fibroblast,ARNT,VEGFA,Transcription Factor,Ligand,0.117346835530225
783,Fibroblast,Fibroblast,ARNT,ALCAM,Transcription Factor,Ligand,0.117346835530225
784,Fibroblast,Fibroblast,ARNT,INHBA,Transcription Factor,Ligand,0.117346835530225
785,Fibroblast,Fibroblast,ATF3,CCL5,Transcription Factor,Ligand,0.0659721540494242
820,Fibroblast,Fibroblast,CREM,WNT5B,Transcription Factor,Ligand,0.2128939307338
872,Fibroblast,Fibroblast,E2F7,BDNF,Transcription Factor,Ligand,0.387834578149752
873,Fibroblast,Fibroblast,E2F7,COL12A1,Transcription Factor,Ligand,0.387834578149752
874,Fibroblast,Fibroblast,E2F7,COL6A3,Transcription Factor,Ligand,0.387834578149752
875,Fibroblast,Fibroblast,E2F7,GAS6,Transcription Factor,Ligand,0.387834578149752
876,Fibroblast,Fibroblast,E2F7,LGALS1,Transcription Factor,Ligand,0.387834578149752
877,Fibroblast,Fibroblast,E2F7,SPARC,Transcription Factor,Ligand,0.387834578149752
878,Fibroblast,Fibroblast,E2F7,THBS1,Transcription Factor,Ligand,0.387834578149752
918,Fibroblast,Fibroblast,ELF3,ALCAM,Transcription Factor,Ligand,0.130507929201611
919,Fibroblast,Fibroblast,ELF3,VCAN,Transcription Factor,Ligand,0.130507929201611
920,Fibroblast,Fibroblast,EPAS1,VEGFA,Transcription Factor,Ligand,0.365121072900912
921,Fibroblast,Fibroblast,EPAS1,INHBA,Transcription Factor,Ligand,0.365121072900912
948,Fibroblast,Fibroblast,ETV4,SPP1,Transcription Factor,Ligand,0.13266521830112
949,Fibroblast,Fibroblast,ETV4,VEGFA,Transcription Factor,Ligand,0.13266521830112
950,Fibroblast,Fibroblast,ETV4,ALCAM,Transcription Factor,Ligand,0.13266521830112
951,Fibroblast,Fibroblast,ETV4,GPI,Transcription Factor,Ligand,0.13266521830112
952,Fibroblast,Fibroblast,ETV4,GRN,Transcription Factor,Ligand,0.13266521830112
953,Fibroblast,Fibroblast,FOSL1,ALCAM,Transcription Factor,Ligand,0.124678916317615
954,Fibroblast,Fibroblast,FOSL2,TGFB1,Transcription Factor,Ligand,0.169711328000078
955,Fibroblast,Fibroblast,FOSL2,ALCAM,Transcription Factor,Ligand,0.169711328000078
989,Fibroblast,Fibroblast,GATA6,DKK1,Transcription Factor,Ligand,0.0219487997109777
990,Fibroblast,Fibroblast,GATA6,LAMC1,Transcription Factor,Ligand,0.0219487997109777
991,Fibroblast,Fibroblast,GATA6,LGALS3,Transcription Factor,Ligand,0.0219487997109777
992,Fibroblast,Fibroblast,GATA6,WNT5B,Transcription Factor,Ligand,0.0219487997109777
993,Fibroblast,Fibroblast,GLI1,S100A9,Transcription Factor,Ligand,0.135050770119442
994,Fibroblast,Fibroblast,GLI1,ALCAM,Transcription Factor,Ligand,0.135050770119442
995,Fibroblast,Fibroblast,GLI1,SPP1,Transcription Factor,Ligand,0.135050770119442
996,Fibroblast,Fibroblast,GLI1,WNT5A,Transcription Factor,Ligand,0.135050770119442
997,Fibroblast,Fibroblast,GLI2,HLA-E,Transcription Factor,Ligand,0.570135759121887
998,Fibroblast,Fibroblast,GLI2,LUM,Transcription Factor,Ligand,0.570135759121887
999,Fibroblast,Fibroblast,GLI2,WNT5B,Transcription Factor,Ligand,0.570135759121887
1000,Fibroblast,Fibroblast,GRHL2,ALCAM,Transcription Factor,Ligand,0.265649903461886
1001,Fibroblast,Fibroblast,HIF1A,VEGFA,Transcription Factor,Ligand,0.325279434219183
1002,Fibroblast,Fibroblast,HIF1A,KITLG,Transcription Factor,Ligand,0.325279434219183
1003,Fibroblast,Fibroblast,HIF1A,CCL5,Transcription Factor,Ligand,0.325279434219183
1004,Fibroblast,Fibroblast,HIF1A,LGALS1,Transcription Factor,Ligand,0.325279434219183
1005,Fibroblast,Fibroblast,HIF1A,CXCL12,Transcription Factor,Ligand,0.325279434219183
1006,Fibroblast,Fibroblast,HIF1A,MIF,Transcription Factor,Ligand,0.325279434219183
1007,Fibroblast,Fibroblast,HIF1A,VEGFB,Transcription Factor,Ligand,0.325279434219183
1008,Fibroblast,Fibroblast,HIF1A,MDK,Transcription Factor,Ligand,0.325279434219183
1009,Fibroblast,Fibroblast,HIF1A,INHBA,Transcription Factor,Ligand,0.325279434219183
1010,Fibroblast,Fibroblast,HIF1A,LAMA4,Transcription Factor,Ligand,0.325279434219183
1015,Fibroblast,Fibroblast,HNF1A,VEGFA,Transcription Factor,Ligand,0.0264905000496702
1016,Fibroblast,Fibroblast,HNF1B,ALCAM,Transcription Factor,Ligand,0.0177580971152517
1017,Fibroblast,Fibroblast,HNF1B,LAMC1,Transcription Factor,Ligand,0.0177580971152517
1053,Fibroblast,Fibroblast,HOXB7,VEGFA,Transcription Factor,Ligand,0.250993072083848
1054,Fibroblast,Fibroblast,HOXB7,WNT5A,Transcription Factor,Ligand,0.250993072083848
1055,Fibroblast,Fibroblast,HOXB7,COL12A1,Transcription Factor,Ligand,0.250993072083848
1056,Fibroblast,Fibroblast,JUND,TGFB1,Transcription Factor,Ligand,0.25485056012152
1057,Fibroblast,Fibroblast,JUND,CCL5,Transcription Factor,Ligand,0.25485056012152
1058,Fibroblast,Fibroblast,JUND,SPP1,Transcription Factor,Ligand,0.25485056012152
1059,Fibroblast,Fibroblast,KDM5B,LTBP3,Transcription Factor,Ligand,0.0205584026269124
1060,Fibroblast,Fibroblast,KDM5B,VEGFA,Transcription Factor,Ligand,0.0205584026269124
1061,Fibroblast,Fibroblast,KLF1,LTBP3,Transcription Factor,Ligand,0.0095439856156979
1062,Fibroblast,Fibroblast,KLF1,VEGFA,Transcription Factor,Ligand,0.0095439856156979
1063,Fibroblast,Fibroblast,KLF10,TGFB1,Transcription Factor,Ligand,0.579247869797963
1064,Fibroblast,Fibroblast,KLF4,VEGFA,Transcription Factor,Ligand,0.039118373828201
1065,Fibroblast,Fibroblast,KLF4,ALCAM,Transcription Factor,Ligand,0.039118373828201
1066,Fibroblast,Fibroblast,KLF4,LGALS3,Transcription Factor,Ligand,0.039118373828201
1073,Fibroblast,Fibroblast,LHX2,THBS1,Transcription Factor,Ligand,0.462459555040871
1076,Fibroblast,Fibroblast,MAFK,ALCAM,Transcription Factor,Ligand,0.0045913159910587
1077,Fibroblast,Fibroblast,MAFK,COL12A1,Transcription Factor,Ligand,0.0045913159910587
1078,Fibroblast,Fibroblast,MAZ,VEGFA,Transcription Factor,Ligand,0.183122383399094
1079,Fibroblast,Fibroblast,MAZ,LTBP3,Transcription Factor,Ligand,0.183122383399094
1080,Fibroblast,Fibroblast,MBD3,LTBP3,Transcription Factor,Ligand,0.239187502415878
1081,Fibroblast,Fibroblast,MYOD1,FBLN1,Transcription Factor,Ligand,0.0630884422477221
1082,Fibroblast,Fibroblast,MYOD1,WNT5B,Transcription Factor,Ligand,0.0630884422477221
1086,Fibroblast,Fibroblast,NCOA3,ALCAM,Transcription Factor,Ligand,0.0541950217428456
1100,Fibroblast,Fibroblast,NR3C1,SPP1,Transcription Factor,Ligand,0.103492109656151
1101,Fibroblast,Fibroblast,NR3C1,ALCAM,Transcription Factor,Ligand,0.103492109656151
1102,Fibroblast,Fibroblast,NR3C1,FBLN1,Transcription Factor,Ligand,0.103492109656151
1103,Fibroblast,Fibroblast,NR3C1,LAMC1,Transcription Factor,Ligand,0.103492109656151
1106,Fibroblast,Fibroblast,OTX2,DKK1,Transcription Factor,Ligand,0.109953038567314
1107,Fibroblast,Fibroblast,OTX2,ALCAM,Transcription Factor,Ligand,0.109953038567314
1108,Fibroblast,Fibroblast,PAX6,DKK1,Transcription Factor,Ligand,0.636171988751486
1109,Fibroblast,Fibroblast,PAX6,KITLG,Transcription Factor,Ligand,0.636171988751486
1110,Fibroblast,Fibroblast,PAX6,SPARC,Transcription Factor,Ligand,0.636171988751486
1111,Fibroblast,Fibroblast,PBX3,ALCAM,Transcription Factor,Ligand,0.577060052532759
1112,Fibroblast,Fibroblast,PGR,VEGFA,Transcription Factor,Ligand,0.0546850673947199
1121,Fibroblast,Fibroblast,PRDM1,BMP5,Transcription Factor,Ligand,0.381769582337642
1122,Fibroblast,Fibroblast,PRDM1,CSF1,Transcription Factor,Ligand,0.381769582337642
1143,Fibroblast,Fibroblast,RFX1,HLA-DMB,Transcription Factor,Ligand,0.234994543532524
1144,Fibroblast,Fibroblast,RFX1,HLA-DPB1,Transcription Factor,Ligand,0.234994543532524
1162,Fibroblast,Fibroblast,RUNX2,VEGFA,Transcription Factor,Ligand,0.250424434492815
1163,Fibroblast,Fibroblast,RUNX2,LGALS3,Transcription Factor,Ligand,0.250424434492815
1164,Fibroblast,Fibroblast,RUNX2,ALCAM,Transcription Factor,Ligand,0.250424434492815
1165,Fibroblast,Fibroblast,RUNX2,COL12A1,Transcription Factor,Ligand,0.250424434492815
1166,Fibroblast,Fibroblast,RUNX2,FBLN1,Transcription Factor,Ligand,0.250424434492815
1167,Fibroblast,Fibroblast,RUNX2,LAMC1,Transcription Factor,Ligand,0.250424434492815
1168,Fibroblast,Fibroblast,RUNX2,WNT5B,Transcription Factor,Ligand,0.250424434492815
1169,Fibroblast,Fibroblast,RXRA,ALCAM,Transcription Factor,Ligand,0.319941726996199
1171,Fibroblast,Fibroblast,SMAD1,SPP1,Transcription Factor,Ligand,0.276883499241465
1172,Fibroblast,Fibroblast,SMAD1,VEGFA,Transcription Factor,Ligand,0.276883499241465
1173,Fibroblast,Fibroblast,SMAD3,TGFB1,Transcription Factor,Ligand,0.119462849483634
1174,Fibroblast,Fibroblast,SMAD3,LAMC1,Transcription Factor,Ligand,0.119462849483634
1175,Fibroblast,Fibroblast,SMAD3,VEGFA,Transcription Factor,Ligand,0.119462849483634
1176,Fibroblast,Fibroblast,SMAD3,COL6A3,Transcription Factor,Ligand,0.119462849483634
1177,Fibroblast,Fibroblast,SMAD3,ALCAM,Transcription Factor,Ligand,0.119462849483634
1178,Fibroblast,Fibroblast,SMAD3,LTBP3,Transcription Factor,Ligand,0.119462849483634
1179,Fibroblast,Fibroblast,SNAI1,THBS1,Transcription Factor,Ligand,0.60023411364095
1180,Fibroblast,Fibroblast,SNAI1,CCL5,Transcription Factor,Ligand,0.60023411364095
1181,Fibroblast,Fibroblast,SNAI2,CXCL12,Transcription Factor,Ligand,0.173159297357312
1182,Fibroblast,Fibroblast,SNAI2,GAS6,Transcription Factor,Ligand,0.173159297357312
1183,Fibroblast,Fibroblast,SNAI2,LTBP3,Transcription Factor,Ligand,0.173159297357312
1194,Fibroblast,Fibroblast,SP3,VEGFA,Transcription Factor,Ligand,0.50126592672831
1195,Fibroblast,Fibroblast,SP3,FBLN1,Transcription Factor,Ligand,0.50126592672831
1196,Fibroblast,Fibroblast,SP3,TGFB1,Transcription Factor,Ligand,0.50126592672831
1197,Fibroblast,Fibroblast,SREBF2,GPI,Transcription Factor,Ligand,0.133667581195036
1198,Fibroblast,Fibroblast,SREBF2,VEGFA,Transcription Factor,Ligand,0.133667581195036
1199,Fibroblast,Fibroblast,SRF,TLN1,Transcription Factor,Ligand,0.234372324649371
1204,Fibroblast,Fibroblast,TCF4,VCAN,Transcription Factor,Ligand,0.0549859994106509
1205,Fibroblast,Fibroblast,TCF4,VEGFA,Transcription Factor,Ligand,0.0549859994106509
1206,Fibroblast,Fibroblast,TCF4,ALCAM,Transcription Factor,Ligand,0.0549859994106509
1207,Fibroblast,Fibroblast,TCF4,LGALS3,Transcription Factor,Ligand,0.0549859994106509
1212,Fibroblast,Fibroblast,TEAD1,VEGFA,Transcription Factor,Ligand,0.21483514473726
1213,Fibroblast,Fibroblast,TEAD1,ALCAM,Transcription Factor,Ligand,0.21483514473726
1214,Fibroblast,Fibroblast,TEAD1,LAMC1,Transcription Factor,Ligand,0.21483514473726
1215,Fibroblast,Fibroblast,TEAD4,VEGFA,Transcription Factor,Ligand,0.211239002801953
1216,Fibroblast,Fibroblast,TEAD4,ALCAM,Transcription Factor,Ligand,0.211239002801953
1251,Fibroblast,Fibroblast,TWIST1,DKK1,Transcription Factor,Ligand,0.160043499530428
1252,Fibroblast,Fibroblast,TWIST1,VEGFA,Transcription Factor,Ligand,0.160043499530428
1253,Fibroblast,Fibroblast,TWIST1,ALCAM,Transcription Factor,Ligand,0.160043499530428
1254,Fibroblast,Fibroblast,TWIST1,FBLN1,Transcription Factor,Ligand,0.160043499530428
1255,Fibroblast,Fibroblast,TWIST1,LAMA4,Transcription Factor,Ligand,0.160043499530428
1256,Fibroblast,Fibroblast,TWIST2,DKK1,Transcription Factor,Ligand,0.592319090983971
1266,Fibroblast,Fibroblast,ZC3H8,FSTL1,Transcription Factor,Ligand,0.392546033004998
1267,Fibroblast,Fibroblast,ZC3H8,KITLG,Transcription Factor,Ligand,0.392546033004998
1268,Fibroblast,Fibroblast,ZNF217,ALCAM,Transcription Factor,Ligand,0.310632875714235
1269,Fibroblast,Fibroblast,ZNF217,BMP5,Transcription Factor,Ligand,0.310632875714235
1270,Fibroblast,Fibroblast,ZNF217,LGALS3,Transcription Factor,Ligand,0.310632875714235
1273,Fibroblast,Fibroblast,ZNF92,ALCAM,Transcription Factor,Ligand,0.242095634671744
1274,Fibroblast,Fibroblast,ZNF92,FBLN1,Transcription Factor,Ligand,0.242095634671744
1275,Fibroblast,Fibroblast,ZZZ3,ALCAM,Transcription Factor,Ligand,0.211171528931192
1276,Fibroblast,Fibroblast,ZZZ3,COL12A1,Transcription Factor,Ligand,0.211171528931192
1283,Megakaryocyte,Megakaryocyte,BATF,ALCAM,Transcription Factor,Ligand,0.0641386339387193
1284,Megakaryocyte,Megakaryocyte,BATF,IL16,Transcription Factor,Ligand,0.0641386339387193
1286,Megakaryocyte,Megakaryocyte,CREB3,LGALS3,Transcription Factor,Ligand,0.244712170242161
1301,Megakaryocyte,Megakaryocyte,IRF1,CCL5,Transcription Factor,Ligand,0.134638134889635
1302,Megakaryocyte,Megakaryocyte,IRF1,HLA-A,Transcription Factor,Ligand,0.134638134889635
1303,Megakaryocyte,Megakaryocyte,IRF1,ALCAM,Transcription Factor,Ligand,0.134638134889635
1304,Megakaryocyte,Megakaryocyte,IRF1,FAM3C,Transcription Factor,Ligand,0.134638134889635
1305,Megakaryocyte,Megakaryocyte,IRF1,ICAM2,Transcription Factor,Ligand,0.134638134889635
1309,Megakaryocyte,Megakaryocyte,MYB,S100A9,Transcription Factor,Ligand,0.290048336592291
1310,Megakaryocyte,Megakaryocyte,MYB,IL16,Transcription Factor,Ligand,0.290048336592291
1313,Megakaryocyte,Megakaryocyte,NFAT5,LTB,Transcription Factor,Ligand,1.9700639127946
1337,Megakaryocyte,Megakaryocyte,TBX21,FAM3C,Transcription Factor,Ligand,0.481871584589193
1339,Megakaryocyte,Megakaryocyte,USF2,PF4,Transcription Factor,Ligand,0.356381431644649
1340,Megakaryocyte,Megakaryocyte,USF2,APOE,Transcription Factor,Ligand,0.356381431644649
1341,Megakaryocyte,Megakaryocyte,USF2,CALR,Transcription Factor,Ligand,0.356381431644649
1342,Megakaryocyte,Megakaryocyte,VDR,HLA-DRB1,Transcription Factor,Ligand,0.453217692752825
1343,Megakaryocyte,Megakaryocyte,VDR,CALR,Transcription Factor,Ligand,0.453217692752825
1344,Megakaryocyte,Megakaryocyte,VDR,LGALS9,Transcription Factor,Ligand,0.453217692752825
1345,Megakaryocyte,Megakaryocyte,ZZZ3,ALCAM,Transcription Factor,Ligand,0.332710484167724
1346,Megakaryocyte,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.173903322764713
1347,Megakaryocyte,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.178258534972786
1348,Megakaryocyte,Megakaryocyte,LGALS9,HAVCR2,Ligand,Receptor,0.123144835155697
1349,Megakaryocyte,Megakaryocyte,HLA-B,CD3D,Ligand,Receptor,1.89826783242937
1350,Megakaryocyte,Megakaryocyte,HLA-B,CD3G,Ligand,Receptor,1.5777534519601
1351,Megakaryocyte,Megakaryocyte,HLA-B,KLRD1,Ligand,Receptor,1.56466421773123
1352,Megakaryocyte,Megakaryocyte,HLA-DRA,LAG3,Ligand,Receptor,0.254716463837128
1353,Megakaryocyte,Megakaryocyte,HLA-DQA1,LAG3,Ligand,Receptor,0.0895115551322928
1354,Megakaryocyte,Megakaryocyte,HLA-A,CD3D,Ligand,Receptor,1.15612715850606
1355,Megakaryocyte,Megakaryocyte,HLA-A,CD3G,Ligand,Receptor,0.835612778036794
1356,Megakaryocyte,Megakaryocyte,HLA-DPB1,LAG3,Ligand,Receptor,0.287932677024352
1357,Megakaryocyte,Megakaryocyte,APP,CD74,Ligand,Receptor,1.05063787075297
1358,Megakaryocyte,Megakaryocyte,APP,RPSA,Ligand,Receptor,1.24086911161884
1359,Megakaryocyte,Megakaryocyte,CD48,CD2,Ligand,Receptor,0.339086156770532
1360,Megakaryocyte,Megakaryocyte,HLA-C,CD3D,Ligand,Receptor,1.32774698313692
1361,Megakaryocyte,Megakaryocyte,HLA-C,CD3G,Ligand,Receptor,1.00723260266765
