"","Fibroblast","Megakaryocyte","MSC","Myeloid","Neural"
"KLF13",-0.340974645821812,0.620217076582792,-0.488757047569914,-0.508319285953568,0.240376708385774
"KLF2",0.213300528209272,-0.133996975010093,0.013263174646034,-0.108364649111436,-0.00288673835588168
"KLF3",-0.568073697058523,-0.81886004772086,1.01681920980482,-0.845824477837864,0.0952657174656953
"KLF4",-0.284554362193124,0.273981356787953,0.745447434339261,-0.440490818049784,-0.235383925602828
"KLF5",-0.160400795140843,0.88319998066887,0.0416499889955551,-0.488876332540052,-0.112866697976274
"KLF6",-0.566441173817141,-0.0273702516227866,0.816097320923641,-0.793103644329074,-0.0401739581813306
"KLF8",-0.101112059955853,0.0919746138028222,-0.966058651376039,0.215627402705426,0.37991477660568
"KLF9",-0.256751604117775,0.119221479611526,0.849328264931949,-0.500144017420142,-0.234326968302969
"KMT2A",-0.218837142394744,-0.814594262239314,0.693215008761616,-0.808620997679139,0.1376326117315
"KMT2B",0.0576104513224153,-0.838267393730067,-0.0396019465953859,-0.749228588978491,0.380804211189564
"LEF1",-0.213174855302754,-0.696559765843035,0.538173971264504,0.210659191266812,-0.0369359126073789
"LHX2",-0.177633684869028,-0.563405371404789,0.858037928306755,-0.563859617083878,-0.0626924043817525
"LYL1",-0.454282128749443,0.530436496544718,-0.281419320412973,0.109796058240041,0.076118966054527
"MAF",-0.703227052352052,0.65632259998856,0.400083322775102,-0.277320471166036,-0.111801834469718
"MAFB",-0.169524846156903,-0.543750424285671,0.736527695957959,-0.23790903977917,-0.0838322849990965
"MAFF",-0.369254523748509,-0.599699027707149,0.694567239491932,-0.381056705416628,0.0306237634767768
"MAFG",-0.432359714544538,-0.55857994783167,0.682564813946208,-0.564154043995202,0.0788008686184567
"MAFK",-0.17844585716007,-0.629332389028535,0.99403569106932,-0.431036546696051,-0.13159827464187
"MAX",-0.334550624856117,0.466457521433722,0.400068251649367,-0.216513145428047,-0.168886602751412
"MAZ",-0.361259133546783,-0.0912798531268435,0.884719771594824,-0.810785258782145,-0.102574083834777
"MBD1",-0.419440597475,-0.210971295147495,0.253295872794323,-0.642361593097037,0.186211920138481
"MBD2",-0.283102086854108,-0.752976080628675,0.339277598224846,-0.555312765958693,0.240596734300552
"MBD3",-0.292210086518181,0.331796383852067,1.03294004987337,-0.430149761839182,-0.376789436857399
"MBD4",-0.0834977969089861,-0.647638672090653,0.995782542557026,-0.517326107112267,-0.134323641505642
"MECP2",-0.0311940839618195,-0.0378793689573355,0.117675411482212,0.281355965660168,-0.0910381506178519
"MEF2A",-0.277259798049281,0.158571512651465,1.23155381956762,-0.586516574390189,-0.38904345699959
"MEF2B",0.0327709572387113,0.330768096032127,0.321482104942076,-0.399973905251327,-0.155594856805961
"MEF2C",-0.332463514873161,-0.250160999633677,1.15455327515971,-0.733895965183139,-0.201314565743586
"MEF2D",-0.0460168571741018,-0.361048812714741,1.34467869652445,-0.370726912323139,-0.403540927739059
"MEIS1",-0.377584411234454,0.323816199954703,0.252987443119203,-0.397288433848912,-0.0180650786353385
"MEIS2",-0.420552731559361,-0.591233831051778,0.499182378127093,-0.580009909565552,0.167976210165669
"MITF",-0.647249794611591,-1.03075009887359,0.548921733951725,-1.29703541376939,0.469887469312548
"MNT",-0.540129796913334,-0.268391602618709,0.633837624651935,-0.722218714078397,0.0827544554009486
"MSX2",-0.343579284701849,-0.210316382177156,-0.419910150004225,-0.351278906294355,0.401145561755763
"MTF1",-0.364774117167882,-0.317090490072209,-0.457151147668908,-0.370490012240973,0.455471791226372
"MXI1",-0.426686544585518,-0.175915637960506,-0.0774255798441703,-0.827818462835235,0.361473723119375
"MYB",-0.0922455859567266,-0.236678528519723,0.553985284112512,0.661068837741116,-0.29084271733234
"MYBL1",0.25902015052773,-0.0653157713266211,0.273123717895378,-0.359828499171488,-0.0951706957270968
"MYBL2",-0.447328192537858,-0.809607532504539,1.06378672224484,-0.972442105668659,0.0669764517778235
"MYC",0.58697263077099,0.632609330774834,-0.694104291029146,0.418672388734478,-0.103739650857755
"MYCN",-0.663116111190505,-0.322840200167637,0.140838619424446,-0.623182040472574,0.324532748291295
"MYNN",-0.379673347703701,0.193078634027632,-0.332554674883021,-0.708061351729337,0.337488912693046
"MYOD1",-0.337399966335851,-0.393889089455816,0.899213184515989,-0.376344710882262,-0.12325219628194
"NANOG",-0.454918189144857,-0.827812209121576,1.06131393427261,-0.634526613370494,0.00550645613403077
"NCOA1",-0.263844504456647,-0.408318661464404,0.504835547569604,-0.306543792135958,0.0197733559052797
"NCOA2",-0.316382203901653,-0.347764890542101,0.687838394813221,-0.351707620505759,-0.053631923614325
"NCOA3",-0.232454597585201,-0.575622709922576,0.911209411404351,-0.387506926818722,-0.104703010842272
"NEUROD1",-0.690235165097257,0.50264444055569,-0.380892071996506,-0.9090667906463,0.397408341820031
"NFAT5",-0.0877593856370226,0.688385328942298,-0.370774301046727,0.268053792027748,-0.0544985191977128
"NFATC1",-0.137346205565279,1.06035454220573,0.440810430030638,-0.250775261710231,-0.389816753187007
"NFE2",-0.531654440624103,-0.722593957964479,-0.353173128548012,-0.779928784846151,0.645889668458459
"NFE2L1",-0.674666431665176,-0.422168513036228,-0.285035084856154,-0.813378531426794,0.579507207947721
"NFE2L2",-0.527181323934866,0.0443076069734596,-0.403427847194475,-0.962975376785997,0.498887753245666
"NFIA",0.092085831679625,1.12661309315398,-0.311376950145681,0.307198858697936,-0.252473081305738
"NFIC",0.0174379736091152,-0.239840316199433,1.44123333412756,-0.570499392532756,-0.453655706184627
"NFKB1",-0.474943023942076,0.136471799424393,0.852325503920341,-0.61147584473735,-0.160900103138832
"NFKB2",-0.498504587388268,-0.208600508008195,0.563392392110413,-0.328167085024999,0.0058595001488423
"NFYA",-0.122791293809882,0.479183590296006,-0.252700127310066,-0.469276388077405,0.110366990853393
"NFYB",-0.0494403889217129,0.50976868311204,-0.160400856926223,-0.441595396074892,0.0371164900399636
"NFYC",-0.0379073817359745,-0.385970946717586,0.735264621299246,-0.571806058074084,-0.0910534342507879
"NME2",-0.0208702865835986,-0.792923389482135,0.980147762703713,-0.225649970800532,-0.164681705791797
"NR1H2",-0.570353979081977,0.0113018459066059,1.02468532026154,-0.549333024337168,-0.190836706400726
"NR1H3",-0.365542106681157,-0.208470099970658,1.20391617218174,-0.419113074488716,-0.290155960989208
"NR1H4",0.0477051615859707,-0.0894360942640118,0.373318330742973,-0.0425823258892413,-0.142978317580589
"NR1I2",-0.107316603248152,0.084004765580985,0.367466852599909,-0.461847747215686,-0.0606369559345348
"NR2C2",0.477182523713004,0.288284614706111,-0.255440557020761,0.503079251621746,-0.192330956447708
"NR2F1",-0.128026529299922,-0.401496766201647,0.308273358103793,-0.179709508898405,0.04272854011897
"NR2F2",-0.604736417591688,-0.260372642771873,0.988341754412803,-0.61492408865554,-0.0797942547663822
"NR2F6",-0.582565056395976,-0.596426452179855,0.936282966247283,-0.658935575510377,0.0362931526026852
"NR3C1",-0.25062386167077,-0.367282139432009,1.31170391633454,-0.590777501978168,-0.289277260566804
"NR4A1",-0.585776276841925,0.556034357902888,0.419681023646207,-0.0115300662820401,-0.178506226275429
"NR5A1",-0.381008459962355,-0.475603307925456,-0.315468707027925,-0.698110988077241,0.507427356668008
"NR5A2",-0.383544127521437,-0.370605768694388,0.446410220150532,-0.358366641655965,0.0768686136577182
"NRF1",-0.12309502561801,0.33544838335038,-0.286549899855894,-0.570816821092735,0.184607466254309
"ONECUT1",-0.253285711696849,-0.879805506243966,1.05930826598547,-0.315894306732949,-0.097331117427702
"OTX2",-0.176522247194786,-0.832434744117408,1.16035583303291,-0.473014425563817,-0.141838540522089
"PAX2",-0.357100390202959,-0.299495915298506,0.183984117807005,0.0091676197728293,0.0903099263171668
"PAX3",-0.332933212404317,-0.268805060346179,-0.333758972290467,-0.307043132661916,0.367280327353281
"PAX5",0.0168664604829004,1.20974263217807,0.51071540190063,-0.331935845078266,-0.483678005139974
"PAX6",0.109074088768962,0.751244880547853,0.447793427843189,0.24823949007927,-0.476356082382812
"PAX8",-0.192264390338311,-0.775071266326837,0.692677959560901,-0.336630746596667,0.0234740398469225
"PBX2",-0.441114945537556,-0.140099168031823,0.469262389990704,-0.392909140158098,0.0271282283538895
"PBX3",-0.318442991160821,0.178471478886564,1.26513002901648,-0.162013411569795,-0.485574648023529
"PCGF2",-0.460000151764868,-0.441175034430645,0.380292133220031,0.190345682922673,0.0318124124919423
"PDX1",-0.0361172069142564,-0.722547302240708,0.866450234164769,-0.285029531218171,-0.117647894538581
"PGR",-0.184753066909936,-0.529904716748374,1.30936420195241,-0.577621616382666,-0.264451502464529
"PIN1",0.377531603474266,0.29720652281122,-0.253826537076665,-0.230486876843014,-0.0189813723298608
"PITX1",0.0603579458707211,0.440195967705769,-1.32699203880214,0.403269601098367,0.364206692987665
"PKNOX1",-0.541786589360639,-0.00240645696514905,0.166872296040284,-0.60895796778705,0.192975853156618
"POU2F1",0.21932103572282,-0.200218996194619,0.350878400268372,-0.243303105758671,-0.106703663668072
"POU2F2",-0.312268685556413,0.426516983500527,0.59984567280927,-0.0693494553040609,-0.281581411781613
"POU4F2",-0.079275928554166,-0.902373907425677,1.01016720914916,-0.349816061707869,-0.10787682748381
"POU5F1",-0.260529629205742,-0.693924062537056,1.09904939151752,-0.352766598571514,-0.155059886554782
"PPARA",-0.277560132524505,0.0356482843516959,0.141457283322389,-0.224281543337695,0.0464898564877651
"PPARD",0.00877704715415248,0.404992224466986,0.124874621788269,-0.68176350730969,-0.0253803294730565
"PPARG",-0.630676254566955,-0.119434801600551,1.00483414953378,-0.291906699351512,-0.184378248317964
"PRDM1",-0.659141197968102,-0.636434198778265,0.539649536422443,-0.81534539381164,0.27248426319099
"PRDM14",-0.481469823291625,-0.719771504549973,1.08373603881714,-0.563049225508555,-0.0410461044945246
"PROX1",-0.200793908526104,-0.0172062641022796,1.32595106132518,-0.01176670525653,-0.521087111729536
"RARA",-0.0169007045559981,0.0737070775947518,0.550068643304543,-0.115161865621422,-0.232372611681683
"RARB",-0.176526874965832,-0.574073168331061,0.165160814343739,1.64567249771756,-0.210731008271483
"RARG",-0.188899054271609,-0.528269091327158,0.357769807777527,1.85697096546482,-0.347454531009806
"RBPJ",-0.243178233357776,0.204535132464855,0.54695796380195,-0.379715095661839,-0.153137305648602
"REL",-0.496533461944709,1.10354326160535,0.293058637468456,-0.684451239508739,-0.15468144802694
"RELA",-0.408549954919081,-0.1192486832717,0.698115674483682,-0.366377285243311,-0.0924605473062491
"RELB",-0.602087315755613,-0.32656557665797,0.957784229556666,-0.356614547843774,-0.102426724921589
"REST",-0.125949752152263,-0.140327112113656,0.821309445486283,-0.411336064492304,-0.204652474729282
"RFX1",-0.25387304210415,-0.390488844118742,1.00438163585867,-0.535047033452629,-0.159211025384657
"RFX2",-0.506211864315171,0.161248093066364,-0.0172719679468525,-0.236717757855133,0.144049429760829
"RFX5",-0.223907175640249,0.227944293594702,0.421811688789098,-1.00652887900531,0.0190747388587716
"RUNX1",-0.55724549477743,-0.354207143637653,0.799157950661597,-0.362353385542579,-0.0360560540827132
"RUNX2",-0.246619004524834,-0.81174218089603,1.02660234470171,-0.419258022423842,-0.0817532483619119
"RUNX3",-0.0413916672467568,0.294606425927008,0.463756968243399,-0.234476997972197,-0.22293709748411
"RXRA",-0.344571151544472,-0.316244381290502,1.09341152457247,-0.7953505683136,-0.141108989279765
"SATB1",-0.104895474220946,0.163987379065793,0.400600205118151,-0.298326143918943,-0.130763940716251
"SETDB1",-0.406111591734025,-0.971336590836486,0.352793977627595,-0.367274215089078,0.286408356506053
"SIX2",-0.160777669813591,-0.701035270651862,1.05104369608614,-0.246222741061388,-0.179860781425526
"SIX5",0.475616606369909,0.72488185262307,-0.261807682585289,-0.0023767416024223,-0.202286568391826
"SMAD1",-0.500481256619133,0.507363926602169,0.346403459875991,-0.913194743230557,0.0296673946809736
"SMAD3",-0.394488607054133,-0.433710288265307,1.46926375734032,-0.757397151372479,-0.268949208710533
"SMAD4",-0.0704233372479502,-0.45145434550014,1.45500472913275,-0.730691300042507,-0.347352006083323
"SMAD5",0.552123865341772,0.992992126423195,-0.159703665691385,0.242659488793375,-0.388902183133723
"SNAI1",0.131880344912617,0.111031131386022,0.633746076599167,-0.350971238655412,-0.269077528645815
"SNAI2",-0.33155428896833,0.481005297648382,0.684455027286458,-0.276528550804581,-0.28565378765983
"SNAPC4",0.171431863907463,-0.4827145698845,0.547065514543315,-0.151624014183144,-0.123294150385639
"SOX10",-0.595269392842983,-0.657800634956682,0.779476356175771,-0.644695694000048,0.121700812058351
"SOX11",-0.0833822658501305,-0.72849005156135,0.945510135712422,-0.292613356563833,-0.13684912671827
"SOX13",-0.609016881559522,-0.631469524144122,0.671894961618701,-0.983010494316667,0.234749674459972
"SOX2",-0.438402583450695,-0.761951621075478,0.90730372020482,-0.469560030696014,0.0170912675741666
"SOX4",-0.00229862676092291,-0.456482033921879,0.0854702782484265,0.0472347081160705,0.0757739220792916
"SOX6",-0.862902922558899,-0.260951243805152,-0.158132890706217,-0.751523085192456,0.516841648860658
"SOX9",-0.286186630033081,0.0294792382761379,0.413658781641649,-1.04592740140459,0.100018616558392
"SP1",-0.555554155755925,-0.058954852822733,0.97231340824319,-0.786982059454804,-0.104134406561178
"SP2",0.528801765982666,-0.258378297061998,0.0831672237723461,-0.483743177154519,-0.00475895707078909
