"V1"
"PITX1,Fibroblast"
"ZNF382,Fibroblast"
"LHX2,Fibroblast"
"SMAD5,Fibroblast"
"VDR,Fibroblast"
"MYC,Fibroblast"
"ZBTB2,Fibroblast"
"NR2C2,Fibroblast"
"ZBTB33,Fibroblast"
"KLF5,Fibroblast"
"KLF10,Fibroblast"
"HIF1A,Fibroblast"
"RXRA,Fibroblast"
"ZBED1,Fibroblast"
"MYB,Fibroblast"
"JUND,Fibroblast"
"TWIST2,Fibroblast"
"ZNF217,Fibroblast"
"RUNX2,Fibroblast"
"SMAD1,Fibroblast"
"MBD3,Fibroblast"
"SRF,Fibroblast"
"GRHL2,Fibroblast"
"TEAD1,Fibroblast"
"MAZ,Fibroblast"
"ZNF92,Fibroblast"
"TWIST1,Fibroblast"
"ZNF750,Fibroblast"
"POU5F1,Fibroblast"
"POU2F2,Fibroblast"
"GFI1,Fibroblast"
"KLF2,Fibroblast"
"PDX1,Fibroblast"
"ONECUT1,Fibroblast"
"FOXP3,Fibroblast"
"PRDM14,Fibroblast"
"PIN1,Fibroblast"
"SOX11,Fibroblast"
"HNF1A,Fibroblast"
"IRF8,Fibroblast"
"SOX13,MSC"
"HHEX,MSC"
"PGR,MSC"
"NR2F6,MSC"
"HNF4G,MSC"
"TEAD1,MSC"
"STAT6,MSC"
"YBX1,MSC"
"HNF1B,MSC"
"GRHL2,MSC"
"PAX6,MSC"
"GATA6,MSC"
"NR1H4,MSC"
"YY1,MSC"
"KLF9,MSC"
"PBX3,MSC"
"STAT5A,MSC"
"SIX5,MSC"
"MYB,MSC"
"RARG,MSC"
"LHX2,MSC"
"NME2,MSC"
"POU5F1,MSC"
"REST,MSC"
"KLF3,MSC"
"TCF12,MSC"
"HNF4A,MSC"
"REL,MSC"
"PPARA,MSC"
"KMT2A,MSC"
"HOXA9,MSC"
"ZBTB33,MSC"
"MBD1,MSC"
"PPARD,MSC"
"VDR,MSC"
"GATA2,MSC"
"SIX2,MSC"
"RFX1,MSC"
"SMAD5,MSC"
"FOXL2,MSC"
"PRDM14,MSC"
"ZNF384,MSC"
"ZEB1,MSC"
"RELB,MSC"
"HINFP,MSC"
"JUNB,MSC"
"TEAD4,MSC"
"TWIST2,MSC"
"NFYC,MSC"
"ZNF207,MSC"
"WT1,MSC"
"TFAP4,MSC"
"GLI1,MSC"
"TP63,MSC"
"ZC3H8,MSC"
"ZZZ3,MSC"
"ZHX2,MSC"
"SOX9,MSC"
"MEF2D,MSC"
"ZNF750,MSC"
"RARB,MSC"
"TCF7,MSC"
"XBP1,MSC"
"KLF10,MSC"
"IRF8,MSC"
"ZBTB33,Megakaryocyte"
"SPI1,Megakaryocyte"
"HIC1,Megakaryocyte"
"TBX21,Megakaryocyte"
"ZBTB16,Megakaryocyte"
"NFKB1,Megakaryocyte"
"VDR,Megakaryocyte"
"PAX6,Megakaryocyte"
"ZZZ3,Megakaryocyte"
"ZNF589,Megakaryocyte"
"NFATC1,Megakaryocyte"
"MYB,Megakaryocyte"
"MAF,Megakaryocyte"
"PAX2,Megakaryocyte"
"FOXP3,Neural"
"KLF2,Neural"
"SOX4,Neural"
"PAX2,Neural"
"TAL1,Neural"
"SOX2,Neural"
"GATA3,Neural"
"GLI3,Neural"
"SETDB1,Neural"
"GATA2,Neural"
"MAFB,Neural"
"TFAP2C,Neural"
"MEIS2,Neural"
"PDX1,Neural"
"HNF4A,Neural"
"TERF2,Neural"
"NR2F1,Neural"
"NFE2,Neural"
"TERF1,Neural"
"GTF2B,Neural"
"PRDM14,Neural"
"HNF1A,Neural"
"KLF8,Neural"
"HMBOX1,Neural"
"MEIS1,Neural"
"RUNX1,Neural"
"NR5A2,Neural"
"MAFG,Neural"
"ZNF197,Neural"
"ZNF143,Neural"
"NFKB2,Neural"
"SOX11,Neural"
"RFX2,Neural"
"SIX2,Neural"
"HES1,Neural"
"MYOD1,Neural"
"PAX8,Neural"
"PKNOX1,Neural"
"GLYR1,Neural"
"HOXB13,Neural"
"NCOA1,Neural"
"ZNF766,Neural"
"POU5F1,Neural"
"XBP1,Neural"
"SREBF2,Neural"
"TFAP4,Neural"
"TP73,Neural"
"MAFK,Neural"
"NCOA2,Neural"
"PCGF2,Neural"
"IKZF1,Neural"
"SNAPC4,Neural"
"RUNX3,Neural"
"NME2,Neural"
"ZNF263,Neural"
"SPIB,Neural"
"TCF7,Neural"
"NR2F6,Neural"
"TCF7L2,Neural"
"MYNN,Neural"
"SOX9,Neural"
"LYL1,Neural"
"PBX2,Neural"
"ZNF384,Neural"
"NCOA3,Neural"
"ZNF639,Neural"
"SATB1,Neural"
"ZBTB11,Neural"
"MEF2B,Neural"
"TFAP2A,Neural"
"FOXO1,Neural"
"PPARG,Neural"
"SPI1,Neural"
"NANOG,Neural"
"KLF9,Neural"
"PPARA,Neural"
"RARB,Neural"
"POU2F1,Neural"
"HNF4G,Neural"
"GATA4,Neural"
"NFYA,Neural"
"YY1,Neural"
"TCF3,Neural"
"FOXP1,Neural"
"OTX2,Neural"
"ZHX2,Neural"
"TP63,Neural"
"SRF,Neural"
"LHX2,Neural"
"PROX1,Neural"
"ZBTB2,Neural"
