"V1"
"E2F4,Fibroblast"
"MYC,Fibroblast"
"SP2,Fibroblast"
"SMAD5,Fibroblast"
"NFKB1,Fibroblast"
"PAX3,Fibroblast"
"BACH1,Fibroblast"
"NR5A1,Fibroblast"
"ZNF384,Fibroblast"
"MTF1,Fibroblast"
"USF1,Fibroblast"
"MSX2,Fibroblast"
"FOXJ2,Fibroblast"
"SMAD1,Fibroblast"
"BHLHE40,Fibroblast"
"STAT3,Fibroblast"
"FOXO3,Fibroblast"
"ESR2,Fibroblast"
"NFE2L2,Fibroblast"
"HBP1,Fibroblast"
"CREB3L1,Fibroblast"
"ARID2,Fibroblast"
"NR1H2,Fibroblast"
"SP1,Fibroblast"
"CEBPD,Fibroblast"
"HIVEP2,Fibroblast"
"USF2,Fibroblast"
"ATF1,Fibroblast"
"HIF1A,Fibroblast"
"IRF9,Fibroblast"
"ZNF318,Fibroblast"
"IRF2,Fibroblast"
"EGR2,Fibroblast"
"STAT5A,Fibroblast"
"FOXK1,Fibroblast"
"STAT2,Fibroblast"
"CREB3,Fibroblast"
"IRF1,Fibroblast"
"PBX3,MSC"
"ESR1,MSC"
"TEAD1,MSC"
"PGR,MSC"
"OTX2,MSC"
"DUX4,MSC"
"HNF1B,MSC"
"TCF12,MSC"
"ELF3,MSC"
"TEAD4,MSC"
"POU5F1,MSC"
"MBD3,MSC"
"MEF2D,MSC"
"ERG,MSC"
"KLF3,MSC"
"RELB,MSC"
"NR2F6,MSC"
"RFX1,MSC"
"FOXL2,MSC"
"GATA6,MSC"
"ZEB1,MSC"
"KLF9,MSC"
"EGR1,MSC"
"HNF4G,MSC"
"CREB1,MSC"
"TWIST2,MSC"
"STAT6,MSC"
"KLF4,MSC"
"CEBPG,MSC"
"REST,MSC"
"LHX2,MSC"
"SOX10,MSC"
"ARID3A,MSC"
"NFYC,MSC"
"ZNF263,MSC"
"HOXA9,MSC"
"TCF7L2,MSC"
"KMT2A,MSC"
"ZZZ3,MSC"
"SNAI1,MSC"
"MAFF,MSC"
"SOX13,MSC"
"RARG,MSC"
"FOSL1,MSC"
"MNT,MSC"
"FLI1,MSC"
"LEF1,MSC"
"PAX5,MSC"
"MYB,MSC"
"SNAPC4,MSC"
"RBPJ,MSC"
"MITF,MSC"
"WT1,MSC"
"BCL11A,MSC"
"RARA,MSC"
"ZNF740,MSC"
"NFKB2,MSC"
"FOSB,MSC"
