source,target,gene_A,gene_B,type_gene_A_py,type_gene_B_py,MeanLR_py,Unnamed: 0,type_gene_A_r,type_gene_B_r,MeanLR_r
Neural,Neural,GATA2,JAM3,Transcription_Factor,Ligand,0.5794377326965332,699,Transcription Factor,Ligand,0.579437750163205
Neural,Neural,GATA2,LAMC1,Transcription_Factor,Ligand,0.5794377326965332,700,Transcription Factor,Ligand,0.579437750163205
Neural,Neural,HNF4G,CD99,Transcription_Factor,Ligand,0.1518794298171997,720,Transcription Factor,Ligand,0.151879427975827
Neural,Neural,BATF,LAMC1,Transcription_Factor,Ligand,0.0175176467746496,642,Transcription Factor,Ligand,0.0175176476887451
Neural,Neural,GATA4,LAMC1,Transcription_Factor,Ligand,0.1043070554733276,706,Transcription Factor,Ligand,0.104307062071387
Neural,Neural,PAX8,LAMC1,Transcription_Factor,Ligand,0.331724613904953,723,Transcription Factor,Ligand,0.33172459476486
Neural,Neural,HNF4A,BMP4,Transcription_Factor,Ligand,0.5730217099189758,713,Transcription Factor,Ligand,0.573021677134959
Neural,Neural,HNF4A,CALR,Transcription_Factor,Ligand,0.5730217099189758,714,Transcription Factor,Ligand,0.573021677134959
Neural,Neural,HNF4A,LAMC1,Transcription_Factor,Ligand,0.5730217099189758,715,Transcription Factor,Ligand,0.573021677134959
Neural,Neural,HNF4A,SEMA7A,Transcription_Factor,Ligand,0.5730217099189758,717,Transcription Factor,Ligand,0.573021677134959
Neural,Neural,ESR1,BMP4,Transcription_Factor,Ligand,0.2168464064598083,688,Transcription Factor,Ligand,0.216846413471667
Neural,Neural,ESR1,COL6A3,Transcription_Factor,Ligand,0.2168464064598083,689,Transcription Factor,Ligand,0.216846413471667
Neural,Neural,ESR1,CXCL14,Transcription_Factor,Ligand,0.2168464064598083,690,Transcription Factor,Ligand,0.216846413471667
Neural,Neural,ESR1,JAM3,Transcription_Factor,Ligand,0.2168464064598083,691,Transcription Factor,Ligand,0.216846413471667
Neural,Neural,ESR1,LAMC1,Transcription_Factor,Ligand,0.2168464064598083,692,Transcription Factor,Ligand,0.216846413471667
Neural,Neural,TAL1,BMP4,Transcription_Factor,Ligand,0.7560227513313293,752,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,TAL1,CALR,Transcription_Factor,Ligand,0.7560227513313293,753,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,TAL1,COL6A3,Transcription_Factor,Ligand,0.7560227513313293,754,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,TAL1,CXCL14,Transcription_Factor,Ligand,0.7560227513313293,755,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,TAL1,JAM3,Transcription_Factor,Ligand,0.7560227513313293,756,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,TAL1,LAMC1,Transcription_Factor,Ligand,0.7560227513313293,757,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,TAL1,SEMA7A,Transcription_Factor,Ligand,0.7560227513313293,758,Transcription Factor,Ligand,0.756022741146501
Neural,Neural,POU2F2,SEMA7A,Transcription_Factor,Ligand,0.1174332201480865,724,Transcription Factor,Ligand,0.117433220490635
