Unnamed: 0_py,Neural_py,MSC_py,Fibroblast_py,Megakaryocyte_py,Myeloid_py,Unnamed: 0_r,Neural_r,MSC_r,Fibroblast_r,Megakaryocyte_r,Myeloid_r
RP11-16E12.2,0.0,0.0,0.0,0.0,0.0,RP11-16E12.2,0.0,0.0,0.0,0.0,0.0
DPH6,0.0,0.5121245486902414,0.0,0.0,0.0,DPH6,0.0,0.512124548690241,0.0,0.0,0.0
MEIS2,0.0,0.7503001200480193,0.0,0.0,0.0,MEIS2,0.0,0.750300120048019,0.0,0.0,0.0
SPRED1,0.0,0.2560622743451207,1.1109590506392832,0.9936406995230525,0.0,SPRED1,0.0,0.256062274345121,1.11095905063928,0.993640699523052,0.0
TTBK2,0.0,0.0511226534702057,0.0,0.0,0.561324726354196,TTBK2,0.0,0.0511226534702057,0.0,0.0,0.561324726354196
TUBGCP4,1.3945056477478728,0.3254890472935585,0.0,0.0,0.561324726354196,TUBGCP4,1.39450564774787,0.325489047293559,0.0,0.0,0.561324726354196
GATM,6.560460369735281,0.0,0.0,0.0,0.0,GATM,6.56046036973528,0.0,0.0,0.0,0.0
SECISBP2L,3.570532491845675,0.0,0.0,0.0,0.0,SECISBP2L,3.57053249184567,0.0,0.0,0.0,0.0
GLDN,0.0,0.5786920654735354,0.0,0.0,0.0,GLDN,0.0,0.578692065473535,0.0,0.0,0.0
MAPK6,1.3751375137513755,0.0,0.0,0.0,0.0,MAPK6,1.37513751375138,0.0,0.0,0.0,0.0
MNS1,0.0,0.4357115988636605,0.0,0.0,0.0,MNS1,0.0,0.435711598863661,0.0,0.0,0.0
MYO1E,0.0,0.0,0.6403688524590163,0.0,0.0,MYO1E,0.0,0.0,0.640368852459016,0.0,0.0
APH1B,0.0,0.1372438686301689,0.0,0.0,0.0,APH1B,0.0,0.137243868630169,0.0,0.0,0.0
SNX22,0.0,0.0,0.0,0.0,0.0,SNX22,0.0,0.0,0.0,0.0,0.0
ZNF609,0.0,0.0,0.0,0.0,0.0,ZNF609,0.0,0.0,0.0,0.0,0.0
PIF1,0.0,0.0,0.0,0.0,0.0,PIF1,0.0,0.0,0.0,0.0,0.0
DIS3L,0.0,0.2458814851241701,0.0,0.0,0.0,DIS3L,0.0,0.24588148512417,0.0,0.0,0.0
CLN6,0.0,0.2532030181799768,0.0,0.0,0.561324726354196,CLN6,0.0,0.253203018179977,0.0,0.0,0.561324726354196
ITGA11,0.0,0.4917629702483403,1.0624711383052414,0.0,0.0,ITGA11,0.0,0.49176297024834,1.06247113830524,0.0,0.0
UACA,0.0,0.8679672678912937,0.6975446428571428,0.0,0.0,UACA,0.0,0.867967267891294,0.697544642857143,0.0,0.0
CD276,0.0,0.0,0.0,0.0,0.0,CD276,0.0,0.0,0.0,0.0,0.0
CTD-3154N5.2,0.0,0.0,0.0,0.0,0.0,CTD-3154N5.2,0.0,0.0,0.0,0.0,0.0
ULK3,0.0,0.0,0.0,0.0,0.0,ULK3,0.0,0.0,0.0,0.0,0.0
PPCDC,0.0,0.0,0.0,0.0,0.0,PPCDC,0.0,0.0,0.0,0.0,0.0
HYKK,0.0,0.0511226534702057,0.0,0.0,0.0,HYKK,0.0,0.0511226534702057,0.0,0.0,0.0
POLG,0.0,0.0,0.0,0.0,0.0,POLG,0.0,0.0,0.0,0.0,0.0
FES,0.0,0.0,0.0,0.0,0.0,FES,0.0,0.0,0.0,0.0,0.0
RCCD1,0.0,0.0,0.0,0.0,0.0,RCCD1,0.0,0.0,0.0,0.0,0.0
HBZ,0.0,0.0,0.0,0.0,0.0,HBZ,0.0,0.0,0.0,0.0,0.0
WDR90,0.0,0.0511226534702057,0.0,0.0,0.6004924037710921,WDR90,0.0,0.0511226534702057,0.0,0.0,0.600492403771092
CHTF18,0.0,0.0,0.0,0.9936406995230525,0.6004924037710921,CHTF18,0.0,0.0,0.0,0.993640699523052,0.600492403771092
TELO2,0.0,0.3751500600240097,0.0,0.0,0.6004924037710921,TELO2,0.0,0.37515006002401,0.0,0.0,0.600492403771092
RPL3L,0.0,0.0,0.0,0.0,0.0,RPL3L,0.0,0.0,0.0,0.0,0.0
ATP6V0C,0.0,0.0,0.0,0.0,0.6004924037710921,ATP6V0C,0.0,0.0,0.0,0.0,0.600492403771092
ZNF213-AS1,0.0,0.3068896731624981,0.0,0.0,0.0,ZNF213-AS1,0.0,0.306889673162498,0.0,0.0,0.0
TRAP1,0.0,0.0,0.0,0.0,0.0,TRAP1,0.0,0.0,0.0,0.0,0.0
MGRN1,0.0,0.5019437594692909,0.0,0.0,1.122649452708392,MGRN1,0.0,0.501943759469291,0.0,0.0,1.12264945270839
NAGPA,0.0,1.167645837472023,0.0,0.0,0.0,NAGPA,0.0,1.16764583747202,0.0,0.0,0.0
METTL22,0.0,0.0,0.0,0.0,0.0,METTL22,0.0,0.0,0.0,0.0,0.0
DEXI,0.0,0.7421150278293135,0.0,0.0,0.0,DEXI,0.0,0.742115027829313,0.0,0.0,0.0
CLEC16A,0.0,0.784929356357928,0.0,0.0,0.0,CLEC16A,0.0,0.784929356357928,0.0,0.0,0.0
SNX29,0.0,0.5611861882401092,1.040850313479624,0.0,0.561324726354196,SNX29,0.0,0.561186188240109,1.04085031347962,0.0,0.561324726354196
NPIPA1,0.0,0.0,0.0,0.0,0.0,NPIPA1,0.0,0.0,0.0,0.0,0.0
FOPNL,0.0,0.0,0.0,0.0,0.0,FOPNL,0.0,0.0,0.0,0.0,0.0
ABCC1,0.0,0.2458814851241701,0.5191029900332226,0.0,0.0,ABCC1,0.0,0.24588148512417,0.519102990033223,0.0,0.0
TMEM159,0.0,0.0511226534702057,0.0,0.0,0.0,TMEM159,0.0,0.0511226534702057,0.0,0.0,0.0
ARHGAP17,0.0,0.0,0.5918560606060607,0.0,0.0,ARHGAP17,0.0,0.0,0.591856060606061,0.0,0.0
SH2B1,0.0,0.0,0.0,0.0,0.0,SH2B1,0.0,0.0,0.0,0.0,0.0
SEZ6L2,6.391812509356408,0.0,0.0,0.0,0.0,SEZ6L2,6.39181250935641,0.0,0.0,0.0,0.0
RP11-146F11.1,0.0,0.0,0.0,0.0,0.0,RP11-146F11.1,0.0,0.0,0.0,0.0,0.0
ADGRG5,0.0,0.0,0.0,0.0,0.0,ADGRG5,0.0,0.0,0.0,0.0,0.0
SNTB2,0.0,0.0,1.8906451566146307,0.0,0.0,SNTB2,0.0,0.0,1.89064515661463,0.0,0.0
AARS,0.0,0.721136511141559,0.0,0.0,0.0,AARS,0.0,0.721136511141559,0.0,0.0,0.0
DDX19B,0.0,0.1860361282160995,0.4664179104477611,0.0,0.0,DDX19B,0.0,0.1860361282161,0.466417910447761,0.0,0.0
SF3B3,0.0,0.3270538984824698,0.0,0.0,0.0,SF3B3,0.0,0.32705389848247,0.0,0.0,0.0
ZDHHC7,0.0,0.2560622743451207,0.7405213270142181,0.0,0.0,ZDHHC7,0.0,0.256062274345121,0.740521327014218,0.0,0.0
KIAA0513,0.0,0.0,0.0,0.0,0.0,KIAA0513,0.0,0.0,0.0,0.0,0.0
GSE1,0.8919810900008922,0.0,0.0,0.0,0.0,GSE1,0.891981090000892,0.0,0.0,0.0,0.0
RP11-178L8.7,0.0,0.0,0.0,0.0,0.0,RP11-178L8.7,0.0,0.0,0.0,0.0,0.0
ZFPM1,0.0,0.0,0.0,0.0,0.0,ZFPM1,0.0,0.0,0.0,0.0,0.0
PELP1,0.0,0.0,0.0,0.0,0.0,PELP1,0.0,0.0,0.0,0.0,0.0
KIF1C,0.0,0.0,1.1677649891443522,0.0,0.0,KIF1C,0.0,0.0,1.16776498914435,0.0,0.0
ZBTB4,0.0,0.3270538984824698,0.7267441860465116,0.0,0.0,ZBTB4,0.0,0.32705389848247,0.726744186046512,0.0,0.0
CD68,0.0,0.2532030181799768,0.0,1.9872813990461056,0.0,CD68,0.0,0.253203018179977,0.0,1.98728139904611,0.0
GAS7,1.903702222724467,0.0,0.0,0.3152386356471849,0.561324726354196,GAS7,1.90370222272447,0.0,0.0,0.315238635647185,0.561324726354196
