,means,dispersions,mean_bin,dispersions_norm,highly_variable
UBE2R2,6.401088371872633,12.45934161701996,"(5.621, 6.424]",2.1705100467433405,False
UBAP2,10.223739624253549,15.758001845674707,"(9.636, 10.439]",-0.7914739822570753,False
DCAF12,1.1423784864609143,4.076862648624632,"(0.803, 1.606]",0.10376625998791338,False
UBAP1,2.066892686943355,5.759810011011069,"(1.606, 2.409]",-0.2333702734554566,False
NUDT2,4.846373515215814,10.056746923193037,"(4.818, 5.621]",-1.2004046303114084,False
RPP25L,3.2079156344563478,7.839932374333651,"(2.409, 3.212]",1.0535206615803052,False
DCTN3,2.045401160281516,5.957538280593498,"(1.606, 2.409]",0.12902839853598225,False
SIGMAR1,2.9309145144290865,7.297896064709802,"(2.409, 3.212]",-0.020467273658426363,False
GALT,13.599046107323021,19.80958223241071,"(12.848, 13.651]",1.4583219054131669,False
VCP,1.9111446041471438,6.04358044732844,"(1.606, 2.409]",0.28672748236379947,False
STOML2,1.826380020924882,5.388629852676454,"(1.606, 2.409]",-0.9136735843280578,False
FAM214B,3.164799865102282,7.602149124556539,"(2.409, 3.212]",0.5823781625848105,False
CD72,16.06050255698491,22.27110253736521,"(15.257, 16.061]",0.2321412539414154,False
SIT1,8.795560503991329,14.58029227159733,"(8.03, 8.833]",0.7678076919814956,False
CCDC107,3.6010464553421158,8.599998726810444,"(3.212, 4.015]",0.28018548886872763,False
TPM2,1.1325042194200106,3.7228265959689852,"(0.803, 1.606]",-0.42748277975540583,False
TLN1,2.1916899554025244,6.499776747124046,"(1.606, 2.409]",1.1228493660098575,True
CREB3,6.4664781957641635,11.697257239078414,"(6.424, 7.227]",-1.859560906985387,False
GBA2,7.935692868085398,13.2918859009602,"(7.227, 8.03]",-0.3414574310997485,False
RGP1,10.87743705854735,17.07880599657824,"(10.439, 11.242]",0.6422308298083126,False
HINT2,1.8097841506673036,5.831966698070704,"(1.606, 2.409]",-0.10112065825912155,False
GLIPR2,3.4704992679705033,8.168122967695504,"(3.212, 4.015]",-0.6283431096680471,False
CLTA,1.971905016764535,5.955963594773323,"(1.606, 2.409]",0.12614229605179775,False
EBLN3,3.899181928401771,9.18316831061868,"(3.212, 4.015]",1.5069879511610418,False
ZCCHC7,5.882324560451896,11.05666113340606,"(5.621, 6.424]",-1.20097117010634,False
GRHPR,8.127612674481046,14.324228019873964,"(8.03, 8.833]",0.04243866014164607,False
POLR1E,16.06050255698491,22.271102537365216,"(15.257, 16.061]",0.2321412539414686,False
TOMM5,2.893875401528869,7.3505399733745875,"(2.409, 3.212]",0.0838410941869406,False
EXOSC3,5.968693985048519,11.35063762661428,"(5.621, 6.424]",-0.4943696050134381,False
DCAF10,5.063874996347692,10.748029851865109,"(4.818, 5.621]",0.37184440254705936,False
FAM27C,8.429362899459845,13.921414831448358,"(8.03, 8.833]",-1.0986351544736968,False
CBWD5,11.85611838890143,18.05414056358416,"(11.242, 12.045]",1.1436997434583798,False
PIP5K1B,6.788446808498393,12.488912386308941,"(6.424, 7.227]",-0.016422263433165912,False
FAM122A,3.9955320303746222,8.61085409861497,"(3.212, 4.015]",0.30302172249381737,False
FXN,7.941998826697037,14.123556449902742,"(7.227, 8.03]",1.8130161600008752,False
PTAR1,4.272063649333201,9.244212878888122,"(4.015, 4.818]",-0.7639506628345791,False
SMC5,7.397432717172116,12.887240407533463,"(7.227, 8.03]",-1.3897066813037673,False
KLF9,6.20183471360697,11.59387425693027,"(5.621, 6.424]",0.09027368327651526,False
TMEM2,3.6711183101527243,8.695817510011109,"(3.212, 4.015]",0.48175759144101016,False
ZFAND5,0.9945742157262832,3.533243497774127,"(0.803, 1.606]",-0.7119618267680078,False
ANXA1,1.7594680918895487,5.131054587888969,"(1.606, 2.409]",-1.3857605251279619,False
CARNMT1,7.7543671687937525,13.811453110920311,"(7.227, 8.03]",1.0045008141263068,False
NMRK1,6.034799075960193,11.440983408758978,"(5.621, 6.424]",-0.27721458569095675,False
OSTF1,4.693712347815987,10.062014886300162,"(4.015, 4.818]",0.9858562721516618,False
RFK,6.339482511238263,11.614323836818308,"(5.621, 6.424]",0.13942627026293442,False
GCNT1,12.710226809831314,18.91934324174188,"(12.045, 12.848]",1.119828677525281,False
VPS13A,7.360722111625723,13.523505565824903,"(7.227, 8.03]",0.25856195369760543,False
GNAQ,6.952828682252073,13.061047828800856,"(6.424, 7.227]",1.3156286265178136,False
CEP78,10.633797142164644,16.617760239093904,"(10.439, 11.242]",-0.8878127999403338,False
TLE4,2.1467623397174336,6.457183653411409,"(1.606, 2.409]",1.044784248512677,True
TLE1,10.301391437795267,16.492173756601133,"(9.636, 10.439]",1.6587527918863578,False
UBQLN1,3.586026084638523,8.169874294429313,"(3.212, 4.015]",-0.6246588778271402,False
HNRNPK,0.9592329820215949,3.5331613206624644,"(0.803, 1.606]",-0.7120851376888367,False
NTRK2,2.8120883041536486,7.194812968771766,"(2.409, 3.212]",-0.2247155858080966,False
ISCA1,1.2238876603744142,4.069254451369584,"(0.803, 1.606]",0.09234977441927165,False
ZCCHC6,3.043229177043561,7.520845062230098,"(2.409, 3.212]",0.42128271478152246,False
CTSL,1.6750961026201714,5.059495025350415,"(1.606, 2.409]",-1.516915723557741,False
SPIN1,10.017141149732563,16.024767480681636,"(9.636, 10.439]",0.09883017074511416,False
CKS2,1.8105451673461335,5.835651205213531,"(1.606, 2.409]",-0.09436765071840232,False
SECISBP2,2.593625843360256,6.94787956482044,"(2.409, 3.212]",-0.7139881528713554,False
SEMA4D,12.60693730175143,18.815597129972822,"(12.045, 12.848]",0.6880726337186372,False
GADD45G,5.101964901650899,10.460239838600623,"(4.818, 5.621]",-0.2827031802937399,False
SYK,7.68753450079919,13.565959816549091,"(7.227, 8.03]",0.36854127439319195,False
AUH,5.419568719144617,10.221991886499385,"(4.818, 5.621]",-0.8245726475337974,False
IARS,5.48944932822967,10.301779365062275,"(4.818, 5.621]",-0.6431045672418445,False
NOL8,7.571426391023691,13.681791557955398,"(7.227, 8.03]",0.6686077228064402,False
OMD,3.4621898540557288,8.112414209758283,"(3.212, 4.015]",-0.7455365355705602,False
ECM2,7.642476720484774,13.455119731362748,"(7.227, 8.03]",0.08140589768308375,False
BICD2,16.06050255698491,22.27110253736521,"(15.257, 16.061]",0.2321412539414154,False
FGD3,9.999999999995e-13,,"(-0.0161, 0.803]",,False
