"","Fibroblast","Megakaryocyte","MSC","Myeloid","Neural"
"EGR2",-0.177918286808636,-0.222884174326309,0.877488118651643,-0.231544887977069,-0.221893775398453
"EHF",0.47857127769798,0.0732433151130003,-0.424572682814452,-0.0162246800274155,-0.120803963053591
"ELF1",-0.101713372928764,-0.204809310408559,0.512689176652546,0.44310981412323,-0.14604322706441
"ELF3",0.130507929201611,-0.622794458675274,1.02188481432406,-0.271512595178394,-0.349992709005685
"ELF5",0.317746519546648,0.619024284317487,-0.181065118272641,0.835905198208328,-0.379819292177019
"ELK1",0.13842209367694,0.0213574812753903,0.868084998958408,-0.462006803660721,-0.484032531505192
"ELK4",-0.200507956327704,-0.312709422442177,0.685566810570406,-0.39345136193718,-0.0730097486770551
"EOMES",-0.129094747809518,-0.825362711086673,0.166306689904179,-1.15130367281483,0.358757365754011
"EPAS1",0.365121072900912,-0.359808316335522,-0.0282868585399852,0.174467116863864,-0.10860870950335
"ERG",-0.118435285148704,-0.630554179634438,0.75709895634339,-0.373328934183914,-0.0541172867767405
"ESR1",-0.235216774847846,-1.31048305000264,0.930685195422692,-1.12782357799976,0.216846413471667
"ESR2",-0.18838420303171,-0.0914585880534618,0.882321080706228,0.0807468314984741,-0.283492869180667
"ESRRA",-0.00568199434497798,-0.724317842335439,0.631086312582858,-0.704179568014857,-0.00993582240566854
"ETS1",0.136851327842894,1.06187796016711,-0.488565623915541,0.50535077483346,-0.24217896514455
"ETS2",-0.393246152515067,-0.617724842403446,0.725058893693897,-0.30691191047209,0.126642534504803
"ETV1",-0.104238404922879,-0.491455130361933,0.90652369353298,0.127205101593533,-0.217122419276246
"ETV4",0.13266521830112,-0.384204983635597,1.10211480246286,-0.349583753169203,-0.46518954035799
"ETV6",0.154633384839071,0.316199773714245,0.466540862730325,0.495858892649887,-0.465137063943762
"FLI1",-0.432757658233001,-0.475221345128505,0.131570961302342,0.17801352728633,0.358029149172893
"FOS",-0.439133408626256,-1.05858429788121,0.211997010257323,-0.954850852980506,0.597945611369271
"FOSB",-0.367147332888356,-0.366710661651552,0.114526150454931,-0.397808682569404,0.328103675313879
"FOSL1",0.124678916317615,-0.777980347318851,0.273738993287676,-0.863828180810019,0.1099551263276
"FOSL2",0.169711328000078,-0.839912901827195,0.890053723688512,-0.786499556784803,-0.202095266268553
"FOXA1",-0.690990038672845,-1.25273635045663,0.306811918534026,-0.842369076699106,0.769100969498157
"FOXA2",-0.18459788480686,-1.04504549531016,0.421754500415053,-0.638790732725722,0.308429466108188
"FOXD3",-0.00601305853008851,-0.160364619707236,0.454686285393292,-0.27696120479289,-0.143600660740093
"FOXF2",-0.507612311080719,-0.324838720295304,1.02281589155695,-0.0129991853130328,-0.0643097028702289
"FOXJ2",-0.0817594318473824,-0.209661618453233,0.490729108677712,-0.209789732930767,-0.101149500287625
"FOXK1",-0.238681769546012,-0.542557001496215,-0.161344174689567,-0.385306989056275,0.438867176089097
"FOXK2",-0.416223810759177,-0.606589184451816,0.122031306177797,-0.138943687034497,0.41837057392553
"FOXL2",-0.383764039981548,-0.529761143922173,0.6310975842992,-0.549414152557374,0.153414800885285
"FOXM1",0.15276147619294,-0.710847172417964,0.537126709111302,-0.512282304598103,-0.0825857745386584
"FOXO1",-0.120989544890687,-0.726043836703932,0.294723469391087,-0.227720888944881,0.193875421221669
"FOXO3",-0.477300184238305,0.089759924326138,0.780466268890905,0.0903030665760019,-0.11266925027251
"FOXO4",-0.0951045874029507,-0.0427688698749637,0.340094582957271,-0.573049962944382,-0.0506183134134454
"FOXP1",-0.308423946012008,-0.674748191466621,0.652565487167975,-0.373349424981018,0.131864437210593
"FOXP2",-0.0571687793174277,-0.823491830435182,1.22313138142235,-0.302877687225173,-0.258968017505022
"FOXP3",0.229042186567414,-0.0461039408249036,-0.251332273196499,-0.299536848813367,0.0130779542183589
"GABPA",-0.205776223302947,-0.424321072550506,-0.341622513810734,0.412106791433762,0.41040940984946
"GATA1",-0.290666225830634,-0.673141540931772,-0.38759026759015,-0.368401313570403,0.624358249027238
"GATA2",-0.550704553570863,-1.17850805447362,0.49418229937794,-1.06054002219494,0.579437750163205
"GATA3",-0.442765088092787,-1.18214663956376,-0.0565735465262956,-0.857475735548199,0.765389953581504
"GATA4",0.00552573104086665,-0.577509811335418,0.258999310022441,-0.563470380217283,0.104307062071387
"GATA6",0.0219487997109777,-0.262476700755207,0.621117316326105,-0.137613300528843,-0.217346245070324
"GFI1",0.115675473629774,-0.284568159887124,-0.0141565492468143,0.643809739807956,-0.0152565360564864
"GFI1B",-0.0856930929476497,-0.386935113407663,-0.0322440869129185,-0.490991675258177,0.234228255347034
"GLI1",0.135050770119442,-0.27506913004758,0.382060961086032,0.0381797292375242,-0.180981624395097
"GLI2",0.570135759121887,-0.259448939099425,-0.71040564943226,-0.675881556064584,0.117560624358539
"GLI3",-0.221372902735271,-0.350773652401919,0.162511702293956,0.61178813511927,0.137114649489939
"GLYR1",-0.295388300029649,-0.549697576540489,-0.107872572455616,1.1472693746448,0.345043952792929
"GRHL2",0.265649903461886,-0.723192338756717,0.619265527003243,-0.432655243448624,-0.195331469533178
"GTF2B",-0.396003113834328,-0.744591125803098,0.0363319016798681,0.191088018639556,0.470717012375365
"HBP1",-0.497733574927883,-0.620588763808719,0.79801756370626,-0.0545692262507522,0.140931591356727
"HES1",0.195205165264189,0.0248370944911586,-1.11167916616279,0.273051635350663,0.388349761434799
"HHEX",-0.208125505979394,-0.71094966998308,0.833094116887405,-0.816863417657131,0.023651023348743
"HIC1",0.0476924484583495,0.10021125196472,0.22950960166075,0.161762746030356,-0.18651296011608
"HIF1A",0.325279434219183,-0.219453725331056,1.01618022245618,-0.637358266723695,-0.581067130317415
"HINFP",-0.0458259050445162,-0.201353688217489,0.351403685985136,0.207496553253911,-0.0880432986515385
"HIVEP2",-0.537314989868046,0.959655720474046,1.28838962542179,0.145544180930747,-0.617723129274711
"HMBOX1",-0.355016971122565,-0.867516238363788,-0.00146136422626149,0.125467521885654,0.509009628218814
"HMGA1",-0.634988999831874,-0.715587328757223,-0.626249814106389,-0.756274072563574,0.999499253130135
"HMGN3",0.118381969870869,-0.0883904464756267,0.159796231941586,-0.212214118680296,-0.108076113128118
"HNF1A",0.0264905000496702,-0.402359345372405,0.52378736540071,-0.221844136248036,-0.120077685261541
"HNF1B",0.0177580971152517,-0.560019136847089,0.685642638907007,-0.233424560373384,-0.139191930162423
"HNF4A",-0.594505245225153,-1.02935238064012,0.4853272011398,-1.22998651575818,0.573021677134959
"HNF4G",-0.292417490356929,-0.795437350130819,0.705054422694319,-0.589699950041268,0.151879427975827
"HOXA1",0.444471685780247,-0.487618956360008,0.130921321446987,-0.431108610100517,-0.151133939147468
"HOXA10",-0.0975105890860947,0.284486341320928,0.106779415294431,0.125288305405862,-0.0944660137690064
"HOXA9",-0.135335469312522,-0.0459399170053276,0.46412980371384,0.281316808837232,-0.143447037917389
"HOXB13",-0.114310065269831,-0.868809647914737,0.140787490823318,-0.130027485505606,0.305613639154128
"HOXB7",0.250993072083848,-0.493772510470043,-0.259937264356543,0.289205392079312,0.113239573777531
"HSF1",-0.408335813451009,-0.79379569246383,-0.395131444883403,-0.70592248914776,0.766588552752038
"HSF2",-0.257189218451338,-0.0574534101699467,0.512400707518779,-0.427193402211677,-0.0366708408542038
"IKZF1",-0.234216106828133,-0.663299905726609,0.193155111049218,-0.722285445373296,0.328053715919867
"IRF1",-0.33668428785991,0.134638134889635,1.17900754719533,0.448910141736614,-0.435085573940009
"IRF2",-0.337293815641067,-0.396959698678788,0.276927296339296,-0.280861910352339,0.23247554265295
"IRF3",-0.230465348340699,-0.18717325776576,-0.369628076877418,0.191885779414233,0.375071766029054
"IRF4",-0.199723757054431,-0.0161406064088496,0.0536451612809865,0.292070714248351,0.0857227046225515
"IRF8",-0.0224589500599531,-0.346122174064366,0.164835250684441,-0.107113827438458,0.0503451535868307
"IRF9",-0.38207061681749,0.0607183536443005,0.155202268241562,0.0210124575230357,0.144911852533815
"JUN",-0.357588163609661,-0.897255725470431,1.16787771583631,-0.934057905719653,0.0267795485254587
"JUNB",0.0443800141397926,-0.0237337979338729,0.380429178659153,0.223401469757777,-0.220180315027703
"JUND",0.25485056012152,-0.606267766777166,0.846483353084112,-0.349790932843202,-0.343826530183888
"KDM5B",0.0205584026269124,-0.764383072409947,0.636235713801501,-0.390567564849199,-0.0373098052328056
"KLF1",0.00954398561569795,-0.399114480681461,0.542481245696116,-0.289897463851744,-0.114784371568143
"KLF10",0.579247869797963,0.348872365220078,0.289147077135158,0.187007064661566,-0.637730498186198
"KLF13",0.352265520314672,-0.29498966524167,-0.0191605147471249,0.538163451082613,-0.151917065513776
"KLF2",0.105163789959289,-0.511408449058409,-0.0995440432799491,-0.546177007304484,0.191666355271686
"KLF3",-0.448655484149588,-0.648969228289417,0.421489955231247,-0.531800772040546,0.335133686587788
"KLF4",0.039118373828201,-0.741233626721598,-0.105492931014245,-0.785098144252128,0.330328792207845
"KLF5",0.370850551927312,-0.181955183585305,0.198513565524524,0.020058759019429,-0.271440941636488
"KLF6",-0.0140651143538985,-0.875227908280261,0.863926210523667,-0.302124092311705,-0.094649499696033
"KLF8",-0.574820385030128,-0.0448917305866591,-0.429829776761814,0.416393653076637,0.559026999719476
"KLF9",-0.197468781857197,-0.774330925692225,0.462842451954716,-0.743819197704185,0.212799086639054
"KMT2A",-0.679132606710164,-0.667709002394535,0.4008232520879,0.423140753702187,0.431329388937052
"KMT2B",-0.305595847695062,0.0425232391026291,0.0947095724050587,0.076824954124428,0.128057429666096
"LEF1",0.00828349591950793,-0.542542609304024,0.198281298163673,0.263338858055744,0.0629420728819616
"LHX2",0.462459555040871,-0.82931735645393,0.353967947634467,-0.511527077390858,-0.150142191044901
"LYL1",-0.126763220492253,0.380643566970701,-0.6568901203897,1.20733001998308,0.187200698947664
"MAF",-0.318111469050378,0.405149217326534,0.159707412928789,0.931449267011047,-0.0768489848759005
"MAFB",-0.364340359380492,-0.781924905473972,-0.100261538917636,-0.450787894555334,0.573975846092258
"MAFF",-0.0681512348023978,-0.783273288854127,0.128290736230314,-0.365226519876582,0.269933766457866
"MAFG",-0.142550782532305,-0.80595472203255,-0.0606576110313467,-0.608940540054497,0.433272449030611
"MAFK",0.00459131599105874,-0.974120517372214,0.221877293904672,-0.803968059723481,0.273089528554088
"MAX",0.192147997972093,-0.476198552137421,0.0943263507670262,0.038772682743619,-0.00990218875575483
"MAZ",0.183122383399094,-0.695213091843334,0.675642419651251,-0.30622899109243,-0.188568940991415
"MBD1",-0.0391591258256415,-0.735642371481903,0.428997272149683,0.36190588175285,0.0392457146101121
"MBD2",0.183918374270673,-0.492454709073746,-0.161965412567797,-0.610838344956525,0.170147106789129
"MBD3",0.239187502415878,-0.595694335081825,0.219007331270372,-0.774227638471575,-0.00362533192852822
"MBD4",0.00710242098937432,-0.257842245322833,0.969277145972464,-0.178661529534807,-0.37556304998268
"MECP2",-0.537414690699368,0.102253338534009,0.179660947773027,0.950936845926832,0.15304933002215
"MEF2A",-0.506646791559543,-0.34677217184887,0.736752146498929,-0.285685969785095,0.100144506066539
"MEF2B",-0.433699424820876,0.113049656065166,-0.112832502662648,0.806152271571779,0.235631699126611
"MEF2C",-0.447411405584455,-0.34556570472426,0.735534341856453,-0.0387117578392375,0.045676866058796
"MEF2D",-0.443239172353051,-0.389499535082041,0.562695704093955,-0.466997534912761,0.17135826205119
"MEIS1",-0.161481537405866,-0.691413367442954,-0.430191131772135,0.176666454193419,0.531540328361551
"MEIS2",-0.387755450791635,-0.664636359462979,-0.154190008373823,-0.218556035215604,0.559397898309233
"MITF",-0.505361962190649,-1.25773143873536,0.0884296030167959,-0.979117802416411,0.768582263032631
"MNT",0.161003475740911,-0.661387334787934,0.259920489750964,-0.173416334885634,0.00654215130468944
"MSX2",0.0936804305289697,-0.0633632850401304,0.343341573795255,-0.219119295090861,-0.189416811018031
"MTF1",-0.102710602703914,-0.207609965842303,0.661204835345163,-0.53682821717474,-0.148604178217832
"MXI1",-0.0864945949540222,-0.513341742996825,0.245719773286156,0.34988016717974,0.0841568641353433
"MYB",0.329765600102422,0.290048336592291,0.405273479307708,1.24432004559115,-0.589458244117907
"MYBL1",-0.215874920726239,-0.0744569859734552,0.239176359961699,0.229831436454801,0.0298917896660389
"MYBL2",-0.00175859559886579,-1.10742579672846,0.850581887811139,-0.786216203683816,0.0157428527736226
"MYC",0.338657456208529,1.38380928841749,-0.109751877484145,0.0360933034832051,-0.62968716961584
"MYCN",-0.148403131885407,-0.294549709476019,0.734645990819235,-0.194646456654583,-0.149729087036731
"MYNN",-0.202849475752774,-0.324305307166333,-0.174096248345352,0.569450211320729,0.282706055262475
"MYOD1",0.0630884422477221,-1.07852000244434,0.00521894571898104,-0.928285495986314,0.384893959514134
"NANOG",-0.272406325418006,-0.953034006486264,0.720207166304776,-0.387776794938297,0.170905420424945
"NCOA1",-0.215331946854891,-0.189533741442975,-0.224859481008535,-0.339123850358662,0.332845280492109
"NCOA2",-0.0525522291047772,-0.539920113839116,-0.141953768679802,-0.23803488080017,0.300421835288586
"NCOA3",0.0541950217428456,-0.722062525189132,0.16971401482262,-0.676296857164847,0.173264710284494
"NEUROD1",0.175841582109983,-0.323084582008577,0.0467959356202842,-0.0648727853361418,-0.020870067473151
"NFAT5",-0.337924129555842,1.9700639127946,-0.30841698649351,-0.029571384353094,-0.297382145690979
"NFATC1",-0.163705549836709,0.343538270965525,0.176368571761649,0.559479379121988,-0.136253086073794
"NFE2",-0.259999624130249,-0.660081222903876,-0.345766996092178,-0.113252689907921,0.562555338227127
"NFE2L1",0.171319018472294,-0.535473566146882,-0.147741797560446,-0.586153551059192,0.184001059451914
"NFE2L2",0.0856193082768188,-0.843879049203644,0.114167323778328,-0.777747380959073,0.228339452918643
"NFIA",0.326010693709976,-0.121564906973702,0.0727089275565772,0.093501981538518,-0.207413157241332
"NFIC",-0.0259717544053723,-0.856111659321544,0.791476314667961,-0.667694401674478,-0.0330543555260637
"NFKB1",-0.677535670512198,0.203914561448537,1.42846127623599,-0.179314141253293,-0.31990312597287
"NFKB2",-0.592767661325733,-0.286881787978783,0.0568372809762651,-0.0794962852030059,0.450124340046629
"NFYA",-0.437797879418713,0.157383716831587,-0.106657771322168,0.0289880611793356,0.27417160670351
"NFYB",-0.585345163844272,0.163332578437306,-0.142749266903484,-0.139876721471117,0.394877563838946
"NFYC",-0.404719575405344,-0.210753081910855,0.392490328837897,-0.731014432449518,0.187650817079215
"NME2",-0.181204713388224,-0.799359474159415,0.508921246675862,-1.00455353228392,0.206634231852838
"NR1H2",-0.160803230957037,-0.397458955638077,1.08229811573759,-0.870200777497895,-0.229071197581302
"NR1H3",-0.441635155997158,-0.328782655972991,1.31796351282368,-0.607504689626305,-0.206776425881942
"NR1H4",-0.245641634165876,-0.391734583556239,1.24200476600112,-0.00748108433194163,-0.314513123922802
"NR1I2",0.134191939248314,-0.242417972871335,0.517815284717117,-0.281131418493686,-0.235159426296531
"NR2C2",0.389846408551736,0.151085537226553,-0.178061258185035,-0.226358111210459,-0.195817524588851
"NR2F1",-0.157247013385056,-0.662908551008318,-0.40932537625491,-0.688655270621804,0.569111187344253
"NR2F2",-0.0633970530884602,-0.627364816112144,1.13990592313236,-0.478313034532681,-0.268508750953294
"NR2F6",-0.34732971899316,-0.875680040110224,0.644566957653823,-0.455938079431661,0.233762465448457
"NR3C1",0.103492109656151,-0.858492525410642,0.908097250444625,-0.555172765474891,-0.178666386806873
"NR4A1",-0.0290014113200434,-0.438242520393669,-0.0899154370357794,0.594572705777214,0.168318648437428
"NR5A1",-0.0332588400166447,-0.0311193461602644,0.305705803601945,0.55356488532263,-0.155127871715242
"NR5A2",-0.319231381874326,-0.437636314902686,-0.162323304973103,-0.772016920955546,0.481865381554644
"NRF1",-0.145877457299225,-0.393986424054831,-0.0314971162836975,0.744935594493737,0.188717873479799
"ONECUT1",-0.318302551869364,-1.00203237715593,0.578102888195977,-0.727506882377734,0.308970007900813
"OTX2",0.109953038567314,-0.890246409973616,0.305034275674519,-0.765651850833186,0.135091751669067
"PAX2",-0.166565895134152,-0.0129138869299441,0.136695655863386,0.358521787457763,0.0187282157890454
"PAX3",0.0909469855103478,-0.201886754475458,-0.115699573685807,-0.102594712607806,0.0735741057263614
"PAX5",-0.380477457190239,0.630803609164274,0.22147890493068,0.311205754028616,-0.100273980903105
"PAX6",0.636171988751486,0.3489323073787,0.505968765813549,-0.39549199637852,-0.738640903774111
"PAX8",-0.188854799120567,-0.730164907966161,0.144966120774174,-0.527887139231378,0.33172459476486
"PBX2",-0.144385351364706,-0.613409758039045,0.14564505905051,-0.170395259163475,0.239136170112258
"PBX3",0.577060052532759,-0.479980824577156,0.468120463188504,-0.442298833987831,-0.400537684997972
"PCGF2",-0.405331590034408,-0.309807973608973,0.0327987765367756,0.645746378482871,0.300468595695298
"PDX1",-0.242528222752028,-0.771649763920943,-0.129486901182675,-0.606385625845494,0.51829164127041
"PGR",0.0546850673947199,-1.04849907502866,0.739012444250592,-0.401536251682791,-0.0123933838493774
"PIN1",0.0515850447874435,0.181420012799641,-0.380057100830847,-0.48517102895337,0.124250216255454
"PITX1",0.442424455342015,0.447729289374086,-0.649079934797288,0.320852123782391,-0.138406030118985
"PKNOX1",0.107142486905865,-0.403751422063527,-0.653147551533337,0.0157622399857361,0.383805183499188
"POU2F1",-0.10043830051448,-0.389794717573095,0.162587856903312,-0.198785384513554,0.129760042908362
"POU2F2",-0.194026537407053,0.0545788075788134,-0.0995372143229553,0.511226738377482,0.117433220490635
"POU4F2",-0.201352583512484,-0.933241439101288,-0.138416783841775,-0.773829030175973,0.562534652413085
"POU5F1",-0.205918317883317,-1.08010098798718,0.446162197325112,-0.174858143275263,0.289745200693986
"PPARA",-0.0554495094348653,-0.724396182129433,0.420978716632801,-0.131084403864213,0.0838403218641026
"PPARD",-0.0860904704503639,0.345147393145236,0.351700117086237,0.197674489296571,-0.245962855647686
"PPARG",-0.540542666433452,-0.713915273783341,1.01612706387457,-0.327671322576754,0.112587357312455
"PRDM1",0.381769582337642,-0.803586758097304,0.528838179955475,-0.814285256238217,-0.171528490281698
"PRDM14",-0.260858403431985,-1.3987339697945,0.431856076716429,-1.24605085886595,0.51300298064967
"PROX1",0.184580396208095,-0.466521746901413,0.847464558093017,-0.34683358693724,-0.347023110897695
"RARA",-0.483120579890056,-0.5720338615234,0.266032496804802,1.05503388660339,0.29651523618911
"RARB",-0.212143382058803,-0.603271998477366,0.213714230969326,1.45427007966624,0.133035015097358
"RARG",-0.242782563514582,-0.642246655724228,0.479416553026396,1.729626400815,0.0175809352035505
"RBPJ",-0.304312291403187,-0.0119078518931355,0.173178166969598,0.734974997403763,0.0618841430775634
"REL",-0.119716340584604,-0.0641746606576753,0.470658161141012,-0.575723457707193,-0.0909742716057786
"RELA",-0.518066657299442,-0.0312088367927424,1.22672474566568,-0.0951019716591567,-0.249766655622643
"RELB",-0.28761998719885,-0.256476552490663,0.466911629518127,0.0261937349714484,0.0402559997447579
"REST",-0.11783377237235,-0.409072696195825,0.389525731295072,-0.615725244294283,0.0660707819711873
"RFX1",0.234994543532524,-0.225493968563533,0.533221461473976,-0.379139250310052,-0.305413195197781
"RFX2",0.0661384975013648,-0.135569683395797,-0.343326951807417,-0.582889022100274,0.210690586026091
"RFX5",-0.549805277136053,0.640358441803823,0.758489451039791,-0.297954661892846,-0.214504452993292
"RUNX1",-0.552929788672866,-0.560200682196245,0.0098064277506309,0.343989045572224,0.510355360306428
"RUNX2",0.250424434492815,-1.07226788490769,0.787798655864818,-0.670131774909217,-0.133477895383072
"RUNX3",-0.260988198543447,0.0825589074595752,-0.257696148748766,0.00215763346417866,0.262457917896983
"RXRA",0.319941726996199,-0.553722769801864,0.681189091789663,-0.740941162663007,-0.295459145678672
"SATB1",-0.169740123531097,-0.599514381658795,0.10080478815677,-0.174106294297072,0.272536300225614
"SETDB1",-0.226190918258633,-0.6993466678563,-0.546714851668318,-0.652618090021883,0.689221384530371
"SIX2",-0.366788944704512,-0.946012621617728,0.4116110819839,-0.66869490421951,0.397533098103139
"SIX5",0.619455458708596,0.602398509602868,0.432209354627407,0.232654046786741,-0.821124112753443
"SMAD1",0.276883499241465,-0.064931068278862,0.520734169883614,-0.412370317790382,-0.37764623494789
"SMAD3",0.119462849483634,-0.907784475927368,1.12935248696007,-0.940039814184847,-0.252860825219521
"SMAD4",-0.257993795613659,-0.707225423258751,1.06923820730977,-0.876652698271321,-0.0564241184179006
"SMAD5",0.511033914037867,1.07295359190295,0.407492235697481,0.550650797852178,-0.920873938190747
"SNAI1",0.60023411364095,-0.45110200500755,0.112631943099852,-0.525136114098126,-0.246737896197722
"SNAI2",0.173159297357312,-0.591717023830224,0.220750681909146,0.157404292920624,-0.0285389077686418
"SNAPC4",-0.118565323899537,-0.447666873596071,-0.198284287014422,0.10687502660713,0.314620389200927
"SOX10",-0.633094170884338,-0.769783589594617,-0.151385440111235,-0.605899862155675,0.775741134488662
"SOX11",-0.298223103657596,-0.788655672795807,0.206070849384225,-0.642161580259234,0.398992385654764
"SOX13",-0.11940915763037,-0.827446669972969,1.10564842496881,-0.597537180649606,-0.14077861080693
"SOX2",-0.499152353398988,-1.08169670271103,-0.0255792845022892,-0.733528605051029,0.743678452333463
"SOX4",-0.000436913453541045,-0.239799761407376,-0.0294939815277968,-0.154910600684804,0.104595714069358
"SOX6",-0.379135881589563,-0.291913945694302,0.129153028716175,0.32258358480465,0.253496901728843
"SOX9",-0.298602547983788,-0.570212969666507,0.371203867534298,-0.320238743515835,0.223272135990633
"SP1",0.0812035542558661,-0.518116648093162,1.11488079438554,-0.39483645363935,-0.390558071154692
"SP2",-0.277965824950714,0.0419336794109492,-0.158655912241162,0.320691935233134,0.21676597871345
"SP3",0.50126592672831,-0.606759142336638,0.461174503667406,-0.383199795617997,-0.310558025559832
"SP4",-0.0267506078351813,-0.168113183431449,0.969623448752478,-0.15625208186499,-0.386038586907878
"SPDEF",-0.0641522064227188,0.0252298459575601,-0.114192556894287,-0.191570418727892,0.100835194726854
"SPI1",-0.841216468781734,0.510025092725059,0.139262077188316,1.89718112016804,0.162305853722527
